SA4_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
307,2970,64,6,0,0,0,0,466,3503,2192,388,187,41,13,0,4,371,3188,1722,641,568,291,89,30,16,405,3766,872,531,889,561,229,71,37,371,3559,519,411,1119,799,320,125,84,340,3717,409,373,1075,774,378,143,125,345,3612,421,408,1188,892,469,162,118,347,4012,500,389,1322,1040,452,173,111,390,4381,468,391,1329,1059,517,169,114,362,4411,457,330,1378,1167,572,168,109,387,4571,378,327,1230,1057,497,171,113,357,4126,293,233,1029,936,493,162,99,353,3601,180,155,644,657,434,150,133,312,2677,104,96,340,396,315,137,151,266,1803,118,69,245,327,283,161,178,357,1742,11612,4796,12555,9993,5064,1824,1395,5423,52669
308,6000,97,11,0,0,3,0,713,6816,4489,710,350,77,13,3,4,643,6301,3512,1300,1181,454,149,36,16,641,7301,1848,1371,2219,1013,358,118,66,578,7571,1129,1102,2605,1527,582,187,145,591,7871,912,828,2398,1454,601,211,138,538,7076,830,864,2465,1599,667,213,196,539,7375,768,813,2533,1653,680,252,181,582,7457,728,797,2620,1768,784,264,173,574,7703,651,676,2481,1875,837,236,175,588,7535,492,496,2065,1581,700,228,129,541,6222,363,336,1651,1292,670,191,144,460,5101,223,221,942,896,514,180,133,371,3480,151,103,501,565,406,168,187,342,2430,135,97,368,392,340,181,245,432,2193,22236,9818,24385,16154,7288,2469,1935,8145,92431
309,16748,72,7,0,0,0,0,1533,18372,17415,881,283,52,8,3,4,1914,20568,15156,2833,1699,420,109,13,8,2021,22259,9960,4887,4764,1524,388,93,35,1714,23368,5498,4419,7809,2867,807,207,130,1526,23267,3663,3711,8354,3525,1118,292,197,1279,22131,3361,3745,8692,3905,1265,337,200,1336,22843,3355,3430,8289,3936,1233,361,222,1181,22005,3036,3054,7554,3796,1279,337,166,1160,20380,2616,2651,7201,4075,1400,394,194,1083,19606,2049,2193,6703,3807,1405,348,154,1028,17694,1725,1789,6534,3786,1373,359,171,1103,16828,1116,1153,4214,2856,1157,331,170,1096,12092,639,629,2223,1828,946,350,205,986,7810,567,693,1829,1642,944,440,327,1599,8044,86897,36142,76149,38008,13440,3880,2181,20567,277262
310,10574,151,19,3,0,0,0,1062,11815,8848,1087,526,134,22,9,5,992,11624,6850,2331,1843,739,240,94,24,1035,13168,4082,3025,3708,1534,627,241,136,965,14322,2452,2482,4542,2160,879,359,313,873,14066,1647,1731,3932,2089,927,398,386,712,11816,1664,1624,3903,2165,961,421,439,664,11835,1532,1484,3773,2243,1021,374,391,561,11383,1244,1271,3476,2297,1001,386,346,527,10550,901,1018,2891,2326,1034,368,281,486,9298,716,705,2529,1842,928,346,253,423,7744,484,522,2095,1670,854,304,247,417,6604,330,315,1348,1150,643,270,239,382,4666,215,167,675,724,508,243,262,357,3152,172,168,540,564,405,249,334,464,2898,41727,18084,35806,21632,10049,4056,3649,9929,144933
311,10211,150,16,3,0,0,4,1169,11555,8414,1270,582,124,25,5,0,1090,11512,6077,2487,1995,796,237,61,31,1134,12824,3641,2698,3322,1635,658,265,141,1027,13374,2204,2170,4070,2130,929,375,288,974,13144,1541,1630,3833,2132,1037,436,399,724,11731,1442,1580,3713,2200,1033,461,434,734,11582,1321,1393,3697,2156,1054,430,362,627,11033,1016,1123,3424,2145,1080,415,374,545,10128,795,938,3152,2277,987,382,278,420,9223,609,770,2773,2026,923,323,200,448,8083,455,628,2643,1758,878,315,224,500,7401,292,371,1429,1222,621,252,213,381,4778,179,178,708,664,447,221,195,335,2914,141,195,523,542,408,233,256,442,2741,38325,17568,35882,21812,10322,4170,3395,10564,142032
312,4352,34,7,0,0,0,0,620,5011,3883,438,187,40,8,0,3,862,5423,3315,1014,874,280,77,16,5,950,6546,1895,1135,1665,791,250,58,35,854,6689,1074,917,2108,1230,388,125,75,749,6667,781,639,1969,1223,421,131,83,597,5852,723,692,2048,1251,440,156,110,636,6049,728,673,2109,1254,547,153,82,692,6236,682,604,2122,1423,585,196,100,688,6402,575,517,1911,1452,609,184,78,607,5938,378,397,1677,1188,559,193,85,508,4990,278,266,1252,1020,487,178,88,426,3990,174,174,763,656,355,159,102,303,2689,118,83,330,386,228,116,106,238,1596,88,76,274,305,276,155,169,238,1573,19029,7681,19294,12495,5229,1826,1121,8967,75646
313,6887,79,0,0,0,0,0,666,7643,5244,729,294,75,20,8,0,590,6959,3804,1384,1158,440,120,18,15,552,7493,2242,1507,2094,979,351,92,51,486,7802,1449,1290,2647,1438,586,169,120,505,8205,1160,1153,2658,1562,620,243,173,462,8030,1199,1154,2856,1697,718,256,200,456,8522,1203,1195,3076,1832,773,266,203,410,8961,1122,1045,3024,1913,804,270,179,431,8787,987,940,3126,2050,817,254,151,369,8700,848,851,3067,2154,941,255,145,442,8701,747,730,3043,2175,889,253,148,495,8491,454,476,1940,1484,691,262,197,400,5902,280,237,919,961,575,275,178,371,3783,230,241,756,762,475,244,276,634,3618,27844,13011,30659,19526,8373,2867,2031,7283,111594
314,6683,36,5,0,0,0,0,382,7104,5335,448,176,33,4,0,4,377,6376,4131,1297,876,284,51,11,0,395,7060,2589,1854,2198,755,209,48,31,276,7969,1488,1616,3296,1310,410,115,51,297,8576,1109,1329,3227,1464,461,148,98,241,8081,1085,1123,3300,1618,538,163,59,241,8118,927,985,3017,1502,513,146,94,206,7389,754,757,2422,1432,444,156,98,135,6197,552,530,2153,1350,503,142,71,132,5429,390,434,1721,1202,466,129,73,134,4543,308,362,1601,1107,473,160,73,139,4233,209,215,1035,755,372,107,61,137,2877,105,122,420,424,258,90,58,119,1587,112,129,343,338,247,119,126,185,1601,25775,11248,25790,13568,4936,1526,904,3393,87145
315,1708,76,6,0,0,0,0,458,2251,1797,402,166,52,12,0,0,504,2932,1549,519,467,229,99,29,11,494,3388,880,480,716,330,207,76,47,427,3161,543,377,705,497,240,95,106,373,2941,382,277,583,423,251,120,123,333,2497,403,274,609,493,240,116,150,386,2680,404,264,749,544,247,139,149,402,2899,354,269,857,663,322,143,115,466,3181,314,247,1020,769,363,120,129,535,3496,214,198,819,672,317,128,95,423,2858,146,140,556,481,243,96,88,309,2062,81,49,235,285,133,67,80,178,1111,37,24,106,120,70,49,51,78,539,19,29,57,79,72,40,65,70,434,8820,3618,7666,5642,2810,1225,1216,5429,36432
316,10439,34,0,0,0,0,0,941,11408,8363,492,176,17,0,0,0,846,9902,6863,1512,942,253,52,9,0,766,10411,4530,2467,2708,898,238,44,17,756,11667,2623,2273,4664,1925,511,137,69,727,12922,1904,1879,5055,2348,718,164,97,678,12840,1999,2026,5637,2700,853,216,116,678,14226,2275,1904,5520,2701,865,237,104,660,14266,2304,1831,5441,2982,1054,256,119,744,14733,2097,1618,5373,3250,1126,275,138,662,14544,1729,1383,5208,3222,1165,281,103,618,13718,1382,1234,5134,3220,1156,301,121,773,13327,862,767,3273,2539,982,323,153,773,9673,488,406,1739,1630,877,347,198,612,6297,430,455,1352,1409,935,399,341,1074,6390,48284,20283,52227,29098,10541,2991,1582,11320,176324
317,5050,54,8,0,0,0,0,444,5550,4155,425,168,46,10,0,3,420,5235,3242,909,696,275,87,22,12,379,5625,1831,1112,1353,660,190,69,59,264,5531,1004,773,1804,966,375,129,122,295,5462,665,560,1592,1045,403,147,149,231,4790,644,598,1622,1088,480,153,163,242,4985,710,591,1742,1157,437,156,146,228,5160,622,488,1587,1109,474,158,119,276,4832,579,452,1571,1211,543,153,100,214,4827,461,360,1390,1128,545,172,111,199,4369,372,318,1330,1048,508,149,95,243,4065,249,200,924,842,446,157,133,239,3187,181,104,509,540,374,165,150,218,2252,206,143,385,527,423,229,249,308,2469,19972,7091,16680,11639,5305,1849,1600,4203,68341
318,6864,93,11,0,3,0,0,805,7776,6276,683,227,52,6,4,3,832,8084,4553,1316,987,362,119,39,16,803,8199,2534,1487,1858,818,264,114,59,655,7791,1525,1230,2467,1329,472,196,136,701,8053,1034,940,2454,1340,566,201,160,542,7238,1084,948,2630,1447,594,217,199,549,7655,983,967,2571,1608,627,223,194,592,7768,891,830,2620,1669,729,229,159,480,7606,797,743,2515,1696,798,208,130,455,7341,586,582,2253,1648,677,214,126,445,6529,389,455,1821,1478,641,213,127,434,5554,290,247,1082,919,501,202,146,342,3728,172,133,554,615,428,201,159,283,2541,140,166,441,518,394,211,199,419,2486,28111,10808,24495,15506,6807,2467,1820,8334,98348
319,7142,121,19,0,0,0,3,840,8128,4821,790,367,77,14,5,4,611,6685,3450,1359,1155,478,158,30,17,624,7276,2050,1303,2002,1037,447,122,63,571,7583,1341,1158,2473,1443,635,226,159,562,7998,1144,990,2556,1600,762,314,234,553,8157,1310,1121,2895,1839,880,349,236,626,9259,1465,1206,3442,2029,958,351,253,679,10387,1588,1323,3939,2573,1104,393,262,767,11948,1577,1283,4239,3010,1302,379,250,782,12825,1401,1211,4426,3089,1280,413,272,877,12974,1134,993,4221,3051,1338,402,221,960,12324,688,599,2594,2047,1080,439,266,833,8533,362,316,1262,1254,837,381,282,641,5325,338,300,937,965,760,409,424,678,4812,29813,14078,36519,24500,11559,4214,2937,10597,134221
397,3,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,30,53
401,8589,19,0,0,0,0,0,573,9186,9968,166,37,7,0,0,3,718,10901,8526,843,378,74,11,4,0,640,10476,5375,2193,1732,429,84,16,12,530,10376,2845,2185,3768,1175,231,54,22,411,10703,1768,1767,4240,1635,323,72,44,377,10228,1698,1625,4308,1778,428,93,43,386,10350,1755,1577,4304,1833,453,86,51,360,10420,1775,1479,3912,1667,528,118,64,325,9873,1755,1396,3796,1796,533,110,58,354,9800,1437,1285,3424,1769,505,106,50,338,8911,1156,931,3486,1918,565,109,56,353,8575,689,583,2365,1662,519,155,62,344,6385,368,327,1432,1283,633,174,104,349,4661,413,440,1491,1438,844,342,227,635,5834,48124,16819,38675,18460,5660,1440,807,6691,136667
402,11746,99,7,3,0,0,3,991,12842,11944,926,408,67,13,0,3,947,14307,9744,2877,1917,645,171,46,11,964,16376,5626,3922,4387,1659,501,165,104,795,17159,3182,3272,5968,2442,866,328,251,721,17035,2069,2183,5076,2487,929,380,343,605,14069,1858,2072,5127,2470,938,373,360,554,13760,1913,1993,5147,2678,939,319,313,562,13866,1746,1778,5281,2682,1086,372,294,480,13727,1321,1500,4920,2789,1018,368,241,472,12626,957,1275,4385,2457,909,297,216,435,10938,725,950,4125,2290,880,276,189,545,9970,456,532,2725,1961,746,232,175,560,7395,281,316,1528,1360,756,297,242,520,5294,230,418,1308,1246,755,421,392,739,5520,53794,24114,52312,27244,10523,3877,3142,9879,184886
403,9762,41,4,0,0,0,4,657,10471,9684,432,147,26,3,5,3,600,10903,8230,1510,825,220,51,7,4,519,11365,5307,2711,2711,809,143,51,26,455,12207,2919,2577,4879,1635,405,112,61,446,13032,1950,2066,5104,1926,534,149,96,346,12172,1773,1924,5057,2144,579,174,104,367,12119,1794,1816,5069,2305,641,169,105,359,12256,1854,1676,4965,2363,671,184,105,366,12177,1742,1608,5048,2479,782,193,105,383,12336,1433,1380,4883,2370,786,175,90,380,11506,1064,1220,4629,2439,717,171,95,414,10754,614,624,3045,1895,645,176,95,406,7496,364,357,1641,1428,662,207,125,404,5189,415,510,1621,1653,959,422,301,589,6474,48905,20441,49626,23697,7586,2196,1318,6683,160450
404,5469,19,3,0,0,0,0,365,5855,7287,226,69,15,5,0,0,520,8124,7307,1024,429,106,32,0,8,477,9384,4730,2179,1567,377,96,25,18,434,9424,2523,1807,2906,905,217,55,50,354,8810,1624,1328,2892,1059,256,73,53,293,7584,1558,1233,2864,1080,314,105,79,284,7514,1643,1315,3146,1272,359,109,89,254,8195,1566,1159,3001,1365,392,120,77,263,7940,1397,1065,2904,1369,479,117,66,247,7641,1025,840,2592,1323,412,112,67,253,6626,691,694,2368,1309,422,122,75,260,5946,389,377,1687,1027,407,124,96,256,4365,253,298,1144,968,480,172,128,269,3708,320,404,1325,1147,619,289,287,288,4670,37776,13945,28918,13323,4478,1420,1096,4817,105781
405,2476,25,0,0,0,0,0,270,2778,1898,194,80,13,4,0,0,156,2344,1363,456,379,122,34,13,0,193,2559,773,510,777,416,121,34,22,157,2812,491,418,1041,658,221,76,41,192,3137,366,332,980,713,260,73,65,184,2971,427,343,1196,729,264,82,55,232,3325,492,425,1373,949,340,94,73,228,3972,555,427,1487,1014,342,103,77,254,4261,535,443,1731,1083,423,124,78,292,4716,462,371,1634,1058,419,101,51,275,4367,325,290,1530,997,371,104,58,316,4005,213,172,916,777,355,123,56,281,2903,112,90,440,508,307,119,99,216,1888,119,98,399,438,355,177,140,243,1960,10622,4597,13975,9474,3809,1212,815,3485,48002
406,1777,27,3,0,0,0,0,303,2115,1559,236,116,21,4,0,0,244,2181,1457,438,429,167,39,12,4,298,2843,784,495,676,388,139,36,16,293,2826,454,358,820,525,195,61,37,244,2681,308,227,751,449,182,73,32,214,2238,347,310,836,579,232,71,47,271,2684,362,322,944,612,255,75,59,250,2865,314,263,1096,677,248,92,56,263,3002,274,287,1053,683,264,100,53,278,2989,226,199,903,677,259,82,44,241,2636,123,158,765,545,220,64,34,268,2183,94,78,430,445,224,87,61,179,1601,49,32,221,239,185,92,56,137,1016,41,42,128,235,202,101,118,165,1030,8166,3476,9164,6247,2647,946,617,3637,34894
407,4183,38,3,5,0,0,0,505,4737,3175,382,150,25,6,0,0,327,4082,2472,870,722,266,65,15,5,327,4733,1366,919,1326,635,207,60,28,318,4856,778,732,1710,992,353,104,66,312,5047,638,615,1713,1135,391,128,79,294,5001,712,643,2031,1190,429,147,94,382,5636,871,697,2208,1433,493,144,111,406,6356,970,770,2413,1519,571,166,92,440,6943,917,742,2680,1716,640,175,99,454,7414,813,662,2838,1645,654,149,73,468,7301,621,550,2656,1767,615,167,69,498,6951,377,299,1671,1354,569,170,103,414,4960,207,176,789,960,552,193,135,380,3385,197,178,703,850,583,310,256,469,3542,18315,8270,23625,15487,6124,1926,1215,5986,80950
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,4800,31,4,0,0,0,3,488,5321,2881,381,130,36,0,0,0,291,3715,2463,879,628,223,69,13,8,385,4665,1708,1078,1538,666,186,64,26,349,5612,1036,994,2335,1152,316,87,55,357,6338,758,786,2339,1294,436,119,61,331,6117,756,767,2471,1334,470,135,86,331,6347,813,822,2440,1357,510,140,85,379,6552,815,639,2348,1511,560,146,82,374,6462,698,562,2359,1668,663,187,91,345,6568,547,438,2102,1530,601,175,93,332,5814,373,372,1871,1379,595,147,71,352,5155,234,181,1089,970,466,165,72,307,3476,120,104,528,618,400,185,102,254,2312,102,98,372,562,459,244,184,351,2373,18102,8115,22556,14307,5723,1801,1014,5215,76829
502,2657,22,3,0,0,0,0,251,2940,2019,265,103,21,6,0,0,174,2587,1265,518,471,174,33,10,3,148,2627,718,551,930,447,114,40,19,163,2974,500,514,1097,599,215,69,23,164,3180,347,413,1153,591,234,64,48,120,2968,398,435,1177,647,269,84,49,160,3216,402,443,1327,735,245,98,51,142,3438,412,391,1336,777,307,111,43,139,3511,351,369,1372,918,361,95,51,144,3655,342,305,1415,933,353,100,66,139,3646,253,258,1407,914,341,103,50,213,3536,141,162,955,709,313,99,43,209,2641,106,95,479,497,316,108,68,209,1881,78,75,344,434,288,120,91,351,1781,9997,4820,13564,8392,3388,1085,605,2731,44587
503,4903,10,0,0,0,0,0,382,5297,6276,57,11,0,0,0,0,600,6943,6629,358,105,29,8,0,5,636,7763,5059,1333,736,159,22,4,4,521,7833,2511,1450,1975,604,103,18,7,419,7088,1443,937,2284,902,166,26,11,310,6077,1156,888,2298,1089,209,35,14,268,5954,1143,838,2270,1164,247,44,22,269,5989,1083,727,1969,978,246,30,27,233,5300,893,651,1845,980,261,58,16,221,4924,741,544,1543,931,293,51,33,265,4400,524,483,1500,841,264,69,32,234,3950,332,215,1011,739,246,79,28,202,2856,223,151,627,605,252,65,49,193,2169,287,169,621,706,422,171,129,328,2832,33204,8798,18796,9719,2742,652,371,5089,79371
504,6933,41,0,0,0,0,6,600,7581,6663,429,165,41,4,0,0,582,7896,5902,1506,964,309,80,19,5,628,9419,4099,2548,2701,882,233,78,51,541,11137,2415,2084,3748,1367,442,123,74,485,10750,1669,1494,3504,1458,536,161,117,375,9309,1491,1372,3339,1635,568,192,145,381,9115,1452,1311,3278,1692,555,178,145,343,8949,1139,1152,3081,1741,596,197,159,297,8370,954,869,2793,1715,664,175,107,276,7558,693,723,2362,1465,599,171,114,272,6397,435,506,2108,1368,554,153,97,261,5484,237,282,1239,1031,430,144,110,246,3723,134,170,686,681,444,169,132,253,2665,135,178,588,611,416,208,208,392,2736,34348,14668,30568,16007,6118,1976,1472,5938,111088
505,15502,66,0,0,0,0,4,1037,16608,14736,678,236,44,0,0,5,959,16654,12665,2520,1521,439,103,25,7,1051,18329,8784,5084,4957,1452,435,111,50,956,21843,4982,4510,8191,2910,729,206,138,890,22561,3075,3125,8369,3452,918,264,171,665,20040,2686,2862,8361,3664,1016,295,211,647,19746,2491,2620,8187,3631,1057,323,227,559,19102,2137,2111,7206,3646,1172,309,220,499,17288,1610,1781,6482,3771,1211,301,181,460,15801,1257,1544,5746,3391,1147,321,177,441,14017,909,1163,5082,3050,1124,298,159,536,12320,579,714,3193,2232,915,248,152,513,8556,372,434,1784,1789,893,328,196,499,6289,341,432,1658,1609,1040,469,395,764,6714,72123,29638,70985,35080,11765,3496,2303,10471,235862
506,13627,87,10,0,0,0,0,1166,14879,14488,936,329,82,10,0,3,1302,17149,12210,2828,1677,533,150,32,12,1317,18767,8059,4859,4798,1609,515,120,62,1160,21184,4572,4212,7582,2811,884,284,163,1034,21539,3034,2893,6882,3093,956,332,253,766,18213,2488,2444,6193,3019,1002,363,261,689,16440,2301,2251,5904,2860,1057,348,267,665,15656,1875,1911,5390,3048,1136,331,231,588,14527,1652,1648,4891,3115,1194,364,234,494,13604,1255,1391,4614,2892,1112,301,196,460,12217,895,975,4003,2504,1029,297,200,538,10440,548,550,2316,1779,825,259,206,535,7020,333,314,1379,1394,770,288,195,619,5280,310,329,1085,1202,839,410,390,1024,5589,67630,27617,57056,29933,11476,3730,2688,12358,212503
507,11995,76,5,0,0,0,0,895,12970,11267,684,251,52,7,3,0,907,13175,9126,2061,1378,416,109,29,13,866,13994,6134,3688,3755,1319,377,98,61,831,16267,3399,3128,6253,2441,662,202,116,705,16904,2263,2423,6053,2749,812,226,142,550,15225,2044,2138,6052,2844,860,241,149,575,14906,1956,2115,5907,2813,896,276,157,493,14614,1782,1718,5317,2906,1008,250,148,456,13586,1299,1427,4787,2822,985,294,111,430,12163,1029,1154,4246,2653,956,236,128,438,10830,720,880,3603,2390,881,209,114,510,9303,417,485,2290,1779,698,195,106,488,6451,257,293,1351,1297,755,235,156,481,4818,262,318,1228,1238,833,338,290,863,5370,53947,22580,52472,27735,9835,2830,1695,9482,180570
509,2921,33,3,0,0,0,0,459,3416,1932,260,113,20,6,0,0,303,2635,1668,542,465,181,53,14,3,303,3233,976,582,993,493,150,57,26,367,3646,572,466,1267,819,316,70,52,350,3908,513,437,1231,831,309,89,80,359,3845,563,415,1414,911,365,96,91,418,4273,619,498,1565,1024,380,146,92,397,4718,659,491,1626,1159,489,139,93,488,5137,600,434,1664,1259,547,154,96,398,5156,455,376,1535,1166,508,154,85,419,4703,306,269,1305,1037,456,140,78,384,3981,172,192,791,728,374,106,68,328,2762,84,78,399,506,357,145,107,249,1934,75,78,312,420,359,179,140,288,1864,12137,5158,14680,10546,4664,1494,1016,5517,55217
510,1724,66,11,0,0,0,0,538,2340,2037,326,135,19,6,0,0,723,3253,2661,507,457,179,50,17,0,1030,4905,1920,787,906,477,177,57,21,1080,5421,1056,588,1244,702,255,106,67,822,4837,650,397,938,600,274,100,88,635,3691,552,384,932,545,235,108,83,678,3517,491,348,929,575,294,112,110,709,3562,404,301,950,639,282,109,89,637,3397,322,259,1073,778,345,94,79,565,3523,203,173,874,713,278,78,59,460,2837,110,102,586,394,180,62,51,262,1748,56,39,207,176,85,40,38,160,805,18,6,47,74,48,24,22,72,307,5,6,22,26,14,14,18,42,150,12215,4290,9295,5905,2520,915,740,8420,44303
