SUA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
4003,8,75,736,3618,1571,166,47,331,6552,3,126,302,312,19,3,0,96,873,0,10,6,0,0,0,0,0,18,8,139,310,312,19,6,0,93,892,0,8,26,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,5,0,0,0,0,35,14,32,8,0,4,0,0,28,82,3,5,14,8,3,0,0,0,36,31,258,1092,3935,1606,172,49,461,7601
4004,3,49,388,2500,917,111,16,245,4232,6,37,109,357,25,13,13,88,642,0,0,4,14,11,4,0,5,37,6,38,111,373,38,15,13,94,678,3,74,202,73,7,0,0,75,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,74,202,74,7,0,0,73,447,31,67,37,10,8,3,0,162,318,12,20,3,7,3,0,0,8,65,63,248,744,2966,965,131,29,575,5738
4005,20,100,608,3059,1290,164,25,278,5530,0,39,176,312,17,0,0,75,620,0,0,8,72,21,0,0,5,111,0,41,182,380,33,0,0,80,730,0,66,232,30,0,0,0,32,370,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,12,0,69,236,38,4,0,0,40,386,4,17,4,3,0,0,0,82,109,0,6,3,3,6,0,0,5,27,28,225,1041,3490,1331,164,27,479,6782
4006,7,62,590,3036,1025,119,15,215,5068,0,111,219,424,24,10,3,112,902,0,0,0,5,10,0,0,0,15,0,111,219,432,33,10,3,112,915,0,39,59,15,0,0,0,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,59,15,0,0,0,13,122,7,12,4,0,0,0,0,26,62,0,0,10,9,4,0,0,4,27,17,229,884,3485,1057,130,20,370,6188
4007,28,125,1879,6241,2752,344,57,367,11789,4,85,551,206,9,0,0,62,921,0,7,43,97,23,4,0,9,182,4,92,593,304,30,4,0,74,1105,4,66,103,20,0,0,0,12,208,0,0,8,16,0,0,0,4,31,0,0,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,124,45,3,0,0,15,262,18,57,36,8,4,0,0,11,128,7,10,14,20,3,0,0,3,62,56,351,2640,6622,2792,353,57,476,13349
4008,5,33,431,3055,1291,180,36,180,5208,13,76,673,2422,173,34,31,413,3841,0,0,4,5,0,0,0,0,9,13,76,681,2426,173,34,31,413,3848,5,72,196,79,5,0,4,44,400,0,16,34,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,6,18,5,82,237,86,7,0,4,50,473,11,29,20,9,3,0,0,28,96,7,24,16,11,3,3,0,10,75,43,245,1387,5590,1481,218,70,673,9697
5000,584,2541,10702,37843,28308,4538,1313,8925,94755,28,632,1693,879,192,21,21,706,4172,5,54,152,151,65,14,0,83,531,31,688,1842,1029,254,35,19,795,4700,19,223,335,178,31,4,12,214,1006,6,9,22,8,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,13,5,3,0,0,5,41,23,246,363,191,31,3,14,228,1104,3056,4212,693,565,466,79,66,2300,11445,339,602,222,268,192,53,127,618,2426,4033,8292,13828,39898,29264,4713,1541,12867,114434
5001,23,164,1236,5697,4361,536,134,501,12650,8,256,428,234,18,0,0,78,1022,5,14,49,28,11,0,0,18,121,13,272,479,267,29,0,5,95,1146,0,26,5,17,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,3,0,0,0,20,0,30,19,22,6,0,0,0,74,30,102,85,30,4,0,0,66,312,0,13,6,9,9,0,0,4,39,60,568,1811,6016,4400,540,143,673,14220
5002,36,141,314,1582,1309,169,33,512,4095,18,107,208,109,23,0,0,133,607,9,30,124,72,9,0,0,23,272,34,141,333,184,33,0,0,150,877,0,15,79,19,4,0,0,19,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,80,21,4,0,0,21,147,467,685,77,45,50,11,4,94,1430,27,49,14,8,9,0,3,23,137,569,1036,821,1845,1394,181,39,803,6679
5003,23,119,1006,8621,13011,1263,192,958,25191,7,337,1115,1160,83,0,7,273,2988,0,24,98,285,47,3,0,31,487,7,359,1215,1450,132,6,7,302,3480,4,135,213,92,4,0,0,51,507,0,10,70,25,0,0,0,12,123,0,0,12,3,0,0,0,9,24,0,0,13,23,0,0,0,6,36,3,0,0,0,0,0,0,0,8,6,147,311,144,11,0,0,77,697,26,173,79,20,3,0,0,186,483,5,12,10,13,12,0,0,10,60,64,809,2619,10245,13169,1272,195,1541,29920
5004,38,179,836,4831,6656,728,142,616,14021,4,143,446,465,100,9,4,98,1262,0,17,27,99,57,11,0,23,247,4,163,473,566,166,21,4,121,1507,0,3,20,8,4,0,0,4,42,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,6,7,7,0,0,0,31,0,14,41,15,9,0,0,4,85,39,103,132,35,21,0,0,107,438,0,5,12,8,3,0,0,14,50,81,464,1496,5448,6856,757,147,865,16103
5005,11,84,280,1817,1388,209,44,369,4193,4,69,190,89,15,4,0,65,431,0,0,21,15,3,0,0,0,46,4,67,207,111,22,3,0,66,473,0,38,35,8,0,0,0,21,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,39,10,0,0,0,21,115,33,55,21,9,5,0,0,59,179,0,6,10,13,9,4,0,3,43,52,254,549,1945,1424,215,44,522,5009
5006,24,129,792,4929,5461,610,111,872,12942,4,119,668,397,31,3,0,184,1410,0,14,93,104,84,13,0,28,337,8,130,769,501,114,21,4,206,1747,0,66,95,48,6,0,0,44,250,0,4,16,0,0,0,0,4,15,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,13,0,74,113,44,6,0,0,44,285,83,168,28,23,14,0,0,84,404,8,30,18,8,3,0,0,13,77,125,536,1721,5509,5595,635,119,1233,15458
5007,17,117,536,3479,3324,520,95,679,8765,3,228,536,566,45,0,4,198,1588,0,9,47,114,40,4,0,31,248,4,235,581,686,83,4,4,226,1837,0,47,66,10,3,0,0,10,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,47,66,9,3,0,0,10,141,68,150,25,19,8,4,0,413,686,0,10,3,3,10,0,0,11,30,91,560,1217,4199,3424,528,107,1340,11453
5008,5,45,133,1528,2124,183,31,603,4647,0,34,262,202,35,4,0,184,721,0,34,36,66,4,0,0,30,168,0,66,295,274,34,4,0,213,889,7,62,27,13,0,0,0,37,148,0,38,0,0,0,0,0,7,42,0,7,27,15,0,0,0,12,57,0,83,77,14,0,0,0,18,192,0,0,0,0,0,0,0,0,0,9,188,132,37,0,0,4,71,441,62,104,29,3,10,0,4,106,318,10,32,7,5,6,0,4,13,69,94,442,596,1839,2173,189,39,1005,6372
5009,565,3804,28830,219384,295959,41732,7186,20384,617849,146,5637,26686,41648,3949,339,149,4857,83418,90,2199,9224,15733,3282,338,113,1617,32600,231,7840,35910,57384,7232,674,265,6473,116020,125,4143,11036,3156,249,26,35,1543,20304,200,4131,8154,1823,74,6,9,1111,15501,241,5080,8385,2452,95,4,13,1311,17585,138,2283,5329,1634,61,3,18,677,10139,22,208,264,115,110,42,36,67,855,729,15845,33162,9177,586,85,105,4706,64386,299,1046,884,228,112,27,15,1932,4538,49,151,181,209,139,24,19,315,1091,1875,28684,98967,286378,304029,42538,7588,33813,803884
5010,13,129,216,1654,1250,126,22,446,3854,0,114,192,283,59,5,0,147,809,0,20,53,136,52,7,0,48,313,0,132,246,422,110,6,0,197,1121,0,96,152,55,0,4,3,103,412,0,27,88,11,0,0,0,12,137,0,38,41,17,0,0,0,46,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,280,82,0,8,9,162,695,71,137,33,17,11,3,0,213,482,14,38,9,8,0,0,4,18,78,98,589,782,2179,1368,145,32,1039,6239
6000,405,2187,10920,33044,12153,2314,660,3884,65571,15,422,717,172,33,9,6,182,1561,0,15,40,58,17,5,9,12,153,15,440,760,225,49,17,12,198,1715,16,157,451,112,13,0,5,64,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,5,26,16,163,463,113,12,3,5,67,840,141,283,132,105,27,11,11,300,1002,25,57,44,55,22,7,10,32,258,606,3134,12318,33555,12262,2353,694,4473,69398
6001,12,142,1709,6206,1855,314,66,435,10739,4,249,473,61,0,4,0,87,881,5,20,115,21,0,4,0,18,181,8,271,591,86,0,6,0,103,1068,8,27,28,4,0,0,0,16,78,17,23,6,0,0,0,0,4,46,0,12,19,15,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,65,51,17,6,0,0,19,181,12,30,15,17,0,0,0,32,105,0,0,4,8,0,0,0,0,15,48,509,2371,6327,1863,322,68,594,12106
6002,21,157,1793,6968,2061,346,69,405,11825,8,303,734,131,7,5,0,108,1289,3,18,118,10,6,0,0,12,159,9,321,848,142,12,6,0,116,1457,0,0,19,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,4,3,23,4,0,0,0,3,33,25,68,30,16,0,0,0,59,195,3,0,4,6,3,0,0,0,25,57,541,2697,7136,2075,353,75,592,13533
6003,118,1133,11642,39608,16152,3669,795,2363,75480,30,840,1745,400,67,12,4,259,3353,10,295,1373,674,119,24,5,118,2627,44,1136,3123,1072,180,37,15,377,5978,90,1676,3151,747,132,28,17,450,6293,49,331,528,115,22,7,3,70,1122,16,134,379,71,3,0,0,42,634,0,0,21,6,0,0,0,0,31,0,59,39,24,15,5,0,16,163,155,2204,4115,962,174,42,21,576,8240,62,125,113,76,17,3,6,157,560,9,47,70,43,23,0,10,32,233,385,4643,19062,41753,16552,3754,837,3500,90498
6004,53,414,4450,16463,6623,1247,250,1018,30515,8,458,1377,298,38,11,0,328,2521,0,57,314,387,140,42,9,49,991,10,518,1693,685,173,52,8,377,3513,16,699,1582,255,35,10,3,189,2795,0,25,77,6,4,0,0,10,118,4,11,10,0,0,0,0,0,36,0,0,6,9,0,0,0,0,11,0,41,38,21,7,0,0,13,127,26,783,1708,283,53,17,4,215,3089,9,44,65,27,12,0,0,72,226,11,22,21,11,7,0,3,9,91,103,1787,7941,17475,6869,1309,264,1693,37431
6005,4,50,760,3275,1146,162,34,220,5661,0,149,353,41,3,0,0,74,624,0,0,22,0,0,0,0,0,29,0,151,379,41,5,0,0,80,651,0,4,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,11,0,6,13,0,0,0,0,4,31,13,57,21,11,0,0,0,10,117,0,5,0,3,0,0,0,0,9,25,272,1175,3332,1154,162,36,311,6468
7000,234,1039,2840,7835,2905,580,276,1886,17591,35,467,692,201,49,3,0,233,1684,8,46,88,50,3,0,0,36,231,44,511,786,254,46,3,0,265,1918,11,200,187,41,6,3,0,118,561,0,0,0,0,0,0,0,27,29,0,4,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,14,11,204,200,41,6,0,3,152,626,1414,1702,199,206,140,26,17,934,4649,306,451,120,98,37,10,26,288,1341,2008,3908,4150,8443,3133,624,327,3527,26122
7001,43,151,352,3137,1661,303,72,341,6048,16,290,932,407,37,5,3,104,1794,3,104,538,185,8,0,0,72,913,20,396,1466,597,39,4,5,179,2701,45,143,130,38,7,0,0,24,383,5,8,10,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,5,11,55,159,134,38,3,0,0,36,434,224,294,58,23,15,0,9,317,941,56,119,51,14,8,3,3,49,316,395,1116,2063,3809,1730,310,89,931,10445
7002,101,391,1039,13201,9078,1823,441,1801,27871,14,347,1487,775,52,3,0,294,2971,9,101,1222,753,107,4,6,196,2396,23,444,2715,1530,161,4,0,486,5367,21,518,2291,1045,101,8,4,441,4428,48,319,1210,373,3,0,0,187,2143,23,341,1905,1030,22,6,6,242,3581,44,514,1140,972,46,5,4,236,2959,0,15,0,0,0,0,0,9,34,140,1706,6542,3416,184,18,11,1117,13136,473,656,89,67,31,3,4,735,2068,57,109,46,13,10,0,4,128,369,789,3320,10427,18216,9462,1859,473,4271,48812
8000,3,7,29,95,113,34,15,27,331,0,3,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,14,6,17,40,94,116,34,21,30,357
8001,100,894,4511,46927,49530,10819,1939,3259,117975,38,974,5741,7657,783,55,18,713,15977,41,1276,5006,8515,1682,107,22,698,17350,76,2248,10745,16174,2462,158,44,1417,33321,86,2001,3201,1203,151,9,7,485,7142,85,2672,4579,916,85,0,3,454,8797,81,5082,6958,1585,71,4,0,856,14640,53,2574,3094,691,21,0,0,339,6780,14,175,171,76,25,7,3,68,543,314,12510,18015,4470,354,24,15,2204,37899,22,72,86,25,8,3,0,200,406,20,74,73,41,28,6,7,38,291,527,15791,33425,67643,52384,11008,2005,7110,189889
9000,3,85,270,567,272,55,10,195,1456,0,3,43,39,3,4,0,13,102,0,0,4,6,0,0,0,3,17,0,5,49,42,3,4,0,14,125,0,37,29,16,0,0,0,16,102,0,0,13,25,3,0,0,8,54,0,0,0,9,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,13,0,47,52,47,7,0,0,31,176,0,4,0,3,0,0,0,0,9,0,9,4,5,0,0,0,12,41,10,149,376,662,284,60,12,252,1805
