CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED203,0,0,0,0,0,0,10,46,14,11,9,0,0,0,0,89,0,0,0,3,0,7,27,28,0,4,4,0,5,0,0,74,0,4,11,26,18,13,50,26,9,0,3,3,5,4,3,178,0,0,0,0,17,29,165,87,18,18,30,28,4,3,26,429,0,11,49,15,0,12,0,0,0,0,0,0,0,0,3,95,0,4,8,3,9,6,28,23,0,0,4,6,6,0,4,103,0,0,0,5,8,8,32,10,0,0,0,4,0,0,3,66,64,109,58,30,44,18,30,14,0,3,0,0,0,0,14,400,3,26,40,7,4,0,0,3,0,0,0,0,0,0,10,109,0,4,11,8,4,9,13,13,7,0,0,4,0,0,7,82,6,3,23,25,6,30,424,302,110,82,118,120,53,12,39,1356,4,6,4,3,7,18,36,14,10,4,4,3,8,0,0,122,0,0,0,0,0,0,17,25
CED204,0,0,0,12,154,787,2430,2978,449,521,374,593,222,156,174,8856,0,0,0,9,20,63,172,89,22,28,11,13,9,0,4,427,0,0,7,13,19,20,19,14,0,0,5,0,8,3,0,110,0,24,82,47,482,603,1484,887,164,193,158,208,65,10,72,4486,0,37,381,199,67,347,194,10,7,5,0,3,0,0,47,1304,0,26,99,64,111,148,204,91,8,10,16,8,3,0,29,821,0,0,5,21,287,306,237,69,10,21,13,21,3,0,12,1021,48,180,95,61,62,52,43,21,0,5,6,3,0,0,18,595,10,128,569,259,83,42,38,101,14,11,8,3,0,0,40,1297,0,0,8,36,109,93,97,36,4,3,10,9,5,6,10,414,10,7,152,263,503,973,3861,1813,459,487,663,718,238,51,148,10349,0,4,0,34,104,129,228,89,20,33,15,26,10,0,19,728,0,3,0,4,38,81,240,676
CED205,0,0,0,0,8,37,160,136,14,16,10,18,5,6,22,431,0,0,0,3,13,68,185,93,25,20,3,12,4,0,11,446,0,0,7,14,11,10,30,30,3,11,0,3,6,0,3,122,0,0,13,0,73,79,279,147,35,48,26,32,4,0,14,759,0,18,243,88,31,42,11,9,4,0,0,0,0,0,3,449,5,55,128,58,102,90,158,148,19,27,32,14,6,8,14,852,0,0,0,31,192,191,315,124,16,40,24,28,11,0,14,1001,46,52,23,17,28,31,45,12,7,0,5,4,0,0,0,267,10,100,355,117,65,40,33,64,6,0,0,0,0,0,33,817,0,0,0,3,17,27,35,14,9,3,3,4,4,0,0,122,6,0,51,88,174,494,6387,3420,814,837,1085,1297,366,80,228,15335,0,0,0,4,28,43,110,56,15,12,3,9,11,0,6,301,0,0,5,20,70,48,175,410
CED206,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,10,4,0,0,0,0,0,0,0,25,0,5,25,45,31,38,59,33,3,8,6,4,3,0,4,264,3,6,9,15,43,88,369,233,48,34,45,58,30,12,15,1003,0,19,60,14,3,17,0,3,0,0,0,0,0,0,3,118,4,16,15,0,7,0,7,18,0,0,0,0,0,0,0,69,0,4,6,6,29,23,8,5,0,0,0,4,0,0,0,88,98,299,180,62,116,57,79,26,3,3,0,5,7,0,19,967,5,37,64,29,6,0,3,0,0,0,0,0,0,0,7,162,0,0,7,10,29,36,51,12,5,3,5,5,5,0,0,173,13,7,49,61,58,73,418,193,55,45,56,29,19,6,20,1113,0,13,8,15,11,28,45,23,4,0,0,3,5,3,5,175,0,0,0,3,23,8,63,146
CED207,0,0,0,10,37,91,43,36,3,3,0,0,0,0,7,228,0,0,0,10,20,64,96,96,33,23,38,36,29,6,3,453,0,4,11,37,39,34,48,31,7,4,9,17,8,0,4,251,8,33,71,113,1775,2772,7896,5663,1447,1779,1604,1913,634,175,477,26351,0,52,136,31,21,33,4,0,0,0,0,0,0,0,7,288,9,71,169,55,50,34,47,58,15,35,3,3,0,0,18,580,0,3,0,25,101,71,52,29,6,0,3,0,8,0,7,316,95,183,99,45,53,51,69,16,9,4,3,0,6,0,9,645,22,528,1538,313,94,31,22,77,14,10,14,11,10,0,61,2742,5,20,42,191,738,711,457,291,97,98,108,131,101,38,68,3100,21,12,125,229,505,1017,3108,1648,480,697,961,1267,526,110,138,10838,0,10,20,46,130,417,473,154,36,39,41,93,71,14,17,1567,0,0,0,11,95,74,167,337
CED208,0,0,0,0,8,20,13,19,5,0,0,4,0,9,8,79,0,0,0,4,3,11,66,66,32,28,18,20,4,0,4,240,0,3,18,28,44,49,101,88,20,8,24,15,3,7,10,412,5,4,13,26,463,592,1234,670,166,224,296,191,52,9,95,4038,4,24,154,61,16,33,13,4,4,0,0,0,0,0,17,330,4,34,86,32,61,39,16,26,4,8,18,5,4,0,8,343,0,0,5,18,83,40,32,13,3,5,4,0,0,0,4,199,28,52,32,39,41,56,103,69,24,13,16,9,7,3,7,521,33,637,2401,560,148,54,31,139,12,19,14,8,9,0,239,4303,0,0,4,22,77,69,76,52,11,12,14,16,6,4,4,361,3,4,33,63,111,155,879,589,208,353,571,579,163,30,78,3818,0,0,0,7,32,87,97,58,22,21,16,14,5,0,8,359,0,0,0,3,31,27,97,208
CED209,0,0,0,0,0,0,5,18,0,0,0,4,0,0,0,36,0,0,0,0,0,0,34,18,0,5,3,8,0,0,0,72,0,6,18,35,29,37,72,45,14,12,8,21,9,0,8,311,4,3,5,6,12,42,223,154,31,40,44,46,14,3,0,645,0,40,95,27,13,20,3,4,0,0,0,0,0,0,9,215,10,20,25,6,0,7,7,10,3,3,0,5,0,0,4,101,0,0,5,7,18,14,18,19,0,0,0,4,3,0,3,91,132,201,70,43,48,27,57,40,12,10,10,10,4,0,32,682,4,59,114,36,0,4,7,6,0,0,0,0,0,0,7,243,0,0,7,3,14,9,26,22,11,5,3,8,9,0,5,114,10,3,33,36,21,29,536,397,113,147,199,300,134,5,44,1995,0,3,4,5,14,22,19,23,4,3,9,7,11,0,4,136,0,0,3,3,17,15,27,75
CED210,0,0,0,0,5,10,51,350,59,31,7,54,17,10,3,587,0,0,0,0,0,5,28,30,3,17,9,6,0,0,0,99,0,3,18,15,19,20,59,46,10,7,9,11,3,3,10,238,0,4,72,7,36,63,312,210,65,80,76,101,24,11,28,1094,10,171,504,155,55,146,52,12,0,0,0,3,0,0,40,1155,0,7,12,5,3,9,28,14,4,5,12,9,11,8,6,144,0,0,0,9,16,16,26,29,6,0,0,8,3,4,4,110,171,303,85,26,42,30,60,20,3,9,7,5,0,0,30,789,5,64,151,38,10,16,4,0,9,5,0,0,0,0,16,307,0,3,0,3,17,24,35,24,8,11,14,7,15,0,6,159,8,6,23,13,30,38,639,678,242,296,406,496,192,17,63,3154,0,11,6,0,13,33,57,27,9,9,17,14,11,4,9,206,0,0,0,0,19,18,41,178
CED211,0,0,0,0,8,19,13,10,0,0,0,0,0,0,4,58,0,0,0,10,8,29,44,16,0,4,6,3,6,0,5,126,0,10,15,36,36,41,66,41,3,3,8,8,0,0,3,273,4,18,25,35,398,807,3773,2380,471,466,386,524,134,34,139,9602,5,36,92,25,17,17,12,0,0,0,0,0,0,0,9,207,12,48,33,21,16,19,45,37,8,8,5,3,0,0,7,249,0,5,10,16,69,39,38,3,5,0,0,4,0,0,0,188,128,224,113,63,58,47,84,40,0,0,6,5,0,0,23,790,8,136,307,52,13,14,7,20,0,6,0,0,0,0,26,581,3,11,17,73,335,390,293,159,29,45,42,41,47,9,18,1522,8,17,68,99,188,338,1510,936,259,245,325,264,84,21,60,4427,0,17,17,30,52,97,198,69,17,9,6,21,11,0,10,549,0,0,0,18,69,80,231,430
CED212,0,0,0,0,31,58,32,14,4,3,0,0,0,0,0,143,0,0,0,6,0,8,18,5,0,3,5,4,0,0,0,46,0,6,28,30,33,34,66,42,12,6,12,7,0,4,11,287,0,8,6,5,63,99,427,253,68,66,71,108,21,6,18,1224,0,18,83,38,23,66,27,5,0,0,0,0,0,0,3,277,9,32,40,13,11,9,24,12,0,0,3,0,0,0,8,163,0,0,6,15,62,53,96,9,12,6,0,3,3,0,9,279,76,182,133,73,115,57,111,40,7,8,0,0,7,0,22,833,4,91,188,90,30,13,19,52,0,3,0,4,0,0,25,518,0,9,7,23,37,33,31,25,3,10,32,14,15,0,0,236,7,8,66,89,97,154,721,285,55,48,72,87,31,13,29,1764,0,7,6,9,17,34,50,23,3,6,8,5,8,0,8,187,0,4,3,0,14,6,32,58
CED213,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,27,59,42,44,72,38,9,9,6,12,5,0,6,331,5,6,3,0,33,29,76,54,7,13,12,20,5,0,3,284,4,47,133,49,11,10,0,4,0,0,0,0,0,0,15,273,19,56,52,13,11,7,7,11,0,0,0,0,0,0,13,185,3,0,6,12,18,13,7,4,0,0,0,0,0,0,3,70,86,253,140,60,73,43,68,45,5,4,9,3,5,0,31,816,14,138,349,72,18,8,9,19,4,0,0,0,4,0,43,671,4,3,8,11,21,8,12,14,0,6,3,5,0,0,0,95,18,8,53,38,32,15,68,67,21,12,18,20,0,4,13,391,0,9,3,4,8,10,27,16,5,0,7,5,8,0,3,107,0,0,0,0,14,0,8,8
CED214,0,0,0,0,13,21,87,227,13,26,35,16,12,16,9,469,0,0,0,8,11,28,206,163,51,49,51,52,20,8,12,666,0,0,12,7,22,29,49,56,5,10,5,8,6,0,4,219,0,7,10,37,369,466,901,465,98,120,135,149,28,5,48,2827,0,86,597,186,71,147,38,18,4,0,3,0,0,0,41,1192,4,42,63,53,42,40,75,53,0,3,10,9,15,0,11,423,0,0,5,24,114,81,65,33,9,15,11,21,5,0,12,392,193,159,62,25,46,48,66,35,9,5,9,7,0,0,20,692,11,334,907,214,41,35,13,29,6,4,0,8,0,0,109,1706,0,0,6,25,209,175,109,89,10,9,13,11,5,0,7,668,0,3,62,79,139,207,1484,1229,507,650,1101,1232,263,39,138,7125,0,4,7,14,73,129,173,84,23,15,27,41,18,0,15,625,0,0,0,3,5,20,58,251
CED215,0,0,0,0,8,24,41,36,7,13,3,3,7,0,6,152,0,0,0,0,9,35,405,210,37,25,36,23,12,7,5,806,0,4,9,16,27,30,71,65,9,13,15,15,5,0,0,285,0,6,9,21,204,436,2257,1301,319,250,238,313,108,15,91,5542,3,74,306,107,24,91,27,10,0,0,0,0,0,0,17,664,3,26,61,28,28,39,88,32,14,9,23,8,4,6,19,380,0,4,0,14,88,89,156,100,16,6,10,11,9,0,4,511,97,117,51,24,37,43,138,76,9,17,8,14,7,0,13,647,12,237,711,166,45,15,12,54,7,6,3,5,0,0,55,1343,0,0,5,10,72,122,159,91,21,16,15,32,12,6,8,558,8,9,48,80,149,520,6811,4899,1270,1418,1743,1911,531,173,299,19861,0,0,3,15,53,338,521,175,38,41,50,33,36,5,25,1335,0,0,0,6,23,25,130,289
CED216,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,5,0,0,16,18,3,4,3,6,0,0,0,52,0,0,21,29,14,30,39,24,5,0,0,12,0,0,5,190,3,0,5,3,18,27,131,69,21,11,12,18,3,3,31,370,6,14,49,25,10,7,0,0,0,0,0,0,0,0,5,118,0,18,17,3,0,0,12,12,5,4,0,0,0,4,5,83,0,4,8,5,19,14,24,10,0,0,0,6,0,0,0,93,134,276,117,46,67,22,38,8,4,3,0,3,0,0,28,746,5,36,58,19,6,0,0,0,0,0,0,0,0,0,14,139,0,3,0,3,5,0,10,6,3,0,0,5,0,0,14,60,7,11,13,17,17,28,272,197,39,60,87,104,54,9,28,948,3,3,5,6,19,10,21,16,3,3,8,17,6,0,6,113,0,0,0,0,0,3,10,10
CED217,0,0,0,0,11,9,4,4,3,0,0,0,0,0,0,27,0,0,0,0,8,5,22,5,5,9,4,0,0,0,0,52,0,4,24,64,53,59,116,73,21,16,7,20,0,3,8,465,10,26,18,37,391,531,1406,971,283,302,306,363,144,29,99,4912,0,36,103,15,17,51,11,6,0,0,0,0,0,0,7,252,5,64,104,37,34,25,15,5,0,7,0,4,3,0,12,316,0,0,7,21,32,25,8,9,0,0,3,7,0,0,0,108,126,186,97,57,80,100,152,85,9,19,16,28,20,10,33,1026,9,258,704,131,30,17,10,42,5,0,3,0,4,0,42,1268,0,3,17,64,88,83,92,49,10,20,25,43,30,8,16,565,19,19,105,133,160,235,678,508,167,233,309,312,92,31,54,3052,4,9,8,13,15,79,91,39,5,10,21,20,21,5,3,346,0,0,0,5,47,22,80,73
CED218,0,0,0,0,14,62,109,144,14,39,18,24,0,0,20,447,0,0,0,4,11,51,136,61,12,5,10,13,3,0,5,311,0,0,10,11,12,10,35,13,8,0,3,12,0,0,9,113,0,5,5,10,139,208,681,258,70,44,41,62,18,5,49,1596,3,65,790,277,138,215,59,25,0,0,0,4,0,0,33,1617,7,58,94,106,160,181,301,246,37,30,47,29,12,0,36,1327,0,0,3,27,153,150,213,73,11,21,26,25,6,0,21,735,117,144,43,28,33,54,46,16,0,4,4,3,0,0,19,514,4,145,546,184,56,19,22,69,7,0,3,10,0,0,34,1099,6,0,4,24,94,117,73,37,3,6,3,8,4,0,10,387,0,0,131,210,392,708,4948,2382,568,555,790,839,271,73,178,12038,0,3,4,7,48,144,147,64,14,20,12,14,8,0,21,497,0,0,3,6,27,19,59,216
CED219,0,0,0,0,0,9,34,46,3,4,10,6,0,0,8,109,0,0,0,3,3,32,243,149,25,29,19,16,11,3,6,537,0,0,5,15,21,21,38,37,3,3,0,6,0,0,0,163,0,0,11,7,30,65,184,113,26,26,20,19,0,0,12,514,0,19,237,86,25,64,20,7,3,0,0,0,0,0,14,490,0,35,41,25,30,41,99,51,3,6,0,0,0,0,11,345,0,0,3,18,50,86,103,89,26,19,25,15,8,4,4,446,154,170,86,39,44,33,61,20,4,0,0,5,0,0,9,628,0,57,143,48,21,9,3,12,4,0,0,0,0,0,12,313,0,0,6,8,16,17,22,22,11,0,0,0,0,0,0,98,5,6,54,72,102,198,3127,1756,464,370,438,646,189,35,100,7566,0,5,0,4,12,46,68,33,20,17,4,7,5,0,0,215,0,0,0,6,7,8,22,59
CED220,0,0,0,0,12,28,14,9,0,3,0,0,0,5,0,70,0,0,0,3,3,7,28,17,9,7,19,15,7,0,0,123,0,3,24,43,58,46,101,88,20,25,41,35,12,5,9,511,7,27,33,45,549,801,1621,1478,393,435,371,553,207,51,105,6666,3,18,62,16,18,44,6,11,0,0,6,0,0,0,7,194,8,56,66,34,24,19,22,11,10,8,3,5,0,0,3,262,0,4,10,5,47,21,18,18,0,0,0,4,3,0,6,132,91,119,59,41,39,48,99,48,14,15,19,26,9,14,10,649,21,451,1275,233,41,17,23,42,3,9,8,7,0,0,86,2211,4,15,44,85,217,178,134,147,35,47,34,43,32,15,17,1032,14,14,101,130,182,304,971,853,354,534,682,742,237,50,59,5231,5,8,15,29,60,181,170,104,20,41,34,59,27,3,11,761,0,0,0,11,48,43,73,128
CED221,0,0,0,8,57,586,2721,2366,467,561,378,529,209,170,85,8139,0,0,0,5,3,28,152,115,12,22,12,14,3,0,0,365,0,4,9,9,15,14,35,13,4,7,6,0,6,0,0,112,0,3,19,21,75,133,832,316,61,70,71,71,21,0,36,1728,3,9,72,44,15,99,75,0,0,0,0,0,0,0,14,335,9,15,31,7,27,48,164,66,10,3,12,9,0,0,7,411,0,0,5,29,206,295,454,156,16,16,26,30,11,11,27,1284,35,113,51,40,33,42,50,18,3,0,4,0,3,0,15,421,3,28,155,69,37,13,22,54,3,0,0,0,0,0,7,392,0,0,4,5,29,55,51,24,12,0,0,3,6,0,4,202,8,9,65,132,372,926,9093,4343,933,887,1059,1137,432,78,257,19723,0,0,0,10,29,71,182,75,18,11,12,11,4,0,4,425,0,0,0,0,14,12,142,402
CED222,0,0,0,0,20,67,150,157,14,21,8,24,11,9,14,496,0,0,0,6,36,96,161,131,40,65,67,73,29,3,0,713,0,0,3,24,22,39,50,25,4,5,7,20,4,0,4,215,5,17,23,63,656,995,3262,2113,540,587,617,805,201,34,199,10127,4,35,236,81,26,81,19,0,4,0,0,0,0,0,8,491,7,50,133,57,59,44,71,45,14,15,3,19,6,0,19,538,0,3,0,22,105,83,105,31,14,12,7,10,0,0,4,398,69,151,97,38,34,44,52,34,0,9,6,10,0,3,13,556,17,613,2788,876,188,68,64,447,54,52,39,42,9,4,290,5549,0,0,9,44,210,197,180,126,45,34,53,50,26,10,30,1016,19,8,227,309,534,948,3786,2328,943,1137,1931,2075,680,89,289,15305,0,4,9,27,73,244,408,213,55,61,91,132,58,0,32,1418,0,0,0,0,24,22,77,207
CED223,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,11,0,0,0,0,0,5,14,14,0,0,0,0,0,0,0,41,3,3,23,28,36,28,45,31,6,8,10,6,0,0,3,238,0,3,3,0,11,24,83,65,18,13,11,25,11,0,20,291,3,37,99,21,9,10,0,0,0,0,0,0,0,0,3,182,0,0,9,0,3,0,14,0,0,0,0,0,5,0,0,48,5,3,6,6,21,10,15,10,0,3,0,0,4,0,5,87,153,360,115,61,53,37,45,22,5,0,4,12,0,3,36,908,4,17,41,12,0,4,0,5,0,0,0,0,0,0,5,95,0,5,3,5,19,18,12,10,0,6,5,12,4,0,0,99,10,5,11,20,17,15,278,201,48,61,79,73,21,0,15,875,3,6,3,3,9,10,19,13,5,15,0,4,5,0,3,92,0,0,0,0,5,0,8,16
CED224,0,0,0,0,8,93,440,487,86,50,64,73,27,35,21,1387,0,4,0,6,12,20,57,17,4,7,4,3,0,0,0,146,0,9,11,29,42,51,88,71,8,7,14,16,0,0,3,356,0,16,45,41,354,446,1614,938,202,169,188,241,52,10,65,4380,0,32,160,40,37,50,16,15,0,0,0,0,0,0,17,371,10,53,93,31,48,28,10,18,7,0,0,0,0,0,10,305,4,3,0,26,142,84,72,38,6,8,9,7,6,0,0,408,60,153,94,56,74,69,111,66,12,4,3,16,5,0,16,750,9,261,824,260,79,30,20,67,4,5,9,7,0,0,38,1608,0,0,16,40,93,94,80,52,14,6,4,14,7,0,6,436,10,9,137,206,368,562,1580,713,165,178,270,268,79,19,59,4638,3,4,3,20,35,70,106,44,3,5,7,3,9,0,7,324,0,0,0,3,20,14,58,132
CED225,0,0,0,0,0,7,8,6,10,0,0,0,0,0,0,33,0,0,0,5,3,11,28,18,0,3,9,4,4,0,0,75,0,3,6,39,34,48,60,57,17,13,13,9,0,7,4,309,6,20,25,14,350,496,1590,826,164,180,192,186,76,8,78,4208,0,40,240,59,22,44,4,3,0,0,0,0,0,0,19,431,3,45,74,25,40,37,24,16,0,6,8,0,4,0,4,286,0,0,9,11,20,18,33,12,0,0,0,4,0,0,0,109,113,157,73,41,45,54,90,33,3,13,9,6,0,7,24,665,26,300,601,123,34,11,16,41,0,9,4,6,0,0,41,1222,3,11,17,47,116,149,84,59,15,16,11,14,17,0,6,570,4,12,49,94,125,215,752,557,120,192,182,229,90,18,48,2680,0,14,3,9,35,75,113,37,11,14,11,9,16,0,0,349,0,0,5,5,66,45,222,410
CED226,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,13,0,0,0,3,4,15,37,39,12,10,3,9,12,0,0,138,0,5,27,53,55,49,84,56,20,13,17,18,4,0,3,405,15,50,72,116,1282,1625,3772,2871,825,715,723,906,391,93,227,13667,6,28,81,15,10,17,4,0,0,0,0,0,0,0,4,169,10,42,60,18,37,29,38,22,6,6,3,10,0,0,9,272,3,6,14,16,49,31,21,8,4,0,8,0,0,0,3,165,112,97,53,35,55,32,76,42,5,10,4,13,8,4,11,558,28,487,752,123,30,20,11,32,10,5,0,6,3,0,31,1530,9,27,65,215,528,432,238,176,50,57,68,55,74,24,34,2039,16,14,115,167,235,367,969,571,231,294,343,395,146,29,42,3934,3,3,31,33,84,223,193,84,22,23,26,28,19,3,9,801,0,0,6,12,141,56,170,247
CED227,0,0,0,0,28,185,381,271,61,59,48,57,14,7,15,1131,0,0,0,0,3,31,193,93,10,9,9,13,5,0,4,372,0,0,3,21,23,23,50,26,9,9,12,0,9,0,0,187,0,3,25,15,52,72,598,373,96,118,90,123,33,8,25,1621,0,14,108,54,20,38,5,3,0,0,0,0,0,0,3,246,3,13,22,15,16,24,198,205,16,10,15,11,9,4,3,563,0,0,3,9,78,83,150,63,15,30,24,13,5,0,8,473,45,166,88,40,56,34,53,23,3,8,3,0,0,0,9,530,3,19,41,22,13,6,4,30,0,0,0,0,0,0,3,150,0,0,5,9,32,35,41,21,8,4,10,8,0,5,8,182,8,3,53,70,166,342,4953,2811,708,653,610,690,249,54,135,11516,0,9,0,9,19,49,114,56,12,4,9,9,3,0,6,288,0,0,0,0,8,21,69,115
CED228,0,0,0,0,25,65,69,45,11,5,3,0,5,0,5,224,0,0,0,0,17,108,947,472,81,86,78,51,33,16,17,1907,0,0,10,12,16,29,42,19,6,4,12,9,3,5,0,173,0,4,3,8,106,230,1166,703,146,151,131,145,52,13,40,2897,0,23,129,61,20,67,25,3,0,0,0,0,0,0,4,339,0,16,27,14,47,18,124,49,3,8,4,12,4,0,7,322,0,0,3,19,117,125,269,157,37,20,42,44,15,6,11,865,86,105,50,23,36,23,48,19,6,3,0,0,0,0,4,410,23,87,138,62,24,10,13,28,9,9,0,0,0,4,12,414,0,4,4,8,47,104,89,50,16,11,15,17,10,0,4,377,4,4,44,73,149,751,11453,7919,2291,2424,2875,3474,1007,221,478,33160,0,4,0,11,43,203,386,120,27,26,19,25,20,4,15,893,0,0,0,4,15,6,63,228
CED229,0,0,0,0,5,14,21,11,0,4,0,0,0,22,0,93,0,0,4,0,4,13,21,29,11,7,9,9,4,0,5,117,0,4,22,45,56,76,117,124,47,43,49,49,25,11,10,686,12,22,16,24,225,430,1294,1277,405,389,344,502,168,37,94,5232,6,21,78,29,10,39,18,14,5,0,0,0,0,0,5,222,15,50,69,30,26,20,14,32,9,12,12,8,3,4,8,294,0,4,4,20,36,40,38,21,0,3,0,4,0,0,4,190,134,136,65,42,85,84,157,136,40,30,46,72,25,9,20,1085,19,248,773,151,20,4,18,51,15,10,3,11,8,3,47,1384,0,3,22,54,126,140,170,123,41,36,43,49,26,15,25,865,7,5,73,88,127,188,864,785,388,563,822,990,297,70,75,5351,4,3,16,19,37,198,303,191,68,69,68,84,63,6,17,1137,0,0,3,3,50,39,143,232
CED230,0,0,0,0,0,12,91,152,10,18,31,20,15,10,16,362,0,0,0,0,0,10,19,18,0,4,0,3,0,0,0,64,0,4,14,9,18,9,37,12,0,5,0,3,0,0,3,120,3,0,4,3,21,16,102,88,28,53,84,56,12,0,8,476,3,24,43,9,9,0,0,0,0,0,0,0,0,0,12,103,0,9,3,5,8,0,3,3,0,0,6,5,0,0,0,48,0,0,0,13,33,17,40,20,3,4,6,12,16,0,3,177,63,116,40,39,35,8,22,12,0,3,3,10,0,0,11,370,0,50,94,29,6,4,0,0,0,0,0,0,0,0,7,210,0,0,0,3,7,5,10,26,3,3,7,18,7,0,0,98,3,4,16,15,19,33,394,289,101,128,120,166,59,5,32,1385,0,3,4,3,4,10,37,38,4,14,18,41,9,0,4,173,0,0,0,0,5,5,9,16
