CED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
CED204,409,4980,377,0,5764,544,5445,471,7,6470,929,11713,1204,20,13860,1050,10741,894,19,12708,1095,9652,680,17,11438,862,9049,551,29,10494,641,6329,346,42,7355,305,3221,302,12,3838,59,1042,125,4,1223,5893,62167,4941,145,73154,541,4469,330,7,5343,703,4690,350,9,5759,1044,10745,889,12,12689,1296,10335,745,17,12386,1182,9703,640,25,11543,968,9336,481,54,10834,767,6588,429,47,7830,300,3613,310,8,4224,64,1741,219,6,2031,6860,61215,4393,178,72643,946,9451,703,10,11101,1250,10139,825,18,12227,1974,22459,2087,33,26546,2346,21074,1642,37,25093,2277,19353,1318,36,22987,1829,18387,1033,82,21329,1408,12919,775,82,15188,601,6830,609,23,8065,120,2781,348,13,3258,12753,123377,9340,323,145792
CED205,317,5419,426,0,6163,396,6011,505,7,6916,825,13825,1292,27,15970,957,13012,1063,29,15056,652,9162,671,9,10489,526,7970,474,27,8998,339,4499,262,17,5119,115,2054,161,10,2341,19,496,60,0,575,4144,62453,4908,116,71620,411,5104,370,0,5888,634,5360,406,6,6403,1023,14193,1059,24,16301,1110,12601,907,10,14621,756,9564,600,19,10943,537,7899,458,48,8933,316,4916,284,42,5559,112,2280,193,11,2603,6,798,95,0,898,4906,62726,4368,155,72145,731,10522,791,3,12047,1029,11371,909,10,13321,1853,28021,2354,47,32271,2063,25609,1967,35,29681,1409,18727,1271,24,21435,1057,15869,932,67,17927,652,9419,549,57,10675,224,4331,357,20,4934,25,1297,156,0,1474,9048,125174,9276,267,143763
CED206,521,4217,217,0,4951,452,3848,195,7,4503,885,8144,410,16,9454,1471,8001,385,12,9868,1707,8295,454,14,10464,1464,7909,367,14,9755,1421,5822,259,10,7515,716,3091,223,0,4028,91,919,66,0,1077,8722,50251,2575,67,61611,654,3711,195,3,4568,626,3444,143,5,4208,1169,8138,382,6,9696,2036,8128,354,8,10534,2034,8578,410,11,11038,1713,8250,339,6,10306,1723,6315,284,11,8326,752,3400,223,14,4387,99,1366,111,3,1576,10804,51326,2436,60,64632,1174,7928,410,5,9520,1071,7289,344,8,8713,2054,16284,789,22,19152,3506,16137,742,22,20401,3743,16882,861,21,21501,3176,16156,706,22,20061,3150,12137,544,21,15843,1464,6488,445,12,8412,193,2285,179,0,2650,19525,101578,5014,131,126247
CED207,758,4792,214,13,5783,1214,6574,516,60,8370,1298,11550,934,53,13832,1256,9955,539,49,11803,1740,8977,398,68,11184,1314,7864,272,47,9499,1185,5897,244,60,7389,903,4274,254,14,5448,214,2124,193,5,2545,9884,62014,3576,369,75846,993,4357,193,25,5567,1483,5246,403,45,7177,1345,10276,688,41,12352,1757,10273,459,38,12517,2080,9787,409,38,12309,1510,8484,315,62,10368,1420,7008,304,74,8800,999,5603,321,23,6949,238,3164,364,4,3774,11810,64200,3454,347,79813,1749,9151,410,37,11351,2694,11823,924,104,15544,2641,21825,1626,95,26183,3013,20226,996,86,24317,3818,18766,809,110,23494,2824,16349,584,114,19870,2601,12904,550,133,16191,1906,9880,575,32,12394,451,5292,559,11,6314,21701,126218,7027,712,155660
CED208,342,3092,157,4,3594,564,4071,329,9,4970,1422,12173,792,22,14412,1371,10303,596,14,12282,1463,8480,482,4,10440,937,6423,371,16,7744,596,4203,285,18,5105,239,2809,240,8,3290,53,1309,201,0,1564,6992,52856,3451,99,63407,543,2816,184,5,3551,791,3794,228,15,4826,2018,12438,672,18,15150,2050,10182,492,14,12737,1882,8631,392,16,10922,1220,6787,326,23,8360,768,4787,303,14,5865,302,3658,317,8,4287,56,2038,348,3,2442,9642,55127,3262,114,68147,888,5906,343,8,7144,1357,7866,557,27,9801,3447,24613,1468,40,29561,3414,20482,1085,25,25016,3349,17109,876,17,21358,2159,13209,692,33,16099,1366,8988,585,38,10977,546,6467,559,16,7583,111,3345,551,3,4009,16633,107983,6714,219,131552
CED209,545,3499,199,4,4247,516,3631,235,4,4384,853,7646,404,5,8918,1319,7668,348,11,9343,1543,6884,347,3,8781,1405,6344,329,9,8081,1756,6076,354,5,8192,907,3215,299,4,4419,133,1124,189,0,1453,8975,46079,2707,45,57812,691,3286,209,7,4200,685,3285,194,0,4169,1044,7946,352,9,9347,1891,8154,387,18,10447,1825,7450,347,8,9633,1714,7476,334,19,9535,2001,6676,383,4,9068,985,3647,390,7,5028,153,1854,363,0,2363,10998,49769,2959,65,63791,1243,6787,412,8,8443,1200,6913,429,5,8547,1895,15595,763,16,18262,3210,15827,738,27,19796,3370,14329,697,13,18409,3121,13817,657,24,17618,3757,12753,738,13,17256,1895,6860,691,5,9451,282,2977,553,0,3815,19973,95853,5669,105,121599
CED210,595,3883,274,11,4760,559,4293,421,5,5280,1045,9844,1096,7,11991,1188,7935,885,20,10026,1401,7732,685,7,9821,1147,7374,502,8,9031,1199,5615,354,8,7177,623,3060,278,3,3966,88,1192,150,0,1435,7848,50923,4645,75,63488,666,3489,245,16,4421,742,4079,263,7,5087,1275,9781,636,18,11711,1637,8240,557,10,10449,1649,8250,460,11,10363,1292,8077,357,9,9734,1376,6464,411,18,8268,635,4010,384,6,5036,102,1953,263,0,2322,9373,54343,3580,86,67386,1267,7371,520,25,9181,1304,8372,685,12,10369,2319,19623,1737,30,23703,2832,16174,1439,28,20471,3048,15978,1143,19,20185,2431,15451,856,21,18765,2575,12076,764,22,15445,1265,7069,661,11,9008,195,3143,420,0,3756,17219,105265,8226,161,130878
CED211,621,4266,145,5,5037,615,4120,173,0,4912,1044,8657,418,20,10137,1510,9615,400,13,11536,1846,8532,351,21,10742,1359,7595,243,18,9213,1296,5585,229,36,7144,799,3397,257,11,4467,147,1359,260,4,1770,9241,53121,2472,123,64960,766,3659,105,0,4532,786,3532,130,4,4448,1224,8837,386,15,10465,2189,9844,388,12,12434,2240,9077,279,17,11609,1556,8296,255,54,10156,1596,6767,281,45,8686,919,4444,398,10,5779,148,2298,629,3,3077,11421,56748,2851,162,71187,1386,7927,252,9,9569,1403,7647,297,13,9364,2271,17493,805,34,20603,3698,19460,791,26,23973,4083,17606,630,33,22351,2911,15885,494,72,19361,2890,12347,505,82,15826,1721,7850,654,20,10246,299,3658,887,4,4849,20660,109873,5327,280,136143
CED212,350,4232,235,3,4815,340,3766,218,0,4323,691,8474,604,15,9784,1052,8835,583,6,10481,1255,8824,613,9,10702,917,7866,461,5,9246,909,5677,300,4,6893,484,3112,275,5,3874,91,1049,198,3,1344,6077,51839,3489,59,61465,478,3625,262,0,4369,509,3480,220,6,4217,902,8741,579,11,10238,1597,9126,535,3,11264,1568,9101,485,3,11161,1138,8374,385,10,9905,1236,6294,348,20,7893,596,3706,398,16,4712,108,1739,382,3,2235,8142,54193,3588,74,65997,823,7852,505,6,9186,853,7244,434,9,8540,1588,17219,1183,25,20020,2647,17966,1115,18,21739,2822,17928,1097,13,21862,2057,16241,844,13,19159,2144,11971,649,26,14788,1082,6819,667,14,8585,195,2792,582,7,3575,14217,106031,7084,138,127464
CED213,308,3809,286,5,4405,294,3206,191,4,3693,535,5855,402,8,6802,957,6030,450,7,7449,1395,7346,572,11,9318,1427,7686,481,14,9606,1867,7355,520,10,9750,1165,4800,472,3,6439,205,1757,326,5,2299,8161,47839,3698,57,59754,435,3250,295,0,3981,373,2750,197,6,3315,700,5972,395,9,7078,1344,6593,477,6,8418,1672,8246,561,5,10493,1712,8571,514,14,10811,2332,8208,582,14,11139,1350,5502,605,6,7460,229,2364,556,0,3158,10146,51459,4184,66,65853,743,7061,585,5,8384,669,5954,387,7,7011,1233,11823,796,22,13873,2299,12627,926,14,15865,3073,15593,1129,18,19810,3142,16257,997,25,20419,4198,15563,1104,26,20889,2517,10301,1080,7,13905,434,4128,884,3,5449,18305,99297,7881,123,125607
CED214,286,3605,334,10,4235,525,5301,559,7,6401,1274,15291,1647,45,18256,1131,11705,1087,29,13955,979,9009,771,29,10788,734,7816,619,32,9195,510,5572,442,29,6552,190,2926,361,11,3486,42,1056,173,0,1268,5664,62283,6002,192,74143,356,3475,289,6,4128,733,4757,446,13,5948,1594,14037,1280,38,16948,1415,11192,883,23,13508,1156,9163,637,25,10979,967,7533,519,50,9067,636,5971,419,33,7054,214,3460,363,14,4049,27,1749,360,0,2129,7097,61344,5188,187,73810,635,7085,624,17,8359,1262,10058,1011,19,12352,2869,29325,2929,78,35198,2545,22898,1971,45,27460,2132,18174,1410,52,21768,1703,15347,1135,82,18265,1153,11540,859,55,13604,399,6389,726,18,7538,64,2806,529,3,3400,12761,123627,11188,378,147945
CED215,399,4238,297,4,4947,448,4321,521,9,5302,941,11713,1373,25,14053,1689,15403,1245,31,18368,1599,9781,635,12,12023,968,6911,407,47,8335,707,4574,236,59,5576,296,2221,161,22,2699,57,823,63,0,948,7109,59989,4931,208,72243,528,3826,237,5,4597,584,3652,257,9,4496,1169,12499,904,20,14596,2065,14970,834,7,17877,1753,9807,481,28,12075,1051,7293,331,87,8760,832,5041,238,101,6216,320,2836,183,6,3348,56,1396,118,0,1574,8358,61313,3596,268,73536,929,8061,534,11,9541,1029,7972,775,18,9795,2114,24212,2280,40,28645,3749,30369,2080,44,36246,3357,19591,1119,41,24097,2024,14202,735,140,17093,1542,9615,473,157,11790,616,5057,343,30,6043,110,2222,186,0,2522,15464,121306,8523,484,145774
CED216,449,3432,430,4,4315,365,3097,381,8,3853,853,6738,1046,34,8678,1217,6074,995,22,8310,1439,6560,773,17,8789,1825,8146,761,17,10749,2272,7724,788,3,10789,1086,3947,504,0,5548,137,1193,278,5,1619,9649,46910,5967,113,62650,472,3160,395,0,4027,414,2932,328,0,3678,1012,7075,717,15,8809,1622,6265,751,9,8644,1688,7251,684,5,9627,2192,8621,703,9,11526,2520,7322,731,8,10584,1190,4139,587,3,5924,191,1744,443,0,2376,11295,48501,5347,51,65195,914,6587,831,4,8336,779,6028,706,6,7528,1865,13808,1766,50,17486,2836,12335,1746,33,16953,3128,13814,1457,18,18413,4022,16765,1463,30,22280,4794,15044,1522,10,21370,2277,8090,1099,5,11466,332,2940,722,3,3994,20944,95416,11314,166,127841
CED217,656,4447,143,4,5259,617,3595,149,10,4376,675,6201,338,16,7231,1145,7602,338,17,9111,2111,8736,344,39,11225,1694,7581,222,25,9519,1395,5504,195,20,7112,790,3119,184,7,4109,146,1366,147,0,1657,9234,48150,2069,143,59598,802,3933,144,7,4883,705,3056,92,7,3863,851,6452,314,20,7636,1770,8158,353,18,10300,2708,9588,355,30,12690,1894,8115,243,27,10286,1637,6291,301,28,8261,855,4082,300,14,5253,208,2542,340,3,3086,11444,52217,2446,152,66256,1462,8382,289,12,10142,1323,6656,244,18,8240,1522,12653,653,35,14865,2922,15762,693,34,19414,4821,18322,703,68,23913,3585,15697,467,54,19808,3033,11788,498,47,15371,1652,7198,482,21,9357,351,3903,483,5,4742,20676,100363,4512,297,125853
CED218,387,5105,350,5,5848,414,5098,627,5,6145,678,10901,1550,13,13152,928,11849,1299,12,14089,876,9928,774,8,11584,647,7913,447,24,9030,427,5651,274,32,6393,193,2551,179,9,2929,30,640,56,0,726,4581,59636,5561,122,69887,460,4925,274,4,5666,609,4447,284,10,5349,846,11147,956,11,12959,1147,12147,817,14,14126,1000,10463,586,24,12067,693,8440,382,49,9560,483,5985,281,51,6794,162,2681,154,9,3011,26,1022,93,6,1145,5415,61261,3833,174,70680,847,10028,627,7,11509,1027,9548,913,15,11498,1524,22054,2511,24,26111,2077,23992,2111,26,28212,1871,20393,1356,33,23654,1340,16352,823,78,18594,908,11633,559,84,13185,351,5233,332,19,5939,52,1658,148,3,1872,9998,120894,9387,287,140564
CED219,412,4318,325,0,5061,349,4360,330,5,5043,739,10456,812,10,12019,1181,10085,743,18,12031,1025,8446,554,7,10037,779,6976,395,15,8161,784,5210,286,28,6306,324,2263,180,9,2779,42,598,57,3,699,5640,52720,3674,89,62127,536,4017,314,0,4860,475,3989,285,8,4751,995,11128,791,21,12931,1458,10179,722,7,12368,1276,8631,552,18,10474,921,7569,386,36,8905,955,5662,311,32,6953,370,2501,214,5,3098,63,1040,98,0,1200,7033,54711,3666,129,65540,943,8334,638,0,9918,821,8347,609,12,9793,1734,21584,1602,29,24951,2638,20268,1469,18,24396,2299,17080,1104,27,20512,1698,14541,776,52,17069,1736,10871,591,62,13264,697,4773,393,13,5868,105,1639,150,8,1891,12677,107435,7342,221,127674
CED220,529,2892,131,0,3549,786,4391,223,15,5409,1519,12881,793,30,15222,1374,9125,496,27,11027,1758,7068,367,45,9242,1351,6078,292,33,7754,1187,4410,244,25,5867,657,2842,241,3,3743,123,1153,160,0,1441,9291,50835,2950,183,63261,619,2902,122,10,3653,1183,4641,276,18,6123,1961,13390,774,34,16158,1775,8894,467,28,11162,2264,7428,362,28,10086,1594,6516,289,41,8438,1445,5250,315,28,7036,760,3644,322,13,4732,140,1925,373,4,2436,11735,54586,3302,206,69829,1144,5795,254,10,7208,1970,9028,493,41,11535,3483,26268,1570,64,31382,3147,18019,969,58,22191,4024,14492,732,76,19328,2952,12593,578,64,16189,2631,9664,558,56,12901,1412,6486,561,15,8472,259,3074,538,4,3877,21029,105414,6256,390,133089
CED221,373,5123,310,4,5819,457,5498,390,4,6348,875,12788,957,20,14634,1264,13734,843,11,15850,961,9470,522,7,10956,576,7205,392,29,8204,461,4211,214,37,4916,176,1921,123,9,2228,17,507,49,5,582,5161,60451,3803,132,69541,516,4912,287,0,5718,601,5206,343,3,6149,1094,13904,964,14,15980,1466,13201,737,10,15418,1006,9442,516,9,10973,670,7176,365,79,8293,545,4545,249,61,5400,220,2180,160,20,2581,22,908,86,5,1014,6136,61465,3710,198,71515,890,10034,605,4,11537,1051,10703,733,11,12497,1969,26685,1919,40,30609,2729,26933,1586,15,31268,1964,18907,1040,19,21931,1248,14382,754,107,16497,1002,8754,464,99,10318,403,4098,282,26,4806,46,1418,133,9,1599,11301,121917,7510,330,141064
CED222,433,4522,235,7,5196,837,6865,550,25,8283,1230,15791,1377,43,18443,1080,12186,707,36,14019,1135,10025,534,30,11716,807,8772,432,31,10044,731,6475,323,50,7579,355,4115,306,15,4797,79,1734,161,8,1982,6692,70493,4633,243,82059,585,4178,255,9,5029,1086,5587,404,21,7096,1327,13673,985,45,16025,1378,11889,653,20,13942,1241,10422,474,31,12172,1049,8903,404,55,10412,853,7365,369,60,8650,426,4907,336,24,5695,89,2567,275,0,2933,8039,69494,4153,277,81961,1014,8706,492,15,10226,1921,12454,955,47,15383,2551,29462,2360,86,34469,2464,24073,1362,57,27965,2377,20444,1009,66,23894,1857,17676,835,85,20453,1590,13844,691,113,16232,787,9025,644,37,10493,171,4300,438,8,4916,14731,139984,8789,520,164027
CED223,638,3712,436,0,4790,409,3176,369,10,3963,956,6749,676,45,8431,1509,6322,708,18,8561,2047,7025,707,7,9784,2438,7908,772,4,11116,2628,7090,730,5,10456,1177,3831,424,3,5432,161,1302,186,0,1651,11968,47109,5001,101,64182,667,3382,436,0,4493,481,2948,344,4,3781,1084,6885,668,47,8683,2110,6633,657,9,9402,2342,7508,711,11,10574,2643,8535,718,15,11912,2787,6954,609,5,10356,1287,3980,548,6,5812,232,2008,321,0,2564,13622,48834,5016,105,67568,1310,7092,874,0,9281,888,6120,718,21,7748,2042,13635,1344,86,17109,3618,12954,1363,27,17962,4386,14533,1420,17,20354,5078,16441,1486,23,23028,5408,14043,1340,18,20809,2460,7811,964,8,11241,391,3309,510,0,4211,25590,95943,10014,203,131751
CED224,427,4048,156,0,4633,435,3742,162,7,4351,713,8496,477,23,9711,1238,9743,440,11,11433,1605,9252,349,17,11226,1076,7746,292,15,9130,933,5370,254,17,6573,486,3112,253,5,3853,104,1275,126,0,1502,7015,52780,2511,105,62415,581,3764,125,0,4472,588,3402,127,0,4118,915,8623,425,23,9977,1745,10128,449,13,12337,1765,9966,335,13,12082,1188,8233,273,44,9735,1109,6242,307,25,7683,640,3908,303,8,4859,104,2280,212,8,2605,8637,56549,2554,127,67863,1011,7808,282,4,9101,1029,7142,294,5,8467,1625,17118,901,42,19689,2984,19871,891,29,23769,3372,19220,684,29,23309,2259,15980,567,58,18861,2040,11613,560,39,14254,1132,7017,553,12,8711,211,3555,333,6,4109,15654,109325,5064,239,130279
CED225,567,4089,161,6,4829,541,3877,199,11,4623,867,8120,375,20,9374,1352,8984,385,11,10732,1854,8461,328,14,10655,1308,7596,273,9,9184,1294,5926,262,13,7497,716,3278,208,10,4213,98,1242,153,4,1496,8597,51568,2345,94,62607,685,3515,116,8,4319,693,3399,143,3,4247,1101,8168,364,25,9659,2042,9094,354,10,11499,2135,8857,299,13,11300,1476,8428,252,19,10171,1540,6712,302,25,8582,776,3961,249,11,4995,125,2107,208,5,2444,10561,54246,2294,110,67220,1255,7604,279,14,9149,1231,7275,342,6,8865,1971,16288,735,41,19037,3393,18074,741,18,22233,3986,17316,627,23,21951,2783,16020,529,27,19354,2837,12636,564,40,16078,1486,7242,455,16,9207,220,3348,365,12,3945,19163,105815,4635,209,129824
CED226,985,4675,148,16,5825,985,4844,194,20,6044,1144,8702,403,25,10273,1309,7523,315,28,9181,2261,7832,334,88,10515,1893,7252,265,53,9471,1584,5288,205,43,7112,924,3048,147,11,4134,173,1500,115,3,1796,11263,50669,2124,286,64340,1148,4277,160,9,5586,1253,4392,192,13,5845,1398,8663,361,24,10447,1928,8331,327,31,10607,2980,8908,343,43,12278,2057,7970,249,54,10324,1896,6102,236,37,8280,1024,3984,248,17,5276,205,2676,269,0,3148,13883,55300,2379,227,71786,2126,8951,312,17,11414,2239,9237,380,28,11882,2542,17361,766,48,20717,3237,15856,644,53,19792,5247,16744,675,127,22790,3954,15219,512,107,19788,3481,11387,442,75,15388,1949,7036,397,26,9411,379,4173,382,8,4939,25149,105965,4504,510,136128
CED227,484,4725,306,4,5519,433,4383,280,0,5095,813,10848,687,14,12367,1397,11144,629,8,13182,1367,8372,478,17,10233,894,6255,288,15,7456,757,4126,253,23,5156,412,2295,184,16,2913,59,663,92,0,813,6608,52817,3200,109,62738,622,4156,274,0,5059,595,4103,236,5,4935,1058,11883,713,15,13669,1735,11124,602,14,13467,1489,8645,454,13,10594,1023,6574,367,53,8026,974,4745,293,42,6056,455,2629,268,15,3364,75,1002,187,4,1266,8019,54854,3398,171,66436,1110,8884,582,9,10580,1025,8492,516,7,10037,1866,22732,1403,37,26034,3127,22268,1233,18,26646,2857,17015,936,26,20829,1918,12835,657,75,15482,1730,8867,544,66,11215,864,4921,449,36,6279,138,1661,280,5,2078,14634,107673,6597,279,129176
CED228,456,4979,416,7,5869,544,5934,554,11,7037,1095,14674,1434,17,17225,1563,16006,1208,25,18796,1013,9064,629,22,10729,681,6953,382,37,8059,541,4462,249,62,5311,204,1895,148,17,2263,10,471,77,0,565,6111,64442,5101,198,75845,522,4533,358,0,5418,716,4915,455,5,6093,1474,15896,1377,19,18761,1774,14803,1057,11,17641,1084,8913,585,26,10609,820,7435,373,123,8753,578,4764,300,94,5742,198,2149,185,15,2547,21,858,157,3,1040,7190,64274,4843,298,76607,984,9511,773,13,11284,1261,10851,1008,14,13134,2567,30573,2812,37,35988,3336,30803,2266,29,36441,2100,17981,1213,51,21338,1498,14387,758,165,16813,1124,9225,554,149,11054,403,4047,330,29,4811,34,1334,230,0,1600,13298,128714,9946,500,152457
CED229,429,2316,167,8,2926,783,4336,420,21,5565,1985,16274,1446,79,19783,1749,11464,969,43,14227,1749,7981,758,46,10533,1507,6342,579,52,8488,1324,4566,457,24,6367,545,2361,307,10,3226,76,842,177,0,1101,10148,56486,5292,291,72216,589,2204,157,13,2965,1144,4395,415,26,5979,2474,16972,1329,67,20844,2350,10870,935,37,14201,2205,7984,578,45,10810,1763,6378,475,56,8668,1504,4779,383,31,6696,582,2642,342,14,3586,86,1358,343,3,1788,12702,57579,4958,288,75525,1026,4518,324,20,5891,1920,8730,835,53,11544,4463,33241,2778,147,40629,4099,22340,1908,81,28426,3953,15966,1332,89,21345,3271,12718,1056,103,17155,2825,9346,833,55,13062,1131,5009,653,25,6808,157,2199,527,0,2886,22850,114064,10250,574,147740
CED230,709,3455,513,4,4685,559,3420,355,14,4351,1215,7620,865,56,9756,1618,6316,838,29,8796,2061,7014,859,10,9949,2494,8691,952,12,12143,2488,7451,891,3,10837,1309,4084,617,0,6012,240,1551,306,0,2099,12690,49594,6202,136,68623,832,3036,425,0,4294,537,3090,312,16,3953,1393,7732,796,30,9943,2049,6272,776,18,9116,2376,7288,759,5,10434,2648,8652,789,17,12098,2698,7005,784,11,10493,1496,4350,703,6,6556,237,2559,522,0,3322,14259,49970,5870,113,70212,1543,6486,944,4,8983,1090,6505,671,34,8302,2606,15348,1665,87,19704,3663,12587,1614,42,17909,4435,14302,1621,25,20381,5141,17337,1737,24,24243,5182,14451,1672,20,21330,2803,8435,1323,10,12568,483,4114,826,0,5421,26951,99564,12073,249,138838
CED231,329,3599,164,11,4094,532,4103,236,10,4877,1055,10002,687,46,11788,1211,9208,497,37,10947,1386,8320,436,40,10186,934,6969,334,19,8252,837,5254,221,10,6321,381,3291,187,4,3870,68,1323,103,0,1500,6728,52076,2864,167,61838,467,3187,151,4,3810,714,3768,208,4,4692,1313,10135,604,45,12095,1652,9379,491,28,11553,1583,8650,389,21,10647,1061,7553,267,25,8902,991,6114,273,16,7396,437,4114,249,5,4811,57,2050,138,3,2246,8273,54952,2773,152,66153,795,6787,313,10,7905,1246,7876,438,14,9574,2373,20129,1289,87,23884,2858,18587,991,66,22496,2976,16973,827,60,20833,1987,14520,605,41,17158,1830,11367,491,31,13711,816,7408,442,12,8678,126,3374,242,4,3748,15004,107027,5639,323,127991
CED232,515,4525,309,5,5356,392,3832,215,8,4445,698,8546,467,6,9716,1365,9787,484,8,11645,1601,8309,435,13,10359,1186,6823,383,7,8399,1100,4728,264,12,6105,528,2325,188,10,3045,61,538,74,0,674,7451,49417,2818,65,59745,647,4008,293,3,4947,477,3354,157,4,3996,906,9256,493,7,10655,1897,9860,504,7,12272,1918,8701,454,10,11083,1362,7106,367,20,8859,1202,5221,277,19,6723,517,2317,184,6,3024,64,903,104,0,1070,8995,50731,2830,79,62638,1157,8533,600,7,10303,874,7187,377,8,8443,1605,17800,960,6,20374,3260,19650,987,17,23913,3526,17012,889,18,21446,2548,13929,747,30,17256,2302,9949,544,36,12830,1042,4644,368,13,6069,125,1443,174,0,1746,16441,100146,5647,147,122380
