CED_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED201,..,188,199,59,39,39,22,3,0,554,..,208,392,140,155,197,129,72,9,1297,..,90,545,550,666,1204,1791,1526,768,7147,137,219,183,98,84,83,83,45,27,958,0,4,10,8,14,41,37,20,0,138,12715,8841,9873,11095,10931,10382,8127,4401,1464,77836,..,123,6229,14416,13593,13386,10279,4792,867,63681,..,846,4238,2296,1881,1218,503,136,22,11146,..,62,533,1331,2165,1467,634,405,210,6797,26143,..,..,..,..,..,..,..,..,26143,..,9770,..,..,..,..,..,..,..,9770,..,5632,4867,1179,731,309,63,3,0,12779,..,607,608,272,278,560,634,413,252,3627,..,374,508,193,134,106,53,10,8,1390,..,480,1028,395,356,447,287,121,22,3142,..,182,1152,1301,1589,2185,2604,2099,1067,12186,273,390,349,225,192,162,138,78,35,1849,13,10,19,24,25,54,56,26,7,234,26427,18471,19535,21624,20943,19902,15254,8089,2494,152738
CED202,..,256,130,52,30,40,21,6,7,533,..,730,595,133,195,241,182,59,13,2143,..,266,840,697,1027,1967,2374,1746,937,9858,169,334,197,105,144,133,88,49,26,1238,7,0,9,8,4,11,6,0,0,49,12958,8066,8955,9218,9612,9495,8269,4264,1530,72370,..,209,5041,9709,10107,10250,9370,4412,811,49913,..,1562,5012,2848,2483,1787,873,249,21,14836,..,184,1001,1678,2041,1054,518,297,229,7008,26232,..,..,..,..,..,..,..,..,26232,..,6341,..,..,..,..,..,..,..,6341,..,4565,2101,773,548,283,62,0,0,8330,..,533,416,152,212,391,442,230,120,2495,..,508,407,136,99,101,48,11,6,1321,..,1395,1460,381,447,485,393,135,31,4730,..,498,1826,1540,2185,3495,3862,2581,1235,17223,359,576,439,262,285,228,155,84,37,2429,15,7,7,6,12,14,21,4,0,87,26605,16389,17718,17484,18421,18095,15749,8007,2489,140949
CED203,..,223,186,67,42,29,24,11,0,582,..,604,505,137,191,253,204,76,10,1988,..,263,738,567,989,2077,2417,1792,904,9749,181,313,209,120,132,164,124,55,28,1322,9,0,7,4,0,0,10,0,5,37,12632,7760,8875,8968,9313,9879,8678,4673,1581,72366,..,194,4957,9275,9548,10382,9863,5057,997,50270,..,1438,4925,2905,2511,1796,995,274,32,14881,..,156,1021,1672,1997,1098,520,326,235,7023,25715,..,..,..,..,..,..,..,..,25715,..,6192,..,..,..,..,..,..,..,6192,..,4521,2071,799,523,302,72,4,0,8297,..,636,429,167,225,419,452,277,149,2749,..,418,439,160,135,92,65,19,5,1335,..,1100,1196,358,431,498,423,166,29,4200,..,483,1529,1351,2165,3683,4049,2706,1257,17218,343,596,407,283,261,288,223,86,36,2529,14,9,18,13,9,13,15,0,5,81,26067,15739,16996,16977,17806,18568,16673,8918,2746,140491
CED204,..,239,257,88,54,31,18,3,3,693,..,223,370,162,176,229,158,57,40,1410,..,113,486,437,613,1169,1471,1155,601,6044,144,171,208,103,73,98,59,60,38,962,6,14,9,8,17,43,43,8,4,152,15467,10586,11909,11746,10990,10396,7413,3796,1408,83700,..,452,9289,15430,14329,13483,9451,4118,818,67374,..,784,3343,1901,1474,1018,373,117,21,9027,..,145,840,1644,2073,1583,750,442,279,7754,31698,..,..,..,..,..,..,..,..,31698,..,11310,..,..,..,..,..,..,..,11310,..,6709,5915,1469,856,394,69,3,0,15413,..,956,993,398,394,661,788,557,317,5054,..,504,772,316,229,126,66,16,12,2035,..,717,1945,927,671,534,355,140,53,5339,..,258,1201,1238,1534,2235,2318,1670,796,11244,289,324,438,279,189,182,110,101,38,1954,20,23,18,21,26,66,73,21,5,279,32003,22177,24749,23625,21774,20273,14361,7192,2330,168483
CED205,..,210,252,65,51,46,19,5,7,658,..,187,256,114,109,138,78,24,4,910,..,117,495,461,487,818,853,620,226,4077,139,169,207,100,73,80,77,43,18,894,19,3,15,10,16,43,39,8,0,153,20605,11783,15538,13916,10499,8584,5311,2383,714,89334,..,796,14279,20358,13817,11347,6610,2527,400,70133,..,710,3253,1633,1157,753,256,46,0,7806,..,138,1045,1818,2235,1501,683,412,201,8030,42354,..,..,..,..,..,..,..,..,42354,..,12158,..,..,..,..,..,..,..,12158,..,7471,6821,1708,815,333,60,4,0,17205,..,1048,1337,518,521,874,851,510,237,5899,..,499,750,277,161,132,46,15,7,1893,..,818,1326,407,337,310,170,50,3,3417,..,267,1314,1193,1200,1665,1350,902,327,8210,282,315,432,238,183,184,131,58,25,1845,28,9,32,29,20,64,55,18,0,249,42663,24224,30583,28172,20439,17150,10204,4545,1209,179189
CED206,..,212,154,59,59,45,29,15,9,578,..,141,265,116,134,222,169,73,23,1147,..,84,397,413,648,1328,1827,1422,592,6714,159,286,196,109,88,96,78,44,27,1090,3,9,8,4,8,5,5,11,0,45,13547,8478,9368,10199,10670,9955,8050,4129,1212,75599,..,135,6289,12118,12613,12221,9939,4682,805,58795,..,935,5379,3252,2824,1837,793,216,15,15263,..,88,551,1408,2122,1255,595,337,182,6526,27908,..,..,..,..,..,..,..,..,27908,..,8142,..,..,..,..,..,..,..,8142,..,6407,3495,1026,605,273,47,0,0,11849,..,481,428,189,229,441,468,357,206,2800,..,423,395,175,181,144,70,27,6,1414,..,293,603,297,348,425,352,158,32,2511,..,173,924,1020,1570,2509,2849,2063,847,11956,312,522,411,248,221,205,146,81,30,2171,7,13,11,10,8,21,14,11,4,92,28225,17605,18485,19738,20715,19324,15279,7930,2119,149419
CED207,..,350,416,93,64,40,26,10,4,1008,..,1265,1385,244,195,214,153,63,22,3541,..,361,909,562,679,1169,1662,2192,1600,9128,117,183,199,126,91,114,61,61,34,987,22,24,25,23,24,57,63,15,4,248,13354,11109,11481,12066,11918,10059,8475,6467,2890,87811,..,190,7072,16256,15579,12880,10664,7187,2003,71839,..,1068,3950,1652,1176,845,386,113,24,9220,..,41,287,1268,2306,1418,599,529,421,6869,27059,..,..,..,..,..,..,..,..,27059,..,12350,..,..,..,..,..,..,..,12350,..,3861,4369,1125,918,537,87,10,0,10899,..,974,941,270,299,635,705,535,348,4708,..,757,1100,335,177,108,51,11,5,2548,..,3235,4096,829,473,437,311,128,38,9551,..,777,1884,1276,1462,2050,2498,2925,2143,15019,236,369,410,246,194,220,118,88,49,1924,27,57,43,58,86,97,113,34,12,521,27319,23686,24161,23306,22671,19219,15538,11548,5044,172503
CED208,..,225,414,99,47,32,16,6,0,844,..,1227,2672,589,250,239,123,64,15,5184,..,301,1718,1736,1380,1676,1637,1574,999,11019,97,202,275,122,117,102,65,58,36,1073,3,9,15,7,9,21,13,9,0,87,11000,7806,14500,12250,10520,8055,5628,3966,1882,75610,..,181,5737,11310,10709,7764,5560,3580,1074,45903,..,786,7910,5109,2837,1483,528,118,14,18778,..,32,326,1113,1819,1207,584,559,421,6075,22442,..,..,..,..,..,..,..,..,22442,..,7124,..,..,..,..,..,..,..,7124,..,3108,2921,961,1017,572,82,3,0,8671,..,689,880,293,319,516,457,306,229,3689,..,504,988,256,108,91,43,16,3,2001,..,2455,5753,1403,625,495,282,113,31,11157,..,542,3132,3211,2761,3046,2780,2236,1367,19077,206,362,552,262,253,213,110,79,47,2090,5,10,29,20,13,31,34,9,0,154,22653,15795,28222,23934,20462,15428,10454,7014,3178,147145
CED209,..,223,219,42,32,32,13,5,0,563,..,776,667,152,88,183,138,46,10,2065,..,139,503,487,634,1448,1996,1642,823,7675,132,292,194,117,88,151,109,45,39,1166,0,3,6,5,7,11,6,5,0,43,13441,7539,8921,10027,9223,9077,8537,4502,1459,72715,..,103,5626,11955,11197,10731,11313,5389,1017,57327,..,1054,5112,3214,2202,1443,738,246,22,14039,..,60,553,1335,1743,974,325,215,165,5377,27518,..,..,..,..,..,..,..,..,27518,..,6798,..,..,..,..,..,..,..,6798,..,4240,2049,594,404,220,45,0,0,7553,..,433,399,138,165,303,315,215,138,2099,..,438,536,106,83,63,48,10,3,1284,..,1525,1583,342,238,334,277,80,28,4408,..,280,1045,1056,1369,2390,2967,2273,1128,12504,296,530,385,228,195,237,189,85,48,2177,7,9,6,11,7,21,8,5,0,72,27820,15474,17292,18979,17606,16715,16230,8510,2540,141161
CED210,..,231,213,51,42,22,15,3,5,571,..,875,942,181,181,222,121,36,7,2568,..,287,1132,925,1103,1984,2429,1969,1044,10868,139,269,211,104,119,120,89,44,26,1116,3,12,9,6,3,7,16,5,0,59,12771,8735,11073,9904,9892,9346,7865,4584,1685,75861,..,224,6141,10492,10352,9993,8666,4463,939,51263,..,1424,5681,2806,2157,1364,630,191,15,14258,..,174,925,1682,2264,1258,563,390,247,7507,25862,..,..,..,..,..,..,..,..,25862,..,7224,..,..,..,..,..,..,..,7224,..,4770,2826,962,646,343,68,4,0,9619,..,682,584,204,258,458,406,257,143,2993,..,459,618,138,116,57,40,12,8,1443,..,1853,2545,543,417,471,295,90,19,6220,..,553,2166,1925,2509,3680,3804,2725,1425,18797,280,494,491,259,252,199,144,77,35,2234,9,16,20,16,10,14,15,7,0,103,26148,17875,21988,19022,18991,17833,14633,8208,2836,147532
CED211,..,170,187,76,46,32,16,3,3,540,..,323,563,178,190,191,155,50,19,1667,..,128,688,732,870,1557,2182,2026,1170,9354,118,234,169,94,91,78,74,51,27,935,4,7,9,11,11,45,34,9,0,142,14133,8796,10146,12075,11332,9872,8331,5305,1965,81949,..,159,7050,15794,13854,11901,9676,5555,1191,65185,..,808,4539,2417,1937,1118,537,188,20,11566,..,56,427,1355,2270,1412,589,452,273,6832,28779,..,..,..,..,..,..,..,..,28779,..,9921,..,..,..,..,..,..,..,9921,..,5148,3663,1008,728,349,72,3,0,10968,..,615,586,253,254,517,577,341,196,3333,..,393,518,183,135,97,40,17,3,1392,..,734,1394,442,392,416,326,119,23,3856,..,256,1378,1553,1892,2748,3138,2661,1535,15166,255,416,362,217,208,167,138,73,36,1864,5,21,27,22,24,57,65,15,3,240,29035,18514,19937,23244,21701,18789,15159,9434,3283,159105
CED212,..,202,154,54,49,29,30,11,7,532,..,276,401,156,196,270,184,71,15,1564,..,148,717,643,941,1730,2114,1700,842,8839,171,240,192,107,104,102,94,58,32,1100,0,7,5,3,7,8,11,8,3,55,13853,8037,9689,10742,10701,9531,7503,4283,1569,75903,..,118,5241,11423,11540,10271,8187,4265,880,51919,..,1107,5702,3693,2710,1631,651,220,37,15742,..,134,893,1854,2493,1480,605,360,269,8091,27985,..,..,..,..,..,..,..,..,27985,..,7789,..,..,..,..,..,..,..,7789,..,5327,3293,997,609,334,81,0,0,10648,..,546,519,216,313,525,539,311,188,3156,..,390,424,188,156,102,64,20,10,1359,..,538,926,418,476,572,385,157,33,3507,..,303,1522,1595,2270,3163,3335,2402,1169,15764,351,460,412,267,231,209,159,86,34,2218,0,11,18,11,10,11,20,15,0,103,28339,16726,18935,20668,20815,18299,14016,7841,2623,148264
CED213,..,135,103,36,37,38,21,3,3,385,..,141,227,81,147,204,203,88,20,1120,..,111,374,417,809,1797,2682,2561,1262,10017,171,306,225,125,140,166,141,60,43,1370,6,6,9,8,7,11,10,0,0,48,10838,6622,6571,7837,9776,10046,10352,6779,2195,71017,..,60,3480,8259,10183,11093,12336,7565,1635,54612,..,836,3986,2634,2589,1923,1146,415,70,13604,..,83,569,1317,2153,1174,525,387,237,6432,22071,..,..,..,..,..,..,..,..,22071,..,6460,..,..,..,..,..,..,..,6460,..,4559,2293,787,634,327,67,7,0,8673,..,397,286,137,220,382,408,285,201,2305,..,272,275,109,120,83,62,26,9,949,..,302,546,202,306,423,402,187,42,2406,..,215,850,974,1844,3223,4165,3652,1748,16686,355,510,434,259,273,300,217,118,55,2525,3,10,12,10,8,17,15,0,0,78,22429,13700,12724,14689,18337,18938,19347,12637,4000,136794
CED214,..,433,643,178,112,91,43,5,5,1521,..,855,1647,406,230,256,139,39,17,3591,..,299,1493,1166,1068,1375,1522,1200,646,8768,118,191,245,129,113,102,76,39,17,1033,12,12,22,11,17,43,27,9,0,154,12813,9456,15928,12746,10457,8623,6687,3624,1459,81782,..,440,8721,13032,10274,8819,7166,3521,804,52770,..,878,6619,3804,2146,1152,392,87,26,15110,..,107,750,1844,2484,1654,902,595,373,8716,26366,..,..,..,..,..,..,..,..,26366,..,8361,..,..,..,..,..,..,..,8361,..,4130,4823,1689,1135,526,85,4,0,12396,..,1405,1645,571,615,1029,880,491,288,6915,..,912,1615,484,348,327,122,22,7,3823,..,2176,5180,1356,733,650,335,116,36,10576,..,569,3034,2650,2504,2751,2654,1785,915,16871,250,356,503,309,268,254,148,63,26,2177,14,24,52,22,28,69,41,9,0,273,26633,19352,32934,25764,20545,17229,12732,6706,2463,164355
CED215,..,240,308,87,52,38,21,6,0,757,..,337,673,205,157,165,104,33,10,1684,..,128,765,783,950,1226,1373,1175,609,7008,125,177,195,91,89,119,100,42,22,968,8,10,9,7,18,85,90,6,0,240,20312,8717,13916,17200,11655,8497,5974,3093,1190,90556,..,340,10899,24725,14544,9784,6732,3045,665,70733,..,754,5378,3873,2534,1298,440,101,6,14395,..,80,690,1613,2185,1262,547,352,250,6976,41653,..,..,..,..,..,..,..,..,41653,..,9551,..,..,..,..,..,..,..,9551,..,4362,3464,915,647,302,68,3,0,9763,..,962,1178,420,376,680,710,348,172,4846,..,535,939,262,142,101,60,18,3,2056,..,1085,2249,632,388,368,233,79,8,5050,..,310,1617,1775,2022,2298,2222,1580,846,12667,250,324,426,249,208,210,155,65,27,1913,18,20,26,24,29,127,143,23,0,416,41924,18318,26865,34500,23080,16442,11313,5617,1975,180025
CED216,..,203,138,45,41,26,14,11,6,476,..,319,341,114,179,263,224,76,18,1529,..,249,643,529,957,2000,2510,2020,954,9874,199,323,191,123,121,172,107,65,31,1322,3,0,7,3,4,7,4,6,0,30,11707,6999,8029,7861,8901,10691,9759,5322,1596,70868,..,157,4464,7886,8832,11691,12005,5939,988,51969,..,1532,4574,2572,2403,2064,1180,328,34,14682,..,220,1080,1567,1788,981,502,346,228,6709,23703,..,..,..,..,..,..,..,..,23703,..,5187,..,..,..,..,..,..,..,5187,..,4659,1987,795,578,320,58,0,0,8400,..,519,333,142,255,419,391,285,133,2476,..,394,308,149,118,96,65,28,8,1162,..,627,773,294,382,564,467,178,28,3320,..,483,1505,1378,2145,3971,4688,3076,1352,18595,405,590,415,279,287,324,218,109,50,2670,7,0,13,6,4,15,5,7,0,62,24112,14364,15449,15059,16785,20454,19590,10293,2817,138935
CED217,..,107,149,38,32,22,11,5,4,361,..,320,531,145,131,146,131,71,14,1487,..,157,722,790,850,1518,2198,1955,1352,9546,130,174,189,101,94,108,86,62,39,990,0,9,9,12,12,17,22,4,3,102,12822,8538,7345,9965,12327,9995,7943,4800,2178,75920,..,57,3635,12257,15962,12885,9486,4930,1156,60368,..,448,3944,2627,2255,1411,786,238,49,11753,..,17,158,944,2037,1278,433,295,289,5456,25865,..,..,..,..,..,..,..,..,25865,..,11921,..,..,..,..,..,..,..,11921,..,3471,2781,599,476,293,81,4,0,7703,..,380,316,117,158,251,334,290,199,2042,..,231,333,93,65,60,18,15,0,819,..,726,1361,366,280,309,238,133,31,3453,..,343,1393,1506,1736,2524,3213,2616,1747,15064,240,322,340,215,211,197,163,99,53,1835,6,19,23,23,41,39,40,11,3,216,26109,17928,14289,18747,23216,19244,14786,8632,3525,146491
CED218,..,177,271,90,46,47,24,3,3,659,..,94,250,89,107,151,85,27,4,812,..,97,416,408,553,835,1071,797,346,4525,146,136,171,107,83,75,72,57,21,861,4,11,7,4,16,52,50,10,6,161,17498,10608,12243,13503,11612,9275,6597,2814,849,84995,..,295,9480,18387,15328,12367,8720,3324,504,68404,..,608,3486,2248,1582,802,312,70,10,9113,..,77,765,1835,2386,1447,691,339,153,7692,35738,..,..,..,..,..,..,..,..,35738,..,12146,..,..,..,..,..,..,..,12146,..,6482,6167,1576,753,241,47,5,0,15268,..,1023,1201,448,458,814,859,513,243,5562,..,387,678,278,187,154,67,19,4,1778,..,344,921,346,278,336,201,64,14,2503,..,216,1037,1107,1298,1529,1666,1141,472,8473,279,247,358,258,212,161,124,83,33,1756,15,19,22,16,26,76,81,17,3,273,36034,21850,24107,26501,22521,17931,12764,5568,1432,168710
CED219,..,260,207,60,49,35,19,7,0,635,..,192,249,138,166,199,151,42,12,1148,..,143,559,545,740,1188,1511,1038,442,6167,190,236,232,104,94,107,85,52,29,1122,3,5,9,0,18,36,28,4,4,107,17209,9155,12284,11771,10019,8569,6654,2838,858,79362,..,257,8844,14239,11634,10082,7912,2907,457,56332,..,1316,5717,3284,2243,1221,480,130,10,14392,..,211,1315,2004,2249,1261,604,336,151,8127,34704,..,..,..,..,..,..,..,..,34704,..,8282,..,..,..,..,..,..,..,8282,..,6185,3748,1077,589,235,40,0,0,11869,..,878,887,314,368,592,645,352,159,4189,..,496,510,217,173,126,58,19,6,1604,..,421,733,379,343,407,337,102,19,2747,..,330,1428,1397,1749,2221,2430,1497,593,11643,392,390,490,264,210,199,153,75,37,2210,3,8,21,11,26,46,51,7,4,174,35099,18771,23691,23190,19570,16387,12713,5428,1432,156283
CED220,..,138,265,40,26,23,13,3,7,509,..,1701,2355,307,118,136,106,43,14,4790,..,775,3240,2192,1460,1674,2174,1866,990,14370,78,221,284,114,101,113,76,44,25,1066,7,21,22,19,18,35,19,7,0,147,9456,9291,15313,10665,9653,8098,6636,4275,1680,75064,..,110,5464,11145,11074,9243,7049,4155,982,49231,..,1288,9001,3233,1763,1108,616,174,29,17206,..,13,164,781,1504,1023,405,306,237,4429,19287,..,..,..,..,..,..,..,..,19287,..,8387,..,..,..,..,..,..,..,8387,..,2202,2077,518,491,263,56,4,0,5614,..,736,812,188,151,277,293,251,179,2884,..,297,625,103,45,42,21,11,7,1157,..,3051,5068,777,330,289,231,108,34,9884,..,1310,5877,4108,2838,2969,3277,2596,1322,24300,157,408,569,264,202,211,155,69,37,2073,26,32,33,39,49,60,41,7,0,285,19466,17828,29700,21156,18443,15484,12146,7686,2821,144731
CED221,..,313,332,105,75,46,19,9,4,906,..,252,350,132,137,194,101,38,11,1220,..,95,488,409,518,805,1036,686,280,4319,192,224,209,87,50,87,72,53,24,998,4,3,14,10,11,75,58,16,0,197,21198,11414,15270,14829,10562,8001,5194,2376,724,89574,..,557,12924,21495,14057,10022,6051,2426,452,67979,..,1376,5367,2854,1854,1080,385,109,10,13032,..,235,1153,1925,2185,1290,518,260,114,7677,43359,..,..,..,..,..,..,..,..,43359,..,10913,..,..,..,..,..,..,..,10913,..,6795,4626,1043,464,189,51,0,0,13175,..,1278,1438,476,432,859,811,468,198,5957,..,688,916,371,230,154,58,22,8,2453,..,635,1152,427,338,437,221,81,21,3320,..,206,1218,1177,1361,1594,1613,1017,388,8578,366,409,416,258,169,160,121,80,25,2007,6,10,34,15,17,105,95,20,0,306,43735,23094,29256,30053,21110,15894,9922,4485,1215,178756
CED222,..,577,839,226,145,106,42,13,4,1945,..,1232,1441,381,226,251,208,71,10,3826,..,276,811,658,778,1290,1688,1664,995,8154,128,199,227,137,98,107,90,52,26,1062,4,20,34,13,26,55,62,20,3,236,14697,11461,15287,13379,11752,10061,8324,5216,2176,92347,..,578,10736,16706,13808,11553,9479,5473,1362,69693,..,1037,4641,2294,1524,1017,437,128,24,11103,..,104,629,1642,2451,1751,896,731,509,8718,30225,..,..,..,..,..,..,..,..,30225,..,10552,..,..,..,..,..,..,..,10552,..,4739,5444,1808,1375,652,116,4,0,14133,..,1684,1648,613,631,967,976,633,384,7532,..,1297,2154,683,402,305,124,33,8,5005,..,3214,5020,1134,653,628,461,142,21,11272,..,583,1926,1575,1842,2512,2772,2360,1385,14954,252,376,461,294,226,217,165,77,43,2100,22,48,65,41,48,74,103,34,6,436,30495,24209,32720,26782,22959,19676,15532,9612,3737,185721
CED223,..,213,130,40,37,33,34,7,7,501,..,272,330,92,163,281,175,72,12,1398,..,226,597,522,981,1992,2450,1980,1017,9763,181,349,214,146,145,154,147,54,27,1414,3,0,22,7,5,11,5,0,0,54,12322,6855,7588,8498,9566,10912,9593,5184,1709,72224,..,180,4506,8765,10029,12283,11920,5777,1054,54511,..,1392,4319,2865,2680,2127,1103,316,39,14847,..,160,874,1497,1812,936,474,406,236,6401,24633,..,..,..,..,..,..,..,..,24633,..,5653,..,..,..,..,..,..,..,5653,..,4197,1753,738,603,336,52,0,0,7681,..,470,295,131,192,402,411,272,160,2335,..,407,368,132,115,83,64,18,8,1199,..,573,826,264,361,562,409,149,25,3167,..,459,1360,1292,2202,3913,4413,3037,1410,18085,372,606,459,319,312,275,246,90,41,2728,13,0,29,13,10,13,13,0,0,94,25012,14101,14788,16019,18317,20922,19112,10077,2982,141332
CED224,..,137,163,55,34,36,10,10,0,457,..,270,457,132,166,194,154,52,5,1431,..,133,812,863,960,1612,2101,1814,1063,9356,115,193,161,90,83,104,84,43,23,897,6,3,11,14,4,29,25,9,0,109,13962,8397,9624,11969,11800,9463,7393,4498,1885,78983,..,186,5847,14836,14407,11108,8247,4316,1022,59980,..,589,4929,3105,2229,1276,576,175,30,12914,..,48,371,1317,2262,1383,552,411,307,6654,28250,..,..,..,..,..,..,..,..,28250,..,9663,..,..,..,..,..,..,..,9663,..,4655,3581,967,673,355,84,0,0,10313,..,530,604,217,221,496,528,399,241,3232,..,296,430,165,111,75,35,15,5,1134,..,581,1202,443,420,422,310,137,20,3537,..,278,1628,1756,2165,2931,3173,2530,1420,15884,243,314,331,214,192,197,142,69,34,1737,12,4,25,27,19,41,37,15,3,194,28506,17147,18962,23042,22692,18302,13685,8067,3092,153490
