UCL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
UCL322041,34,28,11,0,0,78,7,88
UCL322042,0,33,33,20,4,103,0,104
UCL322043,0,23,42,19,20,100,6,109
UCL322044,7,46,38,10,0,103,33,142
UCL322045,4,94,70,17,6,193,17,206
UCL322046,3,60,60,29,19,162,19,182
UCL322047,16,18,5,0,0,34,3,39
UCL322048,0,50,45,12,7,114,31,145
UCL322049,3,64,35,18,9,129,4,132
UCL322050,3,112,62,14,12,205,45,249
UCL322051,0,11,28,26,13,81,4,91
UCL322052,5,20,28,6,14,76,3,80
UCL322053,0,58,72,27,3,164,18,172
UCL322054,3,60,63,21,4,149,16,159
UCL322055,8,70,78,17,8,178,8,186
UCL322056,32,29,8,0,0,70,3,71
UCL322057,0,38,67,39,22,161,10,170
UCL322058,5,129,86,28,11,252,11,265
UCL322059,53,20,0,0,0,71,9,76
UCL322060,0,88,79,18,17,202,21,222
UCL322061,20,49,23,3,4,99,11,114
UCL322062,6,66,50,15,9,139,17,152
UCL322063,8,102,51,17,9,180,27,211
UCL322064,5,19,50,15,7,96,11,108
UCL322065,5,38,32,13,8,85,20,106
UCL322066,8,60,27,15,0,118,11,129
UCL322067,24,420,169,28,15,659,58,714
UCL322068,6,51,52,5,3,120,8,127
UCL322069,5,82,59,22,10,175,16,191
UCL322070,3,93,66,31,7,205,14,221
UCL322071,7,13,9,4,0,35,7,45
UCL322072,0,25,28,17,18,89,5,94
UCL322073,7,170,104,20,12,308,9,315
UCL322074,0,59,52,11,6,125,13,137
UCL322075,31,12,0,0,0,50,6,52
UCL322076,30,50,18,9,0,106,20,124
UCL322077,41,34,12,0,0,85,0,89
UCL322078,0,22,34,13,0,71,15,83
UCL322079,0,21,57,17,17,104,0,107
UCL322080,0,62,43,14,4,115,3,119
UCL322081,5,83,49,8,4,148,34,184
UCL322082,8,61,61,24,4,162,15,169
UCL322083,0,23,35,16,3,74,9,87
UCL322084,6,37,23,12,9,88,33,119
UCL322085,0,38,79,31,12,158,28,186
UCL322086,8,48,24,12,12,99,17,115
UCL322087,0,58,69,28,13,168,10,181
UCL322088,4,46,46,8,4,109,18,124
UCL322089,14,64,65,15,7,153,14,171
UCL322090,0,13,30,20,16,71,10,77
UCL322091,5,9,40,14,13,81,4,84
UCL322092,31,41,19,3,7,92,5,97
UCL322093,7,78,54,19,5,162,16,178
UCL322094,0,21,34,12,11,74,4,82
UCL322095,6,92,55,23,17,184,9,195
UCL322096,0,27,78,32,24,160,5,167
UCL322097,26,92,43,9,4,176,25,197
UCL322098,3,12,48,28,24,110,5,115
UCL322099,11,49,53,13,0,128,18,141
UCL322100,7,102,74,29,14,224,10,233
UCL322101,10,74,69,27,11,189,33,225
UCL322102,49,31,6,3,0,84,0,92
UCL322103,0,42,55,18,14,137,11,147
UCL322104,9,58,69,20,10,167,11,177
UCL322105,5,47,36,13,8,106,14,115
UCL322106,29,87,38,7,8,159,64,224
UCL322107,15,121,49,6,3,197,19,218
UCL322108,3,33,27,12,10,80,7,92
UCL322109,0,44,55,25,11,135,4,142
UCL322110,9,65,60,23,10,159,25,187
UCL322111,0,27,31,21,11,97,14,111
UCL322112,0,40,53,15,5,113,11,126
UCL322113,36,32,9,4,0,83,7,95
UCL322114,14,84,65,19,10,196,14,206
UCL322115,11,49,51,16,8,128,7,134
UCL322116,0,23,35,16,9,76,14,93
UCL322117,8,99,73,15,7,205,10,213
UCL322118,3,38,40,14,6,105,7,112
UCL322119,5,62,31,13,4,113,3,116
UCL322120,20,91,75,28,12,226,24,249
UCL322121,6,102,64,21,7,208,16,225
UCL322122,7,80,50,13,11,159,8,169
UCL322123,0,34,30,8,10,87,13,98
UCL322124,0,41,31,5,12,92,6,96
UCL322125,5,54,60,19,11,143,19,166
UCL322126,4,30,28,17,7,85,4,86
UCL322127,5,124,88,29,9,258,24,283
UCL322128,31,39,25,4,0,101,18,119
UCL322129,0,55,56,15,4,123,7,132
UCL322130,9,63,69,20,10,162,12,174
UCL322131,7,45,34,8,4,95,7,101
UCL322132,20,78,64,22,5,188,21,211
UCL322133,38,16,4,0,0,61,5,69
UCL322134,0,37,21,0,3,64,8,69
UCL322135,32,34,5,3,0,75,12,83
UCL322136,0,16,42,27,29,115,5,117
UCL322137,0,32,30,13,9,79,8,79
UCL322138,8,34,37,10,6,95,3,95
UCL322139,37,25,8,0,0,72,3,74
UCL331001,2932,37872,59845,30647,25085,156386,15841,172232
UCL379997,4,0,0,0,0,7,4,5
UCL401001,39518,184409,175800,54266,27997,481987,17914,499902
UCL412001,715,3915,4012,1525,959,11120,443,11567
UCL412002,389,2800,3334,1038,569,8126,274,8407
UCL412003,834,4193,3897,1295,692,10913,608,11520
UCL412004,1111,3519,2772,985,513,8903,657,9559
UCL413001,106,1488,2575,943,571,5674,132,5803
UCL413002,550,2694,2265,845,512,6867,437,7301
UCL413003,546,1967,1593,550,267,4934,562,5495
UCL413004,443,2179,2154,663,310,5751,448,6202
UCL413005,648,2319,1796,644,333,5737,375,6117
UCL413006,434,3716,2544,678,283,7663,253,7913
UCL414001,203,1875,1419,384,206,4090,163,4253
UCL414002,38,557,830,284,149,1855,72,1934
UCL414003,121,736,794,248,111,2017,168,2183
UCL414004,132,1018,941,329,217,2635,62,2699
UCL414005,109,875,961,386,226,2555,108,2659
UCL415001,28,320,345,124,74,892,40,935
UCL415002,26,236,498,257,256,1279,46,1327
UCL415003,55,323,272,109,51,809,25,832
UCL415004,12,193,251,119,56,625,34,655
UCL415005,77,415,263,79,34,875,50,922
UCL415006,185,755,558,195,87,1773,152,1928
UCL415007,47,409,424,130,72,1078,74,1156
UCL415008,88,346,336,117,51,942,96,1038
UCL415009,88,535,572,186,69,1441,108,1550
UCL415010,78,354,210,66,28,735,190,924
UCL415011,35,228,173,65,34,538,35,578
UCL415012,3,214,337,168,96,822,25,854
UCL415013,43,299,344,101,76,856,26,886
UCL415014,43,211,239,74,46,611,24,640
UCL415015,102,701,703,227,134,1869,119,1984
UCL415016,57,406,402,153,97,1108,45,1154
UCL415017,71,374,288,70,34,836,80,910
UCL415018,35,276,277,83,54,727,35,763
UCL415019,3,117,259,187,177,739,21,762
UCL415020,27,277,345,109,64,818,39,859
UCL415021,113,599,650,186,103,1659,100,1753
UCL415022,12,170,297,116,85,688,28,718
UCL415023,20,163,165,40,27,407,43,455
UCL415024,59,493,402,122,71,1150,92,1243
UCL415025,3,69,161,84,34,350,13,367
UCL415026,69,553,508,160,85,1376,48,1428
UCL415027,0,93,177,79,38,386,32,416
UCL415028,4,181,196,49,20,455,17,469
UCL415029,145,759,658,282,138,1978,106,2087
UCL415030,97,805,799,247,115,2070,127,2198
UCL415031,3,89,199,78,38,407,21,423
UCL415032,28,442,428,110,39,1042,42,1083
UCL415033,7,115,164,61,32,373,35,413
UCL415034,18,224,227,63,35,562,26,590
UCL415035,76,310,176,68,26,661,110,772
UCL415036,34,221,172,56,31,512,33,547
UCL415037,198,871,683,217,86,2054,111,2165
UCL415038,19,200,221,76,27,544,26,567
UCL415039,36,389,547,223,96,1285,146,1433
UCL415040,38,241,192,75,32,585,79,660
UCL415041,68,685,712,230,146,1837,49,1887
UCL415042,46,301,282,77,30,729,40,776
UCL415043,21,177,419,207,171,988,62,1047
UCL415044,6,100,275,112,50,547,17,564
UCL415045,76,367,238,66,25,763,71,833
UCL415046,107,805,693,171,108,1877,118,1991
UCL415047,9,207,328,157,100,804,28,828
UCL415048,26,248,362,142,78,855,30,884
UCL415049,15,262,303,90,59,728,16,744
UCL421001,29,256,194,66,28,572,47,613
UCL421002,7,71,95,28,11,214,23,232
UCL421003,4,78,126,71,52,330,13,343
UCL421004,27,178,143,53,22,436,35,470
UCL421005,24,130,123,43,17,336,29,359
UCL421006,0,24,91,67,47,224,3,232
UCL421007,11,135,140,36,21,349,21,366
UCL421008,30,151,143,67,31,421,33,461
UCL421009,12,91,131,52,17,312,11,322
UCL421010,3,50,91,45,25,222,12,233
UCL421011,7,110,99,36,16,274,25,297
UCL421012,16,99,98,34,19,266,26,291
UCL421013,4,75,141,75,52,351,40,391
UCL421014,9,69,113,35,31,255,8,265
UCL421015,8,85,78,35,21,226,15,243
UCL421016,0,19,66,40,40,178,10,183
UCL421017,6,42,70,38,22,172,7,180
UCL421018,23,182,181,65,23,477,43,519
UCL421019,11,102,111,38,11,267,8,275
UCL421020,16,85,91,32,7,237,23,263
UCL421021,10,92,78,21,10,222,15,237
UCL421022,4,103,166,79,33,395,15,410
UCL421023,26,97,113,47,26,311,26,339
UCL421024,25,133,111,39,28,337,48,385
UCL421025,13,160,122,44,29,375,30,402
UCL421026,25,135,118,50,13,339,15,354
UCL421027,11,88,88,39,19,249,15,259
UCL421028,0,9,74,41,42,171,11,183
UCL421029,21,70,70,32,23,222,16,234
UCL421030,14,85,109,33,23,265,25,290
UCL421031,12,94,107,52,22,287,22,307
UCL421032,23,101,87,36,18,262,21,284
UCL421033,44,43,23,0,0,108,9,119
UCL421034,13,193,169,67,43,497,51,547
UCL421035,23,146,122,33,20,342,20,359
UCL421036,3,43,102,76,91,311,13,323
UCL421037,21,174,156,45,18,417,46,463
UCL421038,7,78,143,82,33,339,10,347
UCL421039,0,37,108,51,27,228,12,243
UCL421040,0,33,82,56,39,215,8,224
UCL421041,13,68,80,29,20,209,18,234
UCL421042,11,156,125,43,15,351,12,366
UCL421043,25,143,101,27,12,303,25,328
UCL422001,0,17,27,33,11,87,12,101
UCL422002,29,44,8,0,0,87,11,97
UCL422003,4,64,64,17,4,150,14,168
UCL422004,7,47,42,19,18,140,14,153
UCL422005,5,45,36,13,11,109,13,123
UCL422006,10,75,85,23,7,195,5,203
UCL422007,8,58,40,12,6,127,23,149
UCL422008,5,56,69,28,15,167,16,183
UCL422009,5,43,43,14,4,117,0,122
UCL422010,0,28,68,29,14,135,10,148
UCL422011,9,50,37,15,3,114,9,122
UCL422012,3,63,67,25,23,185,13,202
UCL422013,0,15,56,21,16,111,3,112
UCL422014,0,24,29,16,14,79,0,81
UCL422015,0,88,74,23,13,197,21,218
UCL422016,3,31,29,24,4,93,6,91
UCL422017,4,50,31,9,7,101,5,112
UCL422018,5,35,33,9,3,90,5,97
UCL422019,10,98,102,32,5,250,23,274
UCL422020,7,74,55,18,7,161,23,179
UCL422021,5,72,42,15,9,147,19,161
UCL422022,28,35,11,0,0,74,4,75
UCL422023,0,34,51,10,5,104,15,125
UCL422024,37,18,7,0,0,60,5,64
UCL422025,12,53,55,23,6,150,13,166
UCL422026,0,30,69,37,18,153,3,153
UCL422027,6,24,6,5,6,44,10,58
UCL422028,5,35,42,3,11,101,20,124
UCL422029,30,18,10,3,3,64,0,67
UCL422030,11,71,51,13,13,152,12,169
UCL422031,5,48,48,22,14,135,9,144
UCL422032,4,20,46,24,18,111,5,116
UCL422033,3,35,35,19,18,112,33,143
UCL422034,0,25,58,30,13,127,9,140
UCL422035,3,41,59,30,17,151,15,160
UCL422036,11,68,66,33,13,188,9,200
UCL422037,0,33,43,25,15,111,3,117
UCL422038,6,41,40,18,7,114,7,119
UCL422039,0,37,49,17,6,111,16,125
UCL422040,8,60,45,11,8,136,9,144
UCL422041,0,46,71,27,6,155,24,178
UCL422042,3,68,60,20,16,158,26,181
UCL422043,3,30,36,10,0,79,6,89
UCL422044,3,65,62,15,7,152,15,168
UCL422045,8,118,114,26,8,282,21,301
UCL422046,3,85,60,24,12,183,14,200
UCL422047,6,14,28,16,6,71,16,92
UCL422048,12,80,51,17,5,165,10,181
UCL422049,0,31,50,29,11,114,9,120
UCL422050,0,37,25,13,9,86,6,86
UCL422051,0,57,69,33,14,171,10,185
UCL422052,16,95,104,20,10,243,10,252
UCL422053,6,49,29,12,3,105,67,173
UCL422054,3,31,35,18,9,100,12,109
UCL422055,3,65,49,24,16,152,7,164
UCL422056,6,47,49,13,7,120,6,125
UCL422057,0,24,48,39,26,139,15,150
UCL422058,3,40,33,6,9,93,4,100
UCL422059,7,70,56,25,22,177,36,214
UCL422060,0,44,36,14,4,110,10,114
UCL422061,13,59,24,5,3,101,20,120
UCL422062,4,6,32,13,17,68,6,71
UCL422063,23,28,14,0,0,65,13,77
UCL431001,1005,11478,19938,10912,9602,52940,4012,56953
UCL479997,0,0,0,0,0,0,0,0
UCL501001,38709,267754,299337,95728,50456,751985,32892,784879
UCL511001,1258,9771,11208,3875,1859,27969,1511,29481
UCL512001,650,4457,4486,1600,884,12075,601,12681
UCL512002,427,3985,4109,1332,633,10483,547,11031
UCL512003,679,4500,4579,1593,797,12149,1138,13285
UCL512004,514,3281,3922,1524,878,10120,1337,11451
UCL513001,418,2473,1899,691,378,5868,814,6679
UCL513002,221,1420,1530,494,263,3924,423,4350
UCL513003,172,1547,2307,896,452,5375,997,6372
UCL513004,329,1761,2044,730,325,5192,1044,6239
UCL513005,110,1374,1546,457,231,3720,166,3889
UCL514001,161,965,1016,409,241,2789,243,3032
UCL514002,31,891,1239,302,117,2569,151,2721
UCL514003,105,977,1120,323,133,2657,203,2854
UCL514004,187,927,876,340,163,2484,257,2740
UCL515001,26,256,221,62,17,587,36,623
UCL515002,4,156,231,80,30,500,25,527
UCL515003,36,380,349,118,67,953,62,1009
UCL515004,21,216,298,112,71,714,37,752
UCL515005,28,287,351,177,63,899,44,942
UCL515006,161,906,592,166,73,1905,283,2184
UCL515007,7,168,331,113,30,658,65,718
UCL515008,20,98,185,77,48,417,60,477
UCL515009,44,567,449,113,27,1204,158,1354
UCL515010,122,484,282,85,56,1023,356,1384
UCL515011,26,378,422,142,78,1047,56,1101
UCL515012,3,189,379,123,51,751,29,782
UCL515013,54,726,538,176,134,1625,112,1738
UCL515014,115,201,72,29,7,418,71,487
UCL515015,62,405,393,147,85,1086,74,1161
UCL515016,18,279,262,97,35,694,64,763
UCL515017,30,426,248,54,32,788,117,905
UCL515018,24,199,232,91,56,592,110,705
UCL515019,108,459,457,166,105,1293,147,1441
UCL515020,169,681,467,150,75,1535,629,2163
UCL515021,14,177,273,93,86,646,23,669
UCL515022,126,637,589,211,108,1665,104,1776
UCL515023,66,364,336,122,39,936,140,1067
UCL515024,34,242,185,63,52,581,105,685
UCL515025,30,283,249,86,54,707,78,782
UCL515026,10,140,316,150,126,744,42,786
UCL515027,114,614,468,185,90,1473,168,1647
UCL515028,119,520,558,187,93,1474,214,1687
UCL515029,15,178,101,39,21,359,51,411
UCL515030,58,515,486,198,126,1385,106,1490
UCL515031,69,534,447,149,65,1257,142,1401
UCL515032,8,72,174,103,105,463,29,497
UCL515033,37,322,338,127,48,871,125,993
UCL515034,37,393,441,129,57,1060,66,1127
UCL515035,42,191,198,69,44,541,63,601
UCL515036,43,314,348,143,71,916,55,967
UCL515037,23,125,245,87,43,529,112,644
UCL515038,38,410,358,134,84,1021,102,1120
UCL521001,0,41,59,45,37,192,6,194
UCL521002,0,53,111,60,46,274,26,303
UCL521003,18,153,139,58,27,382,43,427
UCL521004,76,57,20,8,0,152,3,159
UCL521005,9,145,151,69,40,417,46,463
UCL521006,3,99,127,64,42,335,23,349
UCL521007,19,93,77,25,20,221,33,259
UCL521008,15,72,74,27,10,199,27,224
UCL521009,10,90,79,17,18,210,29,236
UCL521010,8,111,105,52,17,298,27,328
UCL521011,0,38,92,46,26,201,9,213
UCL521012,6,114,94,31,15,255,12,271
UCL521013,0,78,122,67,40,317,12,338
UCL521014,19,101,87,55,23,281,73,360
UCL521015,12,123,108,28,12,276,27,298
UCL521016,17,83,99,52,15,268,18,290
UCL521017,9,74,111,26,11,228,31,263
UCL521018,5,60,98,34,14,209,6,214
UCL521019,31,366,160,33,35,630,191,820
UCL521020,4,53,104,66,42,272,14,284
UCL521021,9,84,140,50,29,312,18,332
UCL521022,11,81,117,25,19,251,36,284
UCL521023,10,63,73,31,28,203,18,220
UCL521024,198,221,82,21,15,534,83,615
UCL521025,15,173,118,27,15,346,35,379
UCL521026,4,55,119,56,42,280,18,297
UCL521027,7,90,73,34,23,223,112,333
UCL521028,29,110,99,51,33,325,34,362
UCL521029,32,128,121,38,32,354,38,393
UCL521030,17,133,110,49,24,324,39,365
UCL521031,32,77,56,32,7,211,95,308
UCL521032,38,101,57,16,13,226,45,276
UCL521033,13,86,45,13,14,173,136,306
UCL521034,3,42,91,58,66,266,11,281
UCL521035,14,90,81,22,21,232,22,250
UCL521036,21,123,62,15,15,239,60,297
UCL521037,14,155,138,43,31,386,23,406
UCL521038,8,101,116,49,29,305,59,365
UCL521039,5,93,129,65,17,306,25,332
UCL521040,26,207,131,45,18,420,114,540
UCL521041,10,31,8,3,0,60,3,65
UCL521042,20,109,96,28,15,260,18,276
UCL521043,0,58,105,25,10,197,14,208
UCL521044,27,127,108,36,22,317,32,344
UCL521045,13,83,68,28,13,202,67,271
UCL521046,46,62,68,24,13,211,18,231
UCL521047,23,101,87,27,18,251,20,274
UCL521048,23,169,129,35,33,393,59,458
UCL521049,97,39,10,4,0,150,15,161
UCL521050,11,121,125,46,8,317,17,333
UCL521051,14,113,105,52,42,323,33,360
UCL521052,65,121,71,16,6,275,49,325
UCL522001,68,37,13,0,0,112,4,118
UCL522002,0,66,43,14,3,135,8,142
UCL522003,20,51,18,11,0,97,8,105
UCL522004,51,17,0,4,0,74,0,81
UCL522005,32,42,9,8,3,95,14,112
UCL522006,0,23,55,43,25,145,4,146
UCL522007,0,37,44,15,9,105,6,109
UCL522008,0,30,31,10,12,87,14,98
UCL522009,0,16,48,32,16,123,8,134
UCL522010,0,16,45,20,24,108,0,108
UCL522011,4,48,57,15,3,133,31,162
UCL522012,6,77,98,32,10,227,18,245
UCL522013,0,24,65,29,29,151,12,160
UCL522014,0,8,26,12,19,70,0,77
UCL522015,22,238,70,14,9,355,31,383
UCL522016,4,56,32,16,12,112,22,131
UCL522017,5,41,51,33,27,150,9,166
UCL522018,9,35,25,10,4,83,67,147
UCL522019,6,34,32,6,4,76,20,96
UCL522020,22,45,17,8,0,87,4,94
UCL522021,10,67,66,20,9,165,9,174
UCL522022,3,39,39,3,9,102,19,114
UCL522023,11,57,44,18,12,144,13,155
UCL522024,4,55,49,16,0,125,0,126
UCL522025,7,85,65,26,10,196,35,230
UCL522026,3,60,58,25,5,163,6,168
UCL522027,8,57,61,25,11,163,8,170
UCL522028,0,28,31,6,3,74,4,73
UCL522029,3,50,45,25,15,133,3,140
UCL522030,10,49,35,16,9,116,17,129
UCL522031,26,27,15,0,0,66,0,68
UCL522032,67,20,3,0,0,91,16,110
UCL522033,3,83,78,21,12,200,19,215
UCL522034,17,15,0,3,0,36,3,43
UCL522035,9,39,43,10,3,104,11,119
UCL522036,3,51,32,11,5,100,8,107
UCL522037,5,42,51,16,7,111,16,126
UCL522038,8,69,85,18,5,193,9,204
UCL522039,22,65,29,14,4,135,35,173
UCL522040,0,36,43,25,8,110,7,116
UCL522041,8,47,45,28,12,137,20,155
UCL522042,17,58,33,6,0,116,34,153
UCL522043,55,34,8,0,5,101,3,99
UCL522044,4,71,17,6,3,109,22,130
UCL522045,32,21,3,0,0,60,0,56
UCL522046,5,42,42,12,9,115,49,167
UCL522047,8,65,58,16,6,155,49,203
UCL522048,5,58,47,17,11,128,23,151
UCL522049,8,73,35,21,8,140,45,187
UCL522050,8,61,74,16,7,166,27,188
UCL522051,0,14,30,24,18,88,7,94
UCL522052,17,23,5,3,0,50,4,56
UCL522053,21,7,3,4,0,37,13,54
UCL522054,4,42,21,5,9,73,35,113
UCL522055,3,87,69,13,9,184,79,263
UCL522056,6,65,46,14,12,140,7,148
UCL522057,120,12,7,0,0,143,42,184
UCL522058,6,44,21,20,3,103,14,117
UCL522059,6,64,39,10,8,132,26,158
UCL522060,10,11,0,0,0,21,3,25
UCL522061,8,92,68,12,0,182,19,196
UCL522062,42,20,0,0,0,59,0,59
UCL522063,23,13,3,0,0,43,9,53
UCL522064,36,33,9,9,6,88,33,125
UCL522065,6,28,47,6,7,89,25,113
UCL522066,8,51,62,21,6,154,31,180
UCL522067,14,30,10,0,4,63,19,85
UCL522068,0,30,64,23,28,152,15,167
UCL522069,8,71,49,14,0,148,15,166
UCL522070,0,38,57,24,8,137,10,141
UCL522071,56,24,6,0,0,87,12,95
UCL531001,1618,13824,19454,10991,10501,56381,5911,62293
UCL579997,11,0,0,0,0,13,0,13
UCL603001,6236,29770,26380,9033,5060,76476,3131,79611
UCL611001,2483,12567,11112,3875,2042,32079,1586,33667
UCL612001,719,3545,2803,909,454,8421,439,8860
UCL612002,821,3994,3464,1213,659,10162,471,10631
UCL613001,330,2072,1897,640,375,5307,274,5573
UCL614001,44,597,787,352,227,2002,135,2140
UCL614002,206,884,814,309,191,2401,161,2561
UCL614003,221,971,753,260,129,2342,108,2454
UCL615001,28,163,144,66,49,446,63,511
UCL615002,18,233,202,73,38,571,37,610
UCL615003,19,213,223,79,46,579,74,648
UCL615004,48,187,136,29,24,424,30,454
UCL615005,64,466,350,138,85,1098,60,1160
UCL615006,9,162,179,59,40,456,14,469
UCL615007,15,144,172,80,36,449,16,465
UCL615008,169,764,574,214,125,1841,108,1944
UCL615009,35,283,351,153,100,923,37,960
UCL615010,54,336,263,90,58,809,57,866
UCL615011,98,711,652,232,136,1832,73,1906
UCL615012,35,456,629,260,173,1556,34,1588
UCL615013,77,576,553,212,117,1543,72,1614
UCL615014,18,293,381,135,82,910,32,942
UCL615015,34,473,551,187,96,1339,55,1390
UCL615016,65,512,477,203,98,1352,90,1439
UCL615017,33,402,517,203,131,1286,39,1326
UCL615018,38,641,670,196,86,1631,55,1687
UCL615019,17,253,205,76,24,573,54,631
UCL615020,92,360,237,88,34,818,64,879
UCL615021,61,344,273,75,69,820,54,871
UCL615022,40,198,156,76,35,504,29,538
UCL615023,87,498,470,155,66,1283,130,1413
UCL615024,24,174,274,95,68,639,29,668
UCL615025,70,498,463,164,81,1283,56,1342
UCL615026,74,369,211,80,32,762,47,811
UCL615027,24,222,267,118,82,705,30,740
UCL621001,5,42,68,31,25,167,10,180
UCL621002,15,166,146,40,11,375,20,396
UCL621003,6,46,92,39,22,203,20,226
UCL621004,35,129,135,57,15,375,19,397
UCL621005,3,42,72,43,28,191,8,197
UCL621006,0,34,96,41,35,201,3,203
UCL621007,4,38,101,36,24,203,6,202
UCL621008,7,74,92,58,32,259,9,269
UCL621009,17,127,108,26,8,293,16,306
UCL621010,8,87,78,37,21,230,15,243
UCL621011,0,70,86,30,29,214,13,221
UCL621012,3,79,147,44,18,285,4,286
UCL621013,8,106,92,37,19,277,13,295
UCL621014,0,72,91,41,38,243,20,263
UCL621015,10,106,148,62,50,375,6,385
UCL621016,3,40,100,68,43,252,3,254
UCL621017,10,83,81,22,18,217,42,254
UCL621018,20,98,78,32,20,251,14,267
UCL621019,7,111,112,36,32,292,19,315
UCL621020,5,100,130,59,39,345,30,371
UCL621021,3,99,161,64,29,366,24,389
UCL621022,9,120,163,57,32,377,20,395
UCL621023,24,215,98,27,12,370,65,435
UCL621024,17,98,115,34,16,280,19,298
UCL621025,0,87,113,42,22,278,14,295
UCL621026,13,88,94,28,9,228,9,238
UCL621027,11,141,132,48,16,344,13,360
UCL621028,16,121,100,40,15,285,35,321
UCL621029,3,58,116,45,18,250,10,255
UCL621030,13,123,133,21,21,322,17,336
UCL621031,12,113,124,49,24,319,9,327
UCL621032,17,158,99,35,15,324,43,362
UCL622001,6,60,56,23,5,148,3,151
UCL622002,6,53,56,30,24,167,9,180
UCL622003,3,28,49,37,31,145,9,150
UCL622004,0,12,25,9,20,61,0,62
UCL622005,0,28,60,25,12,130,4,131
UCL622006,0,35,43,18,14,118,11,125
UCL622007,0,62,75,37,15,184,4,197
UCL622008,8,42,57,31,17,154,17,165
UCL622009,0,43,62,31,20,156,7,162
UCL622010,3,49,28,17,10,106,14,118
UCL622011,0,20,44,23,17,106,0,107
UCL622012,3,35,52,22,13,137,11,152
UCL622013,0,41,83,35,21,185,3,192
UCL622014,0,41,48,27,22,142,8,149
UCL622015,0,44,71,31,16,169,7,176
UCL622016,8,36,54,12,8,117,15,125
UCL622017,5,28,31,13,7,90,0,91
UCL622018,9,81,46,17,0,157,20,174
UCL622019,7,64,62,31,13,169,8,182
UCL622020,3,36,64,20,23,145,7,155
UCL622021,6,51,48,9,18,139,6,146
UCL622022,0,69,77,26,18,191,20,210
UCL622023,14,97,69,31,23,237,14,252
UCL622024,0,26,58,20,10,122,9,127
UCL622025,9,41,41,9,3,99,14,112
UCL622026,9,43,34,12,7,99,15,115
UCL622027,0,74,52,14,8,158,8,165
UCL631001,598,8854,15469,8335,6571,39835,2597,42432
UCL679997,0,0,0,0,0,0,0,0
UCL703001,2872,15864,16535,5169,2389,42827,4236,47064
UCL712001,824,3612,3008,1066,522,9033,847,9878
UCL714001,172,841,672,213,97,1993,398,2392
UCL715001,202,90,21,4,0,316,21,333
UCL715002,125,66,24,4,0,215,23,238
UCL715003,241,103,38,8,6,399,13,419
UCL715004,87,39,15,6,0,143,12,153
UCL715005,80,62,27,0,3,166,11,181
UCL715006,42,335,353,93,40,866,210,1077
UCL715007,232,452,219,55,28,987,103,1096
UCL715008,220,78,32,9,3,335,30,364
UCL715009,246,83,20,6,0,364,44,403
UCL721001,23,97,87,23,8,232,45,282
UCL721002,94,70,27,0,0,185,6,195
UCL721003,71,95,46,6,8,221,32,256
UCL721004,55,51,11,0,4,123,12,135
UCL721005,74,35,15,0,3,130,10,143
UCL721006,56,60,11,7,0,131,5,140
UCL721007,0,31,76,44,43,184,0,193
UCL721008,5,51,63,33,38,198,28,221
UCL721009,42,252,89,32,8,427,80,507
UCL721010,39,51,16,4,3,117,5,123
UCL721011,35,24,6,0,0,65,10,82
UCL721012,88,48,13,0,0,146,9,153
UCL721013,58,56,9,0,0,131,18,144
UCL721014,63,45,15,0,0,130,0,131
UCL721015,46,25,9,0,0,82,4,88
UCL721016,44,57,33,4,0,143,8,155
UCL721017,53,81,28,6,6,168,26,194
UCL721018,198,293,70,8,8,580,145,720
UCL722001,14,89,43,17,9,173,25,201
UCL722002,47,11,0,4,7,65,14,85
UCL722003,45,24,4,0,0,78,3,84
UCL722004,32,15,3,0,0,53,0,54
UCL722005,37,25,4,0,0,58,10,65
UCL722006,35,19,0,0,0,54,0,54
UCL722007,14,20,8,0,0,38,0,46
UCL722008,14,14,8,0,0,36,7,48
UCL722009,52,23,6,0,0,79,4,82
UCL722010,31,91,33,9,7,181,69,251
UCL722011,16,18,4,0,0,37,0,39
UCL722012,20,20,3,3,0,43,0,49
UCL722013,15,7,0,0,0,23,3,27
UCL722014,19,34,11,3,0,72,6,79
UCL722015,21,12,7,0,0,50,5,54
UCL722016,0,37,48,34,38,154,16,171
UCL722017,15,11,3,0,0,28,0,32
UCL722018,19,31,0,3,0,55,11,63
UCL722019,8,31,4,0,0,41,3,45
UCL722020,29,273,83,17,13,412,96,505
UCL722021,56,50,7,0,0,112,0,119
UCL722022,35,13,0,0,0,49,5,57
UCL722023,14,35,11,4,5,69,3,75
UCL722024,29,32,15,3,0,77,6,83
UCL722025,42,11,0,4,0,54,8,62
UCL722026,16,37,6,4,0,62,3,63
UCL722027,37,33,11,6,0,86,4,85
UCL722028,24,90,24,6,8,161,21,178
UCL722029,57,28,10,5,0,95,4,101
UCL722030,30,7,0,0,0,39,7,47
UCL722031,7,36,21,8,0,77,22,100
UCL722032,27,15,6,0,0,53,0,52
UCL722033,38,43,7,4,0,91,6,103
UCL722034,7,78,65,26,4,185,12,197
UCL722035,42,39,5,0,0,85,14,102
