UCL_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
UCL315031,0,5,12,0,7,7,4,4,10,0,6,13,7,10,20,3,14,19,14,12,26,15,11,27,24,13,30,15,17,30,7,22,28,18,30,52,71,85,154,61,4,63,67,41,106,49,5,52,137,32,170,58,9,64,10,14,24,569,336,904
UCL315032,13,19,28,6,5,12,7,13,17,10,40,47,23,127,152,21,65,90,149,62,214,114,61,181,104,66,172,115,47,164,69,26,96,73,25,97,158,36,191,97,10,104,77,9,89,38,3,38,105,15,127,129,6,139,14,49,61,1326,686,2009
UCL315033,9,4,12,0,4,6,0,7,7,0,30,29,13,68,82,17,36,53,63,18,77,48,24,68,29,15,45,28,9,42,21,4,25,13,10,25,35,8,42,16,0,19,13,0,13,6,0,6,6,9,16,25,3,24,5,19,20,356,264,617
UCL315034,4,4,4,0,0,3,0,4,4,3,3,10,0,8,10,7,7,15,12,3,15,12,5,18,38,7,41,29,7,41,17,3,16,18,3,20,40,4,43,24,0,24,28,0,27,11,0,11,41,0,43,27,3,23,0,0,0,303,76,381
UCL315035,9,8,15,4,0,4,0,0,3,0,8,10,4,33,38,20,13,30,44,11,58,62,19,80,59,25,83,61,18,81,71,13,84,66,12,83,124,15,141,106,0,106,71,4,76,35,0,35,48,3,47,61,3,61,15,4,18,863,193,1054
UCL315036,3,0,3,9,0,9,3,7,6,0,18,21,8,60,66,12,36,49,54,19,77,39,25,63,38,11,49,38,18,54,19,11,29,29,5,38,39,14,50,31,0,25,14,5,22,6,3,9,8,3,13,29,0,34,12,21,35,382,270,652
UCL315037,14,10,21,13,4,11,5,9,12,4,15,16,17,41,56,20,27,43,77,15,93,58,28,84,63,26,88,107,20,124,71,16,82,81,14,95,152,18,169,122,4,131,88,4,91,45,4,52,101,4,103,87,5,91,15,14,28,1135,271,1408
UCL315038,10,5,10,0,0,0,0,0,0,3,4,10,4,15,18,13,3,12,25,11,32,17,10,19,31,3,33,32,11,42,24,4,28,35,4,39,79,3,85,88,0,88,58,0,58,44,0,44,54,0,56,49,4,50,4,0,8,552,77,633
UCL315039,10,10,16,3,0,3,15,17,30,0,7,15,15,4,16,7,3,6,9,0,9,18,0,18,10,0,17,12,9,18,6,9,13,3,3,9,5,14,15,11,0,13,6,3,13,3,0,4,11,0,13,27,4,31,8,8,10,174,93,263
UCL315040,0,6,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,6,8,0,8,8,4,9,10,0,12,20,3,6,10,4,10,14,14,8,23,3,6,7,0,8,4,3,6,9,10,24,29,7,3,9,0,8,8,52,116,172
UCL315041,11,3,17,6,0,0,0,5,5,0,5,5,4,12,21,4,13,17,27,7,27,12,0,15,18,10,33,18,11,29,15,5,20,23,6,26,42,15,54,48,0,49,34,4,42,19,3,24,37,5,43,37,4,42,7,15,19,355,120,480
UCL315042,13,19,29,4,4,6,5,19,23,10,33,45,27,78,107,13,35,50,72,41,109,54,34,90,66,24,86,58,22,80,46,13,59,36,17,52,100,12,113,61,0,68,42,3,42,24,0,24,30,4,37,64,5,72,14,26,39,731,387,1122
UCL315043,6,8,14,0,0,4,0,10,9,0,26,27,9,56,69,14,22,38,51,15,62,35,18,53,35,10,44,36,4,43,20,0,22,16,0,18,16,5,21,5,0,5,4,0,7,5,0,5,5,0,3,24,4,28,8,15,27,288,198,485
UCL315044,13,22,31,7,13,19,5,35,40,12,64,71,34,165,195,37,103,140,114,54,174,107,63,172,96,50,144,89,56,144,48,26,75,66,20,87,129,19,150,86,3,88,50,8,56,28,0,34,43,10,56,92,0,91,27,77,99,1079,793,1871
UCL315045,6,5,11,0,3,6,0,0,0,0,9,10,13,32,44,13,10,27,46,9,53,27,27,55,35,13,54,48,12,67,38,10,48,62,7,66,126,10,138,99,0,96,66,7,72,53,0,53,134,9,142,56,0,61,16,12,32,847,190,1034
UCL315046,3,7,15,6,4,10,6,6,10,0,8,12,9,47,58,13,14,23,44,18,67,34,21,56,37,24,62,54,18,63,29,4,40,34,5,40,58,13,73,47,0,50,30,7,35,21,6,22,38,16,54,51,11,65,9,39,49,530,272,807
UCL315047,0,3,7,0,0,0,3,0,5,0,9,11,7,17,26,16,10,27,47,11,50,24,12,39,41,24,63,41,16,60,45,8,55,52,5,52,86,11,94,51,0,50,48,0,46,12,0,12,27,3,31,50,0,56,7,6,9,557,131,681
UCL315048,3,16,22,0,5,7,10,5,13,4,16,20,11,55,67,17,46,59,66,15,83,47,22,69,47,15,59,44,9,55,38,3,37,27,8,38,41,5,49,20,0,20,19,0,14,5,0,5,9,0,10,40,0,43,4,7,15,459,232,687
UCL315049,6,10,18,9,0,11,3,14,20,0,29,36,13,64,71,22,42,61,38,25,62,38,28,65,45,40,79,46,17,67,41,16,58,32,12,41,75,18,91,56,4,60,40,8,47,30,0,30,46,11,57,48,7,59,11,23,30,601,354,959
UCL315050,15,20,32,4,8,15,9,21,29,15,50,68,31,148,175,26,89,115,122,41,165,121,44,164,86,34,123,117,20,133,69,29,94,63,15,74,93,10,110,46,5,44,23,5,27,18,0,16,28,4,30,70,13,82,20,40,61,973,592,1564
UCL315051,8,11,20,0,12,13,4,17,15,7,31,37,26,68,93,31,45,77,82,22,101,76,37,111,84,32,121,113,36,143,110,14,122,94,9,105,197,25,219,118,5,119,87,9,94,61,5,60,79,6,85,122,9,132,20,14,32,1316,397,1705
UCL315052,8,11,19,3,0,3,7,10,14,0,8,11,16,18,38,9,42,52,72,17,92,55,31,80,46,17,64,33,13,47,41,3,46,39,6,48,103,10,113,107,0,108,97,0,98,67,3,67,146,3,150,55,5,59,12,13,30,930,211,1139
UCL315053,5,18,15,3,5,8,0,7,7,4,15,22,19,69,86,9,44,55,34,42,72,23,54,73,33,46,81,52,47,96,36,38,71,25,29,57,89,55,141,91,18,101,37,18,60,38,4,45,52,20,70,73,12,81,16,54,69,634,588,1220
UCL315054,9,11,19,0,6,13,9,9,11,7,32,46,27,102,128,30,64,86,109,27,134,101,43,136,90,27,118,99,23,126,69,20,89,66,15,80,118,10,129,67,0,67,59,0,59,21,0,21,33,3,36,64,8,69,15,17,40,993,410,1407
UCL315055,9,27,38,5,13,13,11,24,33,7,80,89,31,221,255,26,104,128,198,50,246,91,63,148,93,31,130,80,34,115,33,19,51,35,16,47,67,23,91,28,0,30,18,5,18,3,0,3,18,4,24,47,12,56,31,42,69,829,766,1594
UCL315056,5,6,8,0,4,4,0,7,10,3,24,22,11,61,70,14,28,41,46,20,71,27,25,56,43,8,49,43,13,57,34,7,36,30,10,41,40,11,55,21,0,23,27,4,31,11,0,12,29,4,28,33,4,35,12,14,24,432,262,693
UCL315057,4,10,16,4,6,14,5,16,23,4,41,45,23,98,118,12,87,104,84,58,141,85,35,127,79,42,118,94,20,122,41,14,49,50,19,66,95,17,111,45,3,52,42,3,47,28,0,28,67,14,75,60,3,66,11,12,29,847,498,1341
UCL315058,7,4,15,3,0,5,0,3,3,0,9,11,13,9,22,9,5,16,27,9,38,22,14,42,27,16,41,48,14,67,34,7,47,51,10,56,124,20,140,105,0,101,132,8,137,74,5,76,117,3,119,164,5,174,10,3,13,969,152,1116
UCL315059,0,0,6,0,0,4,0,0,5,0,9,9,8,17,25,3,5,11,23,8,29,25,4,33,16,7,28,25,5,33,22,3,24,28,6,38,55,4,63,49,4,56,28,0,35,23,0,23,50,3,54,36,3,39,3,0,8,410,98,510
UCL315060,4,4,15,0,0,6,0,0,3,4,3,7,11,17,24,10,13,19,20,6,23,20,3,24,28,6,39,39,12,51,26,9,34,52,3,52,123,8,128,89,0,89,67,0,67,38,0,38,62,0,62,58,0,62,3,5,13,654,96,752
UCL315061,0,0,3,0,0,0,3,0,3,0,0,0,0,5,8,8,3,11,0,4,4,8,0,8,9,4,9,9,17,23,3,10,17,18,12,38,38,56,97,25,0,25,32,26,55,27,5,29,93,49,146,34,5,35,0,11,14,306,229,531
UCL315062,3,9,10,3,0,5,0,10,10,0,13,12,9,46,57,9,31,44,29,31,56,23,26,46,21,25,46,28,25,48,28,12,46,16,7,20,35,19,55,25,4,26,15,5,19,7,3,11,20,13,30,25,3,30,4,21,20,301,293,590
UCL315063,6,7,10,6,0,5,0,4,4,0,8,12,6,49,59,11,21,33,47,9,52,25,20,47,25,26,50,28,20,47,21,6,27,24,9,28,44,17,56,35,3,36,15,0,19,11,0,11,13,3,21,21,0,23,6,29,38,342,230,570
UCL315064,3,3,5,0,0,3,0,3,3,0,8,5,3,24,28,4,3,9,23,3,25,6,12,17,14,0,17,21,8,35,14,8,20,36,4,40,42,12,54,47,0,47,18,0,21,23,0,23,38,3,44,51,5,54,11,0,8,353,108,459
UCL315065,3,7,9,4,8,8,3,14,21,3,20,23,13,52,66,4,32,38,32,19,55,20,32,54,27,11,38,16,9,26,13,10,22,11,3,17,25,6,35,11,0,11,14,4,16,0,0,0,3,0,3,28,0,32,10,11,20,245,249,489
UCL315066,3,9,8,0,0,5,3,6,5,0,9,9,13,32,44,20,21,40,43,10,55,39,17,58,47,13,61,69,14,88,50,15,62,50,4,54,115,19,135,83,0,84,91,3,90,45,0,45,96,5,101,85,8,93,12,13,24,872,204,1078
UCL315067,12,9,17,3,5,11,0,7,11,8,23,30,18,55,75,19,45,63,95,48,142,80,32,113,55,32,90,61,25,89,32,17,43,34,5,40,53,10,67,25,3,28,26,3,24,24,0,23,26,7,29,54,8,61,14,15,24,639,351,987
UCL315068,0,11,11,0,4,0,0,15,10,3,22,30,14,46,58,18,32,45,40,22,56,35,11,53,39,26,61,47,22,69,25,12,35,31,17,49,57,9,70,38,9,47,14,5,22,6,0,3,17,8,23,37,3,41,8,12,22,426,272,698
UCL315069,6,22,27,4,4,6,0,24,27,7,43,54,25,157,177,21,38,61,89,32,115,58,41,98,62,34,93,41,9,57,26,17,41,26,9,33,33,11,41,36,3,33,6,0,15,8,0,10,11,3,18,58,4,62,22,41,62,531,495,1025
UCL315070,3,3,7,0,3,3,5,9,14,4,11,16,15,34,43,5,16,21,35,16,48,16,16,33,18,28,41,15,17,27,23,16,36,22,22,47,50,44,93,42,5,42,42,16,52,26,6,27,48,26,74,38,3,45,11,40,50,407,327,732
UCL315071,3,6,11,0,6,9,0,0,4,0,0,0,8,16,20,8,16,21,12,25,31,11,24,35,22,17,42,11,21,30,13,16,26,17,15,33,43,12,60,20,0,22,20,3,28,22,3,20,37,12,48,42,4,49,0,56,61,289,267,556
UCL315072,4,4,7,5,3,7,0,0,0,0,11,11,7,25,30,5,19,32,23,25,49,16,17,42,18,10,33,28,15,44,19,7,23,18,7,27,31,8,45,13,4,20,14,4,13,3,0,7,9,12,22,11,8,13,5,40,41,226,226,455
UCL315073,0,3,6,4,0,6,7,11,13,3,23,28,8,85,97,13,42,56,66,19,82,51,31,81,45,27,67,49,14,67,23,5,27,40,4,48,49,16,65,24,0,27,11,0,18,13,0,13,16,3,21,41,0,42,13,16,22,479,308,782
UCL315074,3,23,31,4,8,11,3,33,32,9,56,61,25,182,209,30,85,121,127,35,167,96,41,137,84,36,121,86,22,108,50,27,72,42,3,49,73,20,86,31,0,33,36,3,36,10,0,10,27,11,39,67,0,73,20,45,71,843,624,1471
UCL315075,4,8,17,6,7,9,0,9,12,0,14,11,6,35,43,8,34,45,35,18,50,30,20,55,23,22,43,30,12,33,21,15,29,14,6,24,34,14,49,11,0,18,20,4,16,11,3,10,22,10,34,21,3,27,3,10,15,298,242,544
UCL315076,9,19,32,3,0,0,5,8,16,5,31,35,32,116,149,38,48,83,106,28,139,80,59,146,107,54,160,93,43,135,68,25,87,69,10,81,143,10,157,107,4,108,44,6,47,34,0,32,45,3,46,96,5,98,21,35,54,1110,504,1616
UCL315077,0,6,4,0,0,0,5,23,28,3,19,27,24,17,37,31,6,32,44,10,50,42,7,48,32,5,42,25,6,37,29,6,33,17,7,23,38,10,41,20,0,20,11,0,11,3,0,3,10,3,14,32,0,38,5,5,12,375,127,501
UCL315078,6,7,16,4,3,6,0,3,10,7,21,18,13,86,95,5,30,38,84,31,108,53,32,86,55,39,96,59,18,75,50,17,61,53,10,61,98,15,110,77,4,79,43,0,43,29,0,29,32,0,33,58,6,60,15,22,33,732,329,1056
UCL315079,11,3,9,3,3,11,5,8,4,0,11,11,12,39,48,10,31,44,31,19,46,45,15,57,43,22,64,45,18,63,27,8,32,27,8,31,76,6,81,36,0,36,31,4,30,21,0,23,28,3,35,42,5,52,6,6,11,489,199,693
UCL315080,11,21,31,5,7,13,8,17,20,4,37,44,16,98,116,29,78,104,52,84,131,62,89,157,75,108,184,108,85,191,61,50,109,96,57,151,169,86,257,93,48,143,53,33,84,32,18,49,87,113,193,77,30,102,16,70,87,1046,1127,2178
UCL315081,11,17,26,4,0,3,5,20,24,0,33,30,11,103,111,20,70,85,92,60,159,68,52,125,67,45,106,64,22,84,67,13,82,64,17,77,99,29,130,75,3,79,46,3,53,30,4,29,40,11,46,82,10,89,8,26,35,853,531,1385
UCL315082,4,8,16,0,0,4,0,11,13,9,19,25,15,37,52,13,28,44,33,25,52,27,29,60,35,27,61,27,25,49,18,9,29,20,9,32,35,24,55,17,4,24,10,14,19,8,0,7,9,21,29,25,0,24,7,15,15,305,310,612
UCL315083,0,3,3,5,0,3,6,0,6,0,0,0,0,5,9,0,5,6,5,0,10,9,0,9,8,8,15,18,3,23,9,0,13,19,0,16,36,4,38,44,0,47,35,0,37,28,0,28,36,0,37,48,0,49,5,0,5,305,45,348
UCL315084,16,12,25,4,0,10,6,0,5,7,13,16,21,35,57,20,19,38,71,14,84,53,24,73,52,15,65,60,11,74,38,17,59,38,3,42,77,0,72,49,0,53,28,0,30,9,0,9,24,4,26,48,3,53,9,3,11,620,181,802
UCL315085,5,10,14,5,3,11,4,11,20,9,17,23,18,75,96,33,42,71,73,35,107,58,45,101,56,40,92,73,24,100,75,24,92,45,13,50,104,14,114,60,4,62,39,3,43,25,0,25,28,0,27,61,3,66,12,19,25,765,375,1140
UCL315086,17,26,43,9,5,10,9,40,49,5,89,94,49,245,294,42,114,153,194,53,251,138,73,206,116,57,177,79,22,103,54,22,71,40,16,51,50,16,71,26,3,28,10,3,15,4,0,8,9,7,20,74,10,87,26,43,74,954,846,1798
UCL315087,0,5,6,3,0,4,0,0,3,4,7,10,6,11,16,10,7,12,20,7,22,24,5,34,33,4,42,42,4,50,20,5,23,36,3,39,57,9,67,58,0,58,71,0,75,54,0,59,286,6,287,34,0,34,6,0,3,776,81,854
UCL315088,10,16,21,0,5,7,8,12,24,4,36,37,19,65,85,23,48,66,79,29,102,45,28,67,53,33,79,54,28,85,48,22,62,55,20,74,105,25,131,74,4,76,64,8,71,25,0,30,60,11,69,123,3,123,16,37,53,843,424,1268
UCL315089,4,11,13,3,4,7,6,10,16,6,22,28,15,54,71,23,31,56,48,42,90,30,27,61,42,35,76,59,47,105,29,23,53,42,18,60,79,18,99,48,11,56,49,13,57,11,0,15,40,14,57,66,0,67,17,26,42,612,407,1025
UCL315090,6,21,22,7,11,19,4,41,44,9,80,92,36,203,234,38,147,183,170,59,230,108,57,169,118,66,187,128,31,166,83,33,113,70,16,93,142,20,159,69,10,78,47,3,55,24,0,26,42,15,59,89,7,91,32,57,88,1221,882,2104
UCL315091,0,4,4,0,8,8,0,7,11,3,7,10,7,8,16,3,9,13,16,5,24,16,15,32,29,14,36,28,16,46,27,22,47,26,25,49,65,45,114,48,0,50,48,14,63,42,0,44,65,11,81,98,6,101,20,25,45,546,244,788
UCL315092,13,15,31,11,6,20,5,12,14,5,42,44,31,149,181,32,112,142,143,53,190,79,33,111,71,39,110,66,26,90,23,17,45,29,9,40,37,15,46,19,4,24,7,6,12,3,4,10,18,12,26,42,0,44,15,37,54,646,590,1234
UCL315093,6,6,11,5,4,4,0,4,4,0,12,10,13,54,66,9,34,42,35,8,44,29,19,45,31,21,50,30,7,35,12,7,18,13,4,18,20,3,23,7,0,7,8,4,11,5,0,5,3,0,7,17,6,18,9,14,13,253,192,446
UCL315094,15,9,21,3,0,8,0,8,7,6,23,29,28,58,84,26,40,63,99,26,128,84,23,110,58,21,85,78,16,95,42,10,54,50,7,53,64,17,86,25,3,37,28,8,29,15,0,15,18,8,27,50,0,55,8,17,17,692,291,987
UCL315095,4,4,6,8,4,11,4,9,11,0,25,30,9,53,58,9,32,36,32,30,61,33,48,81,49,25,76,47,21,65,32,7,41,40,16,53,56,19,68,52,5,53,28,8,35,10,3,14,20,9,30,35,5,43,13,32,46,489,350,833
UCL315096,7,7,15,10,0,7,4,10,11,5,6,15,12,34,48,10,24,35,36,19,53,22,22,42,40,26,66,47,14,60,20,11,37,65,13,76,115,26,145,114,4,114,95,6,101,58,0,59,133,0,137,136,16,150,16,8,26,944,260,1203
UCL315097,4,6,4,0,0,0,0,4,4,3,6,12,8,24,25,15,12,27,20,9,27,31,26,51,32,20,45,40,18,57,27,17,43,35,11,42,85,5,95,52,0,53,42,0,39,38,0,38,43,0,47,25,0,27,5,0,11,496,148,637
UCL315098,3,10,10,0,0,0,0,6,6,0,3,3,4,19,20,0,5,9,3,17,21,3,12,13,18,35,53,16,32,44,30,37,62,30,47,75,102,120,220,110,18,130,124,26,147,101,8,109,266,40,300,140,17,156,15,25,35,945,473,1417
UCL315099,8,3,13,7,4,6,0,0,0,5,10,15,3,19,27,10,7,18,35,13,46,35,12,46,61,12,79,48,19,64,66,15,80,53,6,61,161,10,169,143,0,144,114,0,119,66,0,64,124,3,125,115,5,117,9,3,11,1050,156,1202
UCL315100,5,3,13,0,0,0,0,6,6,0,19,19,4,28,34,3,21,29,26,5,38,14,15,32,26,12,38,20,11,28,9,0,9,21,8,26,39,3,45,50,0,50,29,0,29,18,0,18,29,0,29,32,0,32,3,10,10,345,142,485
UCL315101,5,3,8,3,3,4,0,4,4,4,0,3,0,12,17,5,6,18,14,7,27,14,4,27,21,10,29,27,10,39,31,5,36,29,8,35,83,6,86,67,0,67,50,0,55,28,0,28,58,4,57,50,0,52,0,4,6,507,99,601
UCL315102,8,9,18,6,0,5,3,9,18,3,19,26,18,75,91,12,47,60,70,20,87,48,35,89,34,23,57,40,17,58,24,8,35,32,7,39,56,12,65,25,0,30,18,0,19,15,0,15,15,3,17,29,7,31,10,25,26,451,331,788
UCL315103,5,8,15,0,4,3,4,6,7,0,16,21,9,26,33,6,22,34,32,21,53,24,36,54,27,28,55,30,27,60,12,17,28,23,16,39,26,17,47,25,9,36,20,6,24,12,0,15,26,23,47,38,5,36,4,20,21,331,306,637
UCL315104,14,6,14,3,10,6,0,7,7,4,12,15,16,59,76,6,31,44,67,16,79,38,17,55,51,21,71,48,9,57,46,10,53,46,7,54,82,5,83,60,3,62,35,0,38,17,0,17,45,4,48,51,5,57,4,6,18,629,230,862
UCL315105,12,15,28,6,10,15,4,3,14,6,22,25,17,40,61,10,31,42,82,38,117,49,43,92,41,45,83,40,35,77,15,19,34,23,10,32,30,23,55,19,7,34,8,16,27,9,4,10,15,13,33,22,7,26,12,20,30,440,396,832
UCL315106,7,0,3,0,3,4,0,0,0,0,7,11,3,9,17,9,8,17,27,22,50,27,17,42,32,14,47,43,12,59,43,13,59,45,6,50,84,10,94,73,0,77,31,4,33,20,0,16,24,0,28,48,0,47,3,3,9,528,133,659
UCL315107,9,3,17,0,0,0,0,3,3,4,22,23,12,46,60,13,28,40,48,20,68,28,28,52,51,27,78,58,19,78,57,20,81,60,12,64,131,14,141,77,0,81,42,4,41,18,0,21,43,5,48,53,3,61,8,16,25,716,267,984
UCL315108,0,0,0,0,5,0,3,5,13,3,7,12,11,5,18,7,0,8,22,4,23,19,0,13,21,0,19,30,0,30,17,0,21,7,0,11,20,0,23,11,0,11,3,0,3,4,0,4,5,0,5,20,0,20,0,0,0,208,32,238
UCL315109,3,10,8,4,3,6,0,0,3,0,19,19,5,23,30,9,24,30,28,14,42,13,12,26,27,16,42,31,14,42,19,10,27,20,3,22,33,13,40,21,0,21,14,0,17,10,0,6,26,12,33,25,4,26,9,21,30,300,195,496
UCL321001,0,4,4,0,0,0,0,0,0,0,7,13,5,24,32,3,3,12,22,7,28,21,15,38,13,13,25,11,6,20,7,0,10,9,0,12,23,0,23,12,0,12,0,0,0,0,0,0,4,0,9,8,5,13,0,4,8,151,95,247
UCL321002,0,6,9,0,0,0,0,8,7,3,11,17,5,35,43,4,17,26,30,15,37,18,8,29,18,14,31,18,8,20,13,4,18,11,0,11,28,3,28,9,0,5,8,0,8,8,0,8,4,0,10,19,4,18,3,6,13,210,143,352
UCL321003,0,3,5,4,0,4,3,0,4,0,9,11,3,21,21,6,8,14,25,5,26,12,7,22,14,5,17,17,7,17,10,4,15,11,0,11,19,0,20,9,0,9,5,0,8,0,0,0,4,0,4,10,0,10,8,8,12,154,77,228
UCL321004,0,8,10,0,0,0,3,0,3,0,3,3,4,21,22,4,9,11,16,4,18,3,5,10,13,5,13,12,0,12,11,3,11,7,4,14,17,0,20,9,0,11,9,0,9,6,0,6,5,4,8,13,0,13,3,0,7,148,51,201
UCL321005,0,0,0,0,0,3,0,3,4,0,0,0,5,14,19,0,8,8,14,6,21,6,8,12,11,0,14,9,0,12,11,0,13,5,6,9,21,11,29,26,0,25,20,3,25,11,0,11,25,0,27,35,0,35,9,0,9,199,72,273
UCL321006,0,0,0,0,0,0,7,7,11,11,3,16,16,4,25,7,6,7,15,3,20,28,0,30,9,0,9,13,0,12,12,4,12,4,0,4,16,0,14,4,0,4,0,0,0,0,0,0,6,0,6,19,0,19,5,0,5,160,31,189
UCL321007,5,4,4,5,0,5,0,3,3,0,5,5,0,21,21,0,9,7,16,7,23,12,21,38,5,12,17,19,9,25,23,6,34,15,11,25,63,13,78,48,0,51,46,3,42,30,3,34,44,3,53,43,3,44,7,44,47,383,183,565
UCL321008,5,13,17,0,4,10,0,7,10,0,14,10,8,40,48,9,27,30,45,11,61,27,15,47,23,21,46,23,10,35,16,13,23,9,10,22,23,13,35,15,0,17,6,3,10,6,0,9,11,0,18,26,4,35,10,14,25,271,219,492
UCL321009,7,13,17,0,0,0,0,6,11,0,11,16,4,46,49,0,17,20,19,24,42,20,29,44,19,20,36,15,23,44,21,13,33,13,13,30,48,14,69,32,3,34,27,10,36,10,0,10,24,6,29,35,0,38,6,15,25,299,280,575
UCL321010,0,3,3,0,0,3,0,0,0,0,6,6,0,19,16,3,11,10,22,12,30,14,10,24,18,13,26,20,5,20,7,3,13,11,0,20,39,5,47,24,0,24,24,0,24,10,0,10,8,0,11,15,0,15,4,6,9,231,95,330
UCL321011,0,0,0,0,0,0,0,5,5,0,0,0,3,3,7,3,9,6,9,0,5,5,3,12,9,0,9,8,0,11,5,5,11,11,3,18,33,6,30,26,0,26,18,0,18,18,0,18,37,0,37,28,0,28,5,0,5,210,34,245
UCL321012,0,0,0,0,3,3,0,8,9,0,13,13,5,61,72,10,17,27,37,8,44,17,11,27,12,6,21,15,5,19,8,0,7,3,3,7,4,10,16,4,0,4,9,0,9,0,0,3,0,6,4,11,0,17,3,15,14,152,164,322
UCL321013,7,4,5,0,0,6,0,0,0,0,0,7,0,9,11,4,6,5,21,7,23,6,8,15,18,5,20,17,6,29,14,0,10,17,4,17,17,5,23,28,0,33,18,0,18,10,0,10,22,0,19,21,3,26,3,0,3,228,49,276
UCL321014,0,5,4,0,0,0,0,4,4,4,0,6,0,3,4,0,5,3,0,0,3,7,4,6,10,5,18,3,0,5,10,0,7,9,0,9,22,4,25,25,0,25,18,0,18,8,0,11,13,0,13,23,0,23,0,0,3,145,35,180
UCL321015,3,6,10,0,5,9,0,3,3,3,9,15,9,38,49,13,29,38,36,20,51,20,21,38,21,21,44,20,13,36,14,8,24,21,4,27,26,14,38,20,0,23,8,0,14,4,0,4,20,0,21,32,0,32,7,18,24,277,225,495
UCL321016,0,4,4,0,0,0,0,3,3,0,8,13,3,45,55,3,25,30,41,3,50,27,8,32,12,7,21,12,4,13,12,0,15,0,4,6,10,4,16,5,0,5,5,0,5,0,0,0,3,3,8,13,0,12,9,15,20,162,133,292
UCL321017,5,0,4,0,6,3,0,0,4,0,0,0,4,9,6,3,6,6,13,0,13,10,3,16,16,0,17,13,0,16,12,5,18,20,6,20,34,0,34,29,0,29,27,0,27,11,0,11,78,5,76,24,0,28,3,0,3,298,34,336
UCL321018,0,0,4,0,0,0,0,3,3,0,5,5,3,15,16,0,8,5,9,9,13,8,5,18,11,0,13,14,4,16,7,5,11,17,0,17,31,10,37,18,0,18,14,0,14,5,0,5,17,0,17,29,0,27,3,11,9,189,77,263
UCL321019,0,5,9,0,0,4,0,0,3,0,0,0,3,6,11,9,4,6,8,4,11,10,0,14,17,5,22,13,9,20,10,6,11,19,3,18,50,3,55,38,0,38,26,0,30,16,0,16,31,0,32,37,0,35,4,0,3,278,52,330
UCL321020,3,6,7,0,0,0,0,0,0,0,4,3,6,14,18,0,5,11,27,3,28,18,4,24,18,3,22,20,0,20,21,0,21,18,0,15,44,4,45,21,0,18,8,0,8,9,0,9,19,3,19,21,0,21,8,4,7,246,62,307
UCL321021,0,4,4,0,0,0,0,4,5,0,4,4,5,11,18,7,5,7,17,7,27,14,3,19,11,14,26,10,0,10,18,7,23,5,0,8,21,4,26,21,0,21,12,4,16,5,0,5,12,0,14,26,0,26,9,5,9,201,68,263
UCL321022,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,3,5,5,8,4,0,6,9,0,9,12,0,12,10,0,15,7,0,9,18,0,18,20,0,24,9,0,9,17,0,17,30,0,29,16,0,16,0,0,0,169,19,190
UCL321023,0,3,3,0,0,6,5,0,5,5,4,10,0,20,23,5,12,17,18,3,22,15,5,18,20,3,24,17,11,30,13,9,22,9,0,9,29,4,32,16,0,16,19,0,16,3,0,3,11,0,15,15,0,12,4,12,11,203,105,303
UCL321024,5,0,3,0,0,0,0,0,0,0,0,0,5,7,8,3,4,5,15,0,14,10,0,7,12,4,14,14,3,14,8,3,16,6,3,12,26,0,25,18,0,18,12,0,12,7,0,6,5,0,5,15,3,17,4,0,4,154,35,185
UCL321025,0,5,5,4,0,8,0,0,3,0,3,5,11,15,27,8,4,12,40,6,42,13,3,15,14,4,16,18,5,24,5,0,7,9,0,15,18,3,23,13,0,13,0,0,0,5,0,5,6,0,6,14,4,15,3,5,5,187,61,245
