LGA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
LGA33200,7,27,4,0,35,0,34,9,0,50,13,73,25,0,113,23,43,15,0,80,30,61,21,0,113,30,98,28,0,160,31,117,36,0,185,11,46,6,0,64,4,10,0,0,13,148,508,153,0,810,0,21,8,0,26,11,24,13,5,49,34,78,21,0,127,25,32,9,0,55,35,72,28,0,129,37,93,27,0,156,27,91,16,0,141,17,35,3,0,54,3,14,7,0,25,195,446,118,5,760,8,44,10,0,60,20,61,24,0,105,44,144,46,0,240,45,72,19,0,141,64,131,50,0,243,65,194,55,0,314,61,209,58,0,323,26,75,8,0,115,6,17,7,0,31,347,948,277,3,1576
LGA33220,308,2443,263,4,3014,197,1935,278,0,2412,338,3785,579,14,4709,523,3914,550,0,4988,739,5001,490,9,6230,1077,6557,499,13,8150,1507,7951,557,19,10035,747,4467,433,10,5652,86,1076,171,0,1332,5517,37126,3813,75,46533,351,2225,207,0,2786,240,1763,149,4,2159,551,3960,324,18,4849,971,4354,344,10,5683,1008,5565,384,11,6972,1530,7428,499,18,9471,1892,7759,567,17,10236,737,4299,514,3,5552,83,1560,259,3,1909,7368,38916,3248,80,49615,661,4674,470,4,5802,442,3702,425,5,4570,891,7740,896,35,9560,1494,8267,896,11,10669,1751,10567,874,21,13205,2603,13989,1001,27,17620,3398,15711,1123,38,20272,1480,8768,948,21,11205,169,2635,433,4,3244,12884,76043,7061,153,96146
LGA33360,282,1586,135,0,2011,133,1364,131,0,1632,402,3128,381,10,3918,631,3171,413,17,4231,667,3518,423,4,4611,615,3690,427,15,4746,639,2536,328,13,3507,221,959,126,6,1316,24,227,44,0,293,3615,20180,2419,60,26264,348,1473,134,0,1950,166,1299,99,0,1566,591,3201,299,6,4100,970,2990,290,3,4251,919,3269,281,0,4473,795,3249,266,3,4314,658,2096,219,11,2982,240,923,116,3,1272,19,304,60,0,389,4709,18793,1760,33,25291,629,3060,272,0,3963,303,2661,228,4,3197,990,6333,683,12,8019,1600,6156,707,23,8485,1590,6784,705,4,9085,1412,6934,693,15,9056,1291,4627,545,21,6489,461,1881,243,8,2583,46,530,106,0,684,8319,38969,4174,90,51554
LGA33430,2126,15316,1084,27,18544,1820,15964,1363,76,19230,3129,34741,3489,201,41558,4069,33681,2706,107,40558,4614,32918,2434,118,40089,3690,28967,1986,142,34788,3642,24411,1891,135,30074,1970,14269,1458,69,17766,282,4132,816,15,5242,25343,204396,17223,896,247855,2539,14329,1034,35,17935,2675,16140,1457,68,20334,4244,37259,3426,164,45088,6254,35363,2738,89,44444,6107,35038,2417,106,43672,4862,31743,2052,148,38811,4840,26716,1913,152,33628,2180,15387,1814,59,19441,289,6025,1587,15,7917,33984,218005,18440,831,271258,4659,29643,2116,62,36483,4494,32105,2819,144,39563,7375,71996,6916,367,86650,10320,69046,5444,192,85001,10721,67965,4853,219,83755,8550,60710,4036,295,73595,8479,51124,3802,291,63703,4149,29660,3274,128,37211,574,10151,2405,33,13155,59327,422400,35665,1720,519120
LGA33610,27,205,29,0,263,17,214,24,0,260,79,447,65,3,598,128,396,62,0,588,149,461,55,0,665,131,551,86,0,759,145,415,56,0,611,75,242,23,0,342,14,85,5,0,105,758,3014,417,3,4194,35,191,36,0,256,15,219,26,5,259,111,450,64,0,627,196,409,56,0,662,193,387,51,0,636,172,460,52,0,684,157,350,48,0,556,89,223,35,0,341,14,102,15,0,128,974,2797,366,3,4143,62,396,67,0,515,32,434,49,5,521,193,895,130,4,1223,323,803,116,0,1244,341,852,110,0,1298,300,1014,134,0,1444,299,760,104,0,1168,158,461,58,0,685,24,188,19,0,240,1734,5810,781,11,8338
LGA33620,185,1263,158,0,1606,105,928,80,0,1116,215,1969,214,5,2405,356,1959,224,4,2540,457,2533,267,5,3258,585,3208,274,11,4077,765,3188,243,6,4214,328,1653,162,0,2139,39,417,45,0,503,3036,17121,1670,27,21859,240,1104,128,0,1473,116,857,69,0,1047,324,2004,198,4,2527,630,2125,207,0,2962,619,2681,269,0,3572,887,3276,239,3,4405,887,2924,219,4,4037,373,1531,162,3,2069,54,560,67,0,687,4128,17060,1568,23,22778,425,2369,285,0,3078,220,1789,151,3,2164,539,3972,411,5,4928,981,4081,433,3,5501,1078,5211,532,5,6825,1469,6486,512,19,8485,1653,6117,469,12,8255,695,3182,325,3,4214,98,977,116,0,1192,7162,34182,3236,52,44636
LGA33800,60,218,35,0,309,17,195,40,0,248,57,387,44,0,491,84,357,42,4,479,108,495,75,0,679,135,800,73,0,1007,185,787,85,0,1057,85,438,48,0,572,10,154,35,0,200,741,3822,469,8,5041,52,184,29,0,268,25,165,25,0,214,80,348,37,0,468,125,329,41,0,487,161,467,70,0,701,187,695,50,3,941,224,680,63,0,965,117,404,61,0,578,13,213,33,0,259,974,3487,409,5,4879,109,403,60,0,573,42,357,61,0,465,141,731,86,0,963,207,685,82,6,969,268,965,140,0,1371,316,1497,125,4,1942,406,1466,149,0,2025,195,841,110,0,1151,21,368,67,0,459,1713,7311,873,14,9918
LGA33830,0,23,3,0,31,0,25,5,0,33,0,67,7,0,78,0,49,9,0,68,0,59,10,0,72,3,39,0,0,52,0,21,4,0,25,0,4,0,0,5,0,3,0,0,3,24,309,40,0,366,0,26,9,0,36,3,33,0,0,38,0,81,10,0,91,5,40,8,0,50,3,45,0,0,47,4,31,7,0,37,4,19,0,0,23,0,8,0,0,4,0,3,0,0,3,15,277,42,0,335,0,50,12,0,62,3,62,6,0,76,0,148,16,0,170,10,92,16,0,116,9,100,14,0,125,12,71,6,0,90,3,42,3,0,53,3,12,0,0,11,0,6,0,0,6,44,583,85,0,703
LGA33960,756,6377,504,11,7649,596,6450,706,11,7772,1259,14013,1543,31,16854,1673,13188,1208,27,16102,1403,11101,796,8,13309,1181,9266,528,26,10996,1010,6013,422,27,7474,418,2936,253,5,3611,53,805,131,3,990,8367,70148,6079,155,84749,916,6063,503,3,7481,771,6391,526,14,7697,1869,15279,1144,23,18319,2341,13357,935,19,16640,1811,11554,720,8,14095,1476,9560,504,48,11591,1233,6412,400,36,8083,514,3445,387,11,4353,72,1259,293,3,1621,11008,73312,5403,159,89883,1671,12433,1011,15,15129,1366,12842,1234,30,15468,3135,29296,2683,53,35176,4016,26546,2136,45,32748,3216,22656,1509,17,27402,2664,18828,1025,76,22588,2246,12424,823,66,15554,935,6377,639,13,7964,125,2062,417,0,2608,19367,143459,11492,311,174631
LGA33980,91,385,130,0,608,52,536,564,6,1161,224,1742,1883,42,3893,397,1842,1933,9,4185,314,1857,1919,12,4106,219,1579,1437,3,3242,124,645,349,6,1127,32,216,70,0,316,0,31,13,0,50,1461,8835,8303,81,18678,80,344,91,0,510,57,525,299,4,888,306,1351,638,8,2304,396,1047,407,5,1857,244,983,441,4,1666,196,811,320,0,1331,134,411,109,0,657,24,165,39,5,233,8,40,10,0,60,1448,5682,2351,20,9505,167,730,219,0,1122,110,1063,864,11,2047,528,3091,2526,49,6194,797,2889,2343,12,6041,562,2837,2358,13,5773,416,2391,1761,3,4568,257,1060,454,9,1782,59,381,108,5,546,11,78,21,0,102,2908,14518,10649,105,28177
LGA34420,0,32,12,0,37,0,36,6,0,44,5,49,34,0,89,0,33,11,0,44,3,57,21,0,84,0,20,9,0,33,0,22,7,0,26,0,0,0,0,0,0,0,0,0,0,15,254,92,0,361,0,38,11,0,43,0,35,10,0,47,5,68,24,0,99,0,39,14,0,58,0,59,14,0,79,3,28,17,0,48,0,21,3,0,28,0,0,6,0,9,0,0,0,0,0,9,295,108,0,409,0,69,22,0,87,0,67,20,0,88,11,120,53,0,186,0,75,24,0,102,3,124,38,0,162,6,51,30,0,85,0,39,8,0,53,0,0,7,0,12,0,0,0,0,0,21,546,198,0,770
LGA34530,181,1007,128,0,1317,81,709,156,0,948,176,1458,433,3,2068,281,1558,380,6,2224,334,1736,261,5,2338,382,2236,235,0,2853,508,2089,228,3,2827,253,1003,130,0,1384,37,255,49,0,341,2233,12041,2009,17,16302,189,861,96,0,1135,93,655,72,3,821,224,1603,126,6,1959,533,1664,150,4,2349,533,1917,158,0,2621,559,2366,186,0,3110,567,1915,193,0,2683,264,947,135,0,1353,27,340,56,0,426,2990,12265,1168,27,16453,366,1865,229,0,2454,172,1361,231,3,1769,404,3061,561,6,4029,819,3221,533,5,4570,870,3656,427,5,4958,948,4602,419,0,5968,1074,4003,421,12,5504,514,1951,267,4,2739,62,596,104,0,769,5228,24309,3179,46,32753
LGA34570,0,26,5,0,31,0,24,5,0,27,4,36,4,0,47,0,33,12,0,41,4,36,6,0,46,0,19,6,0,26,0,7,6,0,14,0,0,0,0,3,0,0,0,0,0,14,189,39,0,242,0,25,0,0,34,0,21,0,0,26,0,51,7,0,58,0,21,4,0,24,3,29,7,0,44,0,23,3,0,27,0,13,3,0,16,0,4,0,0,6,0,6,0,0,6,13,190,36,0,239,0,55,5,0,64,0,41,9,0,52,6,87,13,0,104,0,54,13,0,67,14,62,16,0,89,3,45,10,0,54,0,26,6,0,30,0,8,4,0,11,0,6,0,0,6,25,378,71,0,476
LGA34580,148,1041,120,0,1304,91,950,103,5,1150,193,2043,191,28,2450,298,1781,165,0,2249,293,2094,174,5,2560,342,2154,154,0,2648,297,1731,108,0,2131,164,887,86,0,1131,29,205,38,0,261,1843,12877,1136,36,15888,226,1025,127,0,1386,183,930,136,14,1262,284,2095,283,21,2691,499,1910,241,7,2665,424,2106,184,0,2711,412,2138,139,0,2684,399,1561,123,5,2083,157,835,96,0,1092,19,303,72,0,396,2606,12910,1406,42,16967,380,2064,250,0,2693,274,1882,238,14,2416,479,4142,475,44,5137,802,3692,408,10,4911,716,4195,356,3,5269,754,4288,291,0,5334,695,3297,228,5,4216,317,1726,186,0,2224,47,507,109,0,661,4448,25786,2538,82,32854
LGA34590,1049,10006,967,12,12034,873,9717,910,18,11520,1666,20408,1941,40,24056,2231,18788,1715,31,22765,1971,17202,1332,25,20522,1636,14582,911,33,17166,1467,11000,637,37,13137,666,5444,419,8,6536,67,1327,158,0,1560,11628,108483,8993,203,129305,1324,8913,862,7,11113,1165,9147,882,14,11205,2494,20939,2048,30,25515,3293,19005,1691,25,24017,2656,17649,1294,26,21628,2246,15244,832,55,18375,1980,11786,766,37,14565,736,5870,578,14,7201,71,2092,349,3,2524,15977,110648,9305,213,136141,2377,18916,1832,23,23151,2038,18861,1796,32,22722,4163,41354,3987,66,49572,5522,37791,3407,54,46776,4625,34847,2624,48,42150,3886,29826,1745,82,35541,3446,22785,1403,76,27702,1402,11317,990,27,13737,144,3423,509,7,4079,27601,219128,18294,415,265442
LGA34710,22,51,16,0,89,12,66,23,0,99,41,162,31,4,233,58,133,37,5,228,54,142,30,0,230,81,211,45,0,333,99,226,32,0,358,22,95,11,0,131,3,37,0,0,48,395,1120,229,6,1751,20,61,15,0,91,23,72,16,0,113,66,159,40,4,263,112,133,26,0,270,77,152,31,0,264,94,208,44,0,349,89,190,30,0,312,23,80,4,0,113,10,39,3,0,47,511,1096,211,4,1828,37,112,36,0,184,34,143,35,0,214,108,321,63,4,498,167,264,60,0,494,133,295,62,0,494,175,416,90,0,682,188,418,62,0,671,47,174,21,0,244,17,73,3,0,92,906,2215,441,15,3574
LGA34770,432,3056,323,0,3814,216,2885,310,0,3414,518,5962,699,6,7188,910,5839,684,9,7448,969,6000,673,15,7659,946,6232,661,14,7853,844,4620,477,17,5966,358,2177,307,7,2851,53,646,106,3,811,5257,37424,4247,78,47003,485,2768,312,7,3576,310,2760,318,10,3395,880,6349,697,18,7946,1627,5832,650,9,8122,1373,6045,570,9,7997,1251,6096,522,14,7890,1073,4173,419,13,5674,453,2267,311,3,3035,70,975,153,3,1201,7522,37260,3965,79,48829,918,5827,640,11,7392,529,5643,634,9,6807,1398,12319,1398,20,15131,2543,11673,1334,18,15569,2342,12043,1245,21,15654,2200,12329,1189,31,15743,1920,8792,896,30,11645,814,4444,616,8,5884,125,1620,265,7,2011,12779,74685,8211,157,95830
LGA34800,3,8,0,0,12,11,32,22,0,61,17,101,116,0,237,25,97,145,0,269,14,83,116,0,213,24,88,59,0,170,11,72,34,0,115,8,21,6,0,36,0,0,0,0,0,111,500,496,4,1105,7,24,6,0,39,7,20,13,0,40,21,49,43,0,117,30,34,27,0,92,19,23,19,0,61,24,61,33,0,115,17,58,18,0,92,4,9,6,0,20,4,3,0,0,8,131,278,163,0,575,9,31,6,0,46,14,49,36,0,102,44,145,163,0,351,58,132,167,0,358,30,108,138,0,275,43,147,93,0,284,31,137,49,0,211,10,28,7,0,53,4,3,0,0,8,244,780,659,4,1683
LGA34830,0,10,0,0,14,0,21,10,0,30,7,22,8,0,41,0,20,6,5,28,4,14,12,0,25,6,17,10,0,30,0,16,0,0,16,0,3,0,0,5,0,0,0,0,0,16,117,40,8,187,0,9,4,0,14,0,11,3,0,13,14,30,7,0,49,0,19,4,0,24,0,12,7,0,24,6,21,6,0,22,0,12,4,0,16,0,5,0,0,5,0,0,0,0,0,17,114,30,0,164,0,19,7,0,28,6,32,9,0,42,19,51,14,0,90,3,34,14,5,55,3,26,15,0,45,3,37,12,0,54,0,27,3,0,31,0,6,0,0,9,0,0,0,0,0,39,235,71,8,348
LGA34860,63,250,56,0,371,59,296,64,0,419,113,649,132,6,899,191,605,124,0,920,219,621,132,3,980,201,657,128,0,983,168,544,101,0,818,78,224,49,0,346,10,52,15,0,77,1090,3900,806,10,5803,77,208,44,0,325,60,300,49,0,411,171,595,101,6,868,281,486,97,0,866,253,504,82,0,843,219,577,92,0,894,193,399,72,0,664,87,214,57,0,365,11,90,49,0,152,1360,3376,645,7,5384,142,458,99,0,701,123,595,117,0,828,283,1242,235,8,1764,472,1093,221,0,1784,471,1124,220,7,1817,413,1235,220,6,1874,362,940,173,0,1481,165,438,104,0,711,21,147,63,0,230,2448,7272,1451,19,11192
LGA34880,58,523,121,0,698,38,371,251,14,679,106,922,595,89,1713,170,839,442,29,1484,239,1026,317,12,1590,255,1205,216,4,1679,274,1187,172,9,1633,130,637,99,0,864,17,195,21,0,237,1294,6905,2229,148,10580,89,403,67,0,563,59,351,58,12,481,175,937,181,14,1300,255,836,147,9,1243,345,1053,154,5,1560,327,1242,170,7,1747,338,981,128,3,1456,149,604,87,0,840,19,191,29,0,241,1746,6602,1029,43,9418,144,924,191,0,1260,101,722,314,21,1159,279,1860,774,101,3010,424,1673,587,38,2725,588,2085,466,9,3151,581,2445,390,14,3430,611,2170,301,9,3092,282,1246,178,0,1705,34,388,60,0,479,3041,13511,3255,197,20000
LGA35010,1563,13007,765,8,15338,1122,11736,896,46,13808,1966,23862,2121,207,28151,3316,24296,1757,70,29439,3506,25146,1415,32,30101,3171,21525,908,46,25655,3458,18279,849,39,22620,1714,10133,709,24,12568,225,2760,337,9,3324,20038,150747,9756,483,181021,2101,11802,675,9,14585,1551,10960,676,21,13212,3035,25360,1580,113,30087,5327,25729,1460,46,32561,4818,26521,1225,37,32598,4134,23619,911,67,28729,4395,20183,946,61,25586,1908,11235,844,23,14015,228,4215,712,4,5162,27503,159625,9022,377,196522,3665,24806,1440,12,29925,2680,22699,1571,72,27018,5002,49222,3693,322,58241,8642,50027,3212,117,62002,8326,51668,2639,68,62698,7309,45144,1819,114,54387,7856,38460,1796,94,48212,3621,21362,1549,47,26583,454,6975,1051,11,8485,47544,310370,18775,861,377544
LGA35250,0,44,0,0,46,0,38,3,0,38,4,50,11,0,63,3,47,5,0,56,8,56,9,0,72,0,46,3,0,52,0,12,4,0,22,0,12,3,0,14,0,0,0,0,0,20,301,44,0,368,0,45,9,0,49,0,39,0,0,37,13,63,13,0,86,9,72,4,0,87,0,42,9,0,51,0,44,4,0,53,0,18,0,0,18,4,14,4,0,17,0,6,0,0,6,24,328,37,0,399,0,89,11,0,99,0,76,3,0,80,13,114,21,0,147,14,121,11,0,143,10,100,18,0,124,7,93,7,0,100,0,28,4,0,37,4,22,3,0,30,0,0,0,0,0,46,631,81,0,766
LGA35300,76,509,113,0,690,65,554,149,0,768,151,1354,320,8,1829,201,1034,263,9,1507,155,953,290,0,1400,174,931,276,6,1389,99,561,198,3,871,46,220,66,0,331,0,42,11,0,54,966,6154,1689,32,8839,84,412,76,0,578,67,569,117,5,749,255,1305,201,4,1774,303,939,169,3,1410,217,844,167,3,1233,178,773,169,7,1128,116,449,118,0,674,37,174,49,0,258,3,43,20,0,61,1265,5505,1067,29,7863,163,922,189,0,1270,131,1119,261,3,1521,404,2655,521,17,3596,504,1974,431,12,2920,375,1800,452,3,2627,351,1707,447,15,2519,211,1014,315,5,1546,81,395,115,0,590,9,80,28,6,114,2234,11661,2754,59,16705
LGA35600,11,76,15,0,98,10,75,11,0,84,39,192,38,0,269,38,117,23,0,181,51,162,32,0,248,72,266,56,0,394,55,247,31,0,337,18,76,17,0,110,4,39,9,0,47,286,1253,228,8,1772,9,57,12,0,83,16,79,20,0,117,39,205,39,0,285,70,143,20,0,234,82,169,35,0,289,92,251,52,0,392,60,193,19,0,270,24,95,15,0,128,3,53,11,0,67,391,1250,216,0,1861,22,133,29,0,180,24,152,25,0,202,78,402,75,0,556,114,263,50,0,419,127,338,64,0,534,162,517,110,0,785,117,438,53,0,608,41,176,26,0,240,6,92,15,0,117,681,2504,451,8,3639
LGA35670,0,22,18,0,49,0,22,12,0,35,0,32,22,0,56,4,41,21,0,64,5,29,13,0,51,5,24,15,0,40,3,14,3,0,14,0,0,0,0,0,0,0,0,0,0,10,179,111,0,307,0,25,16,0,44,0,27,9,0,34,0,30,28,0,63,4,35,13,0,52,0,32,24,0,53,0,23,11,0,40,0,9,7,0,19,3,4,0,0,5,0,0,0,0,0,17,184,110,0,305,0,53,35,0,90,0,44,21,0,65,4,67,46,0,118,3,76,34,0,116,5,64,36,0,105,8,45,28,0,80,3,17,14,0,32,3,8,0,0,4,0,0,0,0,0,27,368,218,0,609
LGA35740,201,1296,113,3,1612,102,879,73,8,1061,168,1766,213,20,2164,365,2256,204,17,2844,645,2952,229,17,3836,677,3299,216,20,4213,975,3477,239,27,4710,535,2059,188,17,2797,65,528,100,5,701,3729,18506,1569,129,23934,260,1176,67,8,1504,104,786,62,7,961,237,1785,182,21,2229,598,2500,227,16,3344,818,3320,229,20,4388,1029,3793,249,18,5086,1184,3480,230,26,4920,522,1974,232,10,2743,80,716,185,3,989,4842,19520,1662,132,26155,453,2470,177,11,3111,213,1664,136,14,2017,409,3545,393,44,4396,963,4754,432,31,6183,1463,6269,457,41,8226,1708,7095,464,38,9300,2155,6962,471,50,9632,1060,4032,417,28,5535,148,1248,287,6,1685,8571,38032,3232,257,50092
LGA35760,46,174,40,0,258,31,156,39,35,262,61,372,82,126,638,111,334,80,59,580,130,428,92,25,675,170,581,87,0,838,182,557,96,0,841,115,330,62,0,502,8,110,9,0,129,857,3038,568,257,4722,48,158,53,0,258,36,175,43,3,258,94,352,71,16,533,176,265,56,4,497,187,417,70,4,683,188,519,71,0,778,229,479,67,0,769,92,285,38,0,420,14,117,22,0,155,1066,2779,485,24,4356,90,331,85,0,518,69,331,76,38,521,157,725,151,137,1169,282,594,131,61,1082,314,851,161,31,1359,358,1100,154,0,1619,406,1040,162,0,1610,207,615,102,0,925,26,230,30,0,283,1930,5820,1056,282,9080
LGA35780,4,84,19,0,110,13,91,12,0,117,21,168,27,0,213,16,134,34,0,179,21,106,23,0,150,17,124,25,0,170,20,77,29,0,125,0,12,4,3,16,0,0,0,0,0,113,800,170,3,1079,8,88,21,0,108,3,114,19,0,136,26,200,31,0,252,29,125,20,0,178,16,123,24,0,161,26,122,26,0,176,14,67,17,0,96,4,11,3,0,13,0,0,0,0,0,131,848,154,0,1133,14,171,40,0,223,16,208,30,0,255,45,367,58,0,463,42,259,54,0,359,40,233,47,0,314,50,243,52,0,348,31,146,44,0,225,3,24,9,3,32,0,5,0,0,5,239,1644,329,4,2212
LGA35790,0,65,11,0,77,0,73,7,0,84,6,121,8,0,138,4,84,3,0,99,6,117,9,0,133,7,87,7,0,101,0,35,0,0,40,0,5,0,0,9,0,0,0,0,0,33,598,52,0,680,0,68,4,0,77,0,86,9,0,95,12,143,19,6,181,10,116,7,0,127,5,100,20,0,124,6,93,11,0,106,0,40,5,0,46,0,3,5,0,11,0,0,0,0,0,30,645,73,9,759,0,132,15,0,150,0,162,15,0,181,19,263,33,6,312,15,205,8,0,228,8,211,29,0,249,9,175,17,0,208,3,76,10,0,89,0,14,5,0,15,0,0,0,0,0,69,1244,128,4,1442
LGA35800,3,21,3,0,31,4,34,0,0,41,15,80,3,0,102,19,62,6,0,89,31,79,4,0,112,56,94,17,0,165,52,117,20,0,189,20,61,14,0,89,0,9,0,0,12,194,562,77,0,836,0,25,0,0,27,9,28,0,0,34,29,71,3,6,111,24,49,5,0,79,29,86,4,0,122,70,105,21,0,190,55,95,24,0,176,20,37,5,0,59,0,29,0,0,26,235,516,74,6,831,4,46,5,0,58,13,65,7,0,81,45,154,10,7,210,46,111,10,0,166,60,163,10,0,231,123,196,36,0,353,107,207,47,0,368,35,95,18,0,152,0,34,0,0,40,434,1081,145,7,1665
LGA36070,3,17,3,0,25,0,35,6,0,44,0,60,19,0,81,5,53,19,0,72,5,45,13,0,62,0,27,3,0,31,0,13,4,0,23,0,4,0,0,9,0,0,0,0,0,24,247,70,0,339,0,10,7,0,22,0,16,3,0,23,0,40,15,0,56,11,45,10,0,61,8,28,13,0,48,0,22,10,0,30,0,14,5,0,14,0,3,0,0,4,0,0,0,0,0,14,194,57,0,260,3,33,13,0,39,0,50,8,0,68,7,100,31,0,140,10,99,24,0,138,12,78,21,0,109,4,48,14,0,61,0,20,15,0,33,0,6,4,0,9,0,0,0,0,0,35,436,129,0,600
LGA36150,3,12,0,0,13,10,10,0,0,19,11,34,0,0,45,13,22,0,0,43,16,37,3,0,55,20,60,9,0,93,24,54,6,0,80,3,22,3,0,31,0,0,0,0,3,99,253,26,0,376,5,6,0,0,8,4,15,0,0,13,18,30,3,0,57,20,15,6,0,34,25,26,4,0,60,28,57,5,0,92,27,32,6,0,62,4,13,0,0,21,3,6,0,0,7,128,198,25,0,350,4,15,0,0,22,9,25,0,0,31,29,63,3,0,101,34,42,0,0,78,39,63,10,0,113,49,121,15,0,186,48,87,4,0,143,7,38,4,0,51,3,4,4,0,11,230,455,48,0,728
