POA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
POA4343,3713,9957,305,647,86,222,387,870,131,302,0,0,0,0,0,0,3,12,137,317,27,46,20,50,3,4,43,106,89,205,18,31,4342,11384,372,..,4715,11384
POA4344,967,2601,29,54,0,7,28,64,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,5,3,9,1001,2673,91,..,1089,2673
POA4346,387,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,5,5,398,1005,35,..,428,1005
POA4347,480,1237,0,5,3,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,494,1259,40,..,525,1259
POA4350,35268,90790,6521,10886,1808,3282,8334,14170,2308,3945,66,84,50,69,102,155,15,19,2538,4273,140,224,86,130,80,100,14,34,328,487,93,188,46561,109916,3884,..,50441,109916
POA4352,10434,29668,181,299,54,132,231,438,17,35,0,0,0,0,0,0,11,16,28,54,5,13,7,14,15,38,0,3,30,65,19,43,10744,30269,769,..,11509,30269
POA4353,134,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,344,15,..,153,344
POA4354,470,1216,3,9,0,0,3,9,3,3,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,3,12,0,0,485,1234,42,..,530,1234
POA4355,1125,2521,39,52,0,0,39,52,9,17,0,0,0,0,0,0,0,0,9,17,17,33,5,12,0,4,6,12,32,57,8,11,1212,2660,135,..,1350,2660
POA4356,1818,4767,76,129,8,14,84,144,0,4,0,0,0,0,0,0,0,0,0,4,13,32,11,14,3,13,0,8,34,66,0,11,1936,4988,182,..,2113,4988
POA4357,946,2263,26,37,0,0,26,37,0,0,0,4,0,0,0,0,0,0,5,6,24,52,49,52,23,48,0,0,95,152,4,24,1079,2483,200,..,1278,2483
POA4358,1031,2744,79,149,0,0,79,149,9,9,0,0,0,0,0,0,0,0,9,9,0,0,3,11,0,0,0,0,3,11,0,3,1115,2916,113,..,1230,2916
POA4359,507,1308,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,8,7,519,1335,54,..,573,1335
POA4360,236,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,0,0,236,596,20,..,255,596
POA4361,1044,2477,32,37,0,0,32,37,7,12,0,0,0,0,0,0,0,0,7,12,4,8,0,3,3,4,4,5,8,16,6,5,1100,2550,89,..,1193,2550
POA4362,1031,2495,17,21,5,5,24,26,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,6,11,16,8,16,1068,2546,151,..,1220,2546
POA4363,223,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,224,617,18,..,243,617
POA4364,69,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,73,177,8,..,80,177
POA4365,251,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,8,0,0,258,584,89,..,349,584
POA4370,6963,17106,651,957,49,98,694,1058,131,179,0,0,0,0,0,0,0,9,132,184,48,77,7,21,13,22,6,28,73,148,39,79,7906,18579,875,..,8780,18579
POA4371,291,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,14,0,0,294,685,36,..,331,685
POA4372,61,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,140,11,..,74,140
POA4373,407,895,12,11,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,3,3,12,18,3,3,433,930,80,..,514,930
POA4374,174,383,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,7,4,0,0,182,393,39,..,221,393
POA4375,88,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,221,28,..,118,221
POA4376,131,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,9,0,0,0,0,13,16,0,6,147,332,21,..,169,332
POA4377,247,586,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,3,13,0,0,250,600,37,..,294,600
POA4378,203,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,205,573,27,..,236,573
POA4380,3135,7334,212,282,8,21,222,301,49,74,0,0,0,0,0,0,0,0,53,76,28,43,30,39,11,24,8,16,76,123,11,18,3496,7852,663,..,4166,7852
POA4381,279,657,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,8,0,0,0,0,13,16,0,0,292,685,54,..,341,685
POA4382,194,449,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,3,0,0,11,10,13,27,214,486,45,..,258,486
POA4383,285,576,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,574,67,..,359,574
POA4384,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,0,..,25,51
POA4385,513,1100,11,20,0,0,11,20,0,6,0,0,0,0,0,0,0,0,0,6,10,19,9,21,3,3,0,0,25,38,4,3,555,1165,100,..,650,1165
POA4387,549,1241,19,30,4,4,16,32,12,15,0,0,0,0,0,0,0,0,12,15,10,18,0,6,0,0,0,0,10,15,9,20,598,1325,92,..,692,1325
POA4388,145,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,153,341,16,..,166,341
POA4390,2232,5798,199,306,33,62,229,372,131,216,0,0,0,0,0,0,0,0,131,216,54,114,4,12,0,0,3,10,60,131,31,58,2674,6571,287,..,2964,6571
POA4400,751,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,5,5,760,2131,38,..,803,2131
POA4401,2020,5283,129,203,0,0,129,203,0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,9,3,6,0,0,18,26,12,16,2180,5527,204,..,2385,5527
POA4402,131,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,4,0,0,135,282,20,..,156,282
POA4403,304,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,9,13,3,4,316,831,51,..,361,831
POA4404,185,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,8,0,0,190,461,24,..,212,461
POA4405,4968,13141,363,510,49,94,414,601,10,19,0,0,0,0,0,0,0,0,12,22,59,107,18,25,14,20,3,5,96,152,55,60,5539,13981,679,..,6228,13981
POA4406,621,1606,18,50,0,0,18,50,0,5,0,0,0,0,0,0,0,0,3,5,10,7,0,0,0,0,0,0,11,13,7,8,666,1686,145,..,808,1686
POA4407,207,470,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,8,12,5,7,210,490,20,..,230,490
POA4408,215,489,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,0,3,0,0,5,12,3,4,233,519,44,..,281,519
POA4410,465,1055,3,3,0,6,5,9,0,6,0,0,0,0,0,0,0,0,0,6,4,6,4,4,3,3,19,29,25,40,3,6,500,1118,114,..,613,1118
POA4411,110,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,109,290,41,..,155,290
POA4412,86,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,206,23,..,110,206
POA4413,2781,7350,393,688,54,97,450,783,66,130,0,0,0,0,0,0,3,6,70,134,38,52,22,21,19,35,0,0,75,115,21,37,3394,8427,584,..,3977,8427
POA4415,748,1805,134,235,25,42,153,270,22,24,0,0,3,3,0,0,3,4,24,27,30,54,8,11,0,3,0,3,38,73,32,49,994,2231,254,..,1251,2231
POA4416,157,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,7,5,5,0,0,0,15,23,3,4,177,413,81,..,256,413
POA4417,271,650,5,10,0,0,7,16,13,13,0,0,0,0,0,0,0,0,13,13,17,35,8,4,0,3,0,0,23,43,7,6,317,732,57,..,374,732
POA4418,33,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,87,11,..,48,87
POA4419,365,833,14,17,6,5,18,23,26,39,0,0,0,0,0,0,0,0,26,39,9,23,0,0,3,3,4,9,18,32,14,17,441,947,167,..,605,947
POA4420,449,1123,3,0,0,0,3,0,3,8,0,0,0,0,0,0,0,4,8,9,19,30,0,0,0,0,0,0,18,28,3,3,483,1171,164,..,646,1171
POA4421,868,1966,19,43,0,0,19,43,7,12,0,0,0,0,0,0,0,0,7,12,8,16,4,7,10,21,0,4,25,47,10,18,932,2085,341,..,1267,2085
POA4422,179,413,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,3,3,9,17,0,4,195,438,44,..,239,438
POA4423,79,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,0,0,77,200,21,..,101,200
POA4424,82,218,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,220,41,..,127,220
POA4425,71,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,66,154,18,..,86,154
POA4426,61,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,67,139,20,..,89,139
POA4427,112,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,5,8,0,0,19,33,3,9,141,308,15,..,148,308
POA4428,239,583,5,8,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,4,6,0,0,12,13,3,6,259,612,48,..,308,612
POA4454,279,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,0,0,7,17,0,0,12,22,17,22,312,691,85,..,399,691
POA4455,3111,7717,234,399,30,64,267,462,15,32,0,0,0,0,0,0,0,0,15,32,78,148,16,24,8,22,3,12,107,203,12,25,3513,8433,704,..,4217,8433
POA4461,16,33,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,4,..,20,41
POA4462,56,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,58,126,9,..,67,126
POA4465,491,1137,5,11,3,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0,55,96,0,0,5,11,3,7,63,115,14,25,577,1293,123,..,699,1293
POA4467,64,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,67,161,12,..,79,161
POA4468,107,228,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,0,0,0,3,6,16,3,7,125,258,22,..,150,258
POA4470,1315,2945,30,43,0,0,32,48,45,69,0,0,0,0,0,0,0,0,45,69,64,140,24,39,0,4,5,9,97,193,33,69,1524,3326,309,..,1832,3326
POA4472,595,1298,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,8,46,91,0,0,7,11,0,0,51,99,15,33,669,1448,202,..,874,1448
POA4474,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,34,86,6,..,36,86
POA4477,215,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,0,0,0,6,0,0,18,49,6,10,247,552,26,..,270,552
POA4478,211,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,19,52,0,0,0,5,0,0,24,55,3,0,234,540,29,..,262,540
POA4479,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,0,..,8,17
POA4480,252,561,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,19,19,45,92,0,0,5,11,0,6,47,103,27,49,347,736,115,..,461,736
POA4481,48,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,59,0,0,0,0,0,0,34,59,5,15,83,174,25,..,111,174
POA4482,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,0,0,0,0,0,0,25,50,0,14,78,165,35,..,109,165
POA4486,202,452,73,175,0,0,75,178,5,7,0,0,0,0,0,0,0,0,5,7,19,35,18,19,0,0,0,0,37,59,5,10,320,699,84,..,404,699
POA4487,1136,2878,57,86,5,3,64,92,21,31,0,0,0,0,0,0,0,0,21,31,68,142,27,57,4,11,0,0,113,209,10,27,1336,3239,201,..,1542,3239
POA4488,111,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,7,5,0,0,22,30,7,12,134,293,51,..,185,293
POA4489,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,9,7,6,32,73,29,..,68,73
POA4490,623,1431,32,31,0,0,32,31,7,4,0,0,0,0,0,0,0,0,7,4,120,244,6,9,5,3,4,14,134,266,12,29,796,1764,206,..,1002,1764
POA4491,43,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,4,4,0,0,19,30,8,17,63,124,28,..,94,124
POA4492,97,228,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,7,8,25,44,3,12,12,15,3,4,45,74,38,68,179,375,27,..,208,375
POA4493,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,7,23,4,..,9,23
POA4494,56,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,54,159,32,..,86,159
POA4496,79,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,7,0,0,5,6,6,0,86,214,21,..,107,214
POA4497,114,279,11,19,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,11,23,6,5,137,323,28,..,168,323
POA4498,66,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,183,21,..,85,183
POA4500,13670,39981,764,1236,1472,3255,2236,4491,177,297,26,60,0,0,0,0,44,98,243,453,0,0,0,0,0,0,0,0,0,0,14,28,16160,44953,601,..,16764,44953
POA4501,1672,4366,380,602,211,485,594,1082,126,239,0,0,12,19,0,0,13,21,145,282,6,5,0,0,0,0,5,14,9,18,5,7,2413,5758,119,..,2536,5758
POA4502,2789,7803,114,219,145,297,257,516,149,216,23,48,0,0,0,0,8,14,185,281,0,0,0,0,0,0,0,0,0,0,0,0,3230,8598,161,..,3393,8598
POA4503,14055,40809,1753,3056,3198,7024,4951,10079,159,323,0,0,0,0,0,0,21,38,182,363,97,126,209,266,0,0,0,0,311,396,30,60,19528,51699,917,..,20446,51699
POA4504,6334,19810,133,293,127,308,258,600,3,13,0,0,0,0,0,0,12,20,20,29,0,0,0,0,0,0,0,0,0,0,9,26,6624,20468,233,..,6853,20468
POA4505,8101,22704,620,1282,576,1299,1194,2582,16,32,0,0,0,0,0,0,52,110,65,143,18,21,34,42,0,0,3,4,53,74,21,35,9441,25542,360,..,9807,25542
POA4506,7426,21363,1078,2090,475,1172,1559,3260,81,181,10,15,0,0,0,0,51,92,145,284,0,0,0,0,7,9,0,0,0,19,8,16,9137,24946,548,..,9691,24946
POA4507,7208,15845,809,1225,974,1493,1785,2720,288,409,200,295,145,257,0,0,5,18,634,975,148,207,209,299,4,3,4,7,372,516,20,32,10021,20096,1316,..,11334,20096
POA4508,6234,16679,62,120,667,1445,731,1573,209,362,0,0,127,189,0,0,14,34,352,588,13,11,149,195,0,0,7,6,161,220,4,14,7486,19067,382,..,7869,19067
POA4509,10012,31182,370,659,2021,4886,2388,5546,54,90,72,141,203,309,0,0,7,11,339,547,0,0,0,0,0,0,0,0,0,0,16,29,12755,37317,568,..,13322,37317
POA4510,17167,47783,2136,3782,840,1666,2973,5443,364,569,85,101,46,64,0,0,79,149,575,884,94,166,110,164,22,35,7,18,241,379,46,87,21004,54584,1461,..,22461,54584
POA4511,3485,8872,184,295,103,172,285,473,11,13,9,21,17,30,0,0,33,57,72,123,176,287,44,74,0,0,0,4,219,361,14,19,4074,9838,227,..,4297,9838
POA4512,1155,3452,10,33,0,0,12,31,0,0,0,0,0,0,0,0,6,9,6,14,0,0,9,7,0,0,0,0,9,7,4,7,1186,3516,53,..,1240,3516
POA4514,2522,6839,38,60,0,0,41,63,4,3,0,0,0,0,0,0,9,11,7,8,36,53,4,3,17,24,9,13,56,89,10,12,2641,7012,220,..,2852,7012
POA4515,1628,4192,22,60,0,8,23,72,0,14,0,0,0,0,0,0,0,0,3,13,73,147,16,24,10,19,0,5,91,189,7,15,1755,4485,194,..,1956,4485
POA4516,1309,4086,0,3,0,0,0,3,0,0,0,0,0,0,0,0,21,42,21,42,0,0,0,0,3,8,12,34,18,46,0,0,1348,4178,59,..,1408,4178
POA4517,367,891,4,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,375,904,26,..,405,904
POA4518,1946,5369,24,47,0,0,24,47,0,0,0,0,0,0,0,0,10,24,12,26,0,0,0,0,0,6,0,0,0,6,4,9,1991,5456,124,..,2116,5456
POA4519,3040,8374,109,224,24,56,134,277,236,428,0,0,0,0,0,4,14,21,245,450,56,97,9,15,9,17,0,15,75,136,8,11,3505,9252,200,..,3702,9252
POA4520,4456,13433,24,43,15,27,43,70,9,12,0,0,0,0,0,0,40,85,52,97,12,12,0,0,3,3,0,0,12,19,17,57,4583,13676,209,..,4796,13676
POA4521,1829,5043,11,15,0,0,11,15,0,0,0,0,0,0,0,0,4,13,4,13,22,43,3,6,3,4,0,4,26,59,8,16,1883,5149,146,..,2028,5149
POA4550,1610,4398,51,101,62,120,113,221,10,24,0,0,0,0,0,0,11,18,17,36,51,88,40,66,14,12,0,4,103,163,5,11,1854,4828,97,..,1951,4828
POA4551,19299,52105,2165,3702,1602,3200,3765,6905,862,1421,679,1143,1616,2863,775,1381,42,78,3977,6889,220,337,54,82,76,101,24,48,374,569,103,198,27520,66667,3587,..,31107,66667
POA4552,3567,8269,72,119,43,65,117,191,18,36,0,8,0,0,0,0,11,19,41,68,8,22,103,209,9,11,3,4,123,256,27,54,3872,8836,530,..,4404,8836
POA4553,3429,10095,50,110,69,189,122,298,14,19,0,0,0,0,0,0,21,28,31,48,0,0,4,16,13,21,0,3,22,48,16,27,3622,10514,206,..,3824,10514
POA4554,656,1924,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,3,12,0,0,672,1940,57,..,724,1940
POA4555,2541,7076,165,291,37,60,197,350,16,26,0,0,0,0,0,0,25,40,36,69,0,0,0,0,0,4,0,0,0,4,6,14,2793,7506,136,..,2925,7506
POA4556,12954,36107,2091,3259,917,1957,3008,5221,913,1424,245,450,711,1673,0,0,41,79,1908,3634,0,0,0,0,0,0,0,4,4,8,27,56,17907,45017,1011,..,18916,45017
POA4557,4646,13239,247,462,483,1101,729,1565,1408,2696,481,896,308,547,287,504,9,21,2487,4662,52,99,59,97,0,0,9,13,124,208,44,85,8033,19763,1037,..,9070,19763
POA4558,4328,11062,655,1107,1707,3352,2356,4458,897,1580,624,1111,1191,2117,959,1731,17,36,3686,6578,366,668,6,9,18,21,3,8,399,707,182,344,10957,23148,1418,..,12372,23148
POA4559,2391,6740,83,156,33,63,118,216,0,11,0,0,0,0,0,0,18,45,24,52,89,179,73,108,9,15,0,0,166,307,18,45,2713,7363,103,..,2817,7363
POA4560,11431,30432,1043,1899,946,1801,1986,3698,634,939,59,96,0,0,0,0,62,137,750,1174,117,178,38,58,58,58,3,10,219,308,42,82,14440,35688,790,..,15227,35688
POA4561,2783,8008,66,120,10,11,77,129,76,109,0,0,0,0,0,0,40,75,114,182,40,78,25,41,4,3,0,0,74,123,17,43,3062,8487,146,..,3208,8487
POA4562,3012,8444,21,49,0,3,22,49,3,6,0,0,0,0,0,0,44,97,46,99,0,0,0,0,12,12,0,0,11,18,14,32,3108,8639,267,..,3373,8639
POA4563,3569,9133,15,35,20,44,36,76,193,275,0,0,0,0,0,0,16,25,210,301,30,63,0,0,3,7,0,0,31,71,13,34,3852,9614,287,..,4140,9614
POA4564,2920,7428,436,756,592,1254,1026,2013,298,526,220,443,285,539,41,71,10,12,845,1594,127,265,0,0,3,0,0,0,132,267,37,81,4965,11384,582,..,5550,11384
POA4565,5241,13161,464,638,98,179,565,820,256,376,0,0,0,0,0,0,15,33,271,410,75,150,23,35,18,31,0,0,119,221,65,107,6251,14718,699,..,6950,14718
POA4566,2348,5724,428,641,746,1380,1179,2018,276,475,194,358,8,10,0,0,11,18,485,862,77,141,0,0,0,0,3,8,76,144,37,69,4121,8818,1034,..,5157,8818
POA4567,3435,8717,70,122,773,1500,841,1619,376,721,338,613,213,434,10,17,3,4,940,1782,0,0,8,5,4,6,0,0,8,9,17,44,5244,12177,2070,..,7318,12177
POA4568,1400,3633,11,10,7,6,13,20,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,0,8,12,30,9,18,1444,3699,127,..,1566,3699
POA4569,691,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,1709,63,..,754,1709
POA4570,17137,42893,598,962,233,351,833,1310,251,356,0,0,0,0,0,0,12,19,261,373,128,219,52,75,156,253,22,48,355,597,94,169,18680,45346,1760,..,20440,45346
POA4571,365,868,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,10,0,0,12,22,3,6,379,900,56,..,428,900
POA4572,666,1818,28,58,133,283,162,338,253,448,332,558,444,739,53,98,0,3,1086,1848,62,121,36,57,14,11,0,0,107,190,15,18,2035,4212,470,..,2506,4212
POA4573,8926,24533,663,1220,1459,2913,2122,4128,381,676,294,529,284,515,32,54,57,85,1048,1858,175,354,3,7,25,44,7,9,209,413,31,62,12335,30996,1645,..,13979,30996
POA4574,565,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,5,5,5,16,0,0,26,49,6,19,601,1462,81,..,682,1462
POA4575,7398,20390,1384,2198,424,936,1805,3129,107,213,334,612,1392,2457,85,142,9,22,1931,3451,0,0,47,77,0,0,3,6,54,90,26,44,11209,27097,1139,..,12346,27097
POA4580,2189,4518,37,56,53,85,91,141,98,151,0,0,0,0,0,0,0,0,98,151,90,155,32,34,44,76,0,0,162,272,88,119,2628,5197,403,..,3029,5197
POA4581,510,1121,39,62,58,107,95,168,39,56,23,28,0,0,0,0,3,5,61,96,119,241,19,42,41,54,4,11,187,339,95,161,954,1885,458,..,1411,1885
POA4600,406,886,4,3,0,0,4,3,9,14,0,0,0,0,0,0,0,0,9,14,13,18,0,0,0,0,0,0,13,18,7,7,431,929,52,..,486,929
POA4601,477,1110,5,11,0,0,5,11,19,15,0,0,0,0,0,0,0,0,19,15,17,34,0,0,7,6,4,8,25,50,0,0,527,1186,79,..,606,1186
POA4605,1683,4390,8,29,3,3,7,36,88,137,0,0,0,0,0,0,0,0,88,137,21,37,17,26,4,7,0,0,36,71,16,25,1833,4662,230,..,2062,4662
POA4606,974,2183,55,80,0,0,55,80,12,14,0,0,0,0,0,0,0,0,9,16,15,25,0,0,0,0,0,0,15,26,14,28,1070,2325,130,..,1204,2325
POA4608,388,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,0,0,393,891,84,..,477,891
POA4610,5494,13804,196,300,8,20,211,318,382,591,0,0,0,0,0,0,0,0,381,595,46,73,0,0,7,20,4,13,60,110,24,52,6163,14873,721,..,6881,14873
POA4611,51,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,55,128,12,..,65,128
POA4612,103,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,0,7,0,0,11,24,0,0,109,232,37,..,145,232
POA4613,380,835,5,3,3,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,3,0,5,22,30,3,9,406,883,105,..,515,883
POA4614,513,1156,19,27,0,4,22,28,0,0,0,0,0,0,0,0,0,0,0,0,18,28,12,17,0,0,0,0,31,50,3,4,574,1229,81,..,650,1229
POA4615,2974,6790,17,16,0,0,17,16,119,154,0,0,0,0,0,3,0,0,122,156,77,108,4,11,15,26,3,6,95,150,27,45,3230,7156,440,..,3670,7156
POA4620,218,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,214,460,36,..,248,460
POA4621,791,1726,7,6,4,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,24,46,7,7,0,4,3,8,37,57,4,14,841,1806,105,..,944,1806
POA4625,1022,2415,47,63,5,13,49,80,7,22,0,0,0,0,0,0,0,0,7,22,27,45,15,21,10,14,3,14,59,97,7,19,1155,2628,233,..,1390,2628
POA4626,750,1821,3,5,0,0,3,5,37,77,0,0,0,0,0,0,0,0,37,77,54,95,17,39,6,0,0,0,70,133,11,21,873,2057,184,..,1055,2057
