POA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
POA5010,4,61,260,228,219,106,14,0,0,902,34,61,96,48,59,49,9,3,0,359,0,0,9,0,10,0,0,0,0,27,0,5,15,6,6,0,0,0,0,28,44,120,381,293,296,150,25,5,0,1313,3,15,15,13,21,14,0,0,0,86,15,10,8,0,3,8,0,0,0,50,15,28,23,19,28,16,0,0,0,133,59,146,401,307,318,173,30,5,0,1443,122,67,45,53,91,149,202,124,58,910,5,15,20,17,18,11,11,6,4,108,188,231,474,376,428,331,237,137,65,2460,4,41,157,144,133,75,11,0,0,568,58,74,159,125,117,56,16,3,0,609,0,11,29,15,7,5,0,0,0,61,0,3,11,5,0,0,0,0,0,25,65,129,353,282,264,137,32,3,0,1269,3,4,6,11,11,9,0,0,0,41,8,9,8,7,13,5,3,0,0,57,12,14,13,20,22,9,3,0,0,97
POA5011,30,189,832,726,539,394,62,7,0,2784,101,184,212,153,123,112,49,10,0,951,3,14,21,13,10,23,8,4,0,97,0,5,25,13,5,3,3,0,0,65,143,395,1089,905,679,535,123,21,0,3893,4,22,29,27,34,24,0,0,0,142,20,15,12,7,3,3,0,0,0,71,29,39,40,39,38,25,0,0,0,213,172,429,1129,943,717,559,125,21,0,4109,154,91,94,96,114,190,382,213,105,1439,11,31,50,29,28,36,20,19,13,239,333,557,1278,1069,858,790,531,255,122,5789,5,131,617,425,386,245,29,0,0,1846,148,213,383,345,284,237,56,11,0,1679,10,20,61,33,23,14,12,0,0,173,0,3,7,9,7,3,0,0,0,38,170,365,1068,813,701,510,105,11,0,3740,3,8,20,10,14,7,3,0,0,65,18,19,15,17,14,8,0,0,0,91,27,29,31,32,25,13,3,0,0,157
POA5012,20,124,500,472,348,187,30,0,0,1672,90,161,253,146,119,90,23,0,0,881,3,5,28,18,6,5,6,0,0,63,3,17,23,16,18,10,0,0,0,82,115,302,797,652,489,286,62,0,0,2704,5,32,56,26,23,23,0,0,0,172,21,27,10,11,3,4,6,0,0,85,23,58,63,39,28,29,6,0,0,254,136,361,863,693,519,321,65,0,0,2956,234,103,111,117,143,283,335,169,61,1545,12,22,54,43,33,29,19,16,7,238,383,479,1025,857,693,626,420,180,70,4741,0,107,300,294,211,110,9,0,0,1028,121,206,306,264,221,111,24,8,0,1260,4,14,36,23,14,11,0,0,0,95,0,10,21,7,5,0,3,0,0,55,127,337,658,591,448,234,41,4,0,2432,0,11,24,13,28,3,0,0,0,84,20,13,28,14,20,7,5,0,0,105,23,33,54,25,41,10,3,0,0,188
POA5013,22,124,456,388,367,259,46,0,0,1660,75,96,151,125,108,91,33,0,0,675,6,9,17,12,12,21,7,0,0,76,0,0,11,10,13,3,0,0,0,37,109,228,635,532,497,367,82,6,0,2446,10,22,28,29,27,21,0,0,0,142,12,13,6,7,8,9,4,0,0,64,26,37,38,37,40,32,4,0,0,204,133,259,674,569,532,401,87,6,0,2658,175,71,88,91,154,297,359,197,84,1519,13,18,30,31,24,39,27,14,6,199,319,350,793,691,718,738,467,213,91,4382,9,78,259,231,247,166,24,0,0,1015,100,133,251,228,206,160,32,3,0,1118,8,10,33,28,10,18,3,0,0,118,6,0,4,3,0,0,0,0,0,13,122,221,550,490,466,352,59,8,0,2269,4,10,27,7,15,12,0,0,0,73,29,21,17,19,6,16,0,0,0,103,33,31,40,24,28,27,0,0,0,180
POA5014,34,165,613,556,441,344,49,3,0,2207,100,116,160,100,105,110,55,13,0,763,0,10,29,19,11,22,9,0,0,100,4,0,14,3,10,8,0,0,0,40,141,292,812,688,573,488,108,16,0,3111,6,8,31,21,23,33,4,0,0,124,29,14,4,4,9,10,0,0,0,75,41,19,36,29,32,40,3,0,0,199,179,307,846,709,601,526,111,13,0,3304,125,52,80,85,135,306,455,251,118,1606,14,9,24,23,24,17,20,11,5,148,326,374,955,822,757,850,585,275,122,5061,12,111,429,322,344,253,28,0,0,1502,146,152,287,288,246,217,66,3,0,1409,12,9,46,29,24,24,7,0,0,161,0,4,9,3,11,4,0,0,0,29,177,276,778,645,624,498,107,3,0,3103,9,12,17,13,14,5,0,0,0,74,30,9,9,14,14,10,0,0,0,78,34,16,23,33,29,19,6,0,0,154
POA5015,18,84,270,265,267,222,32,0,0,1156,31,39,75,47,48,58,38,6,0,332,4,5,12,5,14,18,3,0,0,57,0,0,3,3,6,4,0,0,0,15,57,129,359,325,330,296,73,6,0,1570,3,14,18,12,22,15,0,0,0,89,10,3,6,7,0,12,0,0,0,46,13,16,26,19,26,30,0,0,0,136,70,148,382,344,357,325,76,6,0,1706,75,15,45,45,53,151,233,73,36,717,4,15,19,21,20,18,15,5,5,123,148,176,442,411,435,494,325,86,38,2545,5,68,196,196,201,129,12,0,0,809,51,82,107,148,129,151,37,5,0,704,4,14,23,19,18,19,0,0,0,88,0,0,0,0,0,0,0,0,0,6,59,164,328,365,338,300,50,5,0,1605,3,3,8,10,6,5,0,0,0,43,23,10,10,5,7,4,0,0,0,61,26,16,23,16,12,10,3,0,0,105
POA5016,21,114,377,398,409,312,49,0,0,1674,88,85,74,48,56,75,35,8,0,465,4,6,15,10,13,34,4,0,0,87,4,5,5,0,4,3,0,0,0,18,110,205,477,457,480,421,82,5,0,2243,4,6,16,13,17,18,4,0,0,86,18,7,4,0,4,9,5,0,0,51,24,20,24,20,23,31,7,0,0,135,130,221,503,479,502,453,88,5,0,2377,99,29,33,43,44,168,337,228,132,1118,10,5,15,22,18,14,13,7,3,110,236,260,552,538,566,634,440,244,139,3610,11,75,263,226,320,218,27,0,0,1136,121,114,157,223,201,215,53,6,0,1088,6,4,52,41,17,23,3,0,0,142,0,0,3,7,0,0,0,0,0,15,133,196,477,489,545,452,87,10,0,2383,3,6,10,0,5,4,0,0,0,25,14,9,14,10,12,8,3,0,0,70,18,11,22,11,16,14,3,0,0,97
POA5017,13,66,173,187,192,120,26,0,0,771,29,36,51,49,34,45,12,3,0,260,0,3,8,5,9,9,0,0,0,35,3,0,10,3,6,0,0,0,0,25,45,101,237,248,235,176,35,6,0,1087,8,7,17,15,15,10,3,0,0,77,9,11,6,0,4,0,0,0,0,23,12,22,19,17,15,10,3,0,0,98,58,124,258,267,249,184,33,6,0,1182,70,25,50,47,72,128,192,116,31,739,7,6,20,18,14,15,7,16,0,103,139,160,330,336,332,325,236,136,33,2027,0,33,124,131,115,63,14,0,0,479,38,48,107,94,100,79,19,0,0,473,3,5,6,16,6,11,0,0,0,50,3,3,10,10,6,3,0,0,0,33,46,86,245,244,223,154,30,0,0,1033,3,5,12,9,11,10,0,0,0,41,12,7,10,13,7,3,0,0,0,49,14,12,17,20,15,14,0,0,0,87
POA5018,18,67,166,221,221,264,55,3,0,1014,49,39,30,29,26,64,36,4,0,283,0,6,3,11,10,19,3,0,0,47,0,0,0,0,0,8,0,0,0,11,62,110,205,263,256,349,95,7,0,1355,6,8,11,8,8,9,0,0,0,48,6,0,0,0,3,7,3,0,0,20,9,13,11,10,11,12,5,0,0,70,73,120,221,270,267,366,103,7,0,1432,52,22,18,28,33,127,365,158,42,846,0,3,4,5,6,5,14,7,5,50,130,151,245,302,312,496,475,170,39,2325,4,50,92,128,166,156,29,4,0,632,52,46,68,121,116,142,36,0,0,590,6,8,25,5,14,13,0,0,0,65,0,0,0,5,0,0,0,0,0,12,63,106,189,258,298,315,70,3,0,1297,8,5,3,4,3,0,0,0,0,17,5,3,0,3,6,5,4,0,0,36,14,10,7,6,12,6,9,0,0,56
POA5019,21,76,298,365,393,327,62,3,0,1548,72,74,77,69,71,100,40,10,0,513,0,4,8,14,15,16,8,3,0,71,0,0,5,6,0,5,0,0,0,13,89,149,393,448,482,438,118,17,0,2143,9,4,14,12,25,16,0,0,0,82,21,8,5,9,5,9,5,0,0,58,28,17,21,16,29,25,3,0,0,139,118,169,408,468,509,471,120,17,0,2287,95,34,41,60,97,204,398,216,102,1252,20,11,22,32,39,57,37,15,9,234,233,213,473,557,646,726,555,247,107,3767,8,67,213,248,306,258,28,0,0,1123,105,68,161,189,215,238,65,3,0,1038,6,7,38,30,14,19,3,0,0,120,0,0,3,4,0,0,3,0,0,14,119,143,415,466,536,516,95,4,0,2297,3,3,17,7,4,6,3,0,0,44,8,6,11,13,8,8,3,0,0,58,12,12,21,23,15,18,3,0,0,101
POA5020,4,31,96,138,141,121,35,5,0,574,23,29,16,27,19,25,27,10,0,167,0,4,10,3,0,10,0,0,0,30,0,3,0,0,3,0,0,0,0,9,31,63,115,174,164,156,63,9,0,783,0,8,4,0,5,0,0,0,0,17,4,0,7,5,0,0,0,0,0,14,7,6,11,4,5,0,0,0,0,34,34,74,122,175,169,160,61,9,0,807,25,7,11,10,10,34,171,102,27,393,0,0,0,6,0,0,3,0,3,11,60,83,134,187,182,195,244,111,32,1216,5,27,63,69,82,62,16,0,0,327,36,32,47,98,72,86,31,0,0,388,3,0,11,5,0,6,3,0,0,28,0,0,0,3,0,0,0,0,0,4,44,54,119,170,158,153,47,5,0,756,0,0,3,3,0,0,0,0,0,11,0,4,0,0,4,3,0,0,0,12,0,4,3,10,4,4,0,0,0,25
POA5021,13,73,239,221,261,224,67,13,0,1111,46,54,40,43,34,71,70,15,3,385,6,6,8,8,12,19,3,0,0,57,0,6,9,0,3,3,0,0,0,21,68,142,297,274,303,315,145,30,8,1572,0,4,14,7,5,3,0,0,0,42,8,0,3,3,0,0,0,0,0,21,8,10,16,9,7,3,0,0,0,66,73,146,315,282,311,321,149,30,8,1633,61,11,28,16,24,84,389,349,144,1108,3,0,11,8,7,6,3,12,3,58,135,167,349,304,344,418,545,387,154,2799,10,42,153,142,176,131,28,3,0,686,65,63,95,117,138,168,58,3,0,710,4,3,23,20,10,14,3,0,0,74,0,4,0,3,4,0,5,0,0,18,83,112,267,279,324,320,97,14,0,1493,0,0,5,5,8,4,0,0,0,18,4,6,6,10,4,3,0,0,0,36,10,6,9,9,8,14,0,0,0,52
POA5022,42,174,490,657,845,635,115,17,0,2976,174,169,128,100,120,169,124,15,3,1008,12,8,18,11,26,32,12,0,0,122,5,8,11,9,5,4,0,3,0,39,235,355,653,785,1002,836,247,37,3,4155,7,10,19,12,25,21,4,0,0,101,26,13,11,7,7,6,4,0,0,71,34,28,28,23,31,24,6,0,0,169,272,378,681,801,1034,864,253,40,3,4326,184,43,61,45,101,247,689,435,188,1993,3,9,28,16,24,19,16,20,18,157,458,430,764,868,1157,1126,956,500,206,6466,11,141,370,395,553,375,46,5,0,1895,235,247,228,395,414,376,120,9,0,2025,15,7,48,45,26,29,7,0,0,183,0,3,10,3,9,0,6,0,0,37,260,398,665,848,1002,784,176,16,0,4138,0,3,9,11,14,14,0,0,0,48,25,10,10,13,15,18,0,0,0,94,28,18,15,20,27,28,3,0,0,142
POA5023,43,219,941,715,599,415,68,8,0,3003,127,204,251,176,138,164,67,13,0,1135,10,14,26,22,23,13,6,0,0,114,0,6,28,14,17,9,0,0,0,79,182,446,1242,933,769,602,149,15,0,4335,8,27,31,27,19,18,5,0,0,151,37,10,11,6,9,6,4,0,0,87,42,42,46,40,29,28,9,0,0,233,221,486,1291,968,803,632,156,15,3,4569,212,83,109,113,191,311,503,451,221,2206,22,23,69,41,46,31,29,33,12,303,458,589,1471,1122,1037,975,683,500,239,7076,5,161,632,400,431,280,37,0,0,1957,171,235,477,417,365,281,81,6,0,2019,9,17,92,51,21,31,7,0,0,218,0,6,24,13,15,5,4,3,0,75,191,417,1218,879,832,598,129,8,5,4267,0,15,22,19,23,13,0,0,0,94,22,23,23,15,13,15,3,0,0,117,24,40,44,35,40,25,3,0,0,209
POA5024,32,178,454,601,702,489,83,17,0,2548,161,141,137,98,107,156,82,26,0,907,16,4,15,17,29,28,6,4,0,120,5,4,15,5,6,7,0,4,0,39,203,327,622,721,839,676,178,48,0,3615,9,17,18,22,25,28,7,0,0,123,36,11,15,8,4,10,0,0,0,84,41,26,33,25,28,41,8,0,0,207,242,357,660,749,873,718,183,48,0,3819,200,61,36,48,80,208,513,470,246,1871,14,10,25,17,29,22,15,19,10,169,451,431,722,819,980,948,713,538,265,5858,11,122,349,336,436,239,37,5,0,1530,184,199,246,394,374,311,81,14,0,1822,13,18,35,40,25,27,14,0,0,170,3,4,8,5,3,3,3,0,0,32,214,342,640,782,840,583,131,17,0,3558,6,3,13,14,17,9,0,0,0,58,27,7,10,8,25,7,0,0,0,85,28,12,27,19,38,15,0,0,0,145
POA5025,30,115,417,413,413,281,44,0,0,1713,102,97,103,90,66,82,45,6,0,592,5,10,12,8,9,10,0,0,0,62,4,0,5,6,3,5,4,0,0,29,134,222,531,526,491,380,94,7,0,2390,0,10,20,12,13,8,3,0,0,71,22,9,4,4,5,0,0,0,0,50,21,15,25,17,18,16,3,0,0,120,158,237,558,543,510,394,94,7,0,2509,118,37,49,36,77,144,255,329,96,1146,9,11,23,21,19,9,13,10,4,106,280,287,632,597,600,546,363,351,104,3764,11,74,278,206,266,160,21,0,0,1021,134,124,181,245,203,169,57,9,0,1124,8,6,34,27,11,21,3,0,0,121,4,3,8,3,0,5,0,0,0,25,151,211,505,480,482,365,88,9,0,2290,0,4,10,0,12,12,0,0,0,39,18,0,8,10,6,7,0,0,0,55,18,8,19,18,20,14,0,0,0,91
POA5031,22,106,621,482,373,250,39,0,0,1901,85,172,243,110,108,94,49,4,0,857,0,12,22,18,13,9,7,0,0,80,0,4,18,6,3,4,0,0,0,30,111,295,899,606,498,359,96,10,0,2867,6,12,23,14,20,15,0,0,0,90,10,17,16,8,0,3,0,0,0,60,11,28,36,26,25,22,0,0,0,147,122,322,932,628,523,376,100,10,0,3017,80,89,102,55,123,173,268,150,102,1139,3,13,41,30,15,16,14,8,5,150,209,428,1078,715,656,568,379,163,109,4303,8,98,466,285,289,191,21,0,0,1366,111,236,314,225,206,172,45,3,0,1313,5,14,41,31,18,12,0,0,0,125,0,3,10,4,6,0,0,0,0,33,124,355,836,538,518,382,70,9,0,2830,5,0,19,15,8,11,0,0,0,51,16,8,18,5,3,5,0,0,0,63,18,12,35,21,11,16,0,0,0,121
POA5032,28,156,608,666,564,407,80,4,0,2512,101,163,228,125,103,114,49,15,3,908,3,7,25,28,20,14,4,5,0,106,3,3,16,12,11,0,0,0,0,51,134,335,876,835,688,539,136,25,3,3582,3,17,22,20,20,17,4,0,0,107,15,17,15,3,0,8,5,0,0,68,11,33,42,30,28,26,3,0,0,176,155,371,917,864,716,569,142,25,3,3754,143,76,68,79,80,225,404,315,165,1555,6,20,34,27,18,16,14,12,4,147,298,460,1017,968,811,808,562,357,171,5463,11,123,436,320,341,241,49,0,0,1521,148,199,316,376,300,252,73,10,4,1681,10,15,52,60,15,27,8,0,0,177,4,7,7,9,6,5,3,0,0,33,178,352,814,762,651,517,133,16,0,3414,0,9,18,10,17,9,0,0,0,62,15,12,16,18,15,12,3,0,0,91,18,25,36,29,32,19,3,0,0,162
POA5033,12,110,507,411,304,194,33,0,0,1573,77,112,218,125,75,65,27,5,0,707,4,7,20,11,10,13,8,0,0,72,0,4,12,0,3,9,0,0,0,31,96,232,765,555,393,277,63,8,0,2384,4,15,28,12,10,13,0,0,0,85,15,8,7,5,10,3,0,0,0,62,21,25,36,17,18,25,3,0,0,150,116,253,803,565,413,296,66,8,0,2531,82,64,72,74,78,136,241,179,127,1052,0,12,20,23,18,19,11,3,5,107,200,331,890,662,512,455,318,193,130,3695,0,107,337,270,200,114,13,0,0,1040,99,157,316,221,154,111,32,3,0,1088,3,7,36,22,17,9,10,0,0,102,0,6,6,0,3,3,0,0,0,19,104,272,698,513,372,234,52,3,0,2256,0,8,12,6,11,9,0,0,0,47,12,15,12,15,11,8,0,0,0,66,12,21,23,17,19,15,0,0,0,110
POA5034,15,121,373,471,466,318,76,4,0,1835,97,144,178,78,76,98,67,15,0,755,8,7,10,9,13,20,0,0,0,71,0,4,7,4,0,0,0,0,0,23,115,272,574,558,554,434,148,25,5,2679,0,7,17,9,6,6,4,0,0,57,18,8,8,0,12,5,4,0,0,56,18,19,27,6,13,13,6,0,0,110,141,289,593,570,575,443,150,25,5,2793,108,48,50,30,51,137,329,229,78,1057,0,4,15,12,8,3,6,14,4,75,243,341,660,612,630,588,490,268,86,3922,3,84,300,308,317,216,33,0,0,1267,135,191,236,249,208,201,81,10,0,1304,6,7,37,35,12,21,4,0,0,125,0,0,5,8,0,0,6,0,0,16,146,287,576,594,538,441,120,10,0,2713,0,8,12,11,12,4,0,0,0,39,15,13,17,7,11,7,3,3,0,81,15,20,24,12,24,11,3,3,0,117
POA5035,7,66,362,328,253,158,31,0,0,1215,40,91,142,71,47,40,26,0,0,465,6,15,11,5,5,11,5,0,0,58,0,0,8,5,4,3,0,0,0,19,57,174,527,409,312,206,53,10,0,1752,0,8,12,9,8,11,0,0,0,43,11,10,16,6,5,10,3,0,0,60,17,15,25,12,17,16,3,0,0,102,69,190,552,425,330,228,55,10,0,1853,70,32,46,31,35,94,198,125,54,689,0,3,18,16,7,9,17,12,5,91,144,232,612,466,368,330,270,145,68,2635,5,70,261,194,182,98,17,0,0,826,81,101,177,187,124,101,38,3,0,817,6,0,27,21,8,15,4,0,0,87,0,3,3,0,3,4,0,0,0,19,89,174,467,405,319,223,60,5,0,1735,0,3,4,7,8,5,0,0,0,20,15,9,12,4,5,4,0,0,0,57,14,7,23,12,5,14,0,0,0,78
POA5037,17,150,606,542,454,260,46,6,0,2078,92,217,282,132,83,86,42,4,0,934,12,19,18,20,9,9,7,0,0,95,0,8,20,10,7,3,0,0,0,48,121,391,930,700,539,362,95,10,0,3156,5,18,28,22,25,15,5,0,0,113,20,15,19,10,5,12,0,0,0,74,27,27,43,28,29,24,4,0,0,189,146,423,976,729,569,385,100,10,0,3340,118,69,84,53,69,157,300,242,189,1274,12,14,37,28,21,19,11,9,13,159,274,503,1095,808,654,559,413,268,198,4776,16,115,447,267,284,172,26,0,0,1331,120,260,357,292,205,181,54,4,0,1465,6,12,44,31,13,24,0,0,0,139,3,9,7,9,0,4,0,0,0,40,145,396,860,601,503,378,84,3,3,2972,0,6,21,3,3,4,0,0,0,48,19,17,18,13,9,4,0,0,0,84,20,26,44,20,19,11,0,0,0,134
POA5038,27,212,1065,845,591,409,83,4,0,3241,154,233,385,222,142,137,73,12,0,1357,3,13,31,19,21,30,9,0,0,117,0,9,20,14,8,6,0,5,0,62,181,469,1503,1102,762,579,162,23,0,4775,10,31,53,42,36,28,7,0,0,206,31,30,17,14,4,7,4,0,0,103,35,57,73,56,45,34,4,0,0,312,224,531,1569,1155,808,612,173,18,0,5089,160,104,127,79,110,223,454,293,154,1704,16,28,63,24,38,30,10,16,9,226,401,666,1760,1264,953,858,635,331,165,7026,17,190,783,492,428,252,44,0,0,2208,152,354,619,463,321,271,82,3,4,2268,14,19,91,52,31,26,13,0,0,235,0,9,16,13,3,6,0,0,0,44,181,576,1512,1012,783,556,142,5,4,4760,3,20,31,15,11,13,3,0,0,90,27,21,34,15,15,12,0,0,0,131,34,41,69,29,28,22,3,0,0,223
POA5039,15,108,429,472,343,204,35,3,0,1611,81,123,153,80,74,86,33,4,0,638,4,4,17,12,15,11,0,0,0,62,0,3,11,7,5,0,0,0,0,25,103,236,615,570,440,299,66,6,0,2331,10,5,22,15,18,15,0,0,0,81,13,18,12,8,8,7,4,0,0,76,22,28,29,20,27,21,4,0,0,155,129,261,645,589,463,320,75,6,0,2489,84,56,65,49,82,171,283,148,65,994,4,15,28,10,19,17,3,12,7,115,215,326,737,651,562,511,359,165,73,3599,4,70,307,257,216,146,20,0,0,1030,96,138,237,296,184,173,37,4,0,1162,8,9,48,31,7,13,3,0,0,116,0,4,5,7,0,0,0,0,0,24,111,217,594,594,413,331,65,0,0,2327,0,3,21,15,6,6,0,0,0,55,9,19,12,10,5,7,4,0,0,54,14,20,27,21,12,15,4,0,0,111
POA5040,10,17,56,81,73,77,17,3,0,335,20,27,15,23,21,31,12,4,0,155,3,0,0,3,0,4,0,0,0,10,4,0,0,0,0,0,0,0,0,9,34,44,75,108,94,115,30,7,0,509,0,0,4,0,3,7,0,0,0,13,4,3,0,0,0,0,0,0,0,7,4,4,0,3,3,9,0,0,0,28,36,46,78,119,99,121,32,7,0,536,69,4,11,14,19,44,119,102,25,397,3,0,8,7,9,6,5,4,0,37,110,54,89,131,119,168,153,110,25,973,4,10,37,43,59,37,10,0,0,193,34,24,34,57,55,51,26,0,0,278,7,4,15,3,0,7,0,0,0,39,3,0,0,0,0,3,0,0,0,9,47,43,87,98,119,96,32,3,0,523,0,0,0,0,0,0,0,0,0,4,10,0,0,0,5,7,0,0,0,13,10,0,0,0,4,9,0,0,0,18
