POA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
POA3629,43,215,34,0,293,22,259,34,0,322,43,476,72,0,586,63,329,66,0,454,72,445,79,0,595,85,478,81,0,635,80,382,68,0,531,43,227,49,0,322,9,73,22,0,101,459,2882,500,4,3841,33,191,22,0,251,32,193,21,0,251,55,504,57,0,617,81,421,69,0,570,77,471,52,3,598,76,481,59,0,608,121,419,57,0,598,45,245,38,0,326,12,113,22,0,142,527,3033,399,8,3964,76,409,61,0,542,53,453,59,0,567,98,979,128,0,1208,141,755,130,0,1027,151,914,129,0,1192,154,958,132,0,1248,195,801,126,0,1127,87,471,93,0,650,25,181,38,0,245,983,5917,895,6,7810
POA3630,86,801,103,0,990,90,803,106,4,1002,203,1859,235,9,2303,206,1478,181,6,1871,223,1454,174,3,1852,225,1378,146,7,1753,276,1072,94,0,1440,144,722,66,0,934,24,298,38,0,369,1475,9860,1149,26,12514,118,725,76,0,917,128,831,104,0,1060,247,2007,243,6,2499,242,1502,179,5,1924,265,1479,137,5,1890,257,1482,138,0,1877,321,1244,89,5,1652,171,857,109,3,1139,33,466,67,0,570,1783,10592,1128,26,13533,203,1533,178,0,1910,213,1628,206,5,2058,450,3864,474,9,4804,455,2973,357,10,3801,484,2934,309,8,3737,487,2860,286,7,3631,593,2312,184,5,3094,312,1576,178,3,2070,59,762,108,3,935,3260,20451,2282,47,26042
POA3631,72,400,27,0,503,27,334,20,0,381,82,669,39,6,788,156,780,46,0,984,191,731,49,0,980,131,699,39,0,864,124,487,25,0,634,58,244,30,0,338,8,74,10,0,94,850,4421,287,6,5566,60,372,32,0,468,36,278,19,0,330,89,719,36,7,846,190,800,37,0,1028,184,713,36,0,928,152,709,41,0,895,127,453,28,0,610,58,232,34,0,323,11,144,17,0,168,896,4424,277,5,5598,130,776,60,0,972,60,615,40,0,708,170,1389,80,5,1636,342,1581,81,0,2013,373,1441,85,0,1906,278,1402,74,0,1759,251,941,55,0,1249,110,481,63,4,657,18,219,19,0,262,1745,8845,562,12,11165
POA3633,3,25,4,0,35,0,5,0,0,11,3,23,0,0,26,6,23,4,0,31,10,42,0,0,55,4,37,0,0,47,7,22,0,0,36,3,14,0,0,11,0,0,0,0,0,50,198,17,0,258,3,7,4,0,20,0,11,0,0,15,5,23,0,0,31,7,30,3,0,40,10,35,0,0,50,5,37,3,0,48,7,17,0,0,31,0,0,0,0,5,0,0,0,0,0,44,174,9,0,230,9,38,5,0,55,6,23,0,0,23,6,48,3,0,58,19,50,3,0,75,21,81,0,0,101,16,75,6,0,92,18,45,3,0,67,6,17,0,0,22,0,0,0,0,0,94,370,23,0,493
POA3634,21,53,9,0,78,5,30,3,0,42,10,60,8,0,72,27,79,11,0,116,24,108,10,0,151,28,101,13,0,144,29,79,11,0,121,8,24,9,0,41,0,4,0,0,7,150,547,69,0,766,14,36,7,0,55,10,33,5,0,46,16,62,4,0,85,35,77,5,0,118,31,100,11,0,135,29,99,12,0,140,11,62,6,0,84,7,21,11,0,32,0,7,0,0,8,151,499,55,0,706,31,88,12,0,135,17,61,6,0,89,24,122,7,0,157,64,154,15,0,230,56,209,22,0,283,52,200,25,0,281,43,147,19,0,205,12,47,17,0,79,0,10,4,0,19,299,1040,130,0,1471
POA3635,4,11,0,0,16,0,15,0,0,14,0,23,0,0,33,3,17,6,0,22,3,29,0,0,38,13,39,3,0,53,7,29,7,0,41,3,19,3,0,21,0,5,5,0,6,34,175,26,0,232,6,7,5,0,13,8,8,0,0,16,3,27,7,0,39,5,16,3,0,22,10,36,0,0,42,10,32,7,0,45,7,24,4,0,36,3,15,0,0,16,0,0,4,0,4,40,155,26,0,228,3,16,8,0,28,5,23,0,0,31,8,53,4,0,67,6,30,9,0,38,13,60,6,0,82,18,60,12,0,95,13,47,10,0,73,5,28,7,0,36,0,5,4,0,5,75,334,56,0,465
POA3636,11,109,18,0,141,13,104,9,0,121,32,221,46,0,305,37,187,46,0,264,47,230,60,0,336,64,299,53,0,414,76,238,42,0,361,53,136,28,0,216,16,61,18,0,85,344,1584,309,0,2241,17,122,17,0,158,16,83,11,0,115,35,217,41,0,294,51,183,32,0,268,64,255,32,0,352,72,312,37,0,417,97,219,37,0,352,62,151,31,0,249,12,105,13,0,127,434,1646,258,0,2331,32,232,39,0,296,25,186,24,0,235,69,436,91,0,599,89,374,77,0,536,109,483,93,0,687,136,609,86,0,828,175,458,80,0,707,118,289,56,0,461,25,161,29,0,217,773,3226,563,0,4567
POA3637,0,14,0,0,19,0,6,0,0,11,4,22,3,0,33,5,27,3,0,40,7,32,4,0,49,6,34,3,0,43,11,17,0,0,34,3,14,0,0,13,0,0,0,0,0,53,168,19,0,242,8,9,4,0,25,6,7,0,0,17,12,23,3,0,36,10,23,0,0,31,15,30,3,0,48,3,31,0,0,44,10,20,0,0,32,0,4,0,0,4,0,9,0,0,4,55,164,27,0,245,11,24,7,0,40,8,13,5,0,24,16,44,4,0,70,15,51,7,0,70,20,62,11,0,94,10,70,13,0,87,16,38,4,0,63,3,13,0,0,17,0,9,0,0,11,103,330,45,0,478
POA3638,19,52,9,0,76,7,48,5,0,60,24,74,4,0,100,28,72,11,0,104,29,91,6,0,122,38,122,10,0,169,44,104,9,0,154,21,66,0,0,87,8,18,3,0,29,209,645,53,0,903,11,60,7,0,80,14,45,8,0,60,22,72,5,0,99,27,72,5,0,105,37,83,4,0,127,39,129,10,0,177,47,89,10,0,141,23,61,4,0,87,7,45,3,0,54,230,652,50,0,929,25,116,9,0,152,24,87,12,0,121,45,146,11,0,203,55,145,12,0,209,67,175,10,0,251,74,254,16,0,347,88,188,15,0,295,46,122,3,0,169,13,67,4,0,83,443,1294,103,0,1832
POA3639,0,6,0,0,7,0,5,0,0,7,3,18,0,0,20,0,10,0,0,14,5,26,0,0,27,16,40,3,0,56,14,40,3,0,54,0,19,3,0,25,0,6,0,0,6,44,165,16,0,222,0,7,0,0,13,4,7,0,0,3,7,11,0,0,20,3,14,3,0,20,6,24,0,0,32,20,37,0,0,59,7,30,0,0,45,0,13,0,0,10,3,4,0,0,6,51,142,12,0,210,0,12,5,0,19,5,10,0,0,15,6,30,0,0,36,3,28,0,0,36,16,51,3,0,64,40,71,0,0,117,23,73,7,0,91,4,28,3,0,40,3,3,0,0,6,96,308,23,0,432
POA3640,5,27,11,0,45,3,33,4,0,38,4,52,6,0,61,10,63,10,0,77,17,42,5,0,64,5,52,8,0,73,10,46,6,0,62,3,14,4,0,21,0,4,0,0,5,62,332,46,0,439,5,25,4,0,38,9,18,0,0,26,0,67,6,0,72,19,44,10,0,67,18,41,5,0,72,7,51,9,0,60,14,29,3,0,43,0,13,0,0,13,0,5,0,0,5,65,283,38,0,388,11,53,13,0,76,8,50,10,0,64,3,119,12,0,136,27,99,14,0,140,31,86,19,0,135,18,107,12,0,132,21,76,3,0,100,3,25,4,0,34,0,12,0,0,10,129,613,84,0,826
POA3641,5,29,11,0,36,0,38,0,0,33,11,46,0,0,59,12,52,8,0,73,21,69,11,0,105,13,63,11,0,90,20,64,3,0,85,8,27,0,0,35,0,3,0,0,9,83,388,44,0,520,11,28,4,0,39,4,17,0,0,21,8,55,8,0,73,12,52,3,0,76,12,49,6,0,71,18,60,4,0,85,10,57,7,0,71,4,20,3,0,30,0,9,4,0,13,85,350,41,0,480,9,51,12,0,78,3,55,0,0,52,20,106,13,0,134,25,106,15,0,144,36,114,24,0,177,30,124,18,0,174,29,126,7,0,162,6,48,0,0,64,0,8,5,0,20,170,744,92,0,998
POA3644,58,192,23,0,273,19,145,20,0,192,60,435,47,4,543,83,364,47,0,492,98,425,46,0,567,77,491,42,0,607,119,496,43,0,661,82,323,27,0,429,6,112,19,0,140,597,2986,318,3,3899,53,158,17,0,228,19,158,16,0,193,66,384,50,3,499,84,385,36,0,511,99,412,33,0,551,97,479,30,0,607,134,492,46,3,672,90,290,36,0,419,17,130,15,0,156,657,2894,280,8,3831,109,352,41,0,504,44,302,38,0,378,127,809,99,3,1041,168,754,84,0,1000,200,838,79,0,1115,172,967,69,0,1211,250,991,88,0,1334,169,617,62,0,851,24,243,34,0,298,1256,5879,594,10,7734
POA3646,0,13,8,0,28,0,6,0,0,6,0,15,3,0,20,4,18,3,0,25,13,31,3,0,48,16,36,3,0,53,16,28,0,0,44,6,14,0,0,21,0,0,0,0,0,58,164,16,0,243,4,8,6,0,15,0,9,0,0,9,0,11,3,0,18,8,24,0,0,31,13,27,5,0,46,14,29,7,0,52,17,25,0,0,43,7,14,0,0,14,0,7,0,0,3,77,151,12,0,236,7,25,8,0,47,0,8,0,0,8,6,31,3,0,40,8,44,6,0,58,36,57,5,0,95,33,62,6,0,101,29,50,0,0,82,9,25,4,0,39,0,5,0,0,9,135,311,33,0,476
POA3647,0,5,0,0,9,3,16,0,0,19,5,6,0,0,11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,37,5,11,0,0,11,12,15,0,0,22,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,47,10,11,0,0,24,13,25,0,0,37,5,6,0,0,10,0,3,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,51,3,0,84
POA3649,3,9,4,0,16,0,10,3,0,14,0,25,0,0,31,5,18,0,0,22,5,22,3,0,31,3,29,3,0,39,4,17,5,0,27,0,14,5,0,16,0,7,0,0,7,28,146,30,0,204,0,9,0,0,15,0,11,0,0,9,0,24,0,0,26,0,16,4,0,21,12,16,0,0,33,12,32,6,0,45,4,21,0,0,24,4,9,0,0,14,0,3,0,0,3,41,147,12,0,194,8,20,8,0,31,7,15,0,0,25,0,49,3,0,54,8,32,5,0,45,20,38,3,0,63,16,59,12,0,81,7,38,5,0,55,3,19,3,0,26,0,11,0,0,15,62,288,40,0,396
POA3658,14,160,23,0,194,9,144,17,0,165,34,342,30,0,403,51,282,30,0,360,56,346,33,3,442,63,353,30,0,443,62,240,30,0,331,33,117,11,0,158,4,23,3,0,30,321,2004,203,3,2529,31,129,16,0,175,19,127,14,0,155,28,327,21,0,379,77,267,36,0,376,77,340,32,0,448,64,358,26,0,449,54,218,19,0,296,20,127,19,0,162,3,44,10,0,57,375,1939,193,4,2508,40,290,41,0,378,27,266,27,0,327,64,675,43,0,787,122,543,63,0,734,134,686,66,6,893,122,707,59,0,891,119,464,45,0,631,51,243,28,0,321,9,70,15,0,89,693,3943,396,5,5042
POA3659,0,23,0,0,23,3,14,0,0,19,9,19,0,0,28,4,28,0,0,34,14,34,3,0,56,18,54,3,0,76,10,38,0,0,57,0,19,0,0,24,0,7,0,0,4,63,248,16,0,322,6,14,5,0,23,6,12,0,0,19,16,22,0,0,32,11,20,4,0,35,15,42,3,0,66,20,48,0,0,67,17,34,0,0,46,0,11,0,0,19,0,3,0,0,5,81,215,16,0,313,7,39,5,0,46,9,31,0,0,41,21,43,0,0,63,21,45,4,0,64,29,79,6,0,116,31,104,8,0,144,32,74,0,0,105,7,33,0,0,44,4,9,0,0,17,148,459,31,0,634
POA3660,24,181,27,0,236,14,243,27,0,283,45,369,56,0,468,48,312,48,0,404,67,370,54,0,494,105,434,59,0,599,114,372,41,0,533,56,193,24,0,275,9,69,7,0,88,479,2552,353,0,3380,17,164,12,0,188,18,189,12,0,221,41,359,39,0,431,49,321,37,0,408,89,381,39,0,509,101,453,51,0,604,122,364,35,0,523,58,211,15,0,280,5,124,18,0,149,497,2556,260,4,3322,44,340,42,0,423,41,433,44,0,512,81,722,93,0,905,95,628,88,0,812,163,751,97,0,1006,209,891,109,0,1204,235,744,76,0,1055,114,406,42,0,554,7,195,26,0,229,981,5106,611,0,6704
POA3662,15,97,12,0,127,9,154,22,0,189,21,160,16,0,193,25,108,5,0,137,8,47,0,0,64,0,11,0,0,14,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,82,586,57,0,731,4,15,5,0,23,7,40,4,0,51,14,98,6,0,118,19,52,0,0,68,7,20,0,0,30,0,6,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,49,227,13,0,299,18,118,16,0,153,19,196,24,0,237,36,256,17,0,313,39,157,10,0,208,16,70,3,0,90,0,12,0,0,19,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,130,821,73,0,1024
POA3663,0,4,0,0,4,0,5,0,0,9,0,10,0,0,12,3,3,0,0,5,5,5,5,0,7,5,19,0,0,24,0,9,0,0,14,0,6,0,0,5,0,0,0,0,0,14,58,11,0,78,0,0,0,0,3,0,0,0,0,0,5,4,0,0,6,0,3,3,0,10,0,7,0,0,10,3,15,0,0,16,0,8,0,0,14,0,7,0,0,12,0,0,0,0,0,14,45,10,0,66,0,5,0,0,10,0,3,0,0,7,5,14,0,0,19,8,6,6,0,19,3,12,5,0,19,4,29,0,0,36,8,18,4,0,28,0,15,0,0,15,0,0,0,0,0,30,101,21,0,149
POA3664,0,26,0,0,28,10,20,0,0,27,6,37,3,0,41,9,47,0,0,59,18,62,0,0,80,17,67,6,0,82,15,60,0,0,77,21,25,4,0,41,0,9,0,0,16,107,343,14,0,457,0,18,4,0,26,4,21,0,0,23,5,38,0,0,42,21,53,0,0,77,20,60,0,0,79,17,72,4,0,89,27,63,0,0,84,7,33,3,0,44,3,8,0,0,14,108,355,18,0,479,4,38,4,0,53,13,44,0,0,49,14,70,5,0,87,31,95,4,0,133,37,116,3,0,160,36,131,10,0,170,41,121,0,0,168,33,54,4,0,90,5,23,0,0,27,209,698,31,0,938
POA3665,0,7,3,0,8,0,6,0,0,8,0,5,3,0,7,0,16,4,0,14,8,12,3,0,25,8,20,0,0,29,12,22,5,0,43,3,14,0,0,19,0,0,5,0,5,45,103,20,0,161,3,10,0,0,14,0,4,0,0,7,0,7,0,0,12,6,15,0,0,21,7,23,5,0,32,8,20,4,0,29,18,16,0,0,35,3,14,5,0,18,0,0,0,0,3,49,105,15,0,169,3,18,5,0,25,0,10,0,0,14,0,14,3,0,17,13,26,4,0,39,21,32,8,0,60,15,45,5,0,66,26,44,4,0,76,5,21,0,0,31,0,0,0,0,5,91,208,31,0,335
POA3666,17,98,14,0,127,14,80,9,0,105,30,147,18,0,200,36,167,25,0,229,79,167,21,0,267,91,250,47,0,386,142,311,40,0,499,67,160,22,0,245,17,69,12,0,92,492,1441,212,0,2150,22,88,8,0,120,10,58,9,0,73,31,168,26,0,233,59,184,22,0,265,87,189,29,0,308,106,302,43,0,451,140,267,40,0,447,66,155,21,0,249,11,109,7,0,135,534,1518,209,3,2264,45,180,24,0,250,18,142,19,0,179,69,313,41,0,426,94,350,50,0,499,167,355,52,0,575,198,552,90,0,840,281,583,82,0,945,135,307,47,0,493,28,177,15,0,227,1028,2959,424,3,4415
POA3669,0,13,4,0,22,4,12,8,0,23,6,29,3,0,34,14,31,7,0,49,13,61,17,0,88,36,72,13,0,117,47,93,17,0,159,22,46,7,0,80,4,14,0,0,21,146,377,75,0,597,3,15,5,0,33,5,14,0,0,23,8,36,11,0,52,21,35,8,0,64,18,65,17,0,92,57,97,14,0,160,52,69,11,0,131,15,50,0,0,69,5,33,5,0,41,186,409,74,0,670,11,25,15,0,46,6,33,8,0,47,13,64,11,0,87,38,65,11,0,114,32,125,24,0,181,86,163,30,0,277,105,164,25,0,296,39,98,10,0,149,9,53,5,0,62,333,783,145,0,1269
POA3670,5,13,0,0,16,0,10,0,0,13,5,27,4,0,29,8,16,0,0,25,8,28,3,0,37,11,48,0,0,61,18,40,11,0,69,4,13,3,0,14,0,3,0,0,3,56,189,22,0,268,5,9,0,0,13,0,12,0,0,12,4,17,0,0,26,9,17,3,0,32,3,33,5,0,42,14,50,3,0,69,11,30,4,0,48,3,9,0,0,9,0,6,0,0,6,55,173,12,0,238,4,15,0,0,27,0,21,0,0,23,3,40,4,0,49,22,38,4,0,55,13,62,4,0,76,28,98,3,0,126,32,67,16,0,112,4,19,3,0,25,0,6,0,0,6,109,367,34,0,513
POA3672,34,226,35,0,298,21,215,28,0,261,51,447,54,0,555,79,349,54,0,479,89,421,42,0,546,136,560,67,0,760,177,525,58,0,752,112,358,37,0,506,22,148,22,0,188,711,3249,397,0,4354,28,196,31,0,250,23,191,23,0,237,68,444,55,0,565,107,376,52,0,533,96,521,48,0,662,160,624,53,0,835,211,596,53,0,855,131,403,80,0,618,29,242,53,0,320,849,3587,439,0,4874,62,421,63,0,544,38,408,53,0,496,118,894,110,0,1120,183,722,100,0,1009,184,941,87,0,1210,298,1187,118,0,1601,390,1125,105,0,1611,243,756,120,0,1119,46,388,79,0,512,1562,6829,830,9,9225
POA3673,10,36,5,0,47,4,21,0,0,25,13,43,8,0,60,19,56,12,0,87,22,86,8,0,119,49,127,14,0,191,51,101,17,0,174,21,43,7,0,73,0,7,0,0,10,188,524,70,0,780,7,43,5,0,51,4,18,0,0,25,4,55,4,0,69,37,55,5,0,95,27,88,14,0,131,38,137,14,0,195,52,87,15,0,158,12,35,11,0,53,6,5,0,0,10,180,527,63,0,772,13,83,7,0,97,10,41,3,0,47,16,101,10,0,132,52,107,11,0,179,51,183,25,0,249,91,258,27,0,384,103,191,31,0,327,34,77,18,0,121,6,10,0,0,20,371,1048,128,0,1553
POA3675,14,35,0,0,48,4,24,0,0,36,11,52,4,0,66,18,79,7,0,111,19,97,9,0,135,43,111,12,0,157,43,107,8,0,160,13,38,0,0,53,0,11,3,0,14,170,550,55,0,771,10,47,7,0,65,5,21,6,0,26,19,54,6,0,72,35,79,12,0,123,31,104,8,0,147,36,114,15,0,170,38,83,9,0,131,15,33,8,0,53,0,7,4,0,11,185,553,64,0,807,21,83,8,0,114,10,44,4,0,62,31,102,12,0,142,53,161,22,0,235,56,202,19,0,276,76,227,23,0,326,81,191,18,0,285,29,68,7,0,103,0,17,3,0,25,355,1099,120,0,1579
POA3677,59,483,28,0,563,44,392,25,0,458,113,903,70,0,1079,143,808,57,3,1020,163,851,51,0,1070,185,854,64,0,1101,201,743,72,0,1015,119,542,51,0,710,18,216,52,0,288,1045,5787,465,7,7307,81,438,40,0,560,54,433,30,0,521,148,964,74,0,1185,204,880,54,0,1141,227,934,69,0,1235,211,964,66,0,1243,264,879,50,0,1194,172,668,94,0,928,38,405,75,0,523,1407,6551,563,6,8522,137,920,64,0,1124,97,832,61,0,981,262,1863,145,4,2264,347,1690,110,6,2155,394,1778,118,0,2298,399,1813,124,0,2341,459,1617,123,0,2205,294,1206,146,0,1644,63,624,123,0,808,2450,12340,1028,12,15831
POA3678,32,165,23,0,220,15,92,4,0,105,35,183,8,0,230,84,239,23,0,343,121,312,28,0,465,120,380,28,0,530,129,363,26,0,513,62,154,13,0,223,3,38,3,0,46,599,1919,158,0,2676,34,146,13,0,196,24,65,11,0,96,40,196,14,0,253,102,228,26,0,353,124,371,25,0,520,139,377,26,0,536,112,276,23,0,417,54,130,15,0,200,3,36,3,0,42,631,1827,165,4,2622,61,311,35,0,418,30,154,14,0,200,76,378,26,0,483,182,464,53,0,694,248,679,60,0,989,255,759,58,0,1068,241,636,48,0,927,116,287,32,0,427,9,78,3,0,90,1225,3742,324,3,5296
POA3682,0,9,0,0,13,0,7,4,0,14,0,22,0,0,24,6,24,4,0,34,12,28,0,0,50,13,35,0,0,52,4,32,0,0,43,3,10,0,0,16,0,0,0,0,3,50,174,18,0,245,5,21,0,0,24,0,8,0,0,6,6,25,3,0,31,5,26,0,0,31,20,42,3,0,62,9,36,0,0,49,11,27,0,0,38,4,5,0,0,8,0,4,0,0,3,59,185,14,0,259,3,33,0,0,41,0,19,4,0,19,8,43,3,0,54,17,48,4,0,70,32,75,5,0,114,24,65,3,0,98,19,58,0,0,77,7,15,0,0,27,0,3,0,0,3,112,356,28,0,501
POA3683,13,47,0,0,60,6,24,0,0,29,12,58,4,0,73,10,49,3,0,66,28,91,14,0,131,35,99,10,0,143,35,81,10,0,136,10,56,9,0,78,3,11,0,0,12,158,514,52,0,720,6,39,8,0,51,3,28,0,0,31,12,43,7,0,60,23,55,14,0,88,38,98,13,0,152,38,116,4,0,158,37,92,8,0,135,15,50,9,0,82,3,13,0,0,16,179,530,64,0,775,20,88,7,0,112,14,49,3,0,62,24,98,7,0,130,33,106,19,0,161,66,189,29,0,282,77,214,15,0,303,70,175,16,0,266,31,110,16,0,153,6,22,3,0,24,335,1043,112,0,1490
POA3685,13,50,6,0,66,0,35,5,0,45,17,115,7,0,138,27,104,0,3,136,47,123,8,0,177,61,151,19,0,228,57,139,14,0,208,34,81,7,0,127,0,32,3,0,38,255,834,62,0,1158,14,69,10,0,90,9,52,0,0,62,16,123,8,0,148,42,103,0,0,150,46,129,9,4,190,59,153,7,0,218,69,146,13,0,228,36,61,13,0,105,6,51,3,0,57,298,878,67,4,1245,23,117,13,0,158,12,88,3,0,106,31,235,13,0,287,70,210,4,3,286,88,254,18,4,367,121,298,21,0,445,132,282,25,0,435,74,145,17,0,235,6,84,8,0,94,554,1717,129,4,2407
POA3687,0,22,0,0,19,3,18,0,0,23,6,43,0,0,49,8,40,5,0,57,16,51,8,0,77,12,51,4,0,67,18,65,0,0,81,11,38,7,0,50,0,9,4,0,13,78,331,31,0,437,5,25,0,0,31,0,18,0,0,21,6,40,0,0,40,13,40,4,0,61,9,55,3,0,74,13,61,0,0,79,22,61,5,0,87,8,22,3,0,31,3,7,0,0,14,78,333,20,0,430,0,45,5,0,52,3,37,6,0,43,12,80,3,0,92,28,83,14,0,117,25,110,12,0,149,29,106,6,0,141,37,121,4,0,167,15,62,8,0,79,3,13,7,0,23,157,661,52,0,871
POA3688,12,25,0,0,38,0,14,0,0,19,11,59,11,0,72,18,48,9,0,72,23,55,3,0,85,27,65,3,0,98,10,51,14,0,78,6,24,0,0,32,0,0,0,0,8,113,355,42,0,512,4,30,4,0,44,3,20,0,0,28,19,48,11,0,78,20,63,3,0,86,21,74,5,0,95,28,90,5,0,120,16,40,9,0,61,5,12,3,0,26,0,7,0,0,9,111,388,39,0,539,18,55,6,0,82,7,37,3,0,49,29,104,20,0,154,37,109,14,0,160,47,131,9,0,186,51,152,10,0,216,24,96,15,0,140,10,39,7,0,55,0,7,3,0,10,225,738,81,0,1046
