POA_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA3953,50,966,1018,1124,138,1261,400,30,427,372,25,403,186,15,200,83,8,88,2215,1180,3399
POA3954,4,31,39,59,13,63,19,3,19,21,0,23,10,0,10,0,0,0,110,45,153
POA3956,25,450,471,471,107,582,129,11,145,119,14,135,57,5,65,27,0,23,823,597,1417
POA3957,0,26,22,38,8,40,10,0,17,18,0,18,10,0,10,6,0,6,81,34,117
POA3958,0,23,28,35,8,47,13,0,16,19,6,19,3,0,4,3,0,3,74,40,116
POA3959,9,152,160,189,63,256,51,15,69,43,10,54,23,7,26,13,0,15,337,242,575
POA3960,18,482,498,451,92,537,87,19,105,90,10,99,24,4,31,26,3,27,691,611,1306
POA3962,7,157,165,143,25,168,46,6,50,33,3,41,20,0,19,3,0,6,254,194,448
POA3964,0,24,26,30,9,36,0,0,0,4,0,9,3,0,3,0,0,0,47,30,78
POA3965,0,46,48,42,10,51,6,0,10,4,0,5,0,0,0,0,0,0,61,57,121
POA3966,3,74,79,68,12,79,27,3,30,20,3,21,14,0,14,3,0,9,142,92,232
POA3967,0,13,20,17,3,17,9,0,9,4,0,4,0,0,0,0,0,0,31,17,51
POA3971,24,613,634,671,123,794,180,25,207,144,11,158,71,7,84,35,4,36,1123,783,1907
POA3975,26,414,442,914,103,1021,1021,49,1066,1391,45,1438,641,21,659,438,17,459,4435,652,5090
POA3976,53,1375,1431,1795,290,2086,1556,160,1719,1483,113,1603,776,52,830,656,36,687,6322,2030,8345
POA3977,351,5992,6343,8819,1171,9993,6762,447,7205,7853,342,8194,3536,191,3730,2394,110,2503,29722,8249,37972
POA3978,98,1382,1483,2870,350,3223,2843,167,3009,3377,116,3495,1346,52,1394,782,30,810,11317,2097,13413
POA3979,0,26,29,52,5,56,22,6,26,8,4,9,14,0,14,7,0,10,95,36,137
POA3980,18,266,284,365,36,404,205,13,217,217,8,231,95,11,106,42,0,47,946,336,1278
POA3981,19,415,437,542,73,613,300,16,308,341,11,354,144,8,149,76,0,74,1421,519,1942
POA3984,28,889,922,1030,177,1203,400,30,431,304,18,324,141,12,154,89,8,94,1988,1139,3126
POA3987,9,84,85,174,29,198,84,11,98,91,5,93,49,0,54,28,0,23,426,130,562
POA3988,3,92,97,151,21,172,65,3,68,43,4,43,37,5,37,13,0,10,305,119,431
POA3990,3,6,7,19,4,22,7,0,7,4,0,4,0,0,0,0,0,0,42,9,46
POA3991,3,47,49,57,15,67,19,4,20,14,4,17,8,0,8,3,0,3,107,63,169
POA3992,11,144,154,185,21,209,64,3,70,61,7,66,23,0,28,10,0,10,361,180,538
POA3995,64,1733,1797,1663,276,1936,606,59,666,448,34,483,220,11,236,83,7,96,3083,2119,5200
POA3996,32,840,873,1125,145,1271,238,31,262,287,18,305,143,9,155,35,0,41,1863,1044,2908
POA4000,149,3873,4023,2550,1190,3735,811,377,1189,405,143,542,86,39,119,22,12,40,4014,5634,9648
POA4005,106,3622,3728,2721,776,3492,768,184,947,465,67,535,147,19,168,45,4,52,4251,4674,8929
POA4006,163,6314,6482,3686,1794,5486,866,310,1174,337,100,438,69,24,95,27,7,34,5156,8554,13699
POA4007,105,2701,2802,2157,508,2658,694,94,785,555,36,589,245,14,257,99,5,101,3851,3348,7198
POA4008,3,60,66,30,15,45,9,10,12,12,0,15,3,0,3,0,0,0,60,83,141
POA4009,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
POA4010,26,707,738,514,184,693,135,40,178,102,17,120,25,5,37,9,0,5,820,957,1780
POA4011,106,2184,2285,1728,346,2077,858,85,948,862,37,905,361,4,373,80,0,88,4003,2662,6667
POA4012,152,3393,3549,2789,642,3428,1291,144,1429,1297,61,1352,391,13,410,127,10,134,6041,4265,10309
POA4013,24,607,634,511,110,620,310,35,335,284,19,307,85,4,92,38,3,41,1252,782,2030
POA4014,65,929,994,1375,204,1574,882,70,950,838,24,863,306,6,311,113,10,118,3580,1242,4822
POA4017,214,3225,3437,4105,519,4621,2304,99,2401,2369,57,2424,891,24,908,394,7,403,10271,3932,14200
POA4018,69,1705,1777,1608,206,1816,851,56,909,747,18,764,283,10,290,152,3,155,3712,2000,5707
POA4019,145,3240,3388,2783,519,3300,1110,85,1193,850,43,895,323,23,348,172,10,179,5379,3919,9301
POA4020,195,3703,3905,3858,543,4400,1307,92,1396,1117,55,1167,424,16,444,200,8,205,7104,4411,11518
POA4021,55,1082,1141,1074,166,1242,594,63,658,444,29,469,199,15,210,133,4,138,2502,1351,3854
POA4022,27,775,807,910,113,1022,393,21,415,339,15,356,192,15,200,109,5,105,1961,946,2903
POA4025,3,41,46,25,29,51,0,9,9,0,3,6,0,0,0,0,5,9,37,86,124
POA4030,109,2576,2688,2157,742,2898,939,176,1113,894,66,963,319,27,341,92,5,101,4504,3594,8099
POA4031,93,1778,1877,1604,313,1925,806,76,882,867,34,903,304,16,318,87,0,85,3770,2217,5990
POA4032,113,2813,2926,2355,529,2887,986,136,1116,739,49,787,289,10,301,131,7,137,4620,3535,8155
POA4034,269,4804,5067,5287,833,6121,2827,195,3025,2553,107,2659,982,55,1031,463,18,478,12375,6012,18384
POA4035,146,1401,1553,2899,190,3091,1692,56,1749,2009,29,2033,758,5,762,295,4,298,7798,1692,9491
POA4036,28,446,474,804,90,896,456,27,485,390,20,402,151,3,157,108,3,113,1938,589,2529
POA4037,30,207,236,724,35,761,518,5,530,627,7,632,250,0,254,87,0,87,2245,254,2496
POA4051,181,3024,3207,3007,639,3647,1610,245,1848,1792,89,1884,667,28,691,176,11,189,7438,4032,11474
POA4053,321,4346,4668,5409,831,6239,2956,243,3199,2947,133,3078,995,36,1033,363,15,372,12988,5608,18594
POA4054,85,1201,1292,1635,171,1804,905,44,947,884,19,899,309,11,314,128,3,130,3949,1450,5392
POA4055,118,971,1088,2306,148,2449,1357,39,1397,1756,31,1790,621,8,633,212,0,214,6375,1195,7569
POA4059,81,1708,1792,1411,522,1933,660,225,879,659,104,759,185,32,213,65,9,78,3052,2601,5656
POA4060,72,997,1066,1134,215,1346,712,62,774,982,32,1017,424,8,437,130,4,130,3449,1317,4765
POA4061,124,904,1030,1751,115,1871,1062,48,1109,1299,15,1317,512,9,521,159,0,159,4905,1094,5999
POA4064,83,1560,1639,1357,376,1734,634,186,819,555,97,652,220,24,249,66,8,72,2917,2244,5156
POA4065,63,662,719,897,100,998,592,62,651,728,33,755,332,15,340,69,4,78,2675,870,3544
POA4066,116,2593,2708,2312,863,3178,842,284,1120,720,91,822,262,31,298,65,6,73,4324,3877,8200
POA4067,36,1050,1090,1040,514,1556,472,254,726,432,90,517,136,46,187,46,19,62,2170,1975,4147
POA4068,152,2593,2745,2744,738,3484,1483,320,1802,1432,115,1546,461,48,511,162,12,169,6441,3819,10262
POA4069,138,1572,1715,3447,266,3711,2058,82,2141,2717,52,2768,1101,26,1123,365,8,368,9828,2009,11832
POA4070,60,520,581,1189,78,1265,786,15,800,934,14,942,333,4,338,147,0,144,3441,632,4067
POA4073,42,484,530,968,63,1034,586,14,601,680,10,693,224,3,228,91,0,89,2589,578,3168
POA4074,134,1322,1454,2680,224,2898,1571,59,1631,1653,36,1690,592,5,600,274,7,281,6901,1649,8550
POA4075,162,2210,2365,2639,421,3058,1466,110,1583,1667,49,1721,660,20,680,224,6,229,6821,2818,9636
POA4076,16,446,464,464,118,580,292,32,326,235,16,256,110,3,117,83,9,90,1204,632,1831
POA4077,119,2857,2980,2736,574,3312,1984,242,2226,1723,134,1853,919,76,991,940,50,990,8423,3934,12360
POA4078,126,1733,1864,2424,262,2684,1606,92,1702,1626,75,1698,698,31,729,472,11,481,6947,2206,9154
POA4101,225,5665,5891,4400,1674,6071,1600,407,2004,1156,169,1327,373,55,428,139,18,161,7891,7999,15889
POA4102,50,1516,1563,1158,611,1771,428,186,618,320,80,393,126,29,150,48,21,72,2133,2442,4573
POA4103,85,2012,2096,1699,550,2251,785,279,1070,618,106,724,209,28,238,86,13,101,3496,2983,6474
POA4104,53,1027,1073,861,179,1040,373,59,423,332,20,353,133,9,143,38,0,39,1782,1291,3073
POA4105,79,1682,1761,1655,413,2067,791,104,889,763,43,804,223,20,240,104,8,106,3607,2266,5875
POA4106,12,273,285,142,49,193,74,22,95,62,6,66,28,3,31,19,6,22,339,354,699
POA4107,32,530,562,676,114,788,419,57,474,414,18,435,157,12,171,60,0,64,1760,732,2488
POA4108,23,608,632,606,153,762,352,69,420,291,53,343,119,11,132,85,16,100,1479,910,2390
POA4109,113,2292,2405,3063,602,3669,2019,328,2338,1942,223,2168,974,118,1094,840,74,912,8940,3643,12585
POA4110,43,944,989,1369,233,1606,1075,93,1161,979,57,1033,435,30,464,323,12,331,4221,1362,5584
POA4111,0,105,113,97,19,113,50,7,50,42,4,47,14,0,16,0,0,0,206,134,339
POA4112,17,265,280,605,74,679,497,27,524,585,21,611,330,10,342,200,3,208,2232,411,2642
POA4113,95,1860,1952,2609,432,3046,1952,218,2169,1735,138,1874,683,57,741,505,29,532,7575,2734,10304
POA4114,102,2920,3027,2128,664,2794,1392,303,1701,1033,187,1221,692,79,771,906,65,970,6256,4226,10483
POA4115,68,936,1005,1811,195,2008,1239,86,1330,1365,40,1404,577,23,596,323,4,328,5383,1284,6668
POA4116,97,1054,1151,2160,252,2414,1783,123,1899,1858,58,1918,824,35,861,528,17,546,7249,1532,8784
POA4117,11,99,111,150,28,176,146,17,162,186,22,209,93,7,96,105,4,106,684,174,855
POA4118,139,1698,1837,2923,427,3356,1857,136,2002,1823,118,1935,805,51,859,644,20,663,8196,2455,10652
POA4119,14,335,354,530,50,581,423,46,467,458,14,476,193,6,198,137,8,145,1758,465,2222
POA4120,53,1629,1682,1312,408,1724,551,149,697,395,59,456,125,15,146,44,3,51,2482,2264,4750
POA4121,141,2023,2166,2481,370,2851,1497,142,1640,1891,63,1960,653,31,684,222,7,232,6884,2641,9523
POA4122,202,3869,4064,4542,849,5389,2805,300,3107,2974,122,3096,1126,51,1176,520,20,549,12172,5214,17381
POA4123,89,1221,1309,2080,225,2306,1489,81,1568,1578,52,1630,653,18,668,337,12,349,6229,1607,7835
POA4124,101,1055,1162,1949,233,2181,1278,78,1352,1429,62,1493,739,29,766,515,19,538,6009,1479,7493
POA4125,54,944,998,1300,215,1516,733,89,816,636,43,671,317,31,346,272,13,279,3306,1328,4636
POA4127,143,2335,2480,2768,387,3155,1557,116,1669,1390,68,1457,667,41,710,461,27,485,6991,2971,9962
POA4128,59,992,1049,1803,177,1983,1067,41,1104,1086,21,1113,417,7,425,267,11,278,4700,1249,5949
POA4129,25,390,420,645,90,736,428,35,465,377,15,396,165,5,172,139,7,145,1784,542,2326
POA4130,39,442,476,903,79,986,546,23,571,617,13,630,239,0,246,151,3,154,2498,566,3063
POA4131,47,932,975,976,265,1247,614,120,740,496,68,567,266,37,304,297,31,329,2706,1448,4152
POA4132,99,1493,1597,1680,423,2105,1292,177,1467,1281,159,1438,779,82,859,891,72,958,6030,2401,8427
POA4133,100,1829,1928,1951,387,2342,1146,154,1301,1015,97,1116,591,58,644,534,37,571,5337,2564,7903
POA4151,111,2567,2681,2117,541,2662,928,158,1093,921,59,987,361,14,378,93,4,99,4542,3351,7889
POA4152,250,3812,4062,5260,647,5902,2990,247,3240,3056,114,3172,1142,38,1179,399,18,418,13099,4871,17971
POA4153,21,224,251,445,50,491,278,15,290,302,9,317,120,0,118,76,0,75,1235,302,1541
POA4154,58,337,394,895,62,957,702,22,726,997,13,1009,378,6,387,135,0,137,3170,442,3617
POA4155,8,55,64,129,17,149,67,0,68,84,0,84,55,3,57,39,0,38,384,75,462
POA4156,10,87,93,279,22,307,199,5,209,262,5,264,122,0,128,63,0,63,933,120,1053
POA4157,90,1690,1785,2290,265,2551,1205,73,1272,1102,43,1137,447,15,460,277,9,290,5410,2089,7502
POA4158,24,492,516,531,75,609,217,19,235,209,11,219,64,0,68,26,0,26,1086,586,1675
POA4159,89,1119,1204,1764,130,1898,817,38,858,915,23,937,370,10,378,174,8,177,4132,1317,5450
POA4160,124,1234,1365,2288,155,2440,1182,45,1220,1247,15,1258,484,9,496,176,6,185,5501,1463,6961
POA4161,76,1132,1209,1886,187,2068,1075,50,1123,984,30,1019,361,10,376,216,6,225,4600,1416,6017
POA4163,113,2074,2188,2295,241,2537,837,45,884,719,13,732,293,10,299,144,0,148,4411,2380,6786
POA4164,97,887,984,1956,169,2127,1188,45,1234,1366,38,1406,523,11,537,259,3,265,5393,1151,6545
POA4165,214,2434,2650,4692,408,5104,2335,85,2426,2474,63,2527,1000,27,1029,470,11,478,11190,3024,14213
POA4169,123,2873,2993,2251,850,3099,647,279,920,399,104,499,145,24,171,51,19,67,3610,4141,7746
POA4170,199,2729,2930,3048,763,3803,1647,256,1901,1677,115,1788,544,35,581,161,12,174,7272,3920,11187
POA4171,140,1636,1771,1920,312,2231,1015,81,1097,1074,37,1108,366,17,386,102,4,111,4616,2087,6702
POA4172,23,409,431,599,113,710,309,35,345,277,18,290,116,0,116,48,0,49,1360,582,1940
POA4173,60,759,817,983,149,1128,599,34,638,463,15,475,178,6,184,79,6,83,2358,966,3319
POA4174,18,187,208,298,42,337,213,16,224,198,4,199,47,0,50,34,0,32,800,254,1054
POA4178,179,2775,2953,3047,423,3473,1658,110,1768,1549,50,1597,539,27,566,258,12,274,7223,3404,10628
POA4179,112,1732,1850,2323,198,2520,1235,63,1295,1354,33,1382,450,13,461,159,10,164,5634,2047,7682
POA4183,12,332,348,316,162,477,71,35,107,90,28,120,29,5,35,18,9,24,534,572,1105
POA4184,59,1795,1854,1501,375,1880,377,51,430,165,21,184,63,7,74,36,5,37,2206,2252,4459
POA4205,40,912,949,802,141,944,321,29,347,225,12,236,106,9,113,62,4,62,1549,1111,2657
POA4207,318,5812,6131,6907,1202,8111,3802,408,4206,3395,253,3650,1701,158,1857,1245,73,1317,17363,7915,25275
POA4208,99,976,1080,2186,237,2429,1449,88,1540,1620,63,1681,754,30,787,423,20,442,6536,1422,7959
POA4209,374,2804,3177,6248,1104,7350,4577,489,5065,4751,323,5073,2118,162,2274,1266,78,1344,19324,4954,24280
POA4210,105,1005,1109,1989,221,2210,1397,92,1492,1594,60,1654,622,24,644,374,9,384,6084,1410,7493
POA4211,327,4611,4941,6588,1037,7626,3818,267,4086,3814,158,3975,1470,79,1546,835,22,852,16856,6183,23036
POA4212,185,2219,2407,4354,589,4946,1988,126,2113,1890,102,1994,689,36,725,374,6,384,9481,3083,12568
POA4213,140,1456,1599,2762,363,3128,1828,126,1957,2050,81,2134,877,35,914,552,22,569,8212,2079,10295
POA4214,156,2661,2822,3910,685,4592,2313,252,2566,2302,148,2450,874,59,933,505,34,541,10063,3844,13906
POA4215,345,9062,9400,7101,2420,9513,2977,615,3590,1659,261,1920,601,96,699,288,43,332,12967,12492,25455
POA4216,272,5386,5662,6232,1119,7348,2117,262,2377,1620,106,1729,548,45,593,209,16,228,11003,6938,17933
POA4217,271,6960,7234,6186,2157,8340,2021,548,2574,1629,249,1873,562,79,641,241,30,272,10907,10020,20929
POA4218,217,4462,4678,4673,1520,6191,1808,354,2157,1575,181,1755,545,57,604,202,21,220,9016,6592,15603
POA4220,207,3625,3828,3914,1115,5029,1842,305,2145,1693,137,1830,573,29,604,190,19,205,8426,5231,13650
POA4221,182,2948,3123,3295,877,4173,1632,190,1822,1647,105,1754,569,35,604,253,7,263,7573,4154,11735
POA4223,71,1267,1342,1656,265,1922,870,87,961,928,39,967,341,3,352,166,4,171,4036,1680,5711
POA4224,51,751,800,757,207,968,419,55,474,403,31,435,122,13,137,49,0,49,1810,1056,2866
POA4225,66,1529,1592,1376,554,1931,364,79,446,187,24,212,54,11,68,33,8,40,2082,2203,4281
POA4226,207,2977,3184,4352,632,4986,2396,227,2618,2149,112,2266,679,34,714,313,14,324,10092,3997,14087
POA4227,135,1830,1963,2452,444,2896,1472,162,1635,1505,105,1601,528,34,558,230,10,237,6321,2579,8892
POA4228,21,193,212,439,50,491,292,20,304,350,21,372,172,10,180,121,4,124,1389,300,1681
POA4270,26,165,186,407,54,463,257,19,278,243,14,255,106,5,113,112,8,117,1154,259,1410
POA4272,51,674,726,1175,143,1321,405,29,434,393,26,418,173,14,187,87,6,95,2289,890,3181
POA4275,17,221,235,408,74,481,214,22,236,189,18,207,110,4,115,62,12,66,1006,340,1341
POA4280,97,749,844,1717,210,1932,1212,82,1292,1234,85,1318,648,48,692,509,26,535,5421,1195,6614
POA4285,118,1676,1792,2465,332,2793,1149,87,1241,1107,61,1166,533,36,561,411,9,420,5772,2200,7970
POA4287,4,89,96,107,33,136,32,0,35,29,5,38,9,0,9,10,0,10,188,128,316
POA4300,326,3766,4090,5628,829,6454,4168,291,4455,4449,195,4644,1914,92,2008,1288,55,1343,17766,5226,22992
POA4301,190,2339,2533,2688,540,3230,1933,192,2124,1847,133,1981,979,76,1056,1092,43,1135,8730,3319,12048
POA4303,23,426,452,436,101,532,214,50,266,137,26,164,73,18,89,77,8,89,953,634,1583
POA4304,111,2186,2297,2004,372,2383,1002,127,1134,790,49,837,380,32,411,250,17,267,4534,2792,7328
POA4305,396,6916,7316,6970,1133,8100,3700,283,3985,3155,138,3296,1470,86,1562,897,35,928,16586,8597,25186
POA4306,219,2309,2526,4409,445,4856,2542,152,2696,2714,68,2773,1204,47,1249,641,25,659,11728,3034,14761
POA4307,3,87,87,208,36,242,79,5,90,86,9,95,35,0,35,28,0,25,445,129,573
POA4309,19,307,325,462,62,520,165,14,176,162,14,174,85,4,93,39,4,39,929,403,1330
POA4310,30,621,650,917,112,1033,280,24,310,255,16,267,117,3,122,68,6,81,1674,788,2461
POA4311,52,817,874,1222,184,1403,527,39,568,485,28,517,253,17,271,199,12,212,2746,1099,3847
POA4312,28,348,380,439,79,520,112,17,127,84,9,89,45,0,43,30,0,29,731,452,1185
POA4313,16,296,317,356,55,415,101,9,115,86,0,88,36,0,40,38,0,38,639,364,1002
POA4314,37,503,533,511,119,632,135,21,153,84,10,96,55,11,67,37,6,39,859,664,1525
POA4340,38,521,556,694,149,848,314,37,352,258,27,287,152,20,170,72,6,81,1529,769,2301
POA4341,87,1257,1341,1862,305,2164,845,66,910,791,39,832,376,22,399,279,11,286,4235,1702,5936
POA4342,9,219,230,304,62,370,130,22,148,108,22,126,63,8,66,55,7,57,665,341,1005
POA4343,67,1035,1100,1248,214,1461,597,95,694,506,80,583,225,45,264,208,36,236,2845,1501,4342
POA4344,23,186,209,305,66,371,152,20,174,117,15,128,58,12,67,52,0,52,702,303,1001
POA4346,4,88,95,133,16,152,61,0,66,44,0,42,38,3,38,9,0,7,284,114,398
POA4347,4,110,117,157,24,185,70,5,72,52,4,58,27,0,33,27,0,27,341,154,494
POA4350,754,13988,14742,13842,2226,16064,5915,590,6506,5002,273,5275,2344,130,2472,1443,47,1491,29295,17258,46561
POA4352,193,1553,1742,3651,317,3967,1654,84,1739,1787,63,1850,885,32,922,508,15,524,8676,2064,10744
POA4353,0,35,37,33,6,41,25,3,29,14,0,20,6,0,9,4,0,4,88,43,134
POA4354,10,111,120,176,26,200,57,3,60,44,3,52,34,0,37,22,0,23,346,139,485
POA4355,20,364,392,435,83,515,113,19,131,97,3,104,45,4,49,25,0,28,738,481,1212
POA4356,33,429,462,618,102,719,252,35,288,203,17,229,135,15,155,88,7,85,1332,603,1936
POA4357,14,340,350,327,73,398,105,23,129,96,18,113,44,3,45,29,5,38,615,462,1079
POA4358,23,229,252,331,60,396,167,21,190,149,7,157,87,5,92,36,0,32,794,323,1115
POA4359,14,104,113,174,34,207,71,3,74,61,3,60,40,5,44,21,0,23,377,147,519
POA4360,0,59,58,84,15,97,29,5,33,17,6,26,15,3,15,10,0,10,153,86,236
POA4361,24,302,325,392,48,437,129,11,142,89,9,98,57,5,63,34,0,34,724,374,1100
POA4362,19,277,293,388,52,434,113,17,130,107,8,115,54,3,59,32,5,35,714,358,1068
POA4363,3,42,44,76,10,82,26,6,32,23,3,30,13,3,13,15,7,17,156,61,224
POA4364,0,15,19,23,10,35,8,0,11,6,0,6,0,0,0,3,0,3,43,24,73
POA4365,6,69,72,88,30,112,36,3,40,13,3,18,7,0,10,9,0,9,148,110,258
POA4370,110,2287,2403,2580,379,2956,942,103,1049,767,40,809,392,31,426,249,19,264,5041,2864,7906
POA4371,11,74,87,107,13,123,26,0,33,24,0,24,18,5,23,7,0,7,201,94,294
POA4372,0,18,22,21,0,24,8,0,3,3,0,3,4,0,4,4,0,4,40,24,61
POA4373,7,130,138,161,29,192,35,8,44,37,5,41,10,0,10,7,0,7,261,172,433
POA4374,4,52,55,63,13,74,15,3,18,17,0,15,6,0,6,3,0,3,109,69,182
POA4375,0,20,22,31,3,37,13,4,16,3,0,5,3,0,3,5,0,6,54,36,87
POA4376,0,47,47,47,16,57,13,0,15,11,0,13,9,0,4,8,0,8,81,69,147
POA4377,3,53,60,97,21,112,31,0,35,22,3,20,14,3,19,3,0,3,173,83,250
POA4378,5,29,30,90,4,95,21,4,28,24,4,24,14,5,22,9,6,8,160,42,205
POA4380,65,1092,1153,1161,192,1353,334,45,378,308,32,337,162,13,177,86,9,98,2115,1386,3496
POA4381,9,68,75,101,22,124,33,3,38,20,0,27,16,6,17,8,0,8,186,106,292
POA4382,8,54,55,83,21,96,24,0,17,15,0,15,7,0,8,7,0,7,135,77,214
POA4383,8,102,110,101,20,122,26,6,29,17,6,20,4,0,4,3,0,3,159,130,290
POA4384,0,6,7,3,3,7,5,0,5,0,0,0,0,0,0,0,0,0,9,10,20
POA4385,13,198,208,168,39,206,54,8,60,41,3,45,19,0,19,13,0,14,302,254,555
POA4387,8,194,207,190,35,226,64,13,80,50,0,52,22,3,31,13,0,17,351,248,598
POA4388,6,42,42,50,11,55,17,3,19,19,3,16,6,0,9,0,0,0,97,55,153
POA4390,48,702,751,746,204,952,334,51,383,290,27,323,166,16,176,83,9,94,1668,1010,2674
POA4400,28,123,148,243,24,274,113,8,121,106,3,113,57,4,63,46,3,47,591,167,760
POA4401,43,539,583,648,103,755,298,32,329,254,17,273,140,5,144,90,4,99,1478,702,2180
POA4402,0,44,48,51,12,65,10,0,8,8,0,8,6,0,7,5,0,5,74,61,135
POA4403,3,76,79,92,21,113,31,0,33,35,4,39,19,4,24,18,4,24,202,107,316
POA4404,5,37,41,63,15,78,18,0,25,23,0,23,10,0,9,6,3,4,122,66,190
POA4405,100,1446,1539,1584,286,1870,748,77,825,659,51,708,325,21,348,241,12,250,3647,1894,5539
POA4406,10,147,152,221,43,262,87,16,102,68,5,74,37,3,41,28,4,31,444,217,666
POA4407,7,54,60,65,23,85,35,3,37,13,0,18,7,0,11,3,0,5,132,83,210
POA4408,4,82,85,78,15,84,18,0,21,27,3,30,7,0,9,7,0,7,137,97,233
POA4410,10,154,166,164,23,188,59,4,71,38,3,48,19,3,19,13,0,12,303,198,500
POA4411,0,20,18,38,6,47,9,0,11,13,4,15,10,0,12,6,0,6,81,32,109
POA4412,0,26,30,17,3,26,21,3,18,7,4,14,0,0,5,0,0,0,46,38,90
POA4413,61,929,983,896,264,1162,398,55,456,363,54,416,208,29,234,125,14,140,2049,1345,3394
POA4415,17,338,349,255,102,357,102,23,121,72,14,81,46,9,51,30,3,31,507,480,994
POA4416,6,48,52,51,16,66,20,7,24,19,0,16,10,3,8,0,0,0,106,70,177
POA4417,6,97,104,85,35,112,35,0,37,23,7,31,16,0,22,10,0,10,177,144,317
POA4418,0,10,14,17,3,23,0,0,0,4,0,4,0,0,0,0,0,0,23,15,40
POA4419,5,145,153,121,51,173,33,6,41,38,6,45,18,3,15,10,0,7,222,218,441
POA4420,10,125,129,154,39,191,49,4,55,47,5,55,24,6,25,14,6,21,304,179,483
POA4421,20,327,346,238,80,317,90,21,113,66,11,75,29,0,38,36,4,40,478,456,932
POA4422,4,56,64,57,16,70,17,3,22,22,5,23,8,3,10,4,0,4,109,85,195
POA4423,0,22,22,24,9,25,7,0,7,8,0,7,3,3,6,4,0,4,47,33,77
POA4424,0,18,23,23,0,28,9,0,13,10,0,10,9,0,12,4,0,4,62,22,85
POA4425,3,17,21,25,3,24,4,0,4,5,0,5,3,0,3,3,0,3,48,21,66
POA4426,0,27,32,18,0,23,8,5,8,7,0,8,0,0,0,0,0,0,31,39,67
POA4427,0,33,36,46,24,64,13,0,13,9,0,12,4,0,4,5,0,5,73,64,141
POA4428,4,69,78,80,17,97,34,4,34,26,8,34,10,0,9,7,0,7,166,95,259
POA4454,9,94,102,76,42,117,35,10,41,26,4,36,7,3,10,5,0,7,162,153,312
POA4455,100,992,1093,879,288,1167,425,54,478,405,41,449,192,30,228,84,13,98,2093,1426,3513
POA4461,0,5,5,6,0,6,0,0,4,0,0,0,4,0,4,0,0,0,11,8,19
POA4462,3,18,23,18,5,22,6,0,6,4,0,3,0,0,0,0,0,0,30,25,58
POA4465,9,174,186,149,83,229,49,8,56,48,12,60,18,0,19,21,0,20,298,278,577
POA4467,0,17,17,15,5,29,8,7,13,7,0,7,0,0,0,5,0,5,35,30,67
POA4468,3,36,40,40,16,58,9,0,14,7,0,7,6,0,6,0,0,0,70,53,125
POA4470,31,507,542,382,190,575,142,25,168,107,20,123,52,12,63,35,9,46,752,774,1524
POA4472,22,204,219,207,75,279,64,17,77,52,7,59,16,0,19,14,0,14,379,292,669
POA4474,0,6,10,5,8,13,4,0,3,0,0,0,4,0,4,3,0,3,18,13,34
POA4477,3,71,73,63,34,99,27,5,27,14,6,21,15,0,11,5,0,5,128,118,247
POA4478,10,57,65,66,35,100,28,5,29,18,0,19,16,3,13,0,0,3,134,102,234
POA4479,0,0,8,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8
POA4480,11,108,121,70,73,140,35,5,41,22,0,22,17,5,15,8,0,8,151,192,347
POA4481,0,22,26,14,31,46,3,0,7,5,0,5,0,0,3,0,0,3,26,58,83
POA4482,6,27,34,14,22,35,9,0,6,0,0,6,0,0,0,0,0,3,29,51,78
POA4486,0,108,106,83,39,122,29,5,33,26,0,32,10,0,10,14,0,12,167,150,320
POA4487,25,361,381,366,132,500,159,22,179,122,11,136,80,9,86,41,6,48,794,543,1336
POA4488,3,38,44,29,31,59,15,0,12,9,0,9,4,0,3,5,0,10,62,71,134
POA4489,6,5,12,8,0,14,3,0,3,5,0,5,4,0,4,0,0,0,16,15,32
POA4490,10,246,257,185,164,339,66,8,75,67,9,72,28,0,31,21,3,20,369,427,796
POA4491,0,21,21,21,19,36,0,0,0,6,0,3,0,0,0,0,0,0,30,34,63
POA4492,0,74,77,30,33,65,12,5,12,10,0,12,4,0,4,7,0,8,67,115,179
POA4493,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,0,5,7,7
POA4494,0,15,23,12,3,18,9,3,14,0,0,0,5,0,6,4,0,4,30,24,54
