POA_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
POA5259,39,0,6,0,0,0,0,0,0,0,53,4,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,42,3,5,0,3,0,0,0,0,0,63,32,0,4,0,0,0,0,0,0,4,45,0,0,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,37,0,7,0,3,0,0,4,0,4,53,73,9,7,0,0,0,0,0,0,4,94,5,0,3,0,4,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
POA5260,48,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,4,0,0,0,0,57,47,0,0,0,0,0,0,0,0,3,59,4,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,3,0,0,0,69,96,0,0,0,0,0,0,0,0,3,104,8,0,0,0,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
POA5261,6,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,15,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA5262,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,16,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5263,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5264,32,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,39,45,0,5,0,0,0,0,0,0,4,51,5,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,50,0,8,6,0,0,0,0,0,5,69,79,0,5,0,0,0,0,0,0,0,88,4,3,6,3,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
POA5265,9,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,23,8,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,5,0,0,0,21,19,4,0,0,0,0,5,0,0,0,34,6,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
POA5266,10,5,7,0,0,0,0,0,0,0,22,0,0,4,5,4,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,3,5,8,0,0,4,0,0,0,45,11,3,9,0,0,0,3,0,0,0,23,0,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,9,9,3,9,0,9,0,0,0,38,14,10,7,0,3,0,3,0,0,0,43,0,3,8,8,3,0,4,3,0,0,37,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
POA5267,26,4,3,0,0,0,0,0,0,3,40,3,0,3,0,4,6,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30,3,9,0,3,3,0,4,0,3,58,39,4,9,0,0,0,0,0,0,4,57,0,0,5,3,8,3,8,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,3,8,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,41,12,8,3,8,3,10,5,0,4,89,62,14,14,0,0,0,0,0,0,5,95,6,5,3,4,5,3,13,6,0,0,44,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,5
POA5268,48,17,5,0,5,0,0,0,0,4,82,14,25,53,16,24,23,30,13,5,0,204,5,14,31,10,7,14,6,5,0,0,84,0,0,0,0,0,0,0,0,0,0,0,13,43,88,21,31,33,38,14,5,4,289,0,0,0,0,0,0,0,0,0,0,0,62,58,93,28,34,37,43,9,0,8,375,55,10,6,6,0,4,7,0,0,4,92,12,22,36,16,23,26,18,10,3,0,163,3,8,5,6,0,0,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,18,28,37,21,27,26,26,7,3,0,199,0,0,0,0,0,0,0,0,0,0,0,71,39,48,25,27,26,38,7,3,3,288,103,27,17,4,4,4,9,0,4,6,174,23,49,89,28,50,51,51,20,4,4,369,7,17,36,16,9,14,15,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,30,70
POA5269,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5270,9,5,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0,0,0,19,10,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,18,15,5,8,0,0,0,5,0,0,6,36,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA5271,143,30,32,7,4,12,6,0,0,12,253,29,39,91,18,31,26,44,7,12,5,303,4,16,51,11,13,13,15,10,0,6,152,0,0,0,0,0,0,0,0,0,0,3,31,60,144,34,44,37,54,21,11,13,457,0,0,0,0,0,0,0,0,0,0,5,181,90,180,40,53,48,62,24,11,24,713,134,24,28,7,3,9,3,4,0,10,220,27,27,55,26,27,14,35,4,0,3,220,11,13,16,14,24,7,8,5,0,5,95,0,0,0,0,0,0,0,0,0,0,0,36,37,70,33,54,23,43,7,3,11,314,0,0,0,0,0,0,6,0,0,0,4,167,62,101,48,58,30,50,10,8,19,540,280,53,58,17,12,19,12,3,0,20,477,57,64,145,46,56,34,79,15,14,10,526,11,32,67,29,39,24,23,13,0,6,247,0,0,0,0,0,0,0,0,0,0,3,71,100
POA5272,15,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,7,6,0,0,0,0,3,0,0,31,9,0,3,0,0,0,0,5,0,0,20,3,0,6,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,5,5,0,0,0,0,8,0,0,32,29,0,3,0,0,0,0,5,0,3,41,3,0,7,0,0,0,0,7,0,0,15,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,7
POA5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5275,52,3,7,0,0,0,0,0,0,0,63,3,4,0,0,0,0,0,0,0,0,10,0,0,3,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,48,11,6,0,3,0,0,0,0,0,81,65,8,3,0,0,0,0,0,0,7,87,0,3,3,0,0,0,7,0,0,0,9,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,72,9,8,0,5,0,4,0,0,7,106,117,10,4,0,0,0,0,0,0,8,153,5,11,4,0,0,0,7,0,0,0,20,0,0,4,4,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,11
POA5276,43,6,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,3,4,0,0,12,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44,6,3,0,0,0,4,4,0,4,67,49,0,0,0,0,0,0,0,0,0,63,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,56,7,8,0,0,0,0,0,0,10,84,92,9,4,0,0,0,0,0,0,7,119,6,4,0,0,0,0,4,4,0,0,18,0,5,6,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,6
POA5277,67,3,0,0,0,0,0,3,0,12,95,4,0,3,0,5,0,3,0,0,3,19,0,0,0,0,4,4,8,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,5,3,7,3,11,4,0,7,35,0,0,0,0,0,0,0,0,0,3,3,78,4,8,4,7,3,13,3,0,17,135,73,6,3,0,0,0,0,0,0,0,89,7,4,0,6,6,7,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,7,7,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,82,15,9,6,7,9,0,0,0,4,127,142,13,10,0,0,0,0,3,0,13,187,14,3,3,5,4,9,0,0,0,10,49,3,0,0,0,3,4,10,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,3
POA5278,19,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,4,27,13,0,0,0,4,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,28,27,6,4,0,4,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0
POA5279,21,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,27,15,0,0,0,0,0,0,0,0,4,23,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,4,30,38,0,0,0,0,0,0,0,0,9,45,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
POA5280,203,10,4,0,0,0,0,0,0,17,238,20,10,11,3,0,6,0,0,0,0,54,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,10,11,3,0,6,0,0,0,6,68,0,0,0,0,0,0,0,0,0,0,0,229,16,17,3,0,12,4,0,0,22,302,240,14,6,0,4,4,3,0,0,12,279,26,12,13,6,10,5,3,0,0,6,72,0,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,25,11,18,3,10,5,4,0,0,4,91,0,0,0,0,0,0,0,0,3,0,3,268,30,18,8,11,6,9,0,3,21,367,441,21,9,3,3,3,0,0,0,28,517,41,22,22,4,8,10,4,0,0,10,133,8,0,0,5,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,50,21
POA5290,565,60,39,8,3,9,9,9,0,33,732,112,101,122,18,36,42,33,7,4,10,486,10,28,36,5,5,10,7,8,0,0,121,5,0,0,0,0,0,0,0,0,3,6,124,131,163,23,42,45,50,16,4,14,616,4,0,0,0,0,0,0,0,0,5,9,692,186,204,30,52,59,54,24,4,54,1355,633,73,52,17,6,9,6,5,0,37,831,165,114,132,29,37,34,39,7,9,8,571,24,39,40,8,8,3,15,11,0,10,167,4,0,0,0,0,0,0,0,0,0,4,191,158,172,38,47,41,52,18,12,16,740,0,0,0,0,0,0,0,0,0,0,3,821,224,228,52,57,51,60,17,12,52,1575,1197,125,93,27,14,16,14,7,0,71,1567,278,217,260,50,79,73,71,7,11,15,1056,36,73,79,10,18,13,31,17,5,9,287,6,0,0,0,0,0,0,0,0,0,12,320,284
POA5291,198,29,20,3,0,4,5,0,0,13,274,27,13,19,3,0,0,0,4,0,0,65,0,5,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,29,15,22,3,0,0,3,5,0,3,77,0,0,0,0,0,0,0,0,0,74,80,227,47,41,6,5,4,7,5,0,91,431,193,28,24,5,0,5,10,0,0,15,273,18,25,16,6,0,13,6,4,0,0,89,3,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,24,24,14,6,0,13,6,4,8,0,98,0,0,0,0,0,0,0,0,0,0,0,217,54,36,12,0,17,8,4,9,15,372,392,53,40,4,7,9,10,0,3,23,543,42,33,33,16,0,11,8,8,4,0,151,3,10,5,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,47,39
POA5301,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,15,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,22,24,7,0,0,0,0,0,0,0,0,26,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5302,11,8,0,0,0,0,0,0,0,0,24,0,3,4,0,0,6,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,6,10,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,13,13,8,0,0,6,14,0,0,0,59,15,6,0,0,0,0,5,0,0,3,26,0,3,6,0,0,0,7,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,7,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,12,11,4,0,0,0,10,4,0,3,57,25,13,4,0,0,0,5,0,0,6,52,3,10,6,4,7,4,19,8,0,0,62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10
