POA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
POA7182,..,0,0,0,3,6,16,7,3,34,..,0,0,6,0,0,6,0,0,15,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,5,0,3,4,5,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,9,11,9,21,22,11,3,95,..,0,0,3,0,15,11,3,0,34,..,0,0,3,0,0,3,0,0,15,..,0,0,0,0,4,0,0,0,6,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA7183,..,0,0,0,0,3,0,0,0,6,..,0,0,0,5,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,7,0,0,21,..,0,0,0,0,3,3,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA7184,..,0,4,10,17,31,40,27,0,121,..,4,9,9,13,14,5,0,0,52,..,0,0,0,0,4,0,0,0,9,46,..,..,..,..,..,..,..,..,46,..,4,..,..,..,..,..,..,..,4,..,16,13,4,5,0,0,0,0,31,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,3,0,0,0,11,..,0,4,4,9,24,25,8,0,82,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,47,30,31,27,47,76,76,41,5,378,..,0,10,10,23,31,37,21,0,127,..,0,10,10,14,14,5,0,0,59,..,0,4,9,15,9,0,0,0,28,44,..,..,..,..,..,..,..,..,44,..,14,..,..,..,..,..,..,..,14,..,5,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,3,0,8
POA7185,..,0,0,0,3,8,7,0,0,24,..,0,0,0,6,0,9,0,0,11,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,4,6,5,18,16,4,0,57,..,0,0,4,3,13,0,0,0,27,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA7186,..,0,0,4,8,4,20,9,0,44,..,5,0,0,3,7,0,0,0,10,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,3,7,6,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,5,0,10,10,15,29,12,3,96,..,0,0,0,5,7,16,5,0,38,..,4,4,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,4,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA7187,..,0,0,0,4,10,8,5,0,25,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,5,4,11,0,0,20,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,15,15,5,5,70,..,0,0,3,4,9,6,0,4,25,..,0,0,3,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA7190,..,5,25,48,89,169,218,125,20,701,..,7,23,26,27,42,31,4,0,161,..,0,6,4,7,13,0,3,0,32,165,..,..,..,..,..,..,..,..,165,..,28,..,..,..,..,..,..,..,28,..,48,25,18,17,4,0,0,0,113,..,5,0,4,0,3,0,0,0,17,..,3,0,0,0,0,0,0,0,8,..,0,11,4,3,10,4,9,0,38,..,6,22,23,25,62,67,50,9,257,6,12,9,0,5,12,5,0,0,39,0,0,4,0,0,0,0,0,0,4,169,115,124,122,181,302,325,188,34,1564,..,0,38,64,96,188,210,78,12,698,..,11,33,27,36,36,24,0,0,166,..,5,16,24,21,6,10,12,3,87,160,..,..,..,..,..,..,..,..,160,..,29,..,..,..,..,..,..,..,29,..,21,11,4,4,6,0,0,0,49,..,0,0,0,0,5,7,3,0,15
POA7209,..,0,4,5,11,18,27,17,0,85,..,0,6,4,5,0,0,0,0,22,..,0,0,0,3,0,0,0,0,10,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,9,0,0,5,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,4,6,12,5,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,15,13,12,31,36,47,26,4,196,..,0,0,6,20,24,20,9,4,88,..,4,3,4,10,4,4,0,0,19,..,0,0,6,0,0,0,0,0,7,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,3,0,0,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4
POA7210,..,5,11,20,34,32,55,31,9,181,..,4,7,4,11,8,4,3,0,40,..,0,0,5,5,0,0,0,0,12,78,..,..,..,..,..,..,..,..,78,..,12,..,..,..,..,..,..,..,12,..,20,8,0,0,0,0,0,0,27,..,6,3,0,0,0,0,3,0,14,..,0,3,0,0,0,0,0,0,7,..,3,0,0,3,4,7,0,0,13,..,0,10,9,12,17,27,8,0,86,0,4,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,82,41,43,40,59,68,92,50,3,479,..,4,14,24,36,41,51,13,0,181,..,0,10,8,8,3,3,4,0,37,..,0,9,9,12,10,0,0,0,44,62,..,..,..,..,..,..,..,..,62,..,15,..,..,..,..,..,..,..,15,..,15,0,0,4,0,0,0,0,27,..,4,0,0,0,5,4,0,0,17
POA7211,..,0,0,7,4,17,3,4,0,41,..,3,7,3,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,3,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,12,9,12,19,15,5,5,108,..,0,0,9,7,15,7,3,0,44,..,0,10,3,5,0,0,0,0,17,..,0,3,0,0,0,0,0,0,6,23,..,..,..,..,..,..,..,..,23,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
POA7212,..,0,14,41,66,85,88,43,8,341,..,4,20,15,23,25,19,6,0,104,..,0,0,3,4,3,3,3,0,14,140,..,..,..,..,..,..,..,..,140,..,34,..,..,..,..,..,..,..,34,..,32,17,3,8,0,0,0,0,57,..,0,3,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,4,..,0,0,0,4,0,5,3,0,7,..,7,4,7,11,14,25,10,8,96,0,3,8,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,138,80,76,72,120,132,133,62,18,830,..,0,31,45,68,97,79,29,5,349,..,8,17,23,18,27,14,0,0,104,..,4,4,15,12,10,7,9,0,53,111,..,..,..,..,..,..,..,..,111,..,27,..,..,..,..,..,..,..,27,..,24,13,0,6,0,0,0,0,39,..,0,0,0,0,0,0,3,0,6
POA7213,..,0,0,3,5,8,11,5,0,37,..,0,5,7,4,3,0,0,0,23,..,0,0,0,0,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,8,..,..,..,..,..,..,..,8,..,3,0,0,4,0,0,0,0,7,..,4,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,3,0,7,4,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,11,15,16,24,28,5,0,138,..,0,0,8,12,6,9,0,0,35,..,0,3,3,8,3,0,0,0,20,..,0,0,3,4,0,0,0,0,11,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,6,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4
POA7214,..,0,7,7,17,21,25,10,0,96,..,0,7,11,5,9,7,0,0,37,..,0,0,0,0,0,0,0,0,6,43,..,..,..,..,..,..,..,..,43,..,4,..,..,..,..,..,..,..,4,..,17,3,9,5,0,0,0,0,30,..,0,0,0,0,0,4,0,3,5,..,0,5,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,3,3,5,16,18,4,3,58,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,45,26,18,32,34,53,59,21,9,296,..,0,4,18,17,27,22,4,0,94,..,3,10,8,4,10,7,0,0,38,..,0,0,3,4,5,4,4,0,21,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,4,3,0,5,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3
POA7215,..,0,48,75,98,161,206,88,19,697,..,8,38,51,42,43,51,4,0,247,..,0,0,11,7,8,0,5,4,29,248,..,..,..,..,..,..,..,..,248,..,27,..,..,..,..,..,..,..,27,..,35,18,16,5,0,0,0,0,88,..,10,4,0,3,3,3,3,0,24,..,9,7,0,0,0,0,0,0,18,..,8,11,5,3,11,5,6,0,50,..,4,25,24,47,85,89,29,13,331,5,8,9,5,5,6,5,0,0,48,0,0,0,0,0,0,0,0,0,0,255,106,172,191,220,320,365,138,37,1805,..,0,74,96,98,193,152,71,7,692,..,12,60,43,50,50,19,5,0,243,..,0,19,26,32,9,12,0,0,94,226,..,..,..,..,..,..,..,..,226,..,23,..,..,..,..,..,..,..,23,..,18,6,0,9,3,0,0,0,38,..,4,0,3,0,6,3,3,4,27
POA7216,..,0,23,46,70,135,198,120,14,619,..,12,31,29,27,53,33,6,0,187,..,0,4,3,11,3,3,3,0,27,208,..,..,..,..,..,..,..,..,208,..,31,..,..,..,..,..,..,..,31,..,32,24,8,20,8,3,0,0,90,..,0,5,0,0,5,10,3,0,16,..,4,3,0,0,0,3,0,0,12,..,5,4,4,3,10,8,0,0,35,..,4,13,14,36,81,93,41,8,292,5,3,4,3,6,8,5,0,0,38,0,0,0,0,0,0,0,0,0,0,212,92,118,115,166,303,344,176,26,1566,..,0,32,64,90,163,175,90,10,629,..,21,36,37,30,50,19,3,0,194,..,5,17,29,24,15,12,11,4,113,194,..,..,..,..,..,..,..,..,194,..,21,..,..,..,..,..,..,..,21,..,42,8,4,7,9,0,0,0,61,..,0,0,3,0,6,6,0,0,22
POA7248,..,12,372,426,348,368,333,223,38,2119,..,101,269,153,130,76,36,11,4,777,..,4,36,33,54,35,20,14,3,195,1420,..,..,..,..,..,..,..,..,1420,..,254,..,..,..,..,..,..,..,254,..,318,200,71,50,10,4,0,0,652,..,77,81,19,18,20,28,12,3,265,..,63,138,25,9,9,6,0,0,239,..,152,317,63,31,49,28,6,0,656,..,45,139,131,175,202,150,94,38,978,24,44,49,46,19,17,5,0,0,208,4,0,0,4,0,0,0,0,0,13,1447,1070,1602,968,838,790,605,365,86,7769,..,47,461,415,365,355,318,155,20,2132,..,138,295,145,94,72,25,16,0,781,..,50,192,207,184,122,48,33,9,845,1334,..,..,..,..,..,..,..,..,1334,..,254,..,..,..,..,..,..,..,254,..,208,88,33,29,16,0,0,0,371,..,51,38,7,30,39,46,17,13,239
POA7249,..,10,326,422,372,344,331,225,66,2095,..,87,301,159,110,63,24,13,3,758,..,6,18,17,40,25,5,3,7,128,1146,..,..,..,..,..,..,..,..,1146,..,248,..,..,..,..,..,..,..,248,..,228,106,36,26,19,5,0,0,415,..,31,25,9,12,14,10,9,0,109,..,27,72,8,5,7,8,0,0,122,..,57,139,41,23,21,13,9,3,303,..,41,130,96,126,128,105,74,50,741,18,35,35,19,15,14,5,4,0,147,0,0,0,0,0,4,0,0,0,3,1165,764,1160,803,727,639,509,326,127,6217,..,25,413,432,392,331,303,171,40,2109,..,147,296,152,106,53,18,6,0,778,..,17,97,157,172,71,32,13,14,569,1179,..,..,..,..,..,..,..,..,1179,..,262,..,..,..,..,..,..,..,262,..,136,57,14,15,7,3,0,0,240,..,37,21,5,9,29,26,14,0,146
POA7250,..,38,846,1482,1683,1720,1647,986,213,8609,..,228,723,446,362,260,155,33,6,2215,..,13,52,116,139,97,29,23,14,484,4134,..,..,..,..,..,..,..,..,4134,..,1083,..,..,..,..,..,..,..,1083,..,942,459,160,126,52,5,0,0,1751,..,114,102,34,20,40,35,19,9,373,..,81,146,28,19,19,9,4,0,308,..,197,353,84,66,72,63,24,10,861,..,103,332,309,413,510,448,309,133,2563,51,110,91,62,60,57,19,14,3,460,4,4,3,3,3,0,0,0,0,13,4183,2906,3102,2725,2897,2827,2409,1403,389,22845,..,58,1100,1598,1835,1775,1504,736,106,8716,..,320,784,438,355,238,103,20,6,2262,..,74,300,521,606,274,126,101,45,2049,3953,..,..,..,..,..,..,..,..,3953,..,1158,..,..,..,..,..,..,..,1158,..,582,201,78,64,38,10,0,0,983,..,91,66,29,25,74,73,62,35,453
POA7252,..,0,37,100,111,170,148,78,14,652,..,6,31,30,29,23,12,4,0,141,..,0,0,0,9,8,4,0,0,23,236,..,..,..,..,..,..,..,..,236,..,57,..,..,..,..,..,..,..,57,..,59,39,11,6,7,0,0,0,121,..,5,0,0,0,4,4,0,0,13,..,4,3,0,3,0,0,0,0,12,..,3,0,0,8,8,0,5,0,24,..,5,6,9,13,47,38,13,5,134,0,0,5,5,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,236,134,127,151,192,262,211,101,16,1429,..,5,46,112,135,186,127,46,3,670,..,4,42,25,28,14,17,3,0,136,..,0,9,11,16,11,0,9,0,64,205,..,..,..,..,..,..,..,..,205,..,49,..,..,..,..,..,..,..,49,..,27,21,4,3,0,0,0,0,52,..,0,0,0,0,4,3,9,3,22
POA7253,..,0,49,87,116,206,218,120,25,827,..,25,59,51,29,32,16,7,0,227,..,0,7,11,15,13,5,0,0,53,418,..,..,..,..,..,..,..,..,418,..,92,..,..,..,..,..,..,..,92,..,96,46,26,18,9,0,0,0,193,..,8,7,0,4,4,12,3,0,37,..,8,6,0,7,0,4,0,0,28,..,7,9,6,0,16,6,8,4,64,..,7,29,27,66,98,92,44,15,384,8,10,14,9,3,3,4,5,0,52,0,0,0,0,0,0,0,0,0,0,423,265,227,219,259,382,359,182,50,2374,..,7,79,96,138,196,224,79,7,827,..,37,63,44,34,32,10,5,0,238,..,14,61,83,45,18,12,12,3,253,384,..,..,..,..,..,..,..,..,384,..,86,..,..,..,..,..,..,..,86,..,58,24,6,8,7,0,0,0,103,..,7,3,0,6,12,11,12,5,38
POA7254,..,0,4,9,19,33,24,9,0,99,..,0,10,4,3,8,0,0,0,31,..,0,0,5,0,0,0,0,0,14,46,..,..,..,..,..,..,..,..,46,..,9,..,..,..,..,..,..,..,9,..,7,4,0,9,4,0,0,0,22,..,0,0,0,3,0,0,0,0,4,..,5,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,13,6,6,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,19,34,25,41,57,38,13,5,271,..,0,10,15,21,25,21,6,0,102,..,0,7,3,5,5,4,0,0,30,..,0,0,3,3,0,0,0,0,14,58,..,..,..,..,..,..,..,..,58,..,5,..,..,..,..,..,..,..,5,..,8,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
POA7255,..,0,5,10,17,26,50,25,0,139,..,8,15,11,10,13,15,3,0,68,..,0,0,0,0,0,0,0,0,4,47,..,..,..,..,..,..,..,..,47,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,14,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,5,0,0,10,..,0,3,6,3,21,30,16,0,83,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,47,21,23,32,42,72,96,47,3,389,..,0,3,18,24,31,45,18,0,139,..,5,11,18,13,12,5,0,0,61,..,0,0,7,0,0,0,3,0,14,46,..,..,..,..,..,..,..,..,46,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4
POA7256,..,0,18,40,33,48,63,33,8,244,..,8,23,23,19,11,8,4,0,98,..,0,0,3,0,6,0,0,0,17,119,..,..,..,..,..,..,..,..,119,..,11,..,..,..,..,..,..,..,11,..,13,15,5,0,0,0,0,0,33,..,3,3,0,0,0,0,0,0,13,..,0,5,0,0,0,0,0,0,5,..,6,8,7,0,0,0,0,0,24,..,0,8,23,23,28,21,17,6,132,0,5,4,4,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,128,46,85,100,82,98,96,55,13,709,..,4,22,48,31,49,57,21,0,244,..,8,34,22,15,14,4,0,0,94,..,0,3,8,5,9,7,3,0,36,104,..,..,..,..,..,..,..,..,104,..,9,..,..,..,..,..,..,..,9,..,3,5,0,0,0,0,0,0,16,..,0,0,0,0,0,4,0,0,8
POA7257,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,4,4,0,25,..,0,0,0,0,0,3,0,0,5,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,4,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA7258,..,0,8,33,55,56,59,17,0,231,..,0,4,11,6,7,4,0,0,34,..,0,0,0,0,6,0,3,0,7,103,..,..,..,..,..,..,..,..,103,..,22,..,..,..,..,..,..,..,22,..,13,10,5,0,0,0,0,0,31,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,0,0,0,0,6,..,0,0,0,0,7,8,5,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,108,35,26,53,71,75,64,31,0,467,..,0,16,38,61,63,46,9,0,237,..,0,6,4,7,10,5,0,0,29,..,0,0,4,6,0,0,4,0,17,70,..,..,..,..,..,..,..,..,70,..,24,..,..,..,..,..,..,..,24,..,11,9,0,3,0,0,0,0,21,..,0,0,0,0,0,0,0,4,7
POA7259,..,0,5,17,27,22,17,7,0,98,..,0,9,6,5,4,3,0,0,25,..,0,0,0,0,0,4,0,0,10,37,..,..,..,..,..,..,..,..,37,..,8,..,..,..,..,..,..,..,8,..,12,7,3,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,5,..,0,3,6,0,15,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,25,32,41,48,36,8,0,241,..,0,10,16,30,28,17,3,0,104,..,0,6,10,11,6,0,0,0,26,..,0,0,0,0,0,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,11,..,..,..,..,..,..,..,11,..,4,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4
