POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA3594,3,9,13,35,28,63,0,0,0,0,0,0,0,0,0,40,42,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,3,4,9,19,0,0,0,0,0,0,16,21,34,9,0,12,0,0,0,119,103,226,11,3,10,12,11,21,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,110,97,209,0,0,0,0,0,0,112,97,214,33,30,62,0,0,0,294,260,551
POA3595,5,6,11,27,31,56,0,0,0,3,0,8,0,0,0,52,49,100,0,3,5,0,3,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,3,13,5,0,5,0,3,3,21,20,39,11,13,20,0,0,0,130,129,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,162,136,296,0,0,0,0,0,0,162,136,294,50,43,95,0,0,0,358,316,668
POA3596,4,0,4,3,4,4,0,0,0,0,0,0,0,0,0,17,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,20,28,46,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,37,0,0,0,0,0,0,20,24,42,8,10,13,0,0,0,53,53,108
POA3597,19,16,36,20,17,39,0,0,0,5,5,17,0,0,0,48,40,91,0,0,4,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,18,4,20,0,0,0,6,0,6,16,11,31,15,13,25,0,0,0,145,96,239,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,56,138,0,0,0,0,0,0,82,56,138,14,9,25,10,0,10,280,181,463
POA3599,0,0,3,15,9,18,0,0,0,0,0,0,0,0,0,9,4,16,10,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,31,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,56,0,0,0,0,0,0,36,20,56,24,10,33,0,0,0,90,59,147
POA3607,0,0,0,8,4,20,0,0,0,0,4,4,0,0,0,17,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,62,0,4,5,0,0,0,42,24,62,12,9,24,0,0,0,85,70,151
POA3608,11,14,25,157,175,339,0,0,0,15,11,26,0,0,0,343,369,712,3,0,0,8,10,16,4,0,4,0,3,0,9,10,18,0,0,0,0,0,5,5,6,5,56,52,109,0,0,3,3,0,3,51,56,116,7,16,21,0,0,0,665,721,1384,7,6,15,3,7,13,0,0,0,0,0,0,0,0,0,0,4,6,0,5,5,564,511,1070,0,0,0,0,0,0,564,507,1075,159,144,309,0,0,0,1417,1409,2831
POA3610,0,0,5,90,73,169,0,0,0,4,3,14,0,0,0,149,148,297,0,0,3,10,4,16,3,5,4,0,0,0,0,4,4,0,0,0,4,3,8,3,10,11,20,13,27,0,0,4,0,0,0,30,43,70,0,10,11,0,0,4,320,313,640,0,0,0,4,8,8,0,0,0,0,0,0,0,4,4,0,0,5,3,5,7,340,294,637,0,0,0,0,0,0,340,296,641,243,55,297,0,0,0,917,678,1596
POA3612,14,14,29,125,120,245,0,0,0,14,4,16,0,0,0,133,188,320,0,0,0,5,8,15,3,3,4,0,0,0,6,4,8,0,0,0,3,0,3,7,10,9,39,34,70,4,0,5,0,4,4,43,44,86,13,13,25,0,0,0,386,439,821,0,0,0,4,3,10,0,0,0,0,0,0,0,0,5,0,3,3,0,3,6,397,304,708,0,0,3,0,3,3,400,319,716,114,82,199,0,0,0,921,859,1781
POA3614,0,3,3,55,60,114,0,0,0,0,0,0,0,0,0,89,71,163,0,3,3,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,3,0,4,3,5,7,5,9,10,0,0,0,0,0,0,23,26,50,5,0,9,0,0,0,187,184,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,254,214,469,0,0,0,0,0,0,261,214,476,33,27,66,0,0,0,479,435,915
POA3616,17,28,49,243,296,540,0,0,0,8,15,26,0,0,0,711,767,1480,3,4,11,8,13,20,0,0,0,0,0,0,10,6,12,0,0,0,4,7,13,63,55,116,97,108,204,3,0,5,8,8,19,103,133,239,65,75,138,0,0,0,1329,1483,2820,7,15,29,51,48,103,0,0,0,0,0,0,9,15,26,4,10,8,15,23,34,1075,959,2034,3,6,15,0,5,4,1083,972,2051,231,205,439,0,0,8,2741,2782,5519
POA3617,0,0,0,14,17,30,0,0,0,0,0,0,0,0,0,11,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,4,0,7,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,36,47,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,60,0,0,0,0,0,0,36,28,60,7,4,17,0,0,0,79,79,161
POA3618,3,6,11,34,33,69,0,0,0,0,0,0,0,0,0,66,74,139,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,5,3,13,0,0,0,0,0,0,23,18,35,8,3,10,0,0,0,151,143,295,6,4,11,8,4,7,0,0,0,0,0,0,0,0,3,0,4,4,0,4,6,145,122,265,0,0,0,0,4,4,141,130,272,33,34,70,0,0,0,350,315,662
POA3620,13,27,42,436,496,931,0,0,0,27,33,60,0,0,0,834,956,1783,5,6,13,22,21,34,7,17,25,9,9,10,7,11,22,0,0,6,12,16,19,88,72,162,119,124,242,7,23,32,0,4,9,259,316,581,145,121,263,0,0,4,1973,2231,4203,16,9,26,34,23,56,0,0,0,0,0,0,5,10,16,7,11,11,9,16,26,1672,1544,3218,6,5,8,7,5,12,1687,1549,3239,333,315,652,0,11,6,4070,4184,8254
POA3621,0,7,6,143,146,293,0,0,0,4,8,12,0,0,0,226,224,452,0,0,4,0,0,0,0,0,3,0,0,4,3,4,4,0,0,0,4,0,6,24,22,44,42,32,77,0,0,0,0,0,0,45,75,123,25,28,56,0,0,3,532,543,1074,0,3,8,13,3,14,5,0,10,0,0,0,0,4,3,0,0,0,0,4,5,580,548,1124,0,0,4,0,4,4,577,551,1130,80,64,142,0,0,0,1218,1174,2394
POA3622,0,0,0,26,26,58,0,0,0,5,4,12,0,0,0,52,63,114,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,9,10,12,6,21,0,0,0,0,0,0,20,16,35,6,8,7,0,0,0,128,132,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,109,211,0,0,0,0,0,0,105,113,212,26,27,50,0,0,0,256,270,523
POA3623,0,5,11,55,67,119,0,0,0,3,0,3,0,0,0,84,79,161,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,21,20,41,0,0,0,0,0,0,23,20,45,12,9,17,0,0,0,211,209,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,199,183,379,0,0,0,3,5,8,201,184,383,29,21,53,0,3,4,445,429,876
POA3624,0,0,0,31,29,64,0,0,0,0,0,5,0,0,0,44,51,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,15,0,0,0,3,4,13,0,0,0,0,0,0,16,20,30,9,12,22,0,0,0,111,129,242,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,120,259,0,0,0,0,0,0,139,120,259,27,30,63,0,0,0,277,286,569
POA3629,27,57,81,471,552,1026,0,0,0,19,26,50,0,0,0,923,976,1901,9,7,10,28,28,57,35,45,81,0,9,11,3,12,12,0,0,0,19,10,27,24,40,61,105,131,234,0,10,9,11,8,18,171,249,421,91,105,202,0,0,5,1917,2206,4126,44,42,85,82,49,127,0,0,0,5,3,3,59,52,114,4,16,17,66,65,133,1919,1811,3729,13,3,15,5,14,14,1939,1826,3763,600,494,1091,4,8,6,4675,4748,9425
POA3630,195,222,416,1027,1340,2363,0,0,0,153,150,303,23,27,55,3268,3712,6977,25,38,64,182,195,381,30,60,90,52,45,91,37,44,82,12,27,37,48,47,96,147,164,316,305,363,666,21,31,49,15,24,38,519,744,1264,387,453,838,7,12,13,6260,7464,13730,299,278,579,1654,1518,3172,9,11,21,0,0,0,359,269,628,67,64,125,421,337,758,5322,5119,10445,26,18,50,22,22,44,5373,5162,10535,1497,1463,2953,26,24,53,15723,16486,32214
POA3631,46,61,101,526,652,1179,0,0,0,64,76,138,39,30,70,1758,1833,3594,9,15,23,173,146,324,34,44,79,10,15,20,11,14,25,26,13,43,27,26,54,58,65,126,112,138,252,9,7,17,8,7,16,313,399,708,170,179,343,3,4,9,3352,3658,7009,147,121,266,455,434,895,0,7,6,0,3,0,336,305,638,19,22,45,354,330,681,2464,2163,4626,13,6,16,8,10,15,2486,2178,4662,409,372,784,8,6,16,7262,7166,14423
POA3633,0,0,0,34,33,67,0,0,0,0,4,6,0,0,0,73,71,143,0,0,0,4,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,13,15,0,0,0,0,0,0,22,28,47,12,5,15,0,0,0,144,151,295,0,0,0,12,9,22,0,0,0,0,0,0,9,5,14,0,0,0,12,5,11,137,103,234,0,0,0,0,0,0,137,100,237,25,12,37,0,0,0,327,282,604
POA3634,0,5,5,89,100,191,0,0,0,4,0,4,0,0,0,190,211,396,0,0,0,3,0,6,0,0,6,0,0,0,4,4,8,0,0,0,0,0,0,3,11,14,20,30,51,0,4,3,0,0,0,65,85,152,21,19,38,0,0,0,406,462,866,0,0,0,6,7,10,0,0,0,0,0,0,3,3,4,0,9,9,3,8,9,431,329,761,7,4,11,0,0,0,436,336,770,109,89,197,0,0,0,969,902,1870
POA3635,0,3,3,25,33,52,0,0,0,5,0,4,0,0,0,47,48,97,0,0,3,0,0,7,0,0,0,0,0,0,0,3,6,0,0,0,4,0,6,6,0,3,14,8,21,0,0,0,0,0,0,10,17,22,4,9,12,0,0,0,111,124,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,109,231,0,0,0,0,0,0,123,115,233,27,37,62,0,0,0,269,276,549
POA3636,17,19,37,242,344,590,0,0,0,22,25,42,0,0,0,519,618,1137,5,18,26,9,8,18,4,6,12,4,0,8,3,3,5,0,0,0,6,5,9,11,25,33,95,102,195,8,13,13,3,0,7,174,215,391,39,65,102,0,0,0,1155,1436,2590,13,3,16,0,0,0,0,0,0,0,0,0,9,3,5,4,12,12,8,11,21,1101,978,2081,11,9,14,0,0,3,1116,989,2100,387,295,690,0,0,0,2700,2757,5458
POA3637,3,7,10,32,25,55,0,0,0,0,0,0,0,0,0,65,72,137,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,21,0,0,0,0,0,0,22,15,41,5,5,13,0,0,0,137,144,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,129,270,0,4,4,0,0,0,143,138,279,33,35,65,0,0,0,313,317,632
POA3638,3,4,13,100,113,211,0,0,0,11,21,32,49,50,101,245,257,501,0,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,3,18,29,42,0,0,0,0,0,6,73,90,162,16,21,39,0,0,0,523,588,1114,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,487,430,911,0,0,0,4,0,4,489,432,917,72,66,135,0,0,0,1100,1098,2196
POA3639,0,4,4,38,28,63,0,0,0,0,3,0,0,0,0,47,44,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,21,0,0,0,0,0,0,10,19,33,0,4,5,0,0,0,109,111,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,98,216,0,0,0,0,0,0,124,98,217,21,15,42,0,0,0,256,228,481
POA3640,4,0,5,47,40,90,0,0,0,0,0,3,0,0,0,126,106,233,0,3,5,0,0,3,0,0,0,4,0,4,6,0,6,0,0,0,0,0,4,0,3,3,17,15,38,0,0,0,0,0,0,18,27,53,9,6,12,0,0,0,238,210,448,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,3,4,3,3,8,233,220,452,0,0,0,0,0,0,233,221,454,56,50,109,0,0,0,543,489,1025
POA3641,0,0,0,80,77,157,0,0,0,5,4,9,0,0,0,121,118,238,0,0,0,5,7,9,3,6,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,13,22,34,0,0,0,0,0,0,40,56,102,9,11,14,0,0,0,278,300,580,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,286,250,539,0,0,3,0,0,0,284,257,539,72,54,130,0,0,0,648,611,1263
POA3644,79,78,153,548,613,1163,0,0,0,18,18,32,0,0,0,1285,1311,2592,0,0,0,9,6,17,10,17,24,0,4,4,19,8,26,0,3,9,0,11,12,17,30,49,115,103,220,3,11,16,0,3,5,246,288,531,44,48,92,0,0,0,2331,2478,4807,19,13,30,99,62,156,0,0,0,0,0,0,66,57,123,13,8,23,83,71,148,1663,1525,3190,12,3,16,5,6,10,1678,1538,3216,411,353,760,3,8,10,4696,4591,9282
POA3646,0,0,4,22,25,52,0,0,0,3,0,7,0,0,0,48,57,105,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,0,0,37,42,83,5,3,7,0,0,0,132,145,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,116,256,3,0,3,0,0,0,136,116,261,24,17,39,0,0,0,290,291,577
POA3647,0,3,0,5,3,5,0,0,0,0,0,0,0,0,0,6,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,29,3,6,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,38,0,0,0,0,0,0,14,25,38,3,4,3,0,0,0,44,46,88
POA3649,0,4,4,19,21,38,0,0,0,4,6,14,0,0,0,42,54,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,4,4,0,5,9,5,3,8,0,0,4,0,0,6,20,26,47,6,4,12,0,0,0,108,124,232,0,0,0,5,0,9,0,0,0,0,0,0,5,3,4,0,5,5,5,7,4,92,87,178,0,0,0,0,0,5,94,86,181,27,19,49,0,0,0,240,240,475
POA3658,14,16,32,301,358,662,0,0,3,22,20,33,0,0,0,602,582,1184,0,0,0,28,31,62,4,0,5,4,3,3,4,9,11,0,0,0,4,3,10,5,4,15,54,64,122,19,24,40,10,9,13,67,93,164,45,53,100,0,0,0,1181,1260,2438,4,0,7,16,9,24,0,3,3,0,0,0,0,0,0,14,25,41,17,25,43,1581,1458,3038,16,14,28,5,4,15,1601,1474,3082,284,263,547,3,4,5,3128,3054,6181
POA3659,5,8,10,52,65,116,0,0,0,0,0,0,0,0,0,70,59,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,15,18,30,0,0,0,0,6,5,11,19,28,3,0,5,0,0,0,151,167,323,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,192,154,346,4,0,4,3,4,6,196,155,351,27,21,50,0,0,0,381,363,744
POA3660,25,51,73,418,464,881,0,0,0,22,30,49,0,0,0,830,884,1710,0,0,3,25,26,56,0,7,9,3,9,9,10,22,35,0,0,3,17,15,33,25,21,47,116,122,237,10,11,17,5,5,10,105,137,243,50,46,99,0,5,7,1638,1808,3446,16,18,30,14,7,21,0,0,0,3,0,4,13,19,28,8,8,18,18,28,50,1795,1602,3397,15,7,21,0,15,16,1811,1624,3436,461,350,811,0,4,0,3982,3887,7868
POA3662,6,0,7,81,40,118,0,0,0,11,0,11,0,0,0,137,86,220,0,4,4,5,3,9,0,0,0,0,0,0,0,0,5,0,0,0,7,0,7,6,5,11,10,4,11,0,0,0,0,0,0,18,7,23,18,11,33,0,0,0,283,157,445,5,4,9,11,12,23,0,0,0,0,0,0,0,0,0,6,0,9,4,0,9,472,219,697,0,0,6,0,0,0,482,227,703,78,21,103,0,0,0,868,422,1293
POA3663,0,0,0,11,9,22,0,0,0,0,0,0,0,0,0,18,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,5,4,7,3,0,7,0,0,0,42,37,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,66,0,0,0,0,0,0,35,24,66,13,15,26,0,0,0,93,80,171
POA3664,6,9,15,73,95,165,0,0,0,0,0,0,0,0,0,94,111,204,0,0,0,5,0,6,7,5,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,11,13,21,0,0,0,0,0,3,33,42,73,14,11,21,0,0,0,244,276,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,257,227,487,0,4,5,0,4,4,261,236,502,36,45,83,0,0,0,553,571,1127
POA3665,0,0,4,27,26,49,0,0,0,0,0,0,0,0,0,48,45,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,9,13,0,3,4,0,0,0,84,90,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,83,173,0,0,0,0,0,0,94,83,177,23,29,50,0,0,0,196,198,398
POA3666,24,24,49,299,329,629,0,0,0,28,39,67,0,0,0,466,535,1004,3,0,6,11,4,9,0,0,0,5,4,15,8,4,18,0,0,0,0,3,3,4,3,15,78,85,165,3,3,9,11,6,9,130,181,309,44,38,85,6,3,0,1099,1253,2354,4,5,6,9,7,18,3,0,3,0,0,0,0,0,0,13,9,17,10,9,20,1073,1024,2098,10,3,6,8,11,18,1086,1036,2121,282,265,551,0,3,3,2519,2603,5124
POA3669,5,15,20,80,93,173,0,0,0,8,7,16,0,0,0,91,113,208,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7,18,20,34,0,5,3,3,0,4,49,57,103,17,21,35,0,0,0,270,332,602,6,0,6,4,0,4,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,308,323,632,0,3,6,0,0,0,308,325,634,97,93,195,0,0,0,694,769,1462
POA3670,0,0,0,39,28,66,0,0,0,0,0,0,0,0,0,40,48,89,0,0,0,5,0,3,0,0,3,0,0,3,0,3,4,0,0,0,0,0,0,0,0,3,3,7,15,0,0,4,0,0,0,16,26,38,10,9,20,0,0,0,114,132,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,125,288,0,0,0,0,0,0,164,126,289,32,17,59,0,0,0,315,278,594
POA3672,23,31,54,538,705,1242,0,0,0,44,62,107,0,0,0,947,1111,2064,0,3,0,18,21,40,12,12,23,7,12,18,33,29,58,3,7,8,15,13,28,34,43,79,157,216,373,17,37,55,9,10,11,240,328,566,74,100,178,3,3,9,2157,2712,4863,55,30,81,28,27,56,0,0,5,0,0,4,17,15,31,6,18,23,28,33,57,2269,2217,4492,12,10,23,6,13,17,2292,2241,4530,519,549,1072,5,4,5,5093,5630,10727
POA3673,3,3,9,104,139,242,0,0,0,19,10,33,0,0,0,137,157,300,0,0,0,0,0,4,6,7,6,0,0,0,3,0,0,0,0,0,0,0,0,7,8,12,28,14,41,0,3,6,0,4,4,42,44,91,24,34,59,0,0,0,381,421,800,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,4,3,0,4,3,439,372,810,7,0,3,0,0,5,442,374,819,91,85,178,0,0,0,926,887,1813
POA3675,7,6,19,113,126,241,0,0,0,9,7,17,0,0,0,180,184,366,0,4,0,0,0,4,9,6,7,0,0,0,4,4,11,0,0,0,0,3,10,4,8,10,12,23,33,3,0,3,5,4,8,45,48,98,25,26,47,0,0,0,419,446,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,430,410,846,0,0,6,0,0,0,437,415,849,86,95,183,0,0,0,947,974,1922
POA3677,64,95,166,940,1266,2207,0,0,0,67,88,156,40,32,69,2113,2544,4662,11,17,28,40,34,70,32,46,78,6,9,13,34,48,83,0,0,4,54,67,117,49,79,131,199,222,426,18,25,44,15,19,38,278,457,736,163,213,375,0,3,6,4081,5171,9255,92,84,177,39,31,69,3,3,7,0,0,0,21,33,55,19,35,52,40,65,102,3944,3958,7909,18,23,42,11,14,22,3975,3993,7975,680,699,1375,11,10,18,8994,10150,19144
POA3678,27,22,53,426,428,854,0,0,0,27,30,61,10,8,19,731,733,1461,0,0,0,4,9,13,7,18,25,0,5,7,15,7,24,0,0,0,15,17,32,23,24,49,100,92,186,0,3,7,3,5,8,134,185,314,63,69,136,0,0,3,1567,1636,3203,3,9,8,3,4,8,0,0,4,0,0,0,0,0,0,8,5,12,8,8,14,1386,1308,2690,7,5,13,0,0,0,1395,1313,2711,255,232,491,0,4,3,3265,3225,6499
POA3682,0,0,0,43,51,94,0,0,0,5,0,5,0,0,0,58,50,108,0,0,0,0,0,0,0,3,9,0,0,0,0,4,3,0,0,0,0,0,0,6,0,9,0,7,7,0,0,0,0,0,0,9,13,20,10,16,24,3,0,6,141,146,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,151,289,0,0,0,0,0,0,144,151,294,34,25,59,0,0,0,317,322,635
POA3683,0,3,0,129,143,273,0,0,0,0,5,10,0,0,0,142,175,314,0,0,0,0,0,3,8,8,14,0,0,0,5,8,12,0,0,0,0,3,3,4,9,13,29,31,60,6,5,7,3,0,3,30,33,63,12,13,25,0,0,0,367,437,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,405,389,795,0,3,0,0,0,0,405,396,802,64,61,125,0,0,0,840,903,1744
POA3685,8,3,11,215,273,485,0,0,0,5,6,12,0,0,4,318,336,657,0,0,0,0,3,7,3,3,4,4,3,4,13,18,22,0,0,0,0,5,4,5,4,6,31,49,83,0,0,0,3,5,4,67,72,139,14,29,43,0,0,0,679,795,1471,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,618,579,1196,7,10,17,3,0,5,621,588,1213,84,82,168,0,4,7,1402,1477,2876
POA3687,0,3,5,73,81,155,0,0,0,7,4,11,0,0,0,140,132,271,0,0,0,0,0,0,0,5,8,0,0,0,4,8,9,0,0,0,0,0,0,0,6,4,20,16,34,0,3,3,0,0,0,16,16,36,9,6,9,0,0,0,269,275,544,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,209,409,0,0,0,0,7,7,208,207,413,35,26,67,0,0,0,521,519,1041
POA3688,0,0,0,88,114,199,0,0,0,15,15,29,0,0,0,96,92,186,0,0,0,0,0,0,0,6,4,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,17,18,39,0,0,0,4,6,9,32,38,73,22,24,45,0,0,0,284,312,597,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,295,277,572,0,0,0,0,0,5,300,280,579,66,53,118,0,0,0,655,649,1299
POA3690,135,165,300,1713,2241,3962,0,0,0,239,312,557,6,3,9,3364,3840,7203,11,12,20,78,71,154,107,131,233,21,15,38,218,239,460,7,0,9,60,78,131,176,208,386,254,338,588,24,47,71,29,38,67,428,642,1069,402,470,876,4,5,9,7152,8697,15848,246,236,482,95,63,158,6,12,16,4,3,8,88,76,162,40,58,104,132,140,277,7715,7412,15123,46,42,86,25,42,72,7792,7492,15277,1209,1140,2350,18,18,31,16780,17953,34735
POA3691,24,26,53,751,863,1614,0,0,0,87,87,172,0,0,0,1174,1272,2447,6,0,6,21,16,34,30,43,69,5,6,14,48,83,126,3,3,4,18,19,33,51,64,116,122,111,231,4,6,13,20,13,38,198,266,462,163,185,353,0,0,7,2702,3033,5734,16,19,35,12,10,17,6,0,6,0,0,0,8,6,20,11,7,14,22,17,34,3155,2745,5901,19,15,34,8,8,14,3184,2769,5946,392,373,763,0,4,5,6344,6242,12589
