SA2_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
101021007,29,546,731,304,168,1785,167,1950
101021008,150,1020,1127,471,280,3048,215,3271
101021009,370,2423,1499,387,224,4904,282,5182
101021010,141,1064,704,222,131,2266,113,2376
101021012,81,1017,1925,775,509,4310,139,4443
101021610,3,347,1197,261,102,1917,72,1990
101021611,41,902,2191,1192,1051,5378,284,5664
101031013,41,337,374,174,80,991,100,1093
101031014,210,1151,956,305,166,2784,153,2938
101031015,34,347,513,258,178,1327,144,1471
101031016,87,1123,1191,520,414,3336,244,3579
101041017,235,1528,1225,364,179,3534,243,3770
101041018,161,1591,1466,411,193,3815,251,4063
101041019,207,1325,1391,458,197,3575,223,3796
101041020,56,1042,1557,666,403,3725,306,4029
101041021,48,631,614,177,103,1577,97,1672
101041022,0,0,5,0,4,10,3,14
101041023,109,570,506,150,65,1402,115,1516
101041024,14,413,553,235,164,1376,154,1530
101041025,189,2120,1890,538,235,4977,252,5230
101041026,144,1346,1419,454,269,3637,327,3966
101041027,204,1840,1627,452,183,4309,337,4651
101051539,721,3656,3229,1171,648,9431,565,9995
101051540,95,1200,1980,1049,792,5118,498,5618
101061541,120,869,947,384,223,2542,131,2675
101061542,36,727,1694,948,802,4202,258,4458
101061543,302,1562,1458,548,307,4165,297,4461
101061544,103,932,1109,483,356,2986,323,3312
102011028,38,714,1203,410,230,2593,86,2677
102011029,134,1442,1790,578,359,4304,156,4457
102011030,49,419,548,304,317,1635,178,1817
102011031,437,2212,1800,675,413,5536,268,5804
102011032,1096,4362,2740,653,296,9154,580,9730
102011033,49,565,915,340,220,2089,57,2145
102011034,246,1247,971,340,186,2996,182,3175
102011035,100,797,1045,366,189,2495,68,2561
102011036,100,824,1145,403,306,2776,86,2862
102011037,173,1003,908,282,138,2504,87,2589
102011038,106,826,1114,400,229,2672,90,2760
102011039,179,1758,2380,716,444,5478,287,5769
102011040,963,4709,3300,897,379,10246,660,10904
102011041,77,1051,1557,561,399,3647,125,3776
102011042,817,2812,1672,500,219,6026,350,6380
102011043,313,1801,1512,425,233,4282,221,4502
102021044,548,2839,3279,1054,568,8289,425,8717
102021045,139,1347,1544,560,283,3873,180,4052
102021046,203,1625,1395,446,240,3904,256,4157
102021047,204,1747,2309,855,564,5673,213,5885
102021048,636,3396,2874,939,560,8410,676,9095
102021049,0,147,366,238,291,1042,58,1101
102021050,172,2201,1470,486,305,4637,249,4886
102021051,33,471,708,267,220,1701,63,1763
102021052,64,806,1046,352,211,2469,102,2574
102021053,677,3258,2163,552,311,6962,487,7447
102021054,358,1857,1285,425,213,4138,259,4401
102021055,72,653,703,263,172,1851,72,1928
102021056,198,1805,2767,946,559,6276,269,6550
102021057,357,1422,1069,383,215,3446,275,3724
103011059,189,1186,1744,645,402,4171,221,4396
103011060,27,443,931,518,458,2389,166,2556
103011061,68,595,698,282,178,1824,252,2074
103011612,524,2225,1163,319,141,4371,314,4684
103011613,202,1669,2172,777,413,5235,226,5460
103021062,134,799,812,365,218,2326,295,2620
103021063,296,1511,1277,445,215,3729,280,4013
103021064,62,644,883,362,250,2205,244,2446
103021065,188,1353,1426,534,305,3805,410,4214
103021066,87,492,504,248,165,1500,108,1609
103021067,291,1576,1530,464,312,4167,312,4479
103021068,66,357,394,221,162,1192,152,1348
103021069,94,731,783,350,224,2187,258,2445
103031070,595,2156,1531,520,312,5116,344,5458
103031071,87,899,1213,604,412,3216,266,3484
103031072,281,1592,1865,638,329,4706,349,5051
103031073,74,551,487,200,153,1460,168,1629
103031074,111,1046,1516,768,562,3999,421,4424
103031075,0,0,0,0,0,0,0,0
103041076,83,813,1075,499,302,2778,199,2977
103041077,709,3337,2523,733,325,7634,521,8157
103041078,316,2544,3452,1131,562,8009,400,8412
103041079,93,848,1746,852,619,4158,302,4453
104011080,590,3286,2545,816,358,7600,537,8137
104011081,99,1654,2433,1064,637,5884,494,6377
104011082,336,3311,2882,774,360,7661,479,8140
104021083,61,873,893,299,163,2285,179,2470
104021084,579,3067,2416,717,376,7151,477,7629
104021085,438,1882,1351,429,190,4281,388,4675
104021086,18,297,550,280,194,1333,106,1437
104021087,61,536,492,197,96,1378,140,1517
104021088,42,1017,1784,557,300,3699,136,3835
104021089,353,2991,2922,945,536,7751,383,8135
104021090,80,810,794,252,149,2081,154,2236
104021091,216,2141,2093,667,395,5515,345,5859
105011092,165,458,329,132,95,1176,284,1459
105011093,116,564,526,190,115,1513,293,1813
105011094,110,480,440,192,128,1352,255,1607
105011095,110,608,602,271,171,1762,179,1942
105011096,150,801,603,211,163,1920,645,2568
105021097,718,3247,2406,719,302,7397,627,8021
105021098,98,369,217,104,121,905,193,1093
105031099,147,1046,1029,416,276,2909,500,3409
105031100,172,1242,1381,550,304,3650,332,3978
105031101,505,2815,2837,810,362,7328,603,7933
105031102,172,1358,1409,440,202,3576,338,3907
105031103,20,301,773,423,371,1885,209,2093
105031104,99,510,597,269,135,1606,233,1836
105031105,121,765,795,322,245,2248,304,2549
105031106,191,1122,1005,355,259,2935,368,3307
106011107,87,1103,1876,846,546,4458,174,4628
106011108,544,3135,2858,1053,606,8200,479,8679
106011109,40,724,1246,608,523,3148,163,3312
106011110,94,957,1450,624,473,3597,187,3788
106011111,344,2411,2858,1128,723,7465,371,7833
106011112,283,1862,2422,929,529,6027,332,6356
106011113,26,323,709,387,305,1752,161,1918
106021114,168,1032,1264,407,255,3117,116,3232
106021116,57,722,1236,551,374,2941,81,3029
106021614,457,2300,2600,946,480,6782,286,7067
106021615,220,1865,2471,973,577,6104,210,6317
106021616,221,1037,1145,390,195,2993,161,3161
106021617,222,1558,1543,475,254,4053,158,4214
106021618,98,1182,2656,877,506,5317,121,5433
106031119,57,983,981,314,211,2544,154,2696
106031120,95,1050,1106,338,196,2781,126,2908
106031121,472,3943,3499,904,447,9261,402,9667
106031122,366,2199,1893,673,345,5484,395,5879
106031123,15,234,728,389,437,1801,56,1857
106031124,92,1171,1025,268,115,2673,149,2817
106031125,100,1375,2093,912,663,5146,218,5371
106041126,303,1768,1674,552,287,4590,324,4915
106041127,53,420,549,261,197,1475,105,1578
106041128,131,876,912,300,145,2352,124,2479
106041129,118,1001,1185,542,330,3170,254,3427
107011131,583,3140,3411,1215,715,9060,369,9430
107011132,77,875,1839,659,414,3865,104,3968
107011133,4,0,0,0,0,4,0,0
107011134,319,1568,2094,810,505,5303,208,5509
107011545,543,1818,1698,645,362,5062,301,5373
107011546,626,1542,1048,361,174,3746,287,4036
107011547,198,781,517,191,104,1796,157,1958
107021135,0,0,0,0,0,0,0,0
107031136,151,1598,2867,1024,716,6354,171,6526
107031137,167,888,908,357,231,2553,114,2668
107031138,183,1383,1451,378,192,3581,150,3734
107031139,42,549,981,333,214,2120,77,2189
107031140,88,848,1274,433,329,2978,127,3103
107031141,181,1836,2831,1044,683,6579,230,6807
107031142,215,1376,1450,562,343,3949,162,4114
107031143,707,3147,2683,820,529,7889,513,8399
107041144,743,2968,2876,949,580,8122,404,8523
107041145,690,2546,2283,630,352,6496,311,6812
107041146,436,2461,3119,1023,651,7686,255,7946
107041147,72,746,1386,477,317,2989,74,3068
107041148,154,1390,1789,586,310,4230,126,4359
107041150,507,2552,3011,944,525,7549,259,7801
107041548,1127,4026,2048,383,191,7773,424,8198
107041549,774,2722,2031,649,306,6478,411,6894
108011151,55,598,780,319,219,1972,194,2159
108011152,437,3109,2184,588,232,6553,371,6919
108011153,60,1020,1109,396,226,2811,279,3092
108011154,242,1608,834,229,103,3023,134,3162
108021155,392,1980,1773,676,422,5238,505,5745
108021156,119,1233,1413,621,344,3724,329,4058
108021157,115,855,770,230,123,2092,154,2247
108021158,290,1669,852,248,103,3168,333,3508
108021159,82,1023,1237,440,285,3063,285,3348
108021160,95,1177,936,259,107,2572,164,2736
108031161,45,85,30,3,0,170,31,193
108041162,290,3023,2926,872,516,7628,591,8221
108041164,721,3918,2821,795,386,8643,494,9136
108041165,30,501,749,359,255,1891,182,2073
108041166,185,1466,1775,711,457,4598,229,4822
108041619,355,2273,1798,479,201,5103,227,5338
108041620,345,2706,2636,787,345,6822,231,7054
108051167,83,852,842,287,174,2236,157,2391
108051168,109,1857,2052,611,333,4967,360,5328
108051169,753,3479,2573,877,473,8151,683,8834
108051170,118,1770,2109,803,481,5283,350,5634
108051171,119,801,772,233,162,2088,156,2244
109011172,282,2199,2828,867,413,6597,242,6843
109011173,305,1639,1521,424,219,4110,341,4449
109011174,483,1910,1526,424,173,4511,259,4771
109011175,109,1120,1659,833,605,4332,385,4717
109011176,573,2815,2045,619,337,6398,460,6848
109021177,67,425,400,154,101,1144,151,1292
109021178,121,633,897,371,197,2230,371,2602
109021179,55,353,460,202,122,1184,236,1423
109031180,157,1004,865,255,120,2394,143,2538
109031181,95,953,1113,385,254,2803,264,3063
109031182,172,1127,1068,313,156,2835,326,3163
109031183,109,720,986,468,291,2573,280,2853
109031184,112,966,1079,334,153,2645,166,2813
109031185,147,1364,1425,533,290,3762,445,4209
110011186,734,3720,2981,912,441,8784,593,9375
110011187,56,475,621,291,163,1608,245,1850
110011188,79,648,927,367,244,2263,149,2411
110011189,50,352,483,195,138,1232,131,1365
110021190,250,1421,1199,476,281,3637,380,4015
110021191,352,1761,1597,559,311,4578,467,5051
110021192,57,521,699,329,211,1810,253,2058
110021193,69,734,791,349,231,2178,220,2400
110021194,159,1148,977,390,217,2901,335,3233
110031195,259,1101,952,287,160,2751,621,3374
110031196,89,454,531,248,204,1529,567,2090
110031197,172,940,981,361,195,2642,236,2879
110031198,61,427,581,289,194,1551,273,1821
110041199,217,1336,1367,460,231,3619,371,3988
110041200,31,412,581,294,231,1541,196,1737
110041201,161,947,1028,422,277,2827,397,3222
110041202,574,3096,3002,947,557,8177,579,8755
110041203,470,2562,2375,648,325,6389,466,6857
110041204,173,790,646,202,88,1900,291,2192
110041205,201,1898,2726,1237,918,6977,488,7463
111011206,471,2296,2645,908,551,6873,283,7157
111011207,181,953,824,289,151,2393,119,2514
111011208,582,3325,3959,1149,585,9602,321,9926
111011209,426,2992,3876,1209,661,9158,270,9430
111011210,390,1489,1185,343,208,3614,265,3878
111011211,85,494,549,167,109,1400,81,1486
111011212,294,1727,2004,598,345,4972,193,5169
111011213,71,1146,2076,703,468,4465,62,4524
111011214,271,2106,2287,761,412,5841,200,6038
111021215,177,1287,1403,516,277,3658,210,3865
111021216,92,1182,1575,528,286,3663,124,3788
111021217,255,1490,2436,876,506,5564,167,5730
111021218,354,2390,2212,921,777,6654,293,6948
111021219,365,1957,2078,697,412,5499,235,5734
111021220,94,1105,1498,613,336,3640,142,3783
111021221,65,686,1020,457,349,2576,72,2647
111031222,358,2069,2636,751,387,6202,170,6370
111031223,199,1343,1117,381,262,3300,137,3441
111031224,705,2119,1705,482,232,5244,415,5658
111031225,494,2559,2611,736,353,6756,238,6989
111031226,108,1351,2580,848,483,5370,139,5511
111031227,627,2539,2346,572,220,6300,272,6579
111031228,376,1875,2287,680,372,5591,184,5769
111031229,790,3115,1774,353,146,6179,324,6509
111031230,0,4,3,3,0,15,0,17
111031231,458,1741,1357,424,228,4207,297,4511
111031232,231,1462,1304,362,186,3548,231,3779
111031233,607,3156,2993,887,480,8120,315,8432
111031234,428,1946,1811,520,226,4936,260,5194
111031235,301,1736,1464,320,129,3952,145,4104
112011236,659,3692,2693,687,295,8023,648,8673
112011237,199,2051,2857,1058,638,6803,333,7140
112011238,26,632,970,375,264,2271,303,2576
112011239,111,1346,1439,478,203,3573,331,3906
112011240,217,1667,1458,495,270,4104,374,4476
112011241,103,988,858,301,125,2380,246,2622
112011242,55,1086,1549,463,252,3411,154,3570
112011243,96,1100,1171,413,287,3071,473,3537
112021244,348,1924,1556,551,299,4672,428,5102
112021245,57,767,994,469,274,2565,321,2887
112021246,302,2054,2028,651,285,5319,256,5575
112021247,117,1206,1120,381,209,3035,297,3332
112021248,536,2797,1967,611,280,6202,450,6649
112021249,97,1558,2389,984,643,5671,619,6284
112031250,288,2354,2231,617,302,5800,322,6124
112031251,267,1504,1310,385,192,3653,268,3921
112031252,60,969,1475,585,414,3506,463,3964
112031253,152,1836,2217,602,333,5139,341,5473
112031254,749,3871,2775,833,415,8645,772,9420
112031550,334,2461,2424,739,369,6331,270,6597
112031551,8,184,470,217,164,1043,48,1092
112031552,405,1988,1034,269,112,3815,270,4083
113011256,438,2491,2678,941,584,7126,554,7680
113011257,145,1127,1591,806,618,4280,617,4899
113011258,182,1178,1326,565,357,3604,330,3929
113011259,145,782,763,297,219,2203,236,2434
113021260,47,427,520,228,114,1334,120,1452
113021261,169,1021,950,327,149,2618,192,2810
113021262,58,543,627,341,241,1801,179,1979
113031263,257,1227,1099,370,214,3163,213,3373
113031264,59,426,491,210,148,1331,172,1507
113031265,107,676,732,325,207,2052,171,2221
113031266,166,905,931,385,257,2643,144,2791
113031267,251,2115,2556,889,485,6298,269,6568
113031268,72,522,765,285,132,1771,102,1872
113031269,518,3003,3215,1052,519,8305,431,8741
113031270,639,2299,1461,399,184,4983,386,5369
113031271,164,1493,2428,1101,759,5946,450,6392
114011272,133,1474,1548,529,317,4002,225,4225
114011273,35,611,632,191,107,1576,56,1635
114011274,91,919,871,256,112,2248,100,2354
114011275,0,11,12,5,0,27,0,30
114011276,85,832,876,217,112,2118,78,2198
114011277,333,2293,2357,791,464,6242,296,6539
114011278,565,2982,2786,893,544,7777,705,8482
114011279,211,2649,2274,707,370,6208,349,6563
114011280,120,925,705,221,115,2084,173,2259
114011281,5,260,518,265,227,1275,82,1360
114011282,311,2905,2744,748,373,7073,430,7501
114011283,48,927,969,349,202,2487,172,2659
114021284,223,2238,2150,638,361,5607,196,5799
114021285,31,489,886,415,347,2173,74,2247
114021286,161,1498,1641,548,326,4174,196,4367
114021287,203,1439,1562,555,327,4084,220,4305
114021288,19,338,627,284,187,1450,106,1555
114021289,50,926,1071,473,355,2875,163,3042
115011290,300,3210,3440,848,464,8266,216,8486
115011291,144,1917,3043,1087,629,6833,181,7005
115011294,61,585,852,357,296,2157,37,2190
115011296,82,827,1879,747,416,3954,71,4024
115011553,114,1064,1036,279,138,2624,47,2679
115011554,220,589,610,222,141,1789,71,1858
115011555,129,1071,1703,607,352,3857,105,3964
115011556,168,1246,1369,419,240,3440,97,3535
115011557,14,362,705,295,168,1545,21,1567
115011558,142,1843,2751,784,387,5905,105,6016
115011621,95,1158,2450,975,550,5223,89,5308
115011622,98,1208,1507,469,216,3491,94,3587
115021297,128,1233,2437,1255,1719,6767,249,7017
115021298,56,389,610,337,376,1759,73,1832
115031299,13,246,411,183,175,1029,117,1142
115031300,72,1220,2703,1480,1638,7113,217,7331
115041301,79,668,1306,706,803,3572,170,3738
115041623,22,748,1606,409,237,3022,102,3125
115041624,78,1512,2448,633,389,5055,159,5220
115041625,82,1328,2268,865,564,5121,93,5210
116011303,697,2652,1712,517,231,5801,463,6264
116011304,580,2709,2281,695,325,6592,426,7021
116011306,565,2324,2721,888,464,6960,460,7428
116011307,765,2899,3193,1080,614,8546,531,9078
116011560,315,1566,1450,475,240,4039,258,4302
116011561,464,2038,1777,599,328,5214,436,5649
116011626,335,1790,1869,620,344,4947,271,5222
116011627,350,1562,1302,372,169,3755,218,3976
116021309,82,1176,2028,790,388,4464,101,4563
116021562,21,349,483,168,93,1119,13,1133
116021563,254,2749,3094,969,498,7565,298,7869
116021628,122,1653,2937,863,372,5948,153,6102
116021629,84,1421,2202,507,209,4419,205,4629
116021630,167,1387,1904,538,328,4325,268,4587
116021631,48,911,1256,389,196,2793,113,2909
116021632,229,3237,3182,656,254,7554,441,7990
116021633,94,1176,1591,474,236,3575,92,3665
116031313,768,2285,1610,554,281,5497,718,6219
116031314,97,757,1040,362,173,2428,130,2557
116031315,230,1771,2393,980,594,5971,320,6291
116031316,777,2624,2140,611,302,6449,720,7174
116031317,893,2927,1989,649,376,6830,658,7485
116031318,3,10,0,0,0,17,5,23
116031319,393,2122,2413,981,555,6462,401,6862
117011320,21,110,65,10,4,204,42,248
117011321,334,1965,1800,411,200,4718,255,4970
117011323,797,2691,1579,395,161,5631,388,6014
117011324,0,3,0,0,0,6,0,8
117011325,3,6,0,0,0,5,4,5
117011634,714,1545,799,224,102,3375,234,3609
117011635,1632,4045,1839,376,153,8033,512,8546
117021327,1760,4238,1755,324,141,8209,336,8545
117021328,482,1717,754,150,62,3170,116,3289
117021636,830,2482,1165,233,82,4787,207,4996
117021637,1221,2961,1173,286,114,5756,305,6061
117031329,2479,2376,443,67,23,5393,347,5743
117031330,2167,5234,1316,192,62,8964,449,9421
117031331,3004,4789,1333,199,73,9398,653,10047
117031333,5040,4172,754,86,52,10107,743,10853
117031336,3759,3285,617,75,35,7770,627,8391
117031638,749,1548,510,82,29,2912,140,3046
117031639,2226,1261,187,29,12,3719,364,4082
117031640,2068,3308,920,156,53,6504,350,6851
117031641,1612,2974,848,97,26,5564,459,6025
117031642,2398,2800,708,112,52,6071,572,6647
117031643,911,2864,1155,216,82,5229,305,5536
117031644,2031,1486,374,45,18,3959,378,4336
117031645,4476,2642,369,40,16,7537,805,8347
117031646,1333,1182,222,23,6,2761,362,3128
117031647,3052,3950,826,90,36,7955,799,8750
117031648,1825,3293,819,81,24,6038,329,6367
118011339,1348,3761,1948,415,155,7631,475,8102
118011340,1830,4170,1990,389,130,8513,532,9043
118011341,1656,3654,1434,227,76,7043,550,7594
118011342,0,0,0,0,0,0,0,0
118011344,345,1658,1493,349,224,4075,223,4292
118011345,1405,3515,1303,218,87,6526,258,6788
118011346,345,1558,1580,455,280,4229,193,4421
118011347,522,1605,822,105,49,3098,128,3227
118011649,585,2412,1904,478,233,5610,256,5867
118011650,878,2449,1094,153,74,4635,283,4922
118021564,814,2190,1013,204,96,4311,226,4540
118021565,1168,2293,1193,295,116,5071,250,5318
118021566,376,1546,1179,326,150,3578,132,3713
118021567,819,2055,1254,255,122,4503,377,4881
118021568,612,1807,1042,223,105,3784,153,3936
118021569,1059,3750,1572,264,98,6735,265,6997
118021570,1058,2551,1128,199,73,5009,265,5275
118021651,1058,4116,2268,448,151,8043,368,8419
118021652,387,1270,1248,362,212,3481,220,3696
118021653,517,1621,1627,552,254,4574,282,4859
118021654,397,739,583,208,75,2010,175,2185
119011354,553,2101,2383,951,591,6584,671,7251
119011355,22,149,182,57,20,425,33,461
119011356,236,1024,1272,503,358,3387,291,3680
119011358,547,2136,2082,741,349,5866,248,6112
119011360,520,2035,2036,718,375,5685,249,5934
119011361,652,2322,2171,808,473,6421,544,6962
119011571,747,2622,1478,399,206,5440,485,5918
119011572,784,2398,1515,497,285,5480,555,6027
119011655,424,1282,1376,569,357,4009,382,4392
119011656,281,1089,1241,517,328,3461,288,3745
119011657,227,1238,1458,523,288,3729,154,3887
119011658,372,1713,2124,708,447,5361,178,5540
119021362,899,2919,2065,613,344,6839,589,7426
119021366,689,2294,1841,743,478,6051,563,6618
119021367,359,1723,1635,597,340,4654,242,4897
