SA2_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
112031254,129,3180,3312,2824,705,3527,1053,172,1222,785,63,852,309,27,340,159,8,165,5260,4161,9420
112031550,93,1714,1804,2223,249,2477,869,70,939,803,42,841,339,13,356,167,9,182,4503,2100,6597
112031551,17,137,155,327,26,354,173,13,189,217,12,232,89,4,93,74,3,79,902,197,1092
112031552,44,1473,1514,1210,385,1597,413,42,452,292,21,316,124,14,138,63,5,70,2138,1940,4083
113011256,82,1985,2064,2014,368,2379,1082,121,1206,1048,70,1117,530,43,570,316,30,342,5072,2610,7680
113011257,50,1182,1228,1408,336,1741,594,96,690,570,76,644,325,48,373,188,23,221,3134,1759,4899
113011258,51,1111,1160,1135,183,1320,494,52,547,452,38,489,262,12,278,114,14,129,2512,1418,3929
113011259,34,763,792,720,144,868,279,28,308,214,19,233,127,21,152,70,11,78,1452,984,2434
113021260,25,441,461,505,57,562,154,18,166,131,17,148,64,8,68,35,0,39,917,534,1452
113021261,52,883,935,831,122,952,353,37,385,305,23,328,123,6,135,69,6,75,1735,1074,2810
113021262,21,548,565,670,110,775,212,28,244,203,22,227,107,15,120,46,3,52,1261,722,1979
113031263,39,1082,1117,1186,134,1326,335,37,372,303,19,327,142,14,152,75,3,78,2091,1286,3373
113031264,20,441,458,417,100,516,186,28,214,128,21,156,98,14,109,48,4,51,897,605,1507
113031265,35,617,652,667,94,762,277,21,305,258,25,282,134,16,152,58,8,67,1433,786,2221
113031266,43,885,930,911,124,1035,288,17,307,263,7,276,130,8,139,105,4,107,1741,1047,2791
113031267,102,1642,1741,1976,245,2223,944,78,1022,863,29,895,429,16,447,227,6,231,4547,2020,6568
113031268,22,391,413,473,110,581,299,52,353,286,24,313,140,11,153,43,10,60,1268,606,1872
113031269,129,2340,2467,2489,376,2864,1180,114,1292,1127,59,1184,554,26,578,333,21,359,5811,2930,8741
113031270,86,2162,2244,1368,312,1682,519,108,626,406,52,462,210,19,229,104,20,122,2693,2671,5369
113031271,95,1362,1452,1975,298,2270,857,95,954,870,68,934,484,31,517,245,13,258,4525,1867,6392
114011272,57,1129,1184,1619,253,1870,406,47,451,386,41,426,165,13,184,105,7,108,2733,1487,4225
114011273,27,415,442,626,115,741,171,18,188,133,20,152,61,9,69,32,7,41,1058,576,1635
114011274,30,705,735,835,154,982,249,27,275,191,16,212,86,14,97,42,6,43,1429,921,2354
114011275,0,7,8,15,0,14,0,0,0,0,0,0,3,0,3,0,0,0,18,12,30
114011276,31,616,644,798,152,947,239,29,264,214,21,235,61,5,61,27,3,31,1372,826,2198
114011277,99,1778,1869,2117,264,2382,837,65,901,747,55,806,361,25,390,179,15,190,4336,2199,6539
114011278,115,2359,2475,2321,431,2751,1175,147,1320,968,99,1063,482,58,532,309,26,342,5367,3120,8482
114011279,93,1827,1913,2349,355,2704,778,57,834,600,53,655,282,17,298,146,7,154,4240,2319,6563
114011280,19,792,814,830,147,979,200,17,216,145,15,156,53,5,58,32,3,35,1280,974,2259
114011281,15,227,241,463,64,521,217,16,230,174,24,192,95,7,107,61,3,63,1024,338,1360
114011282,103,2126,2238,2697,402,3102,843,95,941,702,53,754,308,15,327,139,14,150,4794,2708,7501
114011283,38,716,752,980,229,1205,255,32,284,232,33,265,99,8,115,39,8,45,1642,1018,2659
114021284,66,1631,1692,2200,231,2429,565,36,602,617,33,652,272,25,294,114,12,127,3833,1964,5799
114021285,31,394,423,659,82,735,372,14,389,375,14,388,186,7,196,117,0,118,1740,507,2247
114021286,51,1164,1212,1361,181,1547,595,44,640,568,27,593,236,9,250,121,10,126,2939,1434,4367
114021287,51,1155,1209,1360,206,1568,562,38,600,518,30,555,247,11,261,111,9,119,2855,1445,4305
114021288,26,308,335,527,119,646,183,28,214,188,16,201,109,6,109,51,0,48,1071,487,1555
114021289,35,723,754,1102,190,1288,327,43,367,341,28,370,147,13,165,88,9,101,2034,1005,3042
115011290,82,1434,1513,2178,193,2376,1653,61,1713,1873,48,1920,668,16,686,270,4,274,6731,1752,8486
115011291,56,794,850,1912,126,2035,1316,53,1369,1626,47,1666,689,21,717,349,25,373,5952,1057,7005
115011294,26,400,425,710,36,745,317,9,318,388,0,389,222,0,226,85,0,84,1751,446,2190
115011296,37,368,402,1163,45,1207,800,22,823,942,12,957,396,3,400,225,5,228,3564,455,4024
115011553,36,473,508,713,60,776,465,18,485,569,18,585,217,10,223,96,8,98,2099,575,2679
115011554,6,545,555,433,21,453,259,8,266,367,7,376,140,0,140,73,0,73,1280,578,1858
115011555,32,485,516,1115,52,1171,702,18,720,892,24,923,401,16,415,214,6,219,3357,606,3964
115011556,35,476,507,991,109,1093,707,36,741,735,14,755,290,8,296,150,0,153,2894,640,3535
115011557,6,139,145,366,17,378,314,5,323,429,5,431,184,0,186,101,0,104,1402,171,1567
115011558,41,667,704,1551,70,1624,1194,16,1213,1597,23,1622,572,4,573,278,4,284,5227,787,6016
115011621,36,434,468,1182,52,1235,1066,29,1096,1509,26,1539,669,9,671,299,8,300,4756,554,5308
115011622,30,473,501,855,67,924,680,28,703,915,31,940,331,23,347,165,0,165,2974,616,3587
115021297,80,986,1060,1897,166,2057,1015,48,1064,1399,44,1451,773,30,804,571,9,584,5732,1287,7017
115021298,19,345,360,525,63,585,238,22,255,334,12,351,147,8,158,124,5,125,1385,449,1832
115031299,11,277,286,336,95,431,159,25,185,106,16,121,63,8,78,44,0,44,721,421,1142
115031300,61,1051,1115,2189,218,2408,1185,48,1232,1335,33,1370,720,8,729,473,12,480,5958,1365,7331
115041301,35,615,650,967,100,1070,573,26,604,720,19,745,401,15,411,248,8,259,2952,786,3738
115041623,38,218,254,703,57,761,680,20,701,897,22,919,328,6,339,158,0,158,2809,320,3125
115041624,59,484,548,1045,112,1153,1018,35,1052,1469,38,1507,625,24,643,303,7,317,4514,701,5220
115041625,51,420,472,1045,84,1129,1006,21,1023,1583,19,1603,686,7,694,287,0,296,4663,557,5210
116011303,58,1480,1539,1453,356,1807,1085,125,1208,925,70,998,387,44,434,261,19,277,4176,2090,6264
116011304,65,1318,1382,1663,274,1935,1267,117,1388,1218,98,1321,539,41,576,386,30,418,5143,1876,7021
116011306,41,1084,1125,1581,240,1821,1422,97,1522,1593,78,1668,718,55,775,484,36,519,5841,1586,7428
116011307,63,1895,1958,2330,327,2654,1541,123,1665,1605,81,1688,670,40,703,389,21,403,6590,2479,9078
116011560,33,817,849,976,157,1141,745,75,824,825,52,878,334,17,352,244,15,264,3164,1134,4302
116011561,40,1027,1061,1268,236,1501,1049,117,1166,984,74,1061,453,46,500,341,22,363,4123,1522,5649
116011626,46,1011,1056,1351,173,1518,882,69,951,974,59,1032,383,29,412,242,12,257,3873,1344,5222
116011627,29,706,734,892,159,1049,797,51,853,801,40,848,261,35,298,187,8,199,2965,1005,3976
116021309,35,310,345,848,53,900,942,30,975,1421,21,1441,572,15,581,311,3,322,4132,430,4563
116021562,11,105,115,237,17,254,260,3,264,322,3,335,121,0,121,49,0,49,1003,130,1133
116021563,58,972,1035,1753,181,1938,1685,81,1769,1890,78,1972,725,24,751,393,10,410,6507,1356,7869
116021628,43,518,557,1086,96,1183,1118,42,1160,2019,50,2065,750,11,759,371,4,373,5388,718,6102
116021629,21,405,422,850,79,926,1069,49,1118,1289,51,1339,501,22,515,292,8,301,4019,610,4629
116021630,50,628,674,1083,157,1241,965,65,1030,947,60,1011,369,20,388,224,13,239,3642,943,4587
116021631,19,187,205,546,54,597,677,32,709,804,24,829,333,14,348,209,7,219,2595,318,2909
116021632,57,902,960,1556,299,1857,1741,112,1852,2126,101,2225,660,40,703,375,15,393,6519,1473,7990
116021633,28,470,499,736,54,794,723,32,754,1022,22,1037,363,7,371,206,0,208,3078,585,3665
116031313,38,1282,1321,1428,282,1705,1009,142,1157,819,122,937,458,60,520,515,63,580,4271,1951,6219
116031314,15,304,321,571,62,640,512,31,535,567,16,583,261,11,276,185,10,199,2116,437,2557
116031315,45,748,791,1258,163,1417,1113,52,1165,1455,83,1536,746,31,784,573,27,603,5186,1104,6291
116031316,45,1543,1585,1485,321,1805,1095,104,1194,1170,134,1309,587,74,663,574,36,610,4959,2215,7174
116031317,57,1605,1660,1495,315,1808,1177,111,1291,1124,112,1233,738,60,797,650,43,693,5241,2246,7485
116031318,0,17,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,21,23
116031319,42,1030,1069,1440,177,1617,1288,85,1366,1323,64,1382,773,48,821,569,29,597,5438,1421,6862
117011320,5,78,81,76,27,103,35,4,41,16,4,24,0,0,0,0,0,0,135,118,248
117011321,58,1194,1255,1288,221,1513,854,75,925,860,22,880,270,15,285,104,7,107,3436,1533,4970
117011323,89,1687,1779,1511,364,1875,913,136,1055,812,53,863,307,17,327,116,3,122,3754,2265,6014
117011324,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
117011325,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
117011634,33,1070,1104,885,169,1053,540,51,592,521,36,556,199,10,214,86,3,93,2271,1340,3609
117011635,95,1839,1935,2389,835,3224,1265,348,1607,951,147,1095,373,54,425,232,27,259,5296,3248,8546
117021327,103,2782,2888,2376,623,2996,967,258,1225,926,147,1067,259,35,290,65,15,79,4694,3854,8545
117021328,44,740,782,998,236,1230,493,93,585,425,56,484,118,24,138,59,3,68,2134,1155,3289
117021636,69,1332,1399,1434,372,1806,675,164,843,572,86,656,154,29,177,99,12,113,3008,1988,4996
117021637,79,1923,2006,1633,464,2100,777,137,913,612,61,666,200,17,217,150,13,160,3445,2614,6061
117031329,53,2948,2998,1569,474,2040,301,128,427,139,67,202,41,21,58,14,5,17,2109,3631,5743
117031330,120,3213,3335,3188,813,3997,950,246,1194,639,80,717,110,23,137,30,6,41,5040,4377,9421
117031331,118,4185,4304,2839,799,3641,920,225,1146,600,121,715,136,26,162,59,15,75,4674,5371,10047
117031333,117,6469,6584,2599,846,3444,437,114,551,174,38,216,31,4,38,11,5,17,3374,7481,10853
117031336,70,3950,4015,2303,834,3135,455,261,712,264,116,385,67,41,108,27,8,39,3183,5212,8391
117031638,46,1019,1061,858,307,1167,293,140,437,206,84,290,52,16,77,11,3,21,1475,1578,3046
117031639,28,1860,1887,1043,541,1587,214,156,364,97,70,166,24,19,50,9,14,24,1419,2667,4082
117031640,79,2511,2593,1880,620,2502,661,318,980,473,128,604,102,33,137,33,11,36,3236,3621,6851
117031641,57,1989,2047,1954,538,2492,661,184,846,422,90,505,81,13,98,33,11,39,3203,2823,6025
117031642,67,2807,2874,1738,634,2373,531,258,785,336,118,456,98,26,127,26,16,38,2786,3862,6647
117031643,43,1498,1536,1835,501,2326,793,176,969,459,53,511,113,18,127,52,12,60,3292,2241,5536
117031644,59,1959,2011,1342,363,1704,291,98,384,137,39,175,31,7,39,11,8,21,1870,2462,4336
117031645,58,2535,2594,2125,995,3126,717,417,1135,515,315,831,244,154,396,180,81,262,3845,4502,8347
117031646,26,1136,1161,766,349,1115,294,193,488,175,74,246,46,37,81,21,17,37,1329,1794,3128
117031647,78,3589,3663,2523,1042,3561,720,270,986,315,80,392,88,21,108,28,9,29,3746,5009,8750
117031648,75,1985,2057,2114,907,3024,647,190,833,296,53,348,62,10,76,20,4,25,3215,3149,6367
118011339,92,2364,2459,2225,819,3042,950,260,1209,896,84,979,282,38,321,96,10,99,4538,3563,8102
118011340,123,2829,2955,2382,960,3348,966,312,1279,964,88,1054,296,26,319,79,14,92,4820,4227,9043
118011341,102,2396,2490,2071,593,2663,928,199,1128,890,90,976,239,23,263,65,4,71,4293,3300,7594
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,53,1069,1117,1196,206,1400,585,44,627,689,17,711,332,11,340,92,3,97,2938,1354,4292
118011345,88,2617,2706,1862,414,2280,740,179,922,581,87,666,166,24,186,25,0,33,3469,3320,6788
118011346,67,1050,1111,1280,169,1448,641,38,681,703,32,737,308,16,324,109,4,114,3110,1310,4421
118011347,46,1069,1112,985,193,1184,357,56,417,347,30,379,104,9,113,30,0,31,1863,1360,3227
118011649,89,1560,1651,1784,431,2216,753,89,838,693,34,726,307,15,318,109,5,112,3739,2127,5867
118011650,84,1871,1954,1583,358,1943,460,115,572,305,32,330,90,5,94,22,0,24,2536,2381,4922
118021564,59,1377,1436,1285,397,1684,541,115,656,479,54,527,150,17,166,69,7,71,2575,1969,4540
118021565,53,1449,1498,1199,483,1688,733,187,923,742,87,833,247,28,271,89,25,114,3062,2261,5318
118021566,40,914,957,1048,168,1212,526,46,572,626,35,659,226,7,232,77,11,88,2543,1170,3713
118021567,62,1633,1691,1257,282,1540,645,75,718,628,32,659,185,12,197,63,3,68,2836,2045,4881
118021568,47,963,1007,1080,248,1328,616,90,705,611,19,628,177,15,196,73,8,76,2596,1340,3936
118021569,105,2172,2275,2005,529,2530,928,146,1075,772,46,821,232,13,241,41,8,49,4082,2910,6997
118021570,79,1587,1663,1517,418,1935,687,129,821,573,47,625,153,16,168,59,13,68,3074,2201,5275
118021651,115,2306,2424,2556,767,3324,1034,250,1287,940,79,1020,279,15,293,69,7,73,4999,3418,8419
118021652,32,1008,1042,1038,147,1181,525,31,554,563,19,585,219,11,230,107,0,107,2482,1213,3696
118021653,50,1091,1142,1172,159,1333,786,70,853,926,52,982,359,22,380,158,9,174,3453,1410,4859
118021654,24,683,703,451,106,558,274,29,299,388,13,398,157,4,161,54,5,56,1341,845,2185
119011354,38,1349,1389,1502,240,1748,1039,92,1127,1182,100,1289,815,70,883,754,62,814,5338,1916,7251
119011355,0,62,68,107,18,121,74,9,89,91,0,89,49,0,50,40,0,39,361,101,461
119011356,18,528,544,706,108,811,560,54,610,634,56,685,473,36,510,477,30,510,2863,816,3680
119011358,47,1315,1365,1601,190,1789,1021,48,1075,1062,53,1111,460,21,482,282,13,294,4469,1642,6112
119011360,41,1191,1226,1436,161,1595,1009,65,1074,1059,56,1112,545,19,565,345,12,356,4432,1501,5934
119011361,27,1363,1391,1379,221,1605,1085,104,1193,1136,88,1220,737,53,788,717,48,767,5092,1874,6962
119011571,45,1325,1374,1224,273,1499,1057,107,1163,948,72,1024,482,42,523,313,22,337,4070,1848,5918
119011572,39,1261,1299,1234,305,1542,965,137,1105,907,111,1014,505,57,564,479,31,510,4136,1894,6027
119011655,16,903,918,786,134,922,627,60,689,682,58,739,518,47,565,526,32,555,3156,1237,4392
119011656,13,571,583,666,85,751,551,46,593,608,42,653,540,42,580,541,33,580,2917,828,3745
119011657,45,691,736,1015,131,1149,659,30,687,738,15,752,351,12,360,192,5,200,3004,883,3887
119011658,40,1098,1139,1424,118,1546,888,46,933,1141,23,1165,498,14,509,239,11,250,4227,1309,5540
119021362,51,1830,1878,1823,353,2178,1183,136,1312,1034,76,1116,505,41,546,371,27,398,4974,2456,7426
119021366,31,1276,1309,1251,268,1514,998,159,1152,981,90,1063,687,66,753,761,54,819,4706,1908,6618
119021367,34,991,1026,1120,164,1282,794,46,843,892,37,929,452,31,482,319,14,333,3616,1282,4897
119021573,24,1053,1077,908,306,1210,777,204,975,896,148,1046,532,70,600,409,39,447,3538,1815,5358
119021574,19,700,721,560,187,750,551,95,649,539,87,625,291,31,325,245,23,270,2208,1130,3340
119021659,30,888,915,998,264,1260,745,128,878,569,83,647,235,32,266,201,26,224,2781,1419,4199
119021660,18,788,810,782,222,1002,611,149,763,402,84,488,153,45,197,127,16,140,2094,1302,3394
119021661,44,1211,1257,1235,297,1535,828,88,913,611,52,659,245,12,261,145,12,151,3107,1671,4775
119021662,60,1191,1249,1701,193,1900,1028,63,1092,1227,40,1272,481,22,509,267,8,278,4772,1526,6296
119021663,16,379,397,569,65,631,324,15,338,410,20,427,196,11,200,120,6,125,1624,494,2120
119031370,50,1173,1224,1213,176,1391,775,62,840,876,42,920,365,15,376,236,5,241,3512,1478,4987
119031371,42,774,815,1236,121,1353,761,27,790,867,17,881,368,8,373,169,4,169,3435,950,4387
119031372,65,1448,1517,1881,177,2050,1187,58,1249,1306,48,1355,591,23,611,289,9,300,5323,1758,7085
119031373,47,1451,1501,1127,228,1348,680,68,742,547,48,588,260,23,286,189,8,195,2843,1818,4658
119031374,72,1563,1636,2033,313,2351,1547,162,1708,1566,113,1682,733,50,786,406,21,428,6356,2229,8586
119031664,30,867,896,1132,276,1409,913,162,1069,610,84,692,244,30,272,123,12,138,3049,1430,4482
119031665,17,628,640,928,132,1055,716,55,773,745,40,791,340,21,363,271,15,282,3006,893,3905
119031666,50,1265,1319,1421,163,1579,891,59,948,961,36,999,406,11,417,153,9,159,3889,1543,5422
119031667,29,1030,1064,998,163,1157,622,73,695,513,41,556,174,16,187,114,6,117,2447,1328,3776
119041377,41,925,962,1200,129,1328,780,37,813,855,33,890,385,20,404,188,10,190,3445,1141,4587
119041378,31,1355,1390,1319,314,1628,889,121,1004,755,44,799,210,19,230,89,6,93,3295,1858,5152
119041379,56,1316,1372,1559,259,1815,1055,91,1145,953,55,1009,408,20,429,194,9,208,4229,1747,5972
119041380,66,1903,1971,1598,312,1919,802,75,881,716,35,749,278,16,294,136,7,143,3606,2350,5950
119041381,50,1674,1719,1882,481,2363,1248,227,1474,994,123,1110,418,48,464,246,27,271,4832,2576,7412
119041382,70,2096,2163,1902,269,2177,986,70,1052,921,47,966,358,12,370,171,6,174,4410,2504,6908
119041668,60,1275,1331,1565,385,1944,874,157,1035,777,84,867,376,39,415,345,21,369,4000,1967,5966
119041669,27,584,605,789,88,873,598,30,626,588,21,612,294,17,313,229,7,237,2518,749,3268
119041670,31,1261,1296,1447,219,1672,1025,113,1141,880,53,933,378,19,399,223,13,239,3991,1688,5675
119041671,47,1209,1255,1631,637,2266,630,210,835,255,75,332,114,22,137,47,6,54,2722,2152,4879
120011383,82,1929,2011,2946,284,3228,1371,71,1438,1365,45,1407,566,17,582,221,12,227,6552,2352,8897
120011385,101,1925,2032,2269,327,2595,1127,83,1207,1098,39,1140,363,16,376,89,0,94,5050,2393,7446
120011386,129,2349,2480,2582,348,2934,1322,77,1394,1239,38,1284,402,16,411,138,3,144,5810,2835,8645
120011672,48,921,973,1137,193,1333,816,88,903,853,47,895,318,18,336,119,4,129,3297,1275,4573
120011673,55,1326,1380,1821,460,2275,813,124,936,429,53,481,102,10,111,38,0,37,3253,1967,5223
120021387,117,2109,2227,2125,319,2440,873,70,940,871,37,907,246,14,257,42,6,44,4277,2549,6823
120021389,80,1699,1784,1723,259,1977,834,79,909,841,51,891,205,5,214,43,9,51,3728,2098,5828
120021674,58,1240,1293,1086,227,1312,527,93,621,531,34,566,135,11,146,31,5,31,2367,1605,3972
120021675,119,1825,1941,2014,403,2413,1067,135,1196,1161,52,1214,261,11,270,62,4,64,4675,2430,7108
120031392,58,1069,1129,1393,267,1659,756,74,826,700,36,741,253,17,274,91,5,93,3256,1469,4727
120031393,54,1647,1700,1586,266,1844,1113,87,1200,1011,42,1057,418,22,445,243,11,256,4436,2071,6498
120031394,108,2659,2766,2243,590,2841,1024,148,1167,864,60,929,203,25,228,84,4,89,4525,3490,8012
120031395,64,1507,1570,1542,246,1789,800,69,866,792,25,821,252,7,255,72,5,75,3522,1853,5378
120031396,53,1722,1776,2054,607,2658,1434,303,1742,1135,178,1309,363,53,411,143,20,166,5173,2890,8056
120031576,17,282,298,325,32,357,246,15,263,249,0,250,96,8,99,50,0,47,979,344,1319
120031676,44,1586,1633,1273,336,1614,698,119,811,493,57,546,150,22,171,85,13,95,2741,2132,4864
120031677,48,1491,1539,1335,327,1667,718,93,809,528,53,576,210,25,241,111,17,125,2953,2002,4956
120031678,36,1539,1574,1541,663,2200,948,310,1257,661,166,833,241,52,291,151,32,189,3581,2756,6339
120031679,44,809,847,985,142,1126,665,47,712,611,33,645,275,15,286,183,12,198,2760,1056,3813
120031680,33,1287,1321,1306,450,1765,880,315,1193,778,255,1031,295,120,417,190,52,242,3490,2473,5967
120031681,26,447,472,736,101,837,534,33,567,556,25,575,277,9,290,210,20,227,2331,634,2968
121011399,102,2228,2324,2325,454,2781,1373,123,1498,1364,55,1423,396,13,408,131,4,132,5680,2881,8568
121011401,87,1898,1985,1708,359,2067,712,94,806,573,20,593,119,0,124,35,3,35,3234,2376,5610
121011682,35,942,972,983,230,1214,673,48,721,611,19,631,158,14,166,54,3,60,2514,1249,3761
121011683,46,691,741,1300,110,1409,730,22,753,1012,23,1036,431,12,443,146,0,151,3665,859,4521
121011684,69,1846,1911,2160,347,2507,1268,133,1401,1144,86,1229,339,22,363,164,13,181,5132,2452,7587
121011685,53,950,1002,1406,174,1581,677,39,714,860,31,889,380,11,390,114,4,117,3484,1206,4691
121011686,96,1697,1791,1854,230,2082,977,55,1032,981,25,1005,348,12,356,93,5,99,4350,2018,6367
121011687,56,907,965,1223,148,1369,743,37,779,980,36,1017,378,7,385,98,0,98,3482,1129,4606
121021403,92,1211,1302,2117,178,2295,1551,46,1593,1649,25,1678,573,12,584,250,7,259,6234,1477,7708
121021404,38,634,679,1157,82,1242,700,16,718,944,9,956,337,3,339,132,0,132,3316,744,4062
121021406,63,984,1051,1687,128,1820,1178,32,1214,1538,28,1561,560,12,571,194,9,202,5224,1196,6420
121021577,54,1549,1603,1374,260,1638,931,82,1013,597,34,628,165,11,177,76,0,78,3197,1941,5130
121021578,43,747,791,1033,107,1141,653,25,678,749,22,778,278,11,288,130,0,132,2883,922,3810
121021579,49,1168,1223,1179,135,1308,923,44,966,755,35,782,192,12,203,86,3,92,3184,1392,4574
121031407,99,1452,1552,2253,212,2466,1490,51,1543,1573,38,1611,608,20,627,213,5,223,6230,1779,8013
121031408,104,1484,1588,2281,209,2489,1481,60,1538,1834,44,1877,750,19,770,263,0,267,6705,1825,8530
121031409,55,735,788,1550,132,1677,1075,33,1110,1342,22,1363,560,12,566,199,4,201,4772,936,5708
121031410,82,1136,1215,2131,120,2253,1291,31,1327,1634,27,1659,666,9,674,264,3,270,6068,1328,7399
121031411,74,1327,1402,2022,135,2162,1212,31,1245,1455,19,1473,586,6,590,188,8,193,5551,1524,7075
121031412,64,890,955,1731,119,1849,1062,37,1102,1370,27,1394,525,9,531,224,0,224,4974,1075,6053
121041413,143,2970,3115,2614,400,3015,1077,110,1186,966,43,1007,256,14,269,59,4,63,5113,3539,8653
121041414,114,3000,3114,2821,502,3324,1108,141,1245,723,49,776,136,3,139,24,5,34,4929,3700,8631
121041416,105,3786,3888,2586,570,3154,819,129,950,558,40,595,121,5,133,35,0,32,4222,4534,8757
121041417,105,2533,2638,2165,431,2588,612,83,690,347,30,371,79,14,91,31,4,28,3327,3079,6410
121041688,68,1867,1940,1878,223,2098,767,47,821,682,31,715,267,11,272,82,0,84,3741,2184,5928
121041689,80,1836,1916,1793,213,2005,751,39,794,839,27,866,332,5,339,81,5,83,3884,2114,5996
122011418,85,1242,1330,1958,207,2163,1187,63,1251,1613,38,1656,634,17,649,159,3,166,5638,1578,7216
122011419,152,2820,2975,3127,687,3812,1202,239,1439,1071,67,1138,308,29,338,68,6,74,5925,3844,9771
