SA3_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
30401,173,926,13,0,1113,110,703,17,0,831,190,1390,38,5,1616,346,1869,52,4,2264,354,1746,39,9,2147,299,1613,32,4,1944,321,1272,39,0,1634,149,676,16,4,845,18,220,7,0,246,1954,10417,257,24,12645,236,758,18,0,1012,154,619,17,0,792,209,1483,37,3,1732,532,1865,51,3,2455,499,1863,45,0,2405,388,1716,23,7,2136,358,1419,29,3,1816,134,766,20,0,918,20,433,8,0,463,2529,10933,252,26,13735,413,1689,30,3,2129,269,1323,31,5,1623,395,2871,74,10,3347,874,3733,104,4,4717,851,3610,82,10,4554,686,3332,57,11,4082,684,2693,66,9,3451,278,1446,34,3,1769,37,658,22,0,714,4479,21347,504,53,26382
30402,369,1542,32,3,1950,228,1058,33,0,1318,191,1318,35,13,1552,502,2426,56,8,2990,856,2701,62,6,3625,527,2117,37,4,2679,491,1547,29,18,2084,285,983,39,4,1313,51,360,37,0,455,3504,14047,351,57,17960,375,1236,29,4,1650,232,844,13,4,1095,280,1405,38,3,1724,863,2586,63,4,3517,1053,2818,62,7,3935,640,2149,37,15,2833,542,1749,46,9,2341,327,1085,61,4,1476,38,580,85,0,703,4347,14450,423,53,19276,744,2784,58,6,3594,460,1902,46,7,2417,469,2726,67,14,3275,1368,5007,118,16,6507,1911,5517,117,16,7566,1166,4262,69,16,5510,1034,3292,74,27,4425,612,2066,103,5,2789,89,950,119,0,1152,7851,28498,779,108,37237
30403,488,1868,56,11,2422,656,2523,117,17,3310,555,3242,158,12,3969,589,2845,106,9,3546,698,2267,67,15,3051,452,1708,53,16,2220,422,1292,47,11,1772,253,751,44,0,1054,37,266,30,0,332,4149,16762,679,84,21678,678,1793,74,8,2554,859,2200,114,14,3190,711,3016,166,21,3923,913,2837,102,11,3869,910,2389,73,19,3383,573,1763,47,19,2402,522,1569,69,15,2175,261,908,66,3,1240,41,456,77,4,574,5464,16931,792,115,23307,1172,3663,130,20,4979,1513,4725,230,27,6500,1267,6265,331,28,7894,1502,5680,211,20,7413,1608,4657,138,34,6436,1020,3472,104,33,4625,946,2859,113,28,3944,515,1664,114,3,2290,78,719,107,5,906,9615,33700,1469,202,44983
30404,307,1592,66,0,1966,195,1422,122,0,1739,306,2700,127,11,3142,620,3097,102,0,3819,733,2952,74,4,3761,459,1891,53,6,2408,427,1457,33,4,1923,240,882,27,0,1156,35,331,27,0,390,3327,16313,637,34,20311,331,1399,42,0,1771,247,1155,44,0,1440,448,2786,102,5,3338,1039,3106,104,4,4261,945,2998,67,6,4019,539,2151,65,4,2758,543,1718,44,17,2314,240,1151,30,0,1423,41,679,44,0,765,4375,17142,546,31,22086,636,2987,109,0,3735,447,2574,161,0,3184,756,5484,228,18,6486,1662,6201,215,9,8080,1673,5955,146,5,7779,998,4037,123,16,5168,970,3169,73,18,4234,481,2034,57,0,2576,75,1011,68,0,1152,7700,33454,1181,65,42398
30501,369,1545,197,21,2135,673,4145,510,57,5386,1344,10317,1435,218,13310,960,6006,982,108,8052,829,4143,729,94,5790,718,3184,519,66,4491,494,2016,320,37,2869,197,978,178,9,1370,27,308,92,6,427,5610,32637,4964,619,43826,486,1538,228,7,2256,1019,4479,561,51,6114,1679,9850,1313,165,12997,1159,4998,749,72,6976,1012,3654,516,46,5227,782,2864,427,59,4134,573,1939,289,20,2816,210,960,187,3,1360,28,469,133,0,632,6933,30752,4402,423,42517,851,3085,424,38,4393,1696,8625,1076,109,11502,3021,20160,2746,376,26309,2120,11008,1728,178,15031,1838,7796,1243,136,11014,1497,6049,954,121,8622,1069,3954,612,60,5687,412,1940,364,15,2729,54,777,222,4,1054,12547,63390,9366,1047,86345
30502,261,961,42,5,1273,199,1330,60,0,1595,364,3120,183,3,3675,502,2940,148,3,3597,591,2365,111,9,3079,362,1742,71,10,2191,254,973,51,7,1274,90,405,44,3,542,9,172,14,0,197,2628,14008,728,46,17415,257,898,44,0,1199,322,1348,84,7,1760,500,3330,190,9,4027,782,2889,136,8,3814,807,2349,106,5,3264,443,1741,70,5,2266,302,1018,49,3,1369,96,511,31,0,640,16,269,32,0,311,3525,14350,744,37,18656,521,1860,83,5,2471,521,2675,147,11,3355,866,6449,376,12,7699,1284,5831,282,13,7411,1394,4716,219,18,6341,806,3486,145,13,4455,549,1985,99,12,2649,185,918,75,3,1183,22,440,44,0,506,6155,28361,1474,82,36065
30503,404,1991,100,3,2499,559,3641,275,24,4493,1113,9172,713,58,11062,1074,6316,449,38,7876,1190,4927,381,35,6530,844,3761,249,31,4884,538,2360,183,12,3098,258,1212,112,0,1581,31,405,57,0,495,6019,33777,2537,197,42522,611,2027,100,10,2748,875,4130,352,28,5386,1479,8986,631,29,11123,1526,5686,379,24,7612,1597,4805,283,14,6699,919,3665,237,24,4842,664,2381,140,8,3191,279,1449,133,8,1870,46,774,90,7,911,8003,33897,2336,149,44387,1019,4019,198,15,5248,1429,7768,633,52,9878,2593,18160,1346,87,22185,2600,11998,830,59,15485,2789,9726,668,48,13232,1769,7421,486,53,9732,1203,4741,321,28,6285,543,2662,245,10,3451,76,1180,145,5,1406,14012,67676,4875,342,86906
30504,444,1576,32,0,2057,488,2474,98,9,3068,676,4221,224,18,5141,698,3270,113,18,4096,972,3064,139,10,4179,570,2150,83,16,2822,430,1360,84,14,1887,213,636,65,3,923,25,223,35,0,278,4509,18974,874,96,24446,497,1434,57,5,1998,741,2473,82,5,3299,862,4124,201,19,5203,1039,3200,112,8,4363,1277,2833,91,9,4212,672,2219,78,9,2971,537,1417,88,14,2057,209,758,83,4,1049,28,351,67,0,444,5860,18810,858,67,25599,939,3017,95,4,4054,1228,4943,179,17,6369,1539,8346,425,37,10346,1732,6469,222,27,8453,2244,5899,233,19,8394,1240,4371,162,24,5793,969,2782,175,27,3948,420,1388,146,7,1964,55,573,101,5,726,10368,37784,1733,163,50047
30601,307,1418,109,0,1838,134,1084,87,7,1309,275,2336,184,16,2812,509,2991,203,4,3700,651,3193,221,16,4088,584,3093,211,13,3898,486,2475,196,18,3178,195,1105,143,11,1454,28,233,62,3,326,3168,17933,1412,93,22601,373,1355,85,0,1824,185,1047,92,6,1330,447,2721,208,14,3397,817,3346,213,5,4384,930,3519,222,10,4694,659,3271,187,18,4131,620,2323,154,17,3123,222,1003,134,6,1366,14,310,72,4,399,4277,18904,1375,87,24643,682,2774,196,5,3657,318,2126,183,13,2633,721,5060,392,37,6213,1325,6334,416,9,8086,1584,6716,450,27,8777,1245,6363,395,28,8030,1103,4797,353,39,6295,415,2111,273,14,2820,47,545,130,5,725,7441,36833,2792,175,47240
30602,416,2522,393,8,3340,245,2525,568,72,3408,646,5780,1360,204,7982,815,5147,973,36,6966,938,5424,957,39,7354,811,4976,786,34,6602,753,3784,746,26,5303,313,1875,365,14,2571,48,536,129,0,716,4978,32573,6273,420,44245,403,2396,387,0,3184,379,2454,520,57,3411,944,6111,1256,152,8459,1236,5575,846,30,7684,1267,5499,747,18,7537,996,4891,762,29,6682,878,3661,630,10,5189,352,1938,377,8,2672,54,833,185,3,1078,6509,33363,5723,312,45904,814,4923,779,10,6522,623,4977,1094,124,6822,1585,11893,2620,353,16442,2045,10724,1818,66,14648,2213,10914,1710,61,14895,1802,9871,1551,61,13281,1632,7447,1379,43,10494,667,3814,741,20,5245,105,1373,311,8,1794,11483,65937,11996,726,90146
30603,104,777,158,0,1040,83,728,80,33,916,155,1581,260,191,2191,232,1390,230,44,1897,303,1685,219,3,2208,421,2361,233,15,3032,470,2290,274,7,3031,223,1015,142,0,1382,25,288,44,0,365,2013,12123,1641,293,16069,122,706,124,0,949,56,594,73,12,738,244,1572,223,57,2096,370,1409,212,19,2020,415,1677,229,11,2332,565,2219,226,7,3017,593,1884,206,4,2688,229,900,118,0,1246,37,377,50,0,458,2638,11334,1452,106,15534,229,1484,281,0,1989,139,1322,153,43,1654,398,3155,484,245,4279,606,2801,442,65,3914,716,3360,448,12,4542,990,4582,457,20,6047,1064,4172,478,7,5720,450,1916,261,0,2626,64,665,98,0,829,4654,23458,3096,395,31604
30604,37,220,38,0,296,19,216,55,8,296,69,652,152,31,904,112,572,111,0,791,147,699,158,0,1005,202,966,190,6,1365,226,942,249,7,1422,84,439,92,6,620,15,81,24,0,116,911,4783,1060,60,6816,30,204,40,0,284,28,209,54,4,296,121,685,183,55,1049,172,621,111,3,907,218,661,115,3,1005,269,942,197,9,1409,231,804,176,0,1219,107,317,81,3,503,11,75,15,0,101,1190,4522,976,88,6769,67,427,78,0,578,50,428,106,14,597,191,1343,338,87,1958,286,1188,227,3,1700,367,1363,269,4,2000,469,1905,387,16,2772,464,1744,424,8,2642,191,753,170,7,1123,24,157,36,0,217,2099,9302,2032,149,13584
30605,145,967,187,4,1296,80,671,121,37,916,185,1645,285,203,2323,346,1535,228,68,2169,461,1904,291,0,2658,589,2355,306,5,3253,731,2464,327,12,3532,338,1294,185,4,1820,45,393,79,0,513,2918,13227,2005,340,18491,177,846,159,0,1187,114,596,116,24,846,326,1664,311,77,2385,591,1582,264,36,2481,698,2014,277,9,2998,775,2552,300,9,3638,863,2180,291,7,3342,345,1248,167,0,1765,38,464,123,0,623,3935,13148,2018,164,19267,325,1811,344,0,2482,194,1266,235,54,1757,515,3314,596,280,4710,938,3112,490,103,4651,1160,3920,568,14,5664,1359,4908,607,21,6892,1597,4640,621,21,6875,681,2546,355,3,3583,84,855,197,0,1135,6853,26376,4017,500,37753
30701,171,884,177,0,1229,157,935,203,0,1298,398,2281,557,56,3287,611,1932,476,3,3023,688,2176,491,13,3362,625,2366,461,3,3454,538,1905,318,0,2766,256,886,151,0,1293,33,233,64,0,324,3476,13592,2905,82,20049,200,757,165,0,1126,173,939,157,12,1284,541,2094,405,51,3088,863,1641,298,3,2809,828,1722,286,0,2835,732,1945,273,0,2954,656,1453,222,0,2335,313,811,170,0,1298,48,317,108,0,469,4362,11679,2079,65,18186,371,1644,346,0,2355,330,1879,355,14,2584,936,4369,962,107,6370,1478,3568,773,8,5828,1513,3897,779,13,6193,1358,4311,731,7,6407,1192,3361,541,0,5097,568,1696,321,0,2590,80,550,170,0,797,7827,25278,4982,147,38233
30702,215,1061,149,5,1425,103,924,138,0,1168,249,1774,284,22,2324,429,1632,257,11,2325,468,1990,303,5,2770,522,2177,292,4,2998,511,1860,195,0,2566,256,1030,124,0,1407,49,314,64,0,425,2802,12770,1803,46,17418,234,879,115,0,1232,130,850,81,0,1060,357,1718,199,12,2280,624,1574,193,6,2395,604,1996,218,0,2816,593,2087,188,7,2870,580,1622,156,0,2358,330,961,161,0,1459,54,464,95,0,615,3507,12142,1406,27,17086,448,1936,266,4,2660,235,1774,221,0,2231,608,3494,480,33,4610,1059,3205,446,13,4721,1075,3984,526,7,5590,1109,4265,485,10,5862,1092,3480,346,0,4925,585,1995,288,0,2865,108,780,159,0,1047,6311,24917,3207,73,34505
30703,191,887,108,0,1186,102,782,93,0,982,205,1533,177,11,1925,339,1405,145,0,1893,454,1744,216,5,2426,551,2166,218,4,2947,659,2192,229,4,3087,340,1210,150,0,1701,43,357,52,0,463,2898,12287,1395,30,16615,248,805,102,0,1150,109,665,86,0,858,280,1583,151,11,2019,537,1436,173,0,2143,613,1927,210,3,2747,673,2303,191,0,3171,777,2048,212,0,3037,338,1233,155,0,1723,60,528,63,0,652,3635,12520,1341,18,17508,436,1686,211,0,2335,216,1449,174,4,1840,488,3112,328,15,3949,875,2838,319,3,4038,1065,3680,419,9,5173,1228,4466,416,4,6111,1440,4240,441,4,6125,680,2440,306,0,3424,105,891,122,0,1114,6529,24809,2734,49,34117
30801,135,692,121,0,949,75,761,201,110,1143,237,1807,570,158,2780,455,1607,690,63,2812,415,1621,688,17,2740,337,1582,545,11,2477,249,969,213,4,1435,89,330,75,3,494,6,61,23,0,94,1993,9429,3130,368,14918,118,574,87,0,783,97,706,104,14,922,377,1586,250,30,2242,609,1309,246,9,2168,441,1202,220,0,1864,376,1217,219,0,1814,251,754,146,10,1155,89,295,56,0,437,13,71,30,0,115,2360,7722,1359,64,11503,251,1268,212,0,1735,166,1464,309,119,2059,614,3398,822,188,5024,1063,2918,929,73,4982,861,2820,907,21,4605,712,2799,770,13,4292,495,1722,357,11,2587,176,629,132,3,935,22,131,52,0,209,4354,17146,4491,431,26420
30803,546,3180,347,3,4076,293,2810,378,8,3487,634,5825,930,22,7411,916,5389,810,15,7122,963,5294,664,11,6932,1009,6003,560,6,7575,1161,5000,539,13,6709,507,2571,307,7,3386,85,806,147,5,1040,6112,36864,4687,77,47742,657,2793,287,3,3735,393,2744,282,7,3422,885,6208,537,23,7652,1455,5597,523,7,7580,1308,5793,480,3,7585,1332,6375,479,4,8189,1286,4808,446,7,6547,629,2796,365,8,3796,77,1202,234,0,1516,8022,38309,3627,66,50021,1201,5973,638,3,7813,688,5559,661,7,6916,1525,12029,1465,50,15064,2371,10985,1335,20,14707,2271,11087,1145,11,14516,2338,12371,1041,12,15764,2443,9801,985,26,13257,1136,5364,670,9,7180,162,2009,384,5,2558,14131,75175,8321,144,97769
30804,58,299,76,3,434,37,328,82,0,446,112,783,226,4,1123,242,758,297,4,1297,244,738,296,0,1275,177,814,269,0,1259,154,550,138,0,845,86,287,70,0,437,13,62,11,0,87,1127,4606,1465,13,7211,60,223,68,0,352,56,296,59,0,418,192,628,122,3,940,340,503,117,0,962,233,571,120,0,923,217,601,120,0,935,157,419,89,0,674,105,243,57,0,411,16,115,40,0,175,1377,3599,803,10,5788,119,525,142,3,783,94,620,141,3,865,300,1409,353,6,2065,588,1258,412,4,2254,475,1306,417,0,2202,398,1413,389,0,2200,311,973,230,3,1513,191,531,130,0,849,32,176,54,0,263,2506,8203,2270,17,12996
30805,282,1586,135,0,2011,133,1364,131,0,1632,402,3128,381,10,3918,631,3171,413,17,4231,667,3518,423,4,4611,615,3690,427,15,4746,639,2536,328,13,3507,221,959,126,6,1316,24,227,44,0,293,3615,20180,2419,60,26264,348,1473,134,0,1950,166,1299,99,0,1566,591,3201,299,6,4100,970,2990,290,3,4251,919,3269,281,0,4473,795,3249,266,3,4314,658,2096,219,11,2982,240,923,116,3,1272,19,304,60,0,389,4709,18793,1760,33,25291,629,3060,272,0,3963,303,2661,228,4,3197,990,6333,683,12,8019,1600,6156,707,23,8485,1590,6784,705,4,9085,1412,6934,693,15,9056,1291,4627,545,21,6489,461,1881,243,8,2583,46,530,106,0,684,8319,38969,4174,90,51554
30901,209,1224,78,0,1520,204,1460,143,7,1817,442,4005,462,31,4941,515,3572,341,21,4448,593,3542,266,13,4412,457,3169,298,23,3949,458,2901,236,15,3609,239,1659,170,15,2086,49,528,78,0,656,3168,22064,2079,132,27439,249,1209,76,7,1534,309,1730,169,16,2233,585,4646,474,36,5731,709,3729,298,22,4762,675,3585,242,24,4519,589,3451,291,27,4356,583,3220,231,14,4051,268,1907,195,6,2375,44,865,117,6,1034,4015,24338,2092,159,30595,461,2432,152,10,3055,515,3198,317,20,4046,1031,8648,932,63,10676,1225,7300,640,48,9215,1263,7122,507,35,8930,1047,6622,589,52,8304,1042,6120,470,36,7659,506,3566,369,24,4460,92,1391,201,8,1687,7177,46397,4173,286,58033
30902,215,1296,77,0,1588,130,1134,96,6,1367,324,2966,254,18,3567,437,2937,226,12,3610,534,2955,222,9,3724,439,2895,194,7,3530,508,2629,207,15,3364,241,1382,176,7,1806,43,521,124,0,684,2869,18720,1568,73,23234,207,1121,75,0,1407,221,1322,94,5,1643,435,3402,273,9,4119,651,3205,248,3,4113,619,3050,186,5,3865,579,3312,193,7,4093,604,2816,194,10,3630,287,1553,223,6,2070,51,715,231,0,1000,3657,20498,1715,55,25924,418,2418,152,4,2992,355,2457,186,10,3010,757,6370,529,31,7686,1088,6142,480,15,7722,1150,6008,409,14,7580,1020,6206,383,11,7620,1117,5447,398,26,6984,535,2932,395,9,3872,94,1233,358,0,1683,6529,39221,3281,123,49161
30903,134,1381,115,4,1638,158,1609,142,17,1926,294,3232,289,21,3836,326,3168,242,6,3750,408,3514,273,7,4205,416,3724,227,17,4380,450,3557,233,15,4264,284,2490,214,4,2994,50,724,73,6,854,2525,23410,1812,90,27838,183,1318,108,3,1609,241,1536,133,7,1907,346,3393,296,8,4039,550,3385,260,0,4197,568,4123,290,10,4989,591,4293,258,18,5158,727,4328,300,19,5369,348,2791,256,9,3402,41,1121,158,0,1323,3582,26279,2053,68,31981,320,2702,221,5,3243,395,3144,271,25,3831,637,6623,582,29,7873,882,6554,506,7,7945,971,7637,564,18,9188,1012,8015,484,36,9539,1176,7882,535,32,9629,631,5286,471,10,6393,90,1847,234,6,2179,6107,49695,3867,158,59825
30904,72,458,55,0,583,40,333,29,0,400,80,700,67,5,850,180,925,112,7,1224,218,1202,97,4,1519,257,1193,86,0,1541,275,984,69,0,1338,133,494,35,0,666,13,98,14,0,122,1272,6386,562,18,8240,76,449,55,4,583,57,303,41,0,407,134,714,105,0,952,290,951,135,0,1376,302,1204,110,8,1619,336,1275,93,0,1703,313,929,63,4,1314,138,442,34,0,614,16,134,18,0,165,1657,6392,664,18,8726,146,908,110,4,1165,97,636,73,0,804,217,1416,168,5,1804,468,1876,245,9,2599,519,2402,211,9,3138,596,2465,180,0,3242,588,1917,133,9,2649,270,937,71,0,1279,31,229,29,0,290,2926,12779,1221,39,16972
30905,201,1060,62,3,1331,96,705,44,3,841,125,1283,101,3,1509,303,1910,111,4,2325,412,2151,103,9,2670,266,1655,69,7,1995,220,1252,48,4,1528,110,646,29,4,785,11,156,20,0,188,1746,10806,585,33,13169,236,951,42,0,1224,147,725,40,0,906,195,1479,99,0,1776,494,2191,141,8,2828,539,2220,120,4,2889,353,1741,78,7,2178,298,1249,54,0,1598,118,632,41,3,794,14,253,35,0,305,2401,11442,643,21,14510,440,2010,106,3,2554,240,1429,84,3,1755,320,2762,196,3,3286,803,4097,247,9,5157,949,4372,231,14,5560,613,3396,153,7,4170,519,2504,103,7,3129,230,1276,71,6,1583,30,411,60,0,497,4144,22251,1234,57,27680
30906,269,1905,98,3,2274,206,1740,109,5,2059,341,3503,231,12,4086,471,3911,243,3,4642,554,3842,231,3,4628,398,3376,138,12,3920,361,2562,125,12,3058,210,1463,101,5,1772,29,426,65,0,522,2840,22727,1332,54,26956,342,1711,97,0,2147,277,1431,90,4,1802,420,3776,202,9,4407,730,4087,228,0,5048,731,4125,211,6,5070,530,3589,123,10,4247,503,2731,128,19,3380,222,1554,156,7,1941,20,533,131,4,690,3777,23533,1372,61,28741,608,3617,194,3,4423,481,3177,193,7,3859,764,7279,438,20,8495,1207,8000,471,12,9684,1286,7971,441,10,9701,924,6957,256,25,8170,870,5291,254,25,6437,434,3016,255,10,3712,51,953,200,8,1213,6623,46266,2699,115,55699
30907,466,4589,290,3,5351,390,4213,288,9,4900,643,9214,783,9,10655,1018,9407,632,9,11073,981,8432,492,18,9927,667,6395,260,18,7340,623,4602,253,31,5516,295,2357,150,18,2822,31,493,89,6,613,5122,49709,3240,115,58190,611,4289,316,0,5219,527,4200,303,5,5032,1073,10060,808,17,11957,1621,9726,642,9,11998,1350,8847,514,20,10730,888,6709,320,26,7945,759,4925,234,27,5950,279,2350,182,19,2824,23,710,186,5,916,7132,51815,3506,132,62585,1081,8878,602,8,10570,915,8408,592,7,9928,1716,19278,1592,25,22614,2636,19139,1279,21,23069,2336,17284,1006,36,20663,1558,13103,588,44,15289,1383,9529,490,61,11459,574,4707,326,37,5644,55,1204,273,5,1533,12253,101525,6750,244,120766
30908,193,1424,90,4,1708,228,1490,94,6,1809,283,2961,214,13,3472,339,2987,147,11,3483,374,2662,156,3,3195,272,2229,96,10,2599,286,1870,131,10,2297,189,1213,154,0,1555,32,378,127,0,534,2190,17214,1195,62,20663,280,1352,70,7,1704,308,1576,114,4,2003,368,3179,217,9,3767,534,3280,161,8,3992,523,3130,158,14,3831,355,2670,114,16,3153,404,2305,144,12,2867,197,1386,217,0,1791,27,605,294,0,930,2993,19481,1494,63,24035,468,2774,154,9,3406,536,3069,202,6,3810,648,6140,424,25,7240,876,6263,309,23,7478,895,5797,316,15,7019,621,4898,204,25,5753,688,4175,283,24,5162,380,2594,364,4,3350,57,982,423,0,1467,5184,36699,2690,119,44694
30909,281,1574,150,0,2006,290,2340,239,13,2890,410,4343,461,27,5243,354,3228,327,10,3913,396,3198,285,8,3886,338,2857,273,13,3476,314,2378,234,14,2938,182,1528,231,4,1954,15,540,146,5,708,2581,21990,2344,92,27012,263,1550,127,7,1941,432,2312,260,11,3014,520,4231,458,26,5231,560,3274,308,8,4149,582,3359,290,12,4241,479,3128,238,16,3867,486,2527,231,19,3262,244,1742,303,0,2297,35,855,323,0,1213,3597,22977,2542,107,29214,540,3122,273,9,3950,723,4656,501,27,5907,929,8574,918,58,10478,909,6500,635,18,8057,977,6553,575,18,8124,822,5981,507,33,7339,796,4906,465,24,6202,425,3279,540,6,4250,55,1396,465,0,1918,6183,44967,4885,198,56228
30910,135,777,111,8,1031,106,1195,210,24,1539,249,3055,685,64,4048,247,2343,413,32,3036,334,2347,384,38,3106,360,2410,412,43,3228,365,2435,399,21,3223,193,1425,241,12,1865,25,351,94,0,467,2011,16332,2950,254,21549,154,757,119,4,1035,194,1233,245,14,1687,265,2917,563,48,3799,336,2291,389,19,3035,464,2358,372,22,3212,431,2561,418,25,3434,425,2424,387,31,3270,201,1403,238,6,1849,21,355,102,0,479,2496,16294,2832,170,21795,292,1530,233,14,2069,302,2427,454,39,3227,517,5972,1240,111,7850,581,4638,801,46,6069,794,4711,755,61,6319,789,4964,839,66,6663,792,4860,781,58,6488,388,2822,480,19,3713,49,700,192,4,949,4511,32632,5782,421,43346
31001,292,2176,252,7,2722,257,2263,502,4,3022,437,4784,1470,9,6701,495,4155,1211,8,5864,476,3801,662,9,4942,406,3267,359,13,4045,317,1996,171,11,2486,152,1052,89,4,1290,24,381,48,0,455,2850,23864,4757,57,31530,388,1924,182,6,2493,334,2078,184,4,2609,599,5005,520,10,6134,773,4397,413,6,5591,657,4017,231,10,4914,521,3238,189,25,3964,385,2238,137,15,2785,195,1401,108,11,1717,29,656,53,0,741,3889,24953,2029,90,30960,686,4091,433,4,5221,593,4349,687,3,5635,1035,9794,1993,22,12838,1269,8555,1620,10,11458,1135,7817,897,17,9865,928,6506,540,35,8008,701,4232,309,34,5269,342,2452,199,14,3009,60,1030,105,0,1192,6738,48815,6785,147,62489
