SA3_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
20302,2228,1466,971,587,244,27,9096,107,1083,1160,972,753,569,163,26,4834,2195,8326,6598,4386,2914,2143,797,216,27575,1124,3296,3348,3367,2686,2041,963,261,17073,3010,7013,5816,5466,4970,3036,1408,453,31172,398,368,358,273,218,164,56,8,1842,182,307,364,441,440,404,209,66,2413,3589,7690,6542,6180,5628,3596,1675,531,35427,77,127,127,118,118,139,129,51,879,1601,1938,1580,1525,1400,1547,1614,1009,12219,8952,25775,21580,18008,14466,10615,5583,2110,107094
20303,1085,889,899,740,253,28,4639,27,338,593,622,669,603,168,18,3042,523,2739,3583,2751,2291,2137,803,150,14979,283,1009,1534,1694,1678,1747,739,179,8862,795,2160,2536,2385,2368,1737,716,225,12920,111,76,112,107,100,107,34,5,658,68,96,163,195,229,294,143,43,1233,972,2330,2811,2690,2702,2142,893,277,14812,20,27,58,38,62,98,87,34,417,442,420,572,576,699,903,824,532,4969,2306,7582,10230,9259,8995,8371,3767,1209,51723
20401,295,272,256,222,72,16,1407,22,153,224,254,213,204,61,7,1135,255,980,1079,960,921,855,319,72,5441,181,668,849,940,973,807,343,85,4841,809,1801,1825,1925,2043,1414,550,128,10498,128,114,92,89,95,72,25,3,634,53,77,96,159,159,171,77,25,822,993,2000,2024,2172,2296,1656,652,163,11950,5,19,27,30,47,57,42,13,246,789,635,668,817,1013,958,647,324,5848,2258,4722,5151,5444,5720,4764,2135,677,30863
20402,215,180,201,154,36,8,1077,6,116,169,241,239,228,53,10,1059,177,907,912,761,674,635,242,67,4370,126,495,653,779,783,651,283,74,3846,657,1427,1423,1564,1628,1033,429,121,8280,95,77,84,93,98,55,17,9,533,48,54,73,118,122,121,64,21,616,795,1557,1581,1781,1850,1212,512,150,9431,9,16,17,25,30,45,33,16,194,410,389,408,480,602,651,660,363,3953,1532,3756,3949,4247,4368,3567,1822,682,23926
20403,506,473,378,297,61,4,2101,28,267,405,391,407,292,94,5,1893,302,1710,1905,1555,1205,972,297,67,8016,278,915,1213,1277,1287,995,374,76,6418,1308,2847,2586,2527,2378,1413,558,126,13742,161,168,141,121,132,113,19,0,863,80,107,112,205,232,195,103,25,1055,1550,3119,2836,2851,2736,1727,685,147,15654,15,26,31,43,44,57,35,22,278,756,675,683,690,742,820,711,331,5406,2948,7067,7580,7287,6805,5160,2265,651,39765
20501,308,278,243,181,67,12,1381,22,166,220,212,246,225,63,9,1152,251,1322,1116,859,764,666,266,46,5287,157,776,900,831,773,670,268,69,4440,825,2306,1898,1856,1775,1086,484,128,10360,128,99,97,80,85,93,15,0,598,50,97,91,140,151,144,75,20,776,1001,2501,2091,2079,2015,1329,572,142,11736,18,29,39,26,44,55,46,11,264,413,492,471,474,494,543,478,203,3559,1874,5563,5141,4757,4578,3661,1757,487,27819
20502,150,147,188,187,76,12,955,4,100,145,158,208,236,60,3,921,98,653,661,635,760,751,312,49,3924,80,440,505,681,838,864,392,88,3893,502,1301,1308,1440,1658,1468,657,144,8471,70,67,86,78,112,89,14,4,530,15,49,94,101,158,170,88,19,706,592,1425,1487,1619,1930,1730,758,168,9709,3,22,21,23,28,50,53,14,217,442,431,474,553,736,887,680,328,4528,1236,3258,3440,3808,4696,4711,2335,667,24141
20503,324,367,470,390,137,14,1946,21,186,273,324,371,359,85,15,1627,201,1167,1363,1230,1330,1266,467,93,7118,151,624,935,1020,1223,1200,464,124,5739,705,1918,2014,2243,2425,1786,762,184,12026,96,132,134,127,152,96,36,10,782,47,75,124,144,217,244,103,33,993,846,2124,2267,2515,2794,2126,896,230,13801,8,21,31,33,45,84,54,17,307,524,500,636,683,909,1096,855,407,5616,1781,4853,5832,6166,7151,6522,2955,889,36147
20504,341,245,229,153,47,6,1395,39,184,218,218,214,152,47,3,1076,334,1491,1134,885,774,579,232,36,5469,189,908,941,979,960,669,301,54,5005,1196,3127,2617,2485,2577,1594,691,182,14465,145,183,181,122,101,69,23,3,828,43,103,116,140,159,173,61,21,823,1392,3418,2915,2751,2836,1838,771,209,16117,18,32,31,38,48,58,41,10,272,855,916,892,843,977,1040,866,612,6987,2843,7288,6468,5954,6045,4494,2299,934,36319
20505,198,164,143,108,34,7,858,13,132,156,159,157,121,32,5,773,248,880,809,593,519,460,154,20,3694,93,450,543,637,639,535,203,45,3150,558,1534,1450,1446,1566,1084,386,76,8094,85,97,90,75,75,54,18,0,498,31,67,82,82,120,113,30,7,525,671,1693,1627,1601,1769,1253,431,83,9118,6,14,30,19,26,26,25,9,165,414,461,507,448,549,712,437,240,3775,1464,3825,3864,3629,3800,3217,1309,421,21524
20601,3450,1780,1021,511,126,10,11231,64,913,1007,821,610,306,53,7,3787,2101,8855,5569,3175,1600,844,198,38,22389,553,1723,1531,1211,832,415,123,34,6414,711,1828,1184,1138,876,441,205,98,6478,93,131,82,60,42,33,5,0,454,53,154,146,186,176,100,41,14,881,857,2116,1406,1382,1104,582,247,115,7810,27,91,94,60,57,40,24,10,397,365,903,606,440,386,363,296,195,3557,4148,18753,13670,8863,5609,3065,1067,406,55579
20602,1837,1455,865,375,103,20,6591,22,477,628,687,516,284,48,3,2662,754,4576,3369,2502,1325,630,143,47,13349,221,816,755,755,566,279,97,26,3515,298,846,647,593,499,270,122,47,3325,54,49,39,44,27,22,0,0,238,28,61,68,107,104,61,21,7,458,382,961,750,749,623,353,144,55,4020,6,47,48,42,21,22,8,8,208,176,389,326,304,229,211,221,188,2044,1627,9164,7712,6488,4135,2157,761,343,32387
20603,1860,1069,743,453,96,21,6563,47,490,603,563,520,301,73,14,2616,1291,4590,3753,2808,1754,957,248,70,15467,429,1075,1005,1156,869,562,216,71,5389,441,1201,912,995,926,514,232,100,5325,64,96,63,68,54,33,10,0,389,64,111,126,181,171,109,55,34,848,561,1407,1093,1256,1154,662,294,129,6562,15,64,56,33,41,32,22,6,276,397,739,538,470,410,345,255,158,3306,2858,10575,8907,7359,5491,3312,1193,472,40175
20604,5604,2217,1553,912,435,86,25833,211,1498,970,611,465,328,98,15,4188,8270,21003,8201,3372,2306,1551,706,165,45582,2267,3888,2295,1275,975,726,286,115,11830,1359,2434,1269,896,773,353,132,46,7261,218,214,91,60,73,38,12,0,715,151,296,205,182,173,118,63,21,1202,1724,2940,1571,1137,1016,513,211,68,9182,234,427,190,101,70,71,43,20,1160,2685,4805,2494,1388,1066,779,500,324,14046,16706,48279,21327,10101,7455,4889,2282,786,111819
20605,3479,2222,1559,906,356,35,12421,42,764,836,880,667,411,120,11,3724,1408,9343,6545,4464,2856,1753,634,154,27151,520,2058,1893,1648,1360,884,383,93,8835,550,2079,1447,1164,1013,532,252,86,7117,94,126,95,97,66,44,18,4,535,62,173,219,246,255,174,90,24,1244,709,2375,1757,1509,1332,749,362,107,8903,42,169,130,92,70,71,42,10,622,702,1827,1430,1107,915,703,585,373,7643,3601,20217,16069,11906,8761,5479,2483,785,69303
20606,2054,1090,838,589,292,65,8257,50,659,438,395,306,230,87,16,2176,1702,8025,3804,2280,1745,1386,717,201,19865,379,1281,883,737,643,601,355,118,4997,323,1104,540,423,368,215,133,36,3132,41,78,50,34,32,26,8,8,278,30,103,86,110,107,131,78,21,668,399,1284,675,564,505,370,220,64,4084,25,101,60,50,51,64,52,9,405,453,1031,625,465,410,394,411,271,4052,3148,15560,8543,5583,4502,3629,2131,746,43838
20607,3131,1848,1356,950,361,50,12836,59,1123,816,718,609,438,112,7,3880,2346,12266,5874,3102,2071,1398,566,132,27751,442,1813,1329,957,718,556,264,52,6134,494,1739,1018,751,659,287,157,52,5154,85,123,84,81,49,32,8,0,465,39,161,120,166,143,92,47,21,792,621,2026,1224,993,847,412,205,78,6410,25,145,94,52,36,44,29,8,427,578,1495,990,715,715,552,394,196,5626,4255,23823,13455,8385,6357,4350,1931,528,63072
20701,4933,4676,3415,2078,978,250,21002,73,747,1117,1626,1512,1012,338,76,6507,3464,9370,8715,9236,6854,4442,2158,792,45041,842,1519,1585,2373,2272,1975,1189,500,12253,825,1404,978,1241,1338,824,562,239,7414,137,112,82,87,118,80,41,19,669,82,127,184,332,362,354,213,118,1757,1049,1640,1240,1662,1812,1257,815,376,9838,58,128,147,149,149,172,136,78,1031,656,859,816,822,681,731,790,646,6005,6448,18615,18563,20544,16698,11672,6403,2722,101683
20702,2823,1495,1059,680,288,50,8888,32,299,507,511,494,375,152,28,2382,1536,4410,5108,3876,2816,1771,934,271,20721,408,1055,1445,1630,1510,1160,806,251,8277,524,913,914,1343,1272,800,777,282,6831,65,60,73,100,90,63,42,11,506,67,82,138,252,301,288,190,61,1379,658,1060,1122,1694,1667,1144,1011,356,8715,37,87,89,93,114,94,94,30,632,339,497,578,542,473,548,658,467,4100,3166,9734,11676,9843,8129,5766,3946,1451,53713
20703,3163,2047,1282,661,278,64,11604,48,458,683,839,719,467,178,44,3441,2139,5836,5354,4502,2864,1891,875,307,23772,844,1451,1417,1702,1509,1133,670,256,8988,803,1103,898,1339,1275,683,551,232,6877,130,86,79,94,88,46,32,12,565,75,100,129,245,238,202,146,52,1192,1005,1294,1109,1671,1605,929,727,294,8636,56,74,89,96,106,90,77,38,635,777,1104,679,596,511,576,611,616,5472,5161,14050,12496,11452,8592,5747,3421,1625,62548
20801,2095,2480,1759,975,423,102,8965,31,291,571,937,826,604,204,53,3513,1242,3369,4853,5956,4129,2614,1210,381,23755,329,721,1269,1909,1775,1445,868,330,8635,418,801,829,1261,1392,786,518,206,6207,65,43,69,68,97,64,35,10,450,54,66,146,277,317,304,220,80,1457,541,914,1043,1603,1803,1154,775,296,8122,13,41,76,116,107,119,76,56,602,312,350,524,628,502,621,652,621,4219,2524,6762,10434,13623,10892,7526,4210,1840,57823
20802,4834,3161,1739,1054,324,84,16341,63,762,1108,1322,1063,687,170,31,5194,2631,9516,9160,7327,4612,2942,1091,365,37645,784,2003,2246,2626,2068,1636,715,252,12333,832,1949,1677,1975,1832,1235,626,297,10416,156,108,105,135,120,69,31,8,730,92,179,238,386,403,313,186,83,1894,1081,2237,2023,2492,2353,1614,846,390,13038,40,152,186,155,140,156,99,52,977,683,1207,987,878,696,844,767,724,6782,5558,20735,20537,17948,12676,8931,4009,1903,92296
20803,2332,1565,862,506,187,30,7115,56,452,830,908,626,368,107,24,3374,1064,5100,5870,4487,2561,1461,571,158,21278,525,1665,2418,2801,1872,1274,544,208,11311,975,2380,2609,3004,2647,1517,790,302,14224,137,127,148,159,151,112,31,3,867,68,140,296,400,419,310,119,68,1814,1172,2645,3055,3563,3213,1937,937,377,16904,30,69,105,117,101,110,83,48,665,395,756,762,716,662,754,815,588,5456,3315,12262,15373,14154,9904,6404,3245,1440,66099
20804,1203,953,668,425,194,42,4904,14,229,298,405,325,235,74,13,1593,899,2753,2264,2306,1578,1036,486,168,11489,221,460,458,619,587,456,306,130,3240,186,391,294,328,306,202,145,71,1931,40,29,23,19,32,22,11,0,178,20,30,63,106,126,89,57,38,527,248,452,387,453,460,317,214,110,2639,19,40,32,44,40,50,34,29,287,143,326,233,201,175,218,259,212,1771,1644,5578,4879,4980,3827,2740,1572,708,25929
20901,3151,1946,1290,903,376,56,10344,51,689,1004,1050,837,576,185,27,4413,1522,5765,6371,4531,2978,2072,795,238,24280,489,1565,1981,2176,1782,1381,658,204,10229,1038,2279,2166,2416,2199,1422,861,286,12678,152,134,125,124,105,96,30,8,773,84,143,189,327,372,318,177,68,1674,1270,2559,2479,2871,2679,1830,1072,360,15125,36,75,114,90,85,98,76,33,607,522,757,747,665,642,738,728,486,5293,4021,13901,15834,13327,10284,7608,3899,1412,70288
20902,2339,1052,547,204,50,9,7249,51,564,773,625,369,172,38,5,2592,1264,6108,4697,2678,1291,602,185,50,16878,641,1844,1830,1594,978,438,138,50,7516,799,1998,1712,1717,1326,722,366,141,8788,129,140,119,107,95,42,13,5,652,58,139,198,260,240,117,52,23,1085,982,2280,2029,2085,1658,886,433,164,10517,37,95,101,76,63,55,29,15,454,710,1145,890,758,633,624,565,477,5794,3869,14892,12650,8869,5545,2980,1436,765,51004
20903,958,962,660,438,164,25,3798,27,177,404,646,494,353,76,11,2192,638,1794,2554,2517,1748,1135,320,58,10757,312,686,977,1525,1257,894,344,58,6045,827,1400,1532,1984,1959,993,385,94,9176,118,62,63,76,84,46,12,3,467,50,67,122,212,240,192,75,18,968,997,1525,1717,2273,2291,1224,476,119,10612,16,24,51,56,66,63,42,6,334,274,214,336,419,427,389,281,123,2445,2302,4971,6983,8389,6934,4502,1698,399,36185
20904,4526,1461,659,325,88,10,11770,114,1071,1263,774,473,223,63,6,3971,2297,9499,9266,4141,2180,1352,355,66,29158,1408,4998,6020,3954,2397,1217,381,68,20435,2883,7373,6879,5887,4273,2305,885,195,30681,379,404,398,324,265,124,29,0,1917,257,471,681,742,593,357,93,27,3223,3518,8251,7956,6953,5133,2785,1006,226,35826,93,255,314,179,164,114,52,11,1186,1780,2481,2270,1717,1510,1336,1072,644,12820,9566,30886,31617,19183,12518,7358,3020,1028,115168
21001,884,535,316,185,48,0,2763,19,214,349,378,243,162,39,4,1411,743,2303,2653,2013,1113,687,207,43,9759,236,761,997,1122,870,536,263,51,4836,439,1133,1211,1519,1137,798,562,186,6986,61,76,68,70,74,36,22,3,403,41,75,127,228,194,123,79,19,893,543,1285,1410,1818,1405,961,667,205,8283,3,36,51,56,42,49,36,11,277,215,372,363,370,318,390,418,259,2709,1807,5706,6700,6287,4298,2976,1688,575,30041
21002,312,309,251,138,55,3,1267,7,90,225,260,213,135,27,0,958,159,676,1089,925,660,412,173,27,4112,114,338,576,639,564,437,171,21,2859,338,873,1081,1107,895,500,220,33,5055,35,44,47,36,42,34,8,0,245,25,41,62,92,103,87,28,7,448,404,961,1195,1233,1034,619,257,44,5744,0,14,13,27,25,27,25,10,141,227,148,186,282,270,244,190,115,1658,919,2404,3591,3683,3020,2009,894,217,16745
21003,2000,745,331,150,41,8,5863,34,469,609,412,248,106,34,4,1910,1009,4828,3887,1811,922,410,152,33,13055,557,1555,1579,1233,713,333,134,58,6168,682,1709,1409,1393,1156,575,318,183,7431,73,106,95,76,61,35,8,5,466,75,137,167,211,198,67,50,23,932,826,1959,1673,1683,1414,686,375,210,8826,38,103,103,54,42,30,26,9,407,623,1127,819,625,461,428,495,503,5092,3219,12501,10671,6564,4139,2144,1256,834,41327
21004,416,209,151,87,23,3,1266,27,241,221,172,147,99,26,6,949,320,1462,1228,794,508,336,99,23,4771,243,866,883,788,638,409,127,21,3986,574,1845,1557,1480,1301,681,248,81,7766,80,82,90,67,61,40,0,0,426,65,79,109,140,117,81,42,8,649,724,2007,1755,1687,1484,807,298,89,8842,3,34,21,40,38,26,13,11,188,249,348,349,315,277,250,230,96,2113,1591,5322,4873,4003,3240,2020,814,252,22110
21005,3276,975,468,222,41,0,8302,143,790,723,464,251,134,31,4,2530,1967,7866,6248,2697,1608,775,192,42,21397,1159,4409,4444,2647,1685,759,202,40,15345,2235,5265,4358,3510,2900,1353,549,108,20273,344,396,339,238,171,83,15,4,1597,223,480,538,484,394,193,73,15,2406,2808,6143,5240,4235,3462,1627,635,126,24274,88,210,277,164,123,84,43,10,996,1932,2874,2488,1674,1403,980,658,255,12266,8314,25367,22688,12866,9010,4573,1800,476,85099
21101,3051,1561,1092,523,154,31,8748,93,563,854,741,607,379,121,23,3379,1691,6220,6611,4432,2967,1898,665,182,24672,813,2276,2977,3113,2532,1681,724,212,14328,1668,3715,3557,4162,3802,2364,1206,338,20809,255,209,229,191,170,138,39,12,1232,99,206,322,404,505,375,187,61,2161,2025,4131,4101,4755,4478,2871,1437,405,24200,32,100,131,108,139,156,91,38,790,658,930,936,811,825,863,987,741,6755,5447,16433,18662,15513,12639,8372,4172,1636,82879
21102,393,449,312,184,69,11,1697,14,69,128,224,196,134,52,10,820,335,707,1083,1317,898,566,207,56,5167,121,185,333,551,494,376,178,46,2290,258,289,310,639,574,304,207,69,2661,38,3,17,23,29,24,13,0,145,25,9,37,77,80,73,35,18,355,321,305,366,750,685,393,247,89,3156,9,6,18,32,24,27,24,15,149,84,77,102,128,124,105,145,118,884,908,1601,2431,3444,2735,1789,917,340,14169
21103,2162,1177,689,434,141,32,6486,42,531,808,724,561,427,138,17,3260,975,4609,5126,3260,1981,1365,619,153,18089,585,1597,2119,2194,1731,1241,633,217,10318,1209,2607,2605,2815,2634,1428,788,262,14355,139,147,156,153,113,81,29,7,827,104,131,225,309,383,272,181,70,1664,1451,2887,2986,3284,3124,1784,993,334,16841,21,58,102,59,77,108,76,41,555,390,643,660,614,560,591,685,644,4779,3541,12111,13962,11316,8728,5947,3285,1435,60328
21104,2071,1100,541,306,155,26,5744,26,242,423,459,346,271,104,18,1884,807,2807,3595,2551,1432,1063,448,128,12846,335,714,951,1134,938,715,438,136,5366,460,730,676,1029,920,553,398,146,4911,57,57,64,39,47,46,21,0,329,53,58,88,163,154,130,95,51,793,572,843,827,1232,1121,731,519,198,6038,9,41,59,50,56,55,55,21,347,205,319,341,323,283,331,449,470,2722,2010,6459,8273,6850,4718,3474,2157,995,34940
21105,1467,1079,757,567,206,27,5190,63,545,806,806,711,559,158,14,3658,865,4264,4317,3396,2398,1858,706,134,17938,666,2309,2892,2965,2438,1719,740,161,13887,2162,5482,5090,5226,4607,2706,1178,270,26718,311,220,255,218,210,141,55,9,1417,138,226,333,422,482,385,182,45,2197,2613,5931,5673,5866,5295,3228,1414,317,30328,29,89,66,93,101,122,104,27,632,784,879,917,1060,1057,959,856,459,6962,5063,15055,16142,15255,12754,9018,4175,1138,78599
21201,1378,571,324,204,61,7,3861,62,450,517,405,266,174,66,7,1939,739,3521,3308,1933,1076,778,259,46,11663,595,2477,2677,1868,1259,762,316,60,10026,1607,5033,4181,3608,2645,1358,595,143,19162,277,229,215,140,130,71,15,0,1085,117,236,278,319,257,184,77,17,1488,2003,5502,4671,4067,3030,1609,691,168,21737,23,110,135,68,49,57,35,6,479,875,1161,1007,910,746,686,614,341,6345,4349,14496,13690,9829,6753,4263,2039,631,56047
21202,2224,1127,607,305,99,12,5969,73,406,521,503,338,202,57,9,2112,1311,4497,4571,2932,1802,1034,349,83,16597,746,2149,2758,2583,1925,987,379,125,11652,1528,3229,3098,3456,3152,1717,701,218,17100,246,205,197,187,168,97,26,10,1128,116,213,298,415,407,231,122,34,1825,1893,3648,3592,4051,3724,2035,845,256,20055,53,106,141,107,113,109,52,20,702,1020,1347,1207,1065,915,839,735,392,7510,5173,13671,15010,12364,9426,5510,2522,907,64592
21203,4085,1312,475,214,53,9,9189,119,759,982,556,319,137,50,9,2928,1752,7981,8446,3812,1727,863,263,53,24894,1408,5275,6119,3624,2019,971,315,62,19785,2861,7220,6536,5344,3786,1806,688,148,28388,443,443,384,313,222,66,28,4,1912,231,489,620,584,440,245,92,16,2718,3538,8154,7533,6240,4454,2120,809,169,33018,80,224,295,166,120,88,45,8,1032,1561,2453,2150,1473,1205,875,573,249,10531,8591,27747,29609,17177,10317,5271,2112,551,101379
21204,2893,1139,550,296,81,22,9505,87,610,616,455,315,216,70,12,2377,2354,8842,6151,3185,1942,1269,481,146,24361,1237,3596,3420,2524,1769,1101,418,135,14207,1661,3363,3181,3138,2622,1921,1007,277,17157,233,284,275,232,184,122,38,8,1380,151,378,416,474,432,305,148,39,2343,2039,4031,3870,3846,3245,2349,1194,319,20887,95,260,258,151,119,123,76,34,1115,1562,2745,2035,1522,1443,1398,1190,662,12553,7662,24313,19246,12813,9378,6757,3503,1329,85001
21205,5917,3292,2109,1089,507,85,20368,91,708,968,1005,834,569,220,41,4433,3867,10253,8884,6713,4427,2735,1283,445,38609,1299,2304,2663,2818,2342,1735,1119,374,14661,1200,1997,1737,2367,2126,1366,1037,430,12267,190,136,116,145,133,115,46,18,893,123,167,243,428,458,357,280,137,2191,1517,2308,2102,2938,2719,1838,1358,580,15360,105,184,205,171,171,175,124,65,1208,1344,1973,1294,1067,918,922,1155,1116,9791,8825,24486,22030,18015,13519,9058,5775,2714,104422
21301,1727,746,441,212,56,6,6424,92,612,606,450,286,137,32,6,2215,2290,7658,5242,3080,1827,1067,299,55,21519,1134,3236,3077,2289,1653,832,254,55,12524,1661,3578,3568,3449,3098,1894,782,200,18229,236,285,324,293,243,109,21,0,1520,158,340,403,547,502,271,98,30,2349,2053,4204,4292,4287,3848,2274,902,232,22101,74,202,167,113,132,113,39,10,833,1761,2829,2202,1732,1544,1439,1081,616,13208,7687,21682,17314,12699,9723,6070,2662,984,78824
21302,1766,1166,719,332,94,10,5337,41,418,644,593,479,254,56,6,2492,797,3679,4445,2872,1635,810,257,58,14543,312,1154,1561,1607,1144,585,230,58,6657,592,1694,1764,1810,1658,1023,424,177,9140,88,90,85,101,101,61,16,6,543,56,96,186,253,235,157,44,20,1049,732,1885,2037,2162,1987,1246,489,202,10734,14,66,67,51,58,54,31,6,350,400,747,706,620,505,501,452,314,4249,2363,9129,11225,9077,6532,3784,1606,655,44369
21303,2439,1192,564,231,41,3,8055,33,675,801,623,383,146,26,0,2695,1180,6888,5335,2895,1242,570,150,38,18291,466,1740,1619,1236,767,371,99,31,6341,617,1728,1363,1149,980,496,195,61,6584,120,133,95,82,66,39,11,0,545,39,165,176,225,177,106,29,4,922,772,2020,1631,1460,1220,640,233,67,8048,35,136,82,44,48,33,6,3,388,564,1397,878,633,562,441,327,308,5107,3276,16216,12787,8080,4788,2432,889,452,48924
21304,2900,1114,455,221,64,4,7118,117,715,931,622,288,195,35,0,2903,1559,6446,7159,3775,1575,898,264,45,21720,918,3795,4505,2976,1634,827,296,61,15010,2330,6110,5978,4824,3233,1802,613,112,24999,318,354,367,292,194,102,10,6,1644,198,409,595,575,402,254,79,22,2539,2845,6867,6941,5696,3827,2157,712,141,29181,39,165,237,128,96,70,38,12,780,1598,2385,2189,1548,1148,916,613,254,10648,7208,22605,24855,15857,9019,5278,2017,520,87356
21305,11215,2706,946,467,106,10,23990,153,1136,1789,956,469,241,55,5,4814,2613,13427,16438,5741,2580,1498,371,54,42723,1648,6217,7084,4055,2381,1199,354,51,22987,3088,6848,6371,5301,3710,1852,667,138,27962,393,444,389,291,226,110,20,0,1883,250,524,764,658,489,283,83,16,3063,3731,7818,7526,6241,4424,2247,771,155,32910,123,461,572,230,168,136,60,6,1760,2549,4363,3838,2016,1408,1123,722,389,16404,11222,41556,48452,21946,12375,6914,2436,680,145588
21401,1098,765,485,305,80,21,3794,65,508,707,578,428,315,81,13,2683,760,3960,3834,2690,1627,1143,445,117,14576,614,2461,3015,2648,1961,1263,515,134,12609,1693,5042,4706,4496,3713,2134,1015,269,23072,256,248,265,202,196,122,36,8,1333,114,250,351,386,390,312,162,40,2002,2059,5540,5321,5083,4293,2577,1209,319,26404,33,89,85,83,102,100,77,42,621,933,1296,1237,1269,1074,1005,995,734,8539,4520,14834,15295,13119,9976,6696,3415,1374,69227
21402,1057,1244,1140,1009,420,73,5724,46,330,685,870,909,776,277,40,3920,760,3373,4171,4292,3411,3147,1613,397,21162,606,1740,2545,3224,2919,2736,1496,418,15668,1692,4113,4350,4943,4793,3341,1811,540,25598,249,199,210,222,250,199,80,22,1434,110,221,306,466,504,533,341,112,2588,2057,4528,4868,5634,5557,4068,2234,673,29621,31,63,78,106,138,193,178,89,872,1053,909,1146,1512,1493,1930,2027,1300,11372,4593,11684,14549,16886,15559,13860,8232,2980,88351
21501,228,175,143,104,26,7,1017,30,156,183,187,187,153,43,3,948,193,1154,934,809,696,569,215,49,4621,151,606,714,867,945,657,274,79,4297,820,1941,1639,1693,1962,1189,434,113,9787,115,143,108,92,104,73,26,3,663,41,63,106,140,157,122,43,17,694,975,2151,1854,1919,2228,1387,499,131,11140,7,27,19,24,33,48,29,17,206,556,569,503,628,744,914,797,510,5215,1945,4981,4442,4598,4971,3823,1887,792,27443
21502,229,157,134,67,25,4,920,10,160,166,206,157,105,16,4,830,193,1232,987,776,570,359,123,37,4276,188,641,692,749,712,475,173,25,3661,802,2019,1666,1599,1428,829,307,77,8716,131,163,126,106,86,34,14,0,660,62,77,101,143,112,80,36,8,620,995,2264,1887,1845,1630,943,355,82,9999,11,32,38,30,29,29,22,10,209,626,749,702,682,766,754,590,324,5192,2047,5357,4706,4446,4003,2731,1309,488,25077
