SA3_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
21303,5249,1182,698,34,5,7163,6268,2809,2159,45,3,11286,3361,2506,4631,74,20,10587,408,825,307,0,4,1541,67,63,153,0,0,283,896,470,463,32,8,1860,87,58,61,38,3,249,27,16,22,0,0,69,4840,3936,5639,144,31,14593,237,123,74,0,0,437,665,494,810,14,13,1993,17263,8535,9379,242,57,35472
21304,12939,1084,91,59,11,14188,30554,1420,130,8,30,32135,8975,1517,152,9,12,10664,347,158,34,0,0,541,89,126,4,0,0,220,1760,236,44,6,0,2042,231,64,11,78,5,389,61,23,0,3,0,91,11463,2124,250,97,21,13955,553,229,9,4,5,803,3059,455,67,48,6,3648,58571,5324,550,212,68,64728
21305,14778,1433,405,40,8,16664,40323,3176,386,3,17,43910,19859,3147,879,8,19,23908,524,116,62,0,0,695,131,58,31,0,0,226,2614,399,100,13,0,3118,490,50,12,29,7,592,122,15,9,0,0,148,23740,3784,1083,49,26,28677,748,237,190,3,4,1184,4733,657,194,50,8,5645,84318,9285,2263,144,66,96080
21401,12571,1873,127,68,18,14658,19264,2485,196,11,8,21966,7121,2983,658,17,18,10792,706,377,81,0,3,1168,119,116,33,3,3,276,1600,505,82,11,4,2205,166,65,20,199,0,460,40,29,10,7,0,86,9757,4086,887,231,26,14987,342,520,64,4,0,932,2034,581,195,136,3,2952,43969,9546,1467,450,59,55490
21402,24407,2627,744,294,17,28087,21221,1367,299,13,7,22908,6165,1593,496,26,9,8284,534,215,113,0,0,868,60,51,0,0,0,118,1954,292,106,18,12,2385,351,50,12,83,8,506,61,13,3,3,0,84,9128,2216,737,133,28,12244,1127,734,99,17,3,1975,3000,501,121,132,7,3770,58881,7449,2001,589,63,68977
21501,11020,202,84,131,19,11456,6735,42,18,12,7,6823,2105,360,257,17,4,2745,348,165,77,0,0,584,48,28,48,0,0,131,1213,65,48,9,3,1347,294,21,24,59,0,399,23,9,7,0,0,46,4041,643,462,82,12,5247,704,58,14,12,6,796,1418,111,76,87,6,1696,23913,1061,660,321,57,26015
21502,6494,352,143,244,15,7260,6637,165,60,5,0,6873,2449,629,475,9,7,3573,389,202,112,0,0,703,60,41,78,0,0,185,1238,156,99,15,16,1520,262,18,41,127,14,467,46,16,19,17,0,100,4445,1071,820,169,39,6548,402,47,73,20,8,549,1427,212,197,104,13,1948,19403,1854,1293,548,78,23170
21503,6278,189,48,157,21,6704,3829,42,16,21,5,3908,904,231,211,3,0,1352,278,77,106,0,0,455,51,14,22,0,0,94,953,79,26,22,3,1083,310,28,7,103,26,473,30,6,6,0,0,44,2527,431,381,127,42,3503,422,11,4,19,9,456,1137,74,74,142,26,1449,14195,748,515,463,95,16017
21601,5968,274,5,145,13,6400,4712,86,0,17,7,4818,1197,420,27,5,4,1648,297,200,4,0,0,497,40,43,0,0,0,85,776,91,6,11,9,888,150,13,0,71,4,245,15,10,0,0,0,27,2474,785,32,85,7,3393,325,50,0,5,0,380,884,142,5,86,0,1128,14366,1330,47,337,33,16113
21602,4988,239,7,130,12,5377,3513,83,4,19,5,3615,996,327,14,8,0,1352,162,102,0,0,0,256,16,29,0,0,0,44,600,62,4,6,0,674,129,19,0,48,0,198,14,8,0,0,0,20,1917,545,18,63,4,2552,289,13,0,13,4,318,758,107,0,59,0,929,11462,990,30,286,21,12793
21603,7892,417,9,247,12,8570,8065,158,3,19,13,8258,2881,1020,17,9,5,3941,612,226,14,4,0,857,122,64,25,15,0,224,1287,143,3,26,8,1472,271,63,0,103,11,449,58,24,0,5,0,84,5235,1538,59,170,29,7025,392,79,0,100,0,573,1554,324,19,300,6,2207,23135,2528,89,828,53,26627
21701,6779,163,30,83,14,7059,4418,63,9,7,3,4499,986,244,99,9,0,1338,288,102,24,0,0,417,43,30,0,0,0,76,840,61,11,3,8,921,150,30,7,50,3,240,19,20,0,0,0,41,2320,487,143,71,11,3038,423,19,7,9,7,463,840,69,24,32,4,970,14778,800,221,196,29,16023
21703,6622,198,10,50,10,6885,4590,65,4,12,12,4681,1100,301,9,7,0,1418,200,127,4,0,0,333,31,27,5,0,0,66,868,77,10,7,6,967,231,32,4,41,10,313,24,12,0,0,0,32,2455,574,31,61,17,3132,495,27,3,10,7,538,956,127,9,23,5,1123,15117,987,58,151,47,16359
21704,7541,454,73,77,15,8156,6331,223,63,22,3,6646,1905,641,227,27,3,2797,398,147,77,0,0,623,55,42,42,0,0,141,943,153,61,8,7,1166,181,25,34,32,0,276,18,0,8,4,0,33,3502,1006,451,64,9,5031,428,79,48,7,3,568,984,118,48,80,4,1238,18785,1877,685,253,35,21636
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,7729,735,134,98,5,8700,10584,688,127,4,5,11407,2534,772,215,3,3,3533,353,342,113,0,4,808,45,73,21,0,0,143,794,187,54,4,5,1047,54,104,29,21,0,205,10,6,9,0,0,30,3790,1495,442,29,18,5765,149,149,41,0,3,333,562,198,70,39,6,870,22807,3255,808,172,32,27080
30102,10648,992,574,52,21,12286,12352,525,276,8,4,13168,4127,840,371,0,6,5342,172,178,233,0,0,580,37,59,71,0,0,174,1216,228,143,11,16,1614,93,241,45,22,0,404,27,13,8,0,0,52,5672,1566,877,34,17,8165,359,586,95,4,3,1048,1070,197,119,43,4,1439,30090,3871,1940,146,58,36110
30103,6393,630,376,97,9,7501,9761,1137,241,8,4,11155,3393,1193,635,3,9,5235,324,348,239,0,0,906,34,41,20,0,0,98,707,261,129,13,3,1110,65,246,34,14,7,365,7,20,14,0,0,43,4532,2099,1075,31,21,7753,155,171,22,5,3,362,547,238,97,17,4,904,21391,4281,1811,160,35,27674
30201,4768,436,84,0,3,5292,5641,691,112,0,0,6446,1717,1157,380,0,4,3261,64,70,32,0,0,170,5,22,0,0,0,31,413,187,64,0,0,666,143,225,49,0,0,419,7,17,0,0,0,19,2346,1675,536,0,9,4566,80,105,9,0,0,196,275,110,31,0,0,416,13115,3018,770,4,19,16916
30202,6280,692,652,11,0,7626,8106,711,855,0,0,9676,3626,970,3195,3,7,7811,595,288,412,0,0,1301,33,36,73,6,0,152,852,229,449,0,3,1539,62,106,116,154,0,438,17,21,26,3,0,65,5183,1652,4279,164,19,11298,182,259,312,0,0,763,514,182,360,56,8,1118,20265,3500,6458,225,32,30482
30203,2982,244,592,8,3,3825,4419,640,1043,4,5,6101,1728,857,2796,3,6,5396,83,198,280,0,0,559,21,50,89,0,0,159,491,97,368,3,0,964,43,46,54,0,4,141,12,9,20,0,0,38,2364,1256,3607,8,16,7248,115,26,134,0,5,282,249,110,295,0,8,669,10133,2270,5675,18,34,18126
30204,5383,694,172,12,3,6269,7712,768,271,0,0,8752,2884,991,1019,14,11,4920,433,213,331,0,4,991,41,43,67,0,0,159,670,181,140,8,0,996,60,198,55,0,9,318,16,10,18,0,0,38,4110,1643,1622,20,25,7422,221,240,43,0,0,506,467,214,233,142,6,1067,17899,3559,2340,173,37,24011
30301,5147,729,234,101,0,6204,6035,1294,360,9,7,7701,2098,1442,710,4,5,4261,322,152,70,0,3,550,26,18,12,0,0,53,470,242,79,5,4,792,43,97,23,12,0,166,9,9,0,0,0,15,2965,1957,889,13,12,5844,126,61,77,0,0,265,346,143,127,18,6,639,14622,4179,1687,143,29,20659
30302,4606,342,1400,5,3,6355,6403,920,2338,5,8,9672,2875,1318,7029,10,21,11256,264,258,997,0,0,1522,15,31,163,0,0,210,962,246,1148,0,9,2369,66,23,189,0,0,281,16,7,33,0,0,53,4190,1881,9562,10,38,15681,247,31,382,0,4,664,430,115,770,3,13,1332,15878,3283,14456,20,64,33706
30303,7103,566,311,50,0,8031,7932,1062,529,3,3,9530,3131,1250,1363,16,8,5767,438,97,305,0,0,837,50,37,64,0,0,154,945,254,244,4,8,1455,116,253,134,274,16,800,25,17,11,3,0,63,4704,1904,2122,303,37,9069,251,108,64,0,0,422,551,178,269,50,8,1059,20542,3821,3292,413,45,28118
30304,3657,180,143,0,6,3982,4667,390,239,0,7,5300,1787,569,762,4,14,3135,182,163,191,0,3,531,26,14,73,0,0,110,701,102,148,0,7,962,65,81,31,0,3,178,15,5,9,0,0,29,2775,930,1205,0,26,4950,114,79,31,0,0,223,281,94,109,0,3,492,11498,1670,1731,3,36,14946
30305,4728,387,19,23,0,5160,8412,1040,42,4,5,9506,3104,1491,102,0,21,4712,371,86,15,0,6,478,47,29,0,0,0,77,673,217,16,3,4,912,119,262,3,18,0,395,23,14,0,0,0,44,4328,2098,149,24,28,6624,169,82,8,0,0,259,617,239,34,16,13,919,18258,3844,252,60,54,22470
30306,4782,453,11,15,0,5265,4190,779,15,0,0,4984,2439,976,4,4,4,3435,180,56,9,0,0,242,40,30,6,0,0,72,784,240,10,0,4,1040,130,296,0,58,3,491,23,16,0,0,0,44,3600,1617,30,62,8,5327,176,108,27,0,0,308,545,171,17,33,6,781,13293,3135,98,111,20,16663
30401,3896,252,39,0,0,4192,4753,244,3,0,0,5009,1296,190,3,0,0,1498,34,0,0,0,0,34,4,0,6,0,0,8,312,69,3,0,0,384,22,52,4,0,0,75,3,0,0,0,0,3,1670,310,19,0,0,2006,98,5,90,0,0,195,177,16,7,0,0,204,10606,831,165,6,4,11603
30402,5694,249,62,0,3,6008,7199,124,33,0,0,7355,1411,113,14,0,4,1547,16,0,0,0,0,14,16,4,6,0,0,25,433,21,14,0,4,463,29,5,0,0,0,35,10,3,0,0,0,13,1908,147,35,0,3,2101,136,58,23,0,0,219,231,30,13,0,0,275,15165,610,165,4,12,15955
30403,3951,364,1531,0,7,5855,3687,458,1448,5,3,5601,1503,590,4218,5,22,6334,24,105,172,0,0,308,7,3,33,0,0,50,460,106,806,5,5,1381,40,35,122,3,8,209,10,3,15,0,0,20,2039,839,5368,10,42,8301,116,42,207,0,4,371,193,67,357,3,0,617,9992,1768,8912,19,62,20751
30404,5018,249,300,0,0,5573,6862,312,371,0,9,7551,2228,374,775,0,0,3389,452,47,370,0,0,865,18,21,85,0,0,124,513,61,145,0,3,723,500,96,96,0,8,704,13,0,6,0,0,16,3727,597,1481,0,13,5822,118,163,51,0,0,333,299,101,113,0,0,507,16024,1428,2314,0,27,19795
30501,1686,196,4511,26,14,6438,1505,244,5243,6,18,7014,1166,490,17300,22,89,19067,12,81,847,0,7,950,5,5,381,0,9,399,491,110,3329,8,51,3995,43,19,927,5,26,1020,7,3,100,0,5,113,1723,712,22883,41,176,25541,68,12,378,0,10,467,207,63,2386,123,56,2829,5184,1232,35407,194,273,42291
30502,2631,402,673,4,4,3714,4177,967,1016,0,10,6167,1664,1205,2598,0,18,5479,81,156,340,0,0,569,6,8,37,0,0,51,391,162,403,0,10,966,31,31,59,0,0,120,7,0,15,0,0,26,2179,1564,3447,0,24,7209,66,17,36,0,0,115,265,150,327,3,10,753,9314,3105,5496,9,44,17963
30503,5239,531,2628,3,23,8422,6541,781,3991,5,14,11330,2655,1300,13497,12,71,17529,57,82,720,0,0,857,14,12,329,0,5,366,776,272,1988,5,19,3050,41,33,426,0,4,507,17,0,59,0,0,80,3556,1708,17016,17,98,22395,199,40,353,0,8,608,368,147,1501,5,17,2042,15907,3202,25496,25,160,44789
30504,4352,277,1253,10,7,5896,5666,304,1436,3,7,7418,2236,420,4806,16,43,7528,31,55,108,0,0,191,18,0,69,0,0,85,658,91,966,7,15,1745,36,6,118,0,6,176,9,4,16,0,0,25,2990,583,6082,24,68,9747,115,21,120,0,10,264,268,54,388,14,15,743,13387,1231,9280,56,99,24060
30601,5226,343,474,295,66,6401,7923,387,419,10,20,8762,2558,718,866,3,57,4201,130,38,44,0,0,218,13,29,4,0,4,54,846,231,239,5,25,1344,128,47,113,61,37,390,27,3,6,0,0,44,3705,1070,1277,74,122,6246,151,5,19,9,13,196,697,153,238,27,12,1137,17708,1962,2430,417,230,22747
30602,7569,569,1107,255,59,9564,10869,488,1076,21,14,12474,3714,1631,3396,20,51,8816,820,421,522,4,5,1772,126,117,127,3,6,386,1788,511,794,32,22,3152,305,139,272,153,41,901,43,26,38,7,0,114,6806,2847,5150,222,122,15147,296,209,71,10,16,606,1697,560,1191,233,78,3762,27238,4676,8595,742,292,41543
30603,4886,85,59,765,124,5920,3020,38,21,25,8,3119,1126,371,274,25,3,1796,205,84,35,0,3,327,353,26,62,0,0,443,953,101,73,22,14,1158,263,39,33,120,34,494,18,10,3,0,0,28,2921,623,482,167,54,4250,299,23,5,39,13,378,1127,85,117,153,47,1538,12252,867,688,1150,246,15199
30604,1368,147,105,310,90,2014,1200,131,70,30,8,1434,323,219,226,4,8,772,78,13,32,0,0,126,25,9,7,0,0,42,284,89,96,24,24,512,44,19,40,64,41,212,3,3,0,5,0,13,760,341,395,100,75,1679,88,8,11,19,10,130,346,87,78,35,11,556,3758,715,660,492,200,5826
30605,6580,83,64,576,125,7425,4290,29,23,43,17,4399,1253,111,254,13,10,1639,275,59,101,3,0,442,111,21,75,3,8,211,1274,70,91,17,15,1464,235,21,23,165,51,497,46,0,9,0,0,57,3184,289,550,204,87,4311,393,7,6,28,12,447,1414,78,123,323,56,1985,15862,480,766,1167,300,18575
30701,5369,117,4,404,64,5960,3810,58,3,41,17,3924,1859,584,127,4,0,2582,277,112,19,0,0,408,89,65,17,0,0,173,1258,86,10,22,16,1392,666,78,21,139,47,951,31,14,5,0,0,46,4180,934,195,170,66,5557,917,68,10,32,35,1054,1489,203,109,70,28,1895,15764,1373,324,718,216,18386
30702,5673,78,0,135,29,5920,4601,30,0,24,14,4665,1809,374,13,3,0,2199,130,42,0,3,0,182,26,53,0,0,0,88,1176,40,7,10,8,1244,356,18,6,75,24,474,21,13,0,4,0,37,3524,544,21,108,35,4228,554,28,0,9,11,607,1173,79,11,92,20,1373,15528,757,40,369,104,16796
30703,6544,173,14,84,21,6830,4634,48,3,18,9,4723,1689,430,94,6,3,2222,99,78,6,0,0,184,20,31,7,0,0,62,1023,72,27,12,14,1146,207,15,7,34,14,270,31,14,4,4,0,43,3059,638,145,61,25,3928,360,53,0,4,9,428,1111,93,39,60,20,1322,15713,1003,193,230,86,17224
30801,2032,31,22,322,116,2516,2591,67,24,28,20,2723,1342,331,271,5,3,1951,394,25,99,0,0,525,48,6,19,0,0,63,566,59,43,21,10,697,880,91,93,72,56,1189,9,8,0,0,0,17,3233,514,524,96,78,4444,507,24,20,59,45,658,851,80,71,139,21,1161,9208,711,654,637,283,11498
30803,13278,338,360,561,166,14703,15244,209,214,52,20,15738,5592,1173,869,14,14,7674,673,329,210,0,10,1224,169,138,93,0,0,402,2493,205,200,27,13,2946,305,56,85,180,71,700,50,27,18,4,0,93,9287,1930,1480,227,105,13030,657,91,82,30,27,885,2318,352,272,402,36,3371,40777,2911,2418,1278,349,47726
30804,1672,6,7,123,16,1821,1374,6,0,14,6,1399,481,42,68,3,0,595,161,24,14,0,0,202,14,8,4,0,0,27,426,8,21,9,0,463,227,20,55,32,14,340,19,0,5,0,0,24,1321,102,161,44,14,1645,325,5,11,9,5,348,675,29,44,67,48,860,5367,144,220,247,90,6073
30805,5961,183,186,462,71,6863,8160,194,120,35,8,8522,3593,737,1048,4,9,5388,414,99,157,0,0,673,90,74,27,0,0,194,1183,56,90,17,10,1353,190,28,54,178,40,496,20,11,7,0,0,47,5483,1010,1385,203,63,8149,279,18,24,33,19,372,1176,138,180,287,25,1804,21060,1549,1892,1014,183,25699
30901,4940,1455,2460,132,23,9013,4774,1642,1892,7,8,8327,1415,1382,3291,0,20,6121,23,57,157,0,0,236,3,13,40,0,0,64,509,497,935,5,10,1959,55,144,256,52,11,517,10,12,20,0,6,41,2019,2118,4699,63,46,8939,128,68,164,0,3,373,519,343,1140,47,26,2078,12387,5625,10356,248,106,28724
30902,4204,1172,1984,245,21,7627,5013,1329,1342,9,11,7701,1034,929,2317,10,13,4303,119,172,272,0,0,565,11,15,51,0,0,68,505,393,719,11,11,1634,36,140,138,28,3,352,15,7,15,0,0,43,1717,1663,3507,51,28,6971,101,68,120,3,0,303,426,244,549,77,10,1315,11466,4484,7509,386,75,23914
30903,4963,2568,2151,197,35,9914,4421,2580,1197,12,16,8227,1662,2392,2409,8,21,6494,90,408,257,0,5,759,7,96,50,0,3,149,547,741,607,9,11,1915,107,397,293,39,6,831,10,25,32,0,0,71,2430,4057,3644,54,32,10219,135,196,77,3,5,418,594,604,598,78,8,1879,12548,10009,7670,337,102,30663
30904,2486,96,9,43,11,2640,3203,15,3,7,9,3247,426,23,14,9,4,475,4,0,0,0,0,4,0,0,0,0,0,0,316,12,11,8,7,356,60,3,0,34,5,98,5,0,0,0,0,5,825,34,22,49,13,940,123,0,0,0,4,131,363,11,4,20,3,403,7000,162,41,122,41,7366
30905,2946,320,13,6,3,3294,5133,698,22,3,4,5860,679,438,28,0,0,1156,47,39,0,0,0,87,3,4,0,0,0,5,381,133,18,0,0,535,59,116,0,20,0,200,8,4,0,0,0,13,1183,733,50,21,4,1993,94,23,4,0,0,132,333,115,16,35,11,501,9696,1888,110,62,25,11776
30906,4923,985,403,138,6,6453,9242,1293,317,7,4,10865,1838,1335,349,10,0,3531,278,138,64,0,0,476,21,20,90,0,0,135,677,393,92,4,0,1167,95,415,58,237,6,815,18,17,11,5,0,52,2934,2325,664,262,7,6185,130,98,200,5,4,434,680,268,169,66,0,1185,17912,4965,1752,467,27,25124
30907,8677,1330,465,228,37,10734,19340,2189,285,15,46,21878,10484,3361,507,13,54,14420,170,86,0,0,0,252,63,71,0,0,0,134,1306,499,112,19,18,1955,227,375,53,17,9,684,41,24,4,0,0,75,12294,4412,681,53,73,17515,318,112,113,14,3,558,1999,610,128,64,20,2818,42626,8655,1675,378,184,53516
30908,3481,1432,651,0,4,5568,4210,2038,541,0,6,6793,1648,1838,1279,0,3,4774,139,105,14,0,0,262,14,16,33,0,0,73,378,469,344,0,3,1198,44,434,268,0,0,745,10,14,14,0,0,36,2241,2880,1956,0,11,7085,93,123,64,0,4,273,324,305,268,0,9,900,10349,6774,3469,0,25,20624
30909,3281,1027,1485,93,18,5909,4421,1057,1047,3,5,6535,1955,1479,4130,12,25,7603,318,259,384,0,0,961,22,48,170,0,0,241,698,392,864,5,7,1964,83,189,531,18,43,875,14,8,60,0,0,87,3088,2386,6144,32,81,11727,133,199,200,0,0,536,532,386,880,66,16,1884,11455,5053,9752,204,122,26580
30910,1979,731,3351,79,44,6193,1807,562,2007,16,21,4417,539,517,4252,7,69,5388,4,0,10,0,0,12,0,7,71,0,0,83,163,193,1241,3,14,1616,22,118,504,4,15,669,0,3,45,0,3,56,739,837,6134,19,108,7830,57,68,189,3,6,323,235,171,1678,58,28,2167,4826,2373,13349,175,205,20929
31001,4964,294,65,20,9,5348,8015,528,41,0,8,8586,3654,2205,108,3,31,5998,1454,267,108,0,0,1827,63,78,15,0,4,156,1185,232,41,0,3,1461,347,402,15,83,9,842,45,30,7,4,0,80,6743,3211,280,89,45,10369,241,306,54,0,9,605,979,386,89,23,12,1485,20938,4726,529,134,79,26402
31002,8375,86,3,168,36,8673,9109,46,9,18,9,9180,2771,196,16,7,6,2992,65,20,0,0,0,89,12,21,0,0,3,40,1304,20,3,8,3,1339,244,11,4,114,26,390,36,7,0,0,0,45,4435,275,25,121,39,4895,408,50,0,11,8,483,1461,90,10,72,51,1696,23793,547,52,400,140,24921
31003,9735,416,88,19,10,10267,15326,279,64,19,7,15694,8110,2028,440,8,8,10590,884,364,184,0,0,1434,115,117,75,0,0,310,1818,267,68,0,6,2160,740,196,40,27,8,999,52,25,7,0,0,85,11707,2993,813,35,29,15578,278,55,33,0,8,377,1674,416,144,67,11,2313,38723,4158,1138,151,63,44237
31004,4470,308,45,13,0,4842,13216,324,22,3,4,13576,9494,2125,106,0,9,11735,577,77,33,0,0,689,58,38,24,0,3,122,1098,139,40,4,0,1280,309,174,36,55,4,570,58,16,5,4,0,81,11595,2562,239,62,19,14476,159,45,12,0,0,218,1458,387,47,34,4,1931,30904,3627,372,110,31,35044
31101,1688,64,0,65,3,1827,1541,43,0,11,0,1591,729,384,9,0,0,1116,71,43,0,0,0,114,22,23,0,0,0,43,337,67,0,4,4,407,67,53,0,13,5,138,14,8,0,0,0,23,1233,572,7,13,8,1840,115,4,0,5,0,119,290,74,0,17,0,385,4862,758,13,115,20,5771
31102,3350,379,78,17,4,3832,5381,295,83,0,5,5762,3095,1306,521,0,8,4929,392,122,167,0,0,687,18,25,41,0,0,84,606,124,51,0,0,790,90,133,19,6,0,240,21,20,3,0,0,47,4229,1725,806,5,10,6778,132,46,10,0,0,183,897,326,202,70,3,1502,13987,2771,1181,91,18,18051
31103,5910,128,24,15,6,6092,10954,221,33,0,6,11223,6646,1846,68,10,21,8588,632,57,5,0,0,699,43,47,9,5,8,107,1151,142,20,0,3,1327,198,223,10,95,4,525,44,34,0,3,0,82,8708,2355,120,107,30,11322,221,66,9,0,4,303,1703,465,30,35,13,2245,27493,3242,220,154,66,31183
31104,3639,87,33,0,14,3772,10381,42,25,12,9,10461,2871,227,15,0,0,3119,29,0,0,0,0,29,9,0,0,0,0,9,553,3,10,0,3,572,40,6,0,0,0,52,18,0,0,0,0,18,3518,242,26,0,4,3796,130,8,17,0,0,152,956,43,15,3,0,1017,18620,416,125,19,27,19201
31105,4782,531,157,55,6,5529,8109,383,162,0,11,8667,3437,1171,342,0,10,4965,475,160,34,0,4,676,24,36,22,0,0,87,749,130,59,3,5,944,106,168,31,28,3,337,18,8,3,0,0,37,4802,1682,501,28,22,7040,144,73,29,0,0,252,1017,292,156,77,4,1550,18857,2960,1007,162,51,23031
31106,5616,585,82,38,0,6325,8179,823,74,0,5,9077,4017,2225,408,4,7,6655,1140,409,121,0,0,1674,37,50,25,0,0,114,1017,323,52,4,5,1406,130,221,39,39,0,429,28,21,4,0,0,56,6364,3257,656,40,18,10337,152,130,28,0,3,311,1287,580,194,47,10,2118,21596,5376,1034,125,40,28169
31201,2783,65,9,625,138,3622,2268,33,3,26,10,2344,1719,450,72,4,3,2245,188,152,5,0,0,345,49,70,5,0,0,128,573,66,6,17,16,680,1771,428,44,147,73,2465,16,18,0,0,0,37,4316,1182,133,172,88,5899,557,60,24,28,29,695,1077,174,21,113,53,1439,11004,1514,185,974,323,13996
31202,11548,619,229,556,121,13079,15783,473,171,40,18,16489,4682,1896,725,26,41,7371,617,422,187,0,0,1222,112,115,35,0,0,261,2360,414,156,31,24,2984,308,89,37,178,49,664,50,33,7,0,0,91,8120,2969,1143,241,121,12598,751,167,30,19,18,982,2555,610,296,366,50,3883,38766,4838,1872,1230,331,47026
31203,1962,81,164,544,149,2903,2419,87,149,38,21,2717,718,235,545,16,15,1532,50,35,58,0,0,149,18,32,33,0,0,87,388,58,155,25,32,657,71,72,57,103,95,400,4,3,7,0,0,17,1246,437,852,143,148,2832,85,3,10,38,19,156,438,75,140,86,36,774,6158,688,1320,843,375,9386
31301,6620,900,243,465,18,8260,3579,164,86,16,6,3854,1566,391,306,9,3,2276,104,157,20,5,0,291,13,65,14,0,0,92,522,128,73,12,6,740,71,28,22,70,3,194,15,10,20,3,0,42,2287,785,452,98,15,3639,183,138,88,15,3,436,465,129,82,106,3,786,13140,2118,955,710,43,16965
31302,5731,337,42,33,0,6153,9504,277,30,7,10,9825,5344,2317,183,6,11,7859,424,331,58,0,0,815,68,112,16,0,0,199,1015,211,10,9,9,1250,132,184,0,41,4,360,30,29,4,0,0,61,7000,3189,286,55,24,10554,194,147,25,3,5,371,1172,475,72,55,6,1784,23610,4433,459,141,44,28684
31303,1783,18,5,31,5,1840,1898,6,0,4,4,1924,420,30,6,8,0,465,4,0,0,0,0,5,6,0,0,0,0,6,263,12,0,7,4,285,51,0,0,10,0,62,9,0,0,0,0,9,749,43,3,23,6,824,99,3,0,10,6,116,361,4,4,91,0,462,4893,78,9,164,17,5165
31304,5883,238,52,26,10,6210,9696,266,54,5,6,10026,3686,1068,153,5,13,4925,399,88,51,0,0,538,31,21,7,0,0,56,777,133,40,3,0,959,100,164,14,118,4,401,22,15,0,3,0,33,5008,1486,266,127,20,6916,167,49,27,3,6,247,842,194,73,61,4,1174,21598,2228,469,223,43,24568
31305,6003,866,1612,175,17,8671,6321,367,620,13,5,7326,3888,899,1448,5,8,6248,432,280,643,0,4,1360,13,29,119,0,0,159,907,183,327,7,12,1431,70,62,56,42,22,243,15,15,25,0,0,58,5330,1465,2624,56,38,9512,191,332,175,8,0,707,744,218,376,130,16,1487,18586,3240,5415,383,77,27695
31401,9036,410,54,24,8,9542,14774,445,24,0,3,15250,2425,767,22,0,0,3219,103,11,0,0,0,117,7,6,0,0,0,18,741,123,24,0,3,887,440,90,4,6,3,542,8,6,0,0,0,15,3718,1008,54,9,6,4792,144,245,62,0,3,459,605,68,16,3,6,698,28271,2178,212,39,28,30734
31402,4216,570,48,139,8,4983,10870,793,37,0,13,11714,6172,3657,266,0,8,10096,273,138,0,0,0,413,27,113,4,0,0,146,721,434,49,5,3,1210,225,718,41,102,6,1093,23,35,0,0,0,63,7440,5101,360,110,16,13026,162,343,43,0,0,548,673,526,24,55,10,1279,23352,7335,512,311,43,31550
