SED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
SED30049,301,1666,75,3,2054,298,1677,113,3,2088,401,3324,178,18,3922,573,3521,157,10,4261,659,2959,122,0,3740,405,2127,103,9,2644,305,1439,50,20,1821,182,925,58,5,1166,33,380,38,0,451,3156,18027,890,66,22141,394,1560,83,0,2036,350,1523,72,8,1949,488,3479,163,17,4147,821,3767,155,10,4752,852,2940,107,12,3909,460,2308,78,26,2863,353,1708,61,21,2147,206,1186,79,0,1470,27,587,65,0,681,3953,19047,858,89,23945,695,3224,160,3,4088,646,3196,183,14,4036,887,6804,343,27,8063,1394,7289,311,16,9015,1507,5902,228,13,7653,865,4432,180,33,5509,664,3150,117,37,3967,387,2109,136,6,2639,64,968,96,0,1128,7106,37074,1746,162,46094
SED30050,160,947,86,3,1197,127,1121,136,8,1390,321,2663,283,78,3355,390,2326,269,31,3017,465,2408,253,24,3150,535,2775,252,15,3574,720,2735,302,16,3777,374,1538,236,20,2169,44,483,91,0,624,3137,17014,1910,194,22249,180,875,76,3,1137,217,1249,140,8,1614,423,2822,304,54,3609,549,2369,219,26,3173,578,2652,245,13,3480,718,3294,315,12,4335,859,2865,329,22,4068,376,1667,269,10,2317,28,702,172,0,900,3931,18494,2071,148,24643,340,1829,159,7,2337,345,2369,278,12,3000,748,5484,595,135,6960,942,4696,486,60,6185,1042,5062,494,32,6632,1255,6070,569,25,7916,1579,5600,631,41,7847,758,3208,504,29,4492,69,1188,269,0,1523,7066,35507,3982,338,46895
SED30051,178,1183,127,0,1490,97,962,182,0,1244,190,1779,408,0,2382,265,1878,357,0,2505,365,2478,278,4,3122,542,3237,237,0,4018,717,3635,204,4,4564,327,1805,143,3,2278,34,412,48,0,492,2714,17376,1994,22,22097,185,1026,101,0,1308,136,836,70,0,1041,287,1786,151,5,2229,496,2010,162,3,2671,506,2642,153,5,3305,747,3481,187,4,4420,850,3414,223,5,4499,320,1643,158,4,2116,40,599,68,0,705,3557,17438,1272,21,22283,365,2209,235,0,2803,231,1801,248,0,2281,476,3562,558,7,4609,760,3893,527,3,5175,867,5121,433,10,6424,1288,6722,421,12,8439,1575,7051,426,7,9057,640,3446,298,7,4392,67,1015,116,0,1193,6265,34812,3260,47,44387
SED30052,198,988,108,12,1303,507,3302,396,34,4237,1114,8960,1225,146,11443,747,5110,832,85,6773,564,3178,614,62,4424,528,2446,459,61,3488,337,1481,247,27,2094,141,743,143,6,1041,17,208,48,0,275,4147,26407,4069,443,35073,280,1105,123,9,1514,759,3649,463,48,4917,1410,8611,1072,119,11217,826,3999,635,59,5526,685,2617,428,19,3748,522,2151,380,38,3091,363,1440,207,13,2025,151,744,142,9,1043,17,382,79,0,482,5013,24706,3525,322,33564,477,2092,231,26,2820,1266,6958,852,83,9155,2525,17574,2299,268,22663,1574,9105,1465,147,12294,1246,5794,1040,87,8168,1045,4597,836,96,6578,702,2925,453,41,4120,293,1488,287,14,2076,33,595,128,5,760,9161,51113,7588,763,68635
SED30053,207,1248,70,0,1528,241,1434,97,0,1775,363,3372,298,17,4054,419,2971,198,13,3598,451,2750,145,5,3352,333,2254,108,15,2713,290,1960,97,10,2355,181,1113,104,9,1402,26,319,63,0,408,2513,17429,1186,67,21188,268,1203,62,4,1538,327,1626,114,8,2076,471,3738,290,21,4515,580,3192,179,10,3962,527,2983,146,15,3671,408,2530,139,20,3097,401,2278,130,13,2818,193,1238,138,4,1576,28,541,167,0,737,3192,19337,1361,95,23986,478,2455,132,8,3062,572,3056,209,9,3850,826,7109,590,37,8562,997,6162,375,27,7558,977,5733,295,20,7028,737,4787,255,29,5808,690,4236,230,18,5178,370,2357,243,8,2976,56,867,225,0,1146,5701,36766,2543,161,45174
SED30054,312,1143,24,4,1481,307,1523,64,0,1889,400,3048,128,7,3581,572,2947,114,9,3637,744,2582,104,6,3435,481,2023,102,5,2613,361,1286,64,5,1716,192,657,38,0,888,33,278,20,0,336,3406,15474,665,42,19587,334,1136,29,4,1507,422,1446,52,5,1928,587,2953,110,15,3657,960,2937,97,9,3997,964,2484,82,5,3538,587,2017,68,7,2680,481,1361,34,0,1880,195,875,54,4,1125,47,506,53,0,603,4573,15715,572,52,20916,650,2275,57,4,2991,727,2964,115,8,3818,986,6000,233,22,7244,1526,5885,210,19,7637,1705,5067,188,13,6975,1071,4043,165,11,5292,841,2638,101,12,3592,385,1530,99,4,2016,79,789,70,0,941,7978,31190,1239,91,40503
SED30055,180,1166,173,0,1529,84,1038,226,0,1356,192,2115,585,7,2904,371,2204,544,0,3114,419,2389,431,0,3242,408,2845,392,0,3648,408,2341,305,10,3062,149,1018,138,0,1305,17,224,30,0,267,2235,15343,2822,26,20427,225,1026,171,0,1427,121,935,105,3,1168,383,2202,276,4,2862,687,2163,295,3,3148,620,2366,296,4,3285,563,2716,309,3,3591,497,1845,252,5,2592,168,838,117,0,1127,24,257,33,0,310,3281,14354,1853,22,19504,404,2198,349,4,2951,207,1978,336,4,2521,577,4318,863,12,5765,1058,4362,837,3,6265,1043,4761,723,6,6525,968,5568,694,4,7241,904,4187,555,14,5656,316,1855,257,0,2433,35,483,63,0,579,5514,29700,4673,47,39930
SED30056,376,1639,32,3,2050,224,1092,30,0,1353,203,1472,34,11,1725,526,2603,60,10,3207,882,2880,62,10,3837,548,2305,39,4,2900,517,1664,30,14,2220,292,1053,40,0,1386,52,376,37,0,465,3629,15096,376,58,19152,388,1311,36,6,1732,238,865,14,3,1124,310,1575,36,3,1927,872,2767,63,4,3700,1075,3028,51,7,4163,680,2319,49,12,3064,578,1883,51,7,2524,325,1127,65,4,1515,36,586,78,0,699,4498,15464,448,48,20455,759,2953,64,6,3786,460,1962,47,5,2480,514,3053,70,17,3646,1397,5371,119,18,6906,1956,5910,116,14,8000,1233,4632,89,18,5968,1095,3545,78,24,4743,620,2175,104,3,2906,86,961,116,0,1169,8127,30558,816,104,39610
SED30057,142,1605,140,0,1891,103,1701,155,8,1970,243,3425,316,51,4026,292,2747,251,10,3304,250,2853,201,4,3306,307,2556,141,6,3010,308,2124,130,4,2565,137,1244,118,6,1497,18,381,57,0,459,1801,18629,1504,84,22022,232,1511,139,0,1886,159,1721,174,5,2060,382,3648,352,44,4433,503,3025,260,8,3796,401,3084,191,3,3678,402,2867,143,0,3416,386,2417,151,8,2955,158,1390,123,0,1676,14,591,124,0,726,2632,20261,1655,78,24625,370,3120,281,0,3772,266,3420,326,11,4029,631,7075,668,94,8462,799,5766,511,21,7101,645,5940,398,5,6982,716,5415,282,9,6427,690,4546,281,14,5522,289,2636,244,9,3168,37,962,175,6,1184,4436,38885,3162,160,46646
SED30058,262,1359,33,0,1662,176,1186,38,5,1405,337,2585,79,9,3009,545,3028,104,3,3680,562,2721,87,10,3381,439,2340,60,3,2844,466,1774,62,4,2305,218,952,46,5,1222,24,354,25,0,405,3039,16297,546,38,19913,348,1176,46,0,1568,265,1043,36,0,1347,430,2718,102,4,3257,841,3027,106,8,3977,742,2811,74,3,3638,550,2430,48,8,3041,501,1994,66,7,2571,213,1127,50,7,1396,29,643,47,0,722,3921,16974,573,41,21511,610,2538,80,3,3226,445,2228,80,4,2752,767,5308,185,9,6267,1382,6054,210,7,7662,1309,5537,160,12,7018,990,4768,112,15,5884,968,3768,126,14,4877,433,2081,94,13,2618,50,996,74,0,1128,6959,33275,1117,77,41424
SED30059,269,1645,94,0,2008,179,1305,96,4,1576,248,2491,172,3,2915,465,3182,196,8,3851,576,3290,183,11,4053,411,2707,139,13,3269,348,2133,155,11,2645,204,1224,127,3,1558,28,330,92,0,452,2725,18295,1251,57,22327,343,1488,82,0,1911,247,1278,94,0,1621,344,2830,208,0,3389,694,3503,258,8,4458,745,3542,206,9,4501,526,3001,139,18,3679,469,2298,128,16,2908,226,1252,171,3,1652,21,459,232,0,712,3622,19649,1513,50,24837,613,3128,170,4,3918,426,2579,189,5,3197,595,5316,386,7,6305,1160,6678,454,12,8308,1323,6832,389,17,8552,941,5710,272,26,6950,813,4430,278,28,5552,435,2475,300,4,3216,51,789,326,0,1167,6351,37944,2769,104,47168
SED30060,225,1616,187,0,2032,94,1372,146,0,1613,258,2907,365,5,3527,419,2683,316,3,3423,439,2730,272,5,3447,356,2496,214,8,3075,344,1877,204,11,2436,119,838,95,0,1053,18,189,62,0,268,2268,16710,1850,38,20875,198,1461,190,0,1846,152,1295,154,0,1603,394,3115,349,13,3878,651,2997,338,4,3990,618,2970,265,3,3855,467,2518,227,9,3219,392,1886,166,3,2457,146,907,132,0,1187,13,259,79,0,353,3030,17404,1906,44,22381,424,3077,374,0,3880,244,2669,303,4,3210,651,6024,714,27,7408,1073,5682,651,8,7411,1059,5701,537,14,7305,821,5012,440,20,6298,743,3768,370,8,4889,265,1743,228,5,2239,24,449,137,0,618,5301,34111,3761,84,43258
SED30061,330,1499,214,5,2047,299,1992,717,27,3041,378,2738,805,51,3966,402,2148,507,13,3071,440,2318,328,0,3084,388,2114,227,7,2734,329,1553,200,3,2084,145,884,147,6,1181,23,257,77,0,361,2732,15493,3225,111,21559,418,1517,161,0,2096,361,1822,222,4,2416,430,2544,353,6,3330,587,2269,278,5,3144,547,2452,217,3,3215,449,2308,160,3,2920,424,1556,166,10,2155,207,1092,144,0,1445,29,516,147,0,683,3440,16077,1852,40,21410,741,3015,379,3,4145,665,3816,941,35,5458,801,5274,1158,63,7296,987,4421,788,16,6215,979,4770,542,3,6296,834,4420,391,8,5660,753,3111,364,13,4235,349,1973,292,4,2624,51,770,220,0,1040,6168,31576,5077,148,42973
SED30062,205,1746,74,0,2029,162,1810,101,0,2073,372,4479,275,9,5134,531,4311,226,4,5070,413,3256,157,3,3828,299,2332,89,8,2734,297,1776,73,7,2146,140,941,80,9,1167,23,292,67,0,382,2451,20943,1141,38,24568,317,1698,82,0,2098,273,1916,101,0,2295,557,5112,286,4,5963,733,4366,247,7,5353,553,3433,131,10,4130,405,2693,87,20,3214,363,2099,93,12,2568,181,1189,113,6,1483,36,503,168,0,711,3430,23004,1315,61,27808,530,3442,157,0,4126,440,3728,196,0,4361,932,9592,563,13,11095,1268,8676,475,11,10424,967,6691,291,15,7966,708,5026,186,35,5945,657,3872,162,17,4708,320,2133,188,5,2651,61,792,236,6,1099,5877,43939,2463,98,52379
SED30063,173,1149,180,0,1498,107,907,120,0,1140,262,1911,257,20,2452,409,1888,258,11,2562,462,2426,310,0,3198,618,2941,348,4,3921,752,3103,356,0,4214,330,1703,227,0,2258,48,390,49,0,492,3164,16433,2106,38,21736,199,1047,173,0,1421,144,868,114,0,1125,370,1876,223,8,2484,601,1797,265,0,2670,608,2515,290,0,3416,876,2899,341,7,4124,877,2825,329,0,4032,346,1450,203,3,2005,47,534,72,0,651,4088,15814,2011,20,21930,376,2195,353,0,2919,256,1777,234,3,2270,636,3791,487,28,4936,1016,3690,521,11,5230,1076,4938,600,0,6611,1499,5844,687,13,8046,1633,5931,681,7,8245,678,3159,434,3,4270,100,925,122,0,1139,7253,32241,4119,59,43668
SED30064,186,1182,83,0,1450,121,990,73,0,1185,252,2162,157,4,2586,361,2229,224,8,2821,470,2442,181,7,3107,496,2510,162,6,3172,548,2131,138,5,2823,315,1223,104,8,1638,30,418,84,0,531,2781,15290,1209,36,19318,228,1123,77,0,1425,154,981,68,4,1206,333,2189,173,8,2697,630,2325,199,5,3152,714,2688,170,3,3573,707,2690,158,6,3561,690,2224,133,4,3051,352,1305,111,0,1776,53,603,121,0,786,3860,16126,1210,23,21227,410,2308,158,0,2880,274,1973,137,9,2391,585,4349,332,9,5280,991,4554,425,9,5970,1188,5134,354,10,6678,1204,5202,319,10,6733,1234,4355,272,5,5875,663,2523,218,8,3415,85,1022,210,0,1315,6640,31414,2422,63,40538
SED30065,200,1417,68,0,1684,100,975,56,0,1130,224,2118,115,7,2470,490,2929,157,4,3574,573,2983,156,7,3721,512,2739,123,9,3382,656,2537,123,8,3322,297,1367,100,8,1768,31,378,49,0,455,3075,17435,942,39,21494,264,1239,73,5,1581,127,893,62,0,1084,342,2437,127,10,2910,777,3102,184,5,4068,793,3151,139,6,4097,666,3077,141,4,3888,832,2562,123,15,3525,302,1403,100,0,1808,39,546,53,0,634,4133,18416,997,46,23594,463,2654,144,3,3267,225,1871,113,0,2209,564,4553,245,16,5377,1266,6031,343,10,7640,1371,6138,294,10,7814,1177,5818,267,12,7268,1483,5096,247,16,6848,596,2768,202,11,3575,70,922,97,0,1093,7208,35848,1943,83,45085
SED30066,179,1129,99,3,1410,93,757,63,8,910,145,1561,188,20,1914,324,1968,171,13,2474,571,2604,201,15,3395,616,2919,180,20,3738,879,3080,215,23,4200,461,1804,165,18,2448,53,463,79,5,603,3323,16286,1356,123,21089,230,1006,51,8,1297,95,676,55,4,835,212,1557,149,21,1947,516,2189,200,16,2921,702,2924,203,19,3853,925,3367,205,18,4518,1041,3058,195,26,4311,458,1747,206,10,2428,75,639,141,3,853,4261,17168,1407,122,22960,406,2138,152,11,2703,186,1432,115,13,1743,361,3119,338,44,3856,847,4156,372,31,5402,1281,5530,401,34,7250,1539,6293,384,40,8256,1915,6131,412,48,8511,928,3558,373,27,4874,126,1109,218,6,1457,7589,33455,2763,245,44050
SED30067,231,1248,91,0,1570,203,1497,100,7,1810,423,4310,253,11,4994,536,3838,171,11,4561,448,2923,130,10,3519,358,2322,83,9,2771,291,1586,63,7,1950,137,755,40,0,932,24,310,29,3,365,2647,18794,967,54,22460,222,1053,52,0,1327,268,1540,106,6,1917,573,4400,250,5,5238,761,3590,161,5,4508,668,2836,106,5,3622,439,2328,74,4,2851,372,1696,57,6,2133,187,997,58,0,1246,42,583,76,0,705,3545,19017,946,41,23548,450,2296,143,0,2901,469,3035,208,13,3722,999,8716,504,15,10231,1299,7425,336,14,9068,1121,5763,235,19,7140,798,4652,158,15,5626,658,3279,124,15,4083,327,1747,99,6,2172,68,890,109,0,1068,6190,37811,1910,98,46006
SED30068,187,1376,54,0,1619,111,1061,45,0,1219,144,1413,68,0,1624,260,1924,75,8,2264,445,2488,89,6,3022,413,2570,95,3,3084,496,2082,115,3,2699,281,1248,114,0,1643,56,369,115,0,538,2394,14533,765,23,17717,263,1190,48,0,1503,166,825,34,3,1034,188,1435,75,0,1698,476,2117,83,4,2673,625,2805,87,0,3520,614,2794,103,3,3515,649,2317,109,3,3075,343,1465,180,0,1993,63,586,278,3,929,3385,15537,1000,25,19948,454,2568,101,0,3127,281,1891,84,4,2252,327,2847,139,3,3318,734,4045,156,7,4939,1070,5291,175,6,6546,1029,5360,204,8,6602,1147,4401,223,8,5774,622,2715,297,3,3634,117,952,391,3,1467,5773,30072,1767,52,37664
SED30069,246,1606,81,0,1933,184,1333,71,8,1586,285,2716,127,5,3133,488,3078,146,3,3718,597,3199,134,3,3941,477,2602,67,0,3144,449,1884,77,3,2417,181,904,46,0,1133,15,198,8,0,221,2935,17522,757,16,21229,300,1403,63,0,1767,226,1184,50,3,1467,402,2744,133,5,3280,805,3076,142,0,4025,829,3207,138,0,4175,613,2717,77,4,3412,517,1972,74,12,2577,206,927,52,0,1184,21,299,18,0,337,3914,17543,754,19,22230,548,3012,139,0,3704,406,2514,119,5,3051,685,5458,263,5,6414,1293,6151,289,3,7744,1425,6417,272,6,8121,1088,5319,145,4,6562,970,3857,157,11,4993,385,1834,91,0,2318,38,500,31,0,560,6848,35061,1516,38,43462
SED30070,98,1124,103,0,1324,58,945,74,27,1103,107,1838,116,111,2178,208,2000,106,29,2345,220,2351,139,4,2716,401,2824,121,11,3353,683,3694,192,4,4572,439,2253,162,0,2857,52,524,66,3,651,2275,17547,1086,192,21095,135,983,71,0,1188,86,837,47,7,978,221,2049,130,38,2439,384,2059,133,7,2579,356,2558,150,8,3072,572,3310,151,4,4033,936,3848,210,7,5000,452,2285,180,4,2919,43,640,135,0,820,3184,18569,1199,80,23034,235,2110,166,0,2514,142,1777,130,32,2084,331,3884,251,151,4613,592,4060,236,36,4926,571,4907,293,10,5784,977,6129,268,9,7390,1616,7541,396,17,9575,894,4535,345,10,5775,101,1160,199,4,1468,5460,36110,2284,273,44130
SED30071,120,1256,86,0,1461,101,1059,92,0,1254,180,1852,184,7,2216,289,2439,208,4,2931,403,3021,226,4,3661,447,3026,189,8,3672,564,2818,148,4,3537,262,1600,132,10,1998,49,524,55,0,627,2402,17590,1324,38,21353,183,1090,77,0,1353,141,869,87,3,1099,246,1928,156,6,2337,508,2514,192,0,3216,554,3330,206,5,4092,645,3408,186,6,4251,757,3202,167,6,4137,345,1835,160,0,2348,50,835,119,0,1003,3420,19021,1355,25,23826,299,2351,158,0,2813,238,1930,184,6,2351,422,3784,342,9,4558,791,4951,401,4,6149,957,6351,431,13,7757,1093,6436,383,14,7919,1315,6022,317,15,7672,607,3432,292,11,4342,98,1359,173,0,1625,5825,36613,2683,64,45183
SED30072,177,1465,69,0,1712,110,1272,55,0,1442,189,2239,117,11,2555,294,2475,116,0,2893,397,2734,146,5,3281,390,3031,127,0,3546,510,2598,129,11,3244,263,1522,91,0,1883,35,476,46,0,557,2370,17813,894,25,21110,222,1298,68,4,1582,159,1089,43,3,1294,260,2404,114,4,2787,487,2601,135,4,3225,583,3063,144,0,3792,552,3127,115,10,3799,661,2722,135,8,3531,295,1602,110,5,2009,39,677,61,0,774,3262,18574,920,41,22793,400,2759,135,3,3299,269,2357,98,5,2736,450,4646,230,12,5338,782,5074,251,6,6116,980,5792,293,3,7069,946,6153,240,10,7349,1173,5325,262,20,6773,565,3129,196,4,3891,67,1150,107,0,1333,5631,36393,1818,67,43904
SED30073,256,1498,155,3,1920,148,1432,141,4,1728,311,3063,328,14,3716,392,2531,286,9,3223,402,2337,270,0,3015,371,2411,215,0,3001,406,1841,205,9,2453,159,1010,124,0,1294,37,395,85,5,522,2489,16520,1806,44,20862,320,1300,119,3,1739,200,1480,143,0,1821,429,3124,273,16,3847,571,2594,250,3,3411,467,2536,210,5,3217,475,2524,174,4,3174,436,1865,168,3,2473,245,1295,177,0,1715,36,691,164,0,895,3179,17407,1678,31,22291,585,2799,271,4,3652,345,2919,289,4,3554,744,6187,598,27,7562,958,5127,538,10,6636,868,4874,477,3,6225,846,4932,390,8,6172,838,3703,374,15,4926,400,2304,304,0,3012,75,1086,249,5,1411,5671,33927,3481,71,43156
SED30074,235,1305,38,0,1580,135,1219,68,0,1427,272,2772,123,3,3171,454,3238,119,3,3814,515,2942,99,4,3558,371,2463,74,8,2913,402,1835,97,6,2343,176,1083,74,0,1335,28,358,69,0,452,2585,17224,755,38,20600,266,1170,45,0,1474,204,1037,38,0,1278,355,3011,120,7,3498,727,3352,109,0,4185,671,3099,94,11,3876,504,2727,73,11,3315,487,2103,101,17,2707,236,1409,117,0,1762,34,662,146,0,844,3484,18575,848,45,22947,500,2479,79,0,3059,340,2257,104,0,2701,628,5787,248,7,6666,1177,6590,229,4,8006,1186,6045,192,13,7434,868,5191,147,25,6233,889,3942,195,23,5047,413,2484,190,4,3100,57,1022,215,0,1300,6064,35800,1604,79,43541
SED30075,178,1414,162,0,1752,102,999,93,0,1197,231,2020,252,14,2514,405,2419,312,8,3148,509,3025,308,4,3843,583,3060,258,0,3895,673,2557,214,0,3452,314,1296,130,0,1740,39,344,70,0,450,3031,17126,1802,36,21995,221,1326,142,4,1689,156,903,76,0,1141,304,2145,216,5,2677,687,2492,226,4,3404,730,3082,274,4,4097,746,3093,244,4,4088,786,2408,211,4,3407,315,1241,142,0,1696,48,463,103,0,617,3988,17168,1636,30,22811,400,2737,305,4,3443,259,1902,174,0,2337,536,4164,472,19,5192,1092,4910,540,11,6554,1240,6105,583,17,7938,1327,6157,501,5,7989,1461,4970,423,9,6854,628,2533,274,0,3436,84,813,173,0,1066,7020,34291,3442,65,44807
SED30076,369,1354,150,18,1884,576,3203,308,52,4146,1013,7140,752,112,9008,688,3936,470,46,5134,639,2905,366,50,3957,496,2199,287,25,3006,351,1403,265,18,2033,144,748,166,6,1064,23,250,84,0,354,4295,23139,2846,320,30600,415,1217,175,9,1819,921,3486,372,28,4814,1269,6826,735,61,8906,936,3647,394,24,4993,822,2727,286,33,3867,575,2007,222,27,2834,438,1329,204,10,1978,161,733,164,0,1057,17,383,122,0,522,5556,22361,2668,208,30791,778,2572,326,29,3705,1504,6696,688,82,8962,2285,13964,1488,174,17917,1620,7581,864,66,10129,1465,5630,649,77,7824,1071,4209,508,55,5840,791,2729,461,30,4010,301,1486,331,10,2123,40,635,201,0,878,9852,45504,5516,524,61394
SED30077,221,1047,141,0,1410,109,949,117,0,1176,274,1973,255,19,2520,444,1761,213,3,2423,592,2139,277,10,3014,663,2638,322,4,3622,770,2475,289,0,3536,411,1362,175,0,1947,60,427,68,0,551,3536,14773,1848,43,20201,269,956,139,0,1356,121,859,105,3,1083,366,1979,223,9,2583,702,1773,214,0,2686,774,2215,257,3,3247,813,2635,242,0,3691,881,2312,259,5,3457,417,1389,189,0,2001,63,621,70,0,756,4406,14742,1695,23,20867,485,2003,275,0,2764,234,1806,222,3,2263,640,3954,480,28,5108,1144,3529,424,7,5109,1366,4354,531,10,6262,1471,5275,564,4,7317,1656,4787,544,5,6994,826,2752,364,0,3947,122,1045,140,0,1314,7945,29517,3543,66,41070
SED30078,266,1404,128,4,1794,201,1783,169,7,2159,304,3523,356,22,4204,311,2845,278,3,3438,361,2864,244,9,3480,316,2481,208,15,3023,295,2179,186,8,2669,198,1472,194,9,1865,19,506,127,5,652,2267,19056,1891,77,23287,232,1363,99,3,1703,312,1728,166,7,2210,398,3479,339,16,4243,494,2974,281,3,3750,561,3019,243,10,3831,445,2755,211,21,3433,471,2409,209,20,3105,262,1663,254,0,2181,37,771,307,0,1112,3214,20160,2112,82,25565,496,2766,227,7,3500,510,3513,336,14,4373,705,7001,696,41,8443,802,5820,562,8,7195,920,5887,488,21,7310,763,5240,419,36,6455,763,4588,392,26,5773,455,3135,442,6,4047,55,1273,434,0,1765,5477,39218,4002,158,48852
SED30079,221,1508,63,6,1790,178,1198,48,0,1427,328,2700,106,3,3145,525,3268,117,3,3908,476,2907,98,4,3489,375,2288,84,3,2751,378,1885,66,9,2332,170,954,41,0,1159,15,210,12,0,234,2666,16922,635,25,20244,269,1320,64,3,1652,234,1026,38,0,1301,434,2759,99,5,3296,779,3372,113,0,4269,641,2889,105,3,3637,482,2515,84,5,3086,449,2104,72,7,2637,169,910,56,3,1139,13,344,25,0,383,3469,17238,655,24,21394,486,2825,131,3,3441,415,2222,77,4,2726,761,5465,202,12,6441,1301,6635,234,3,8182,1119,5796,201,8,7128,862,4804,165,14,5843,830,3990,134,8,4971,331,1866,97,3,2295,29,549,38,0,615,6134,34156,1294,49,41635
