SED_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SED30073,1041,1770,836,506,1614,409,8,6172,574,1083,732,596,1556,372,15,4926,310,537,323,331,1196,317,0,3012,158,169,88,67,668,258,5,1411,8114,11009,4673,3615,12105,3568,71,43156
SED30074,1100,2159,980,520,1294,156,25,6233,624,1367,878,569,1384,202,23,5047,345,712,417,299,1108,213,4,3100,138,184,87,57,620,211,0,1300,9001,13190,5763,3495,10345,1666,79,43541
SED30075,1228,2462,1396,1003,1380,518,5,7989,719,1663,1196,1159,1657,451,9,6854,383,654,502,491,1095,305,0,3436,136,127,81,75,475,171,0,1066,8088,12037,6392,5200,9493,3537,65,44807
SED30076,1209,2016,706,330,1004,514,55,5840,616,1121,573,284,912,474,30,4010,235,468,287,157,641,327,10,2123,88,113,41,26,414,206,0,878,15001,17895,4976,2679,14760,5558,524,61394
SED30077,1195,2128,1120,807,1461,592,4,7317,793,1571,1210,1066,1771,582,5,6994,430,715,540,565,1301,391,0,3947,160,166,92,88,658,139,0,1314,7315,10469,5471,4488,9570,3681,66,41070
SED30078,1244,1902,799,478,1554,445,36,6455,771,1464,863,536,1707,412,26,5773,483,706,506,351,1527,470,6,4047,168,196,78,63,816,444,0,1765,9964,11806,4865,3410,14537,4112,158,48852
SED30079,1054,2107,968,520,986,180,14,5843,619,1330,953,730,1177,148,8,4971,288,489,400,264,756,97,3,2295,77,72,45,27,356,38,0,615,9092,12928,5817,3782,8592,1371,49,41635
SED30080,1076,1978,821,425,988,258,21,5564,504,1131,683,371,914,278,17,3891,283,576,380,276,773,306,10,2614,166,199,90,58,590,339,5,1441,10649,15051,5755,3164,9649,2769,125,47170
SED30081,995,1794,1005,705,1613,223,49,6388,621,1208,884,653,1449,164,45,5038,270,492,347,253,939,119,8,2433,90,85,48,34,601,42,0,895,9314,11258,5384,4189,15062,2181,189,47571
SED30082,1590,2412,1034,486,1844,1042,90,8497,1144,1909,1159,625,2244,927,68,8073,565,981,589,344,1632,577,22,4717,157,188,106,92,624,189,3,1371,10628,12802,5204,3067,14963,6786,518,53971
SED30083,1078,1947,935,528,1301,197,16,6001,549,1098,750,478,1230,186,11,4310,270,468,283,281,769,143,8,2213,89,70,45,33,322,160,0,714,9736,13110,5676,3966,10964,2220,64,45741
SED30084,954,1751,792,531,1338,257,3,5631,532,1128,743,575,1360,203,8,4554,291,442,354,323,893,141,7,2454,108,94,52,24,359,63,0,695,7816,10886,4646,3380,10932,2565,46,40272
SED30085,891,1708,821,513,1405,184,36,5553,575,1109,815,578,1296,166,44,4590,335,612,430,299,899,125,9,2704,126,163,88,49,585,80,0,1089,9618,12212,5287,3585,14661,2512,222,48093
SED30086,1114,2212,915,571,1376,390,3,6587,653,1497,1007,800,1549,348,7,5860,403,727,562,488,1289,284,3,3760,127,188,104,98,673,169,0,1362,8788,12413,5363,3901,11309,2934,51,44767
SED30087,1047,1971,773,447,1224,243,9,5714,672,1495,1001,706,1414,271,8,5562,426,813,581,535,1375,294,4,4029,229,252,132,109,1084,196,0,2001,9233,12814,5509,3967,12327,2411,76,46340
SED30088,1309,2285,904,480,1616,594,23,7217,740,1435,810,541,1564,471,20,5587,304,474,314,230,889,234,6,2462,93,112,72,35,374,93,0,782,9263,12357,4590,2871,11070,3928,175,44253
SED30089,1176,1834,794,526,1882,1289,23,7517,792,1290,695,630,1878,1073,18,6380,261,352,253,233,842,405,0,2355,42,54,29,23,244,86,6,488,7625,9918,3997,3158,11413,7703,151,43965
SED30090,1075,1708,773,595,1623,664,9,6447,648,1134,710,619,1593,504,0,5217,298,396,253,309,837,281,0,2387,90,107,55,33,380,138,0,805,6843,8926,3976,3387,9627,4101,59,36917
SED30091,935,1598,707,525,1614,393,22,5797,595,1051,681,555,1751,373,11,5016,313,505,343,269,1286,305,0,3017,98,93,46,40,614,220,0,1124,8577,11214,4711,3901,14851,4323,91,47662
SED30092,1336,2325,1111,745,1640,830,26,8007,751,1403,911,772,1575,699,26,6145,244,452,308,318,755,314,10,2402,47,61,44,33,220,82,0,491,8931,12185,5329,4054,10526,4893,245,46168
SED30093,1075,1627,799,551,2205,461,14,6733,590,885,594,468,1762,342,17,4658,244,306,190,185,952,211,9,2103,51,49,37,16,296,116,0,555,9040,10916,4784,4236,18695,5120,84,52880
SED39797,0,5,0,6,9,16,0,34,0,3,0,0,3,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,6,5,81,220,24,380
SED40001,990,1879,723,320,902,527,49,5391,673,1376,762,376,970,421,26,4608,354,560,385,211,706,247,10,2461,106,168,87,41,608,196,5,1199,9518,11666,4174,2135,11584,4480,445,44004
SED40002,785,1455,684,331,847,128,18,4245,470,1003,556,358,892,111,23,3411,271,434,277,225,757,125,4,2088,138,215,106,55,747,97,3,1362,7501,10136,3979,2407,9092,1228,97,34430
SED40003,952,1907,822,416,747,88,9,4938,523,1276,874,521,803,78,13,4089,209,465,304,240,487,59,10,1770,80,95,56,46,327,35,0,625,6319,9408,4183,2492,5437,649,48,28538
SED40004,877,1796,836,424,562,66,18,4576,654,1568,958,462,746,78,19,4486,419,863,547,362,725,93,6,3021,198,271,125,73,570,68,0,1311,7087,9788,4701,2641,6170,677,87,31150
SED40005,922,1755,875,508,1116,421,13,5618,590,1204,985,778,1440,470,10,5473,282,494,369,352,1002,266,0,2775,126,155,98,49,578,125,0,1123,5506,8155,4238,3056,7521,2646,713,31848
SED40006,817,1523,621,374,1299,187,22,4838,409,766,539,346,1115,152,17,3355,223,344,248,171,762,126,6,1876,139,108,64,30,589,68,0,1001,6728,8976,3589,2268,9717,1452,67,32802
SED40007,909,1897,818,436,843,125,3,5031,569,1261,775,522,881,107,13,4120,350,665,513,337,848,117,4,2828,156,202,140,113,640,84,0,1339,6899,9233,4253,2575,6908,928,53,30848
SED40008,735,1360,570,336,1383,236,9,4633,415,782,432,312,1234,171,21,3365,215,357,220,136,795,121,4,1852,101,104,53,37,662,58,0,1014,7128,9120,3438,2291,11879,1952,77,35888
SED40009,897,1884,801,401,683,147,5,4818,509,1190,899,581,848,156,8,4192,238,475,388,262,662,120,0,2147,87,108,44,34,462,66,0,807,6748,9575,4283,2543,6132,1055,30,30361
SED40010,908,1815,813,327,758,136,16,4774,582,1293,800,388,816,113,8,4010,343,657,417,267,701,106,3,2502,159,212,102,59,539,50,3,1114,7714,10266,4245,2204,7040,1092,92,32639
SED40011,750,1675,690,358,806,118,10,4418,423,1055,700,406,863,102,12,3561,294,459,362,273,751,109,0,2257,158,189,99,70,620,89,0,1229,7112,9924,4289,2486,7375,1145,52,32382
SED40012,725,1316,613,421,1346,238,8,4664,347,652,382,362,1044,158,4,2945,177,258,199,148,802,144,0,1734,68,91,42,35,444,121,0,805,5757,7483,3266,2819,9739,2089,29,31190
SED40013,696,1328,558,308,999,180,20,4094,420,845,482,318,893,124,22,3105,194,349,246,184,685,95,4,1767,108,140,43,44,522,67,0,929,7170,9540,3932,2644,10234,2180,72,35768
SED40014,901,1772,911,533,770,189,3,5086,788,1996,1570,1014,1448,286,6,7112,480,1048,828,611,1276,250,4,4498,171,236,145,109,773,152,3,1584,5030,8405,4853,3363,6161,1350,41,29198
SED40015,876,1713,885,481,1027,424,4,5410,608,1177,813,707,1146,378,0,4826,241,415,340,340,791,216,0,2343,89,125,70,59,461,117,0,923,5407,8236,4126,3072,6323,2593,26,29782
SED40016,758,1343,570,304,1032,119,20,4149,422,853,572,445,1089,163,15,3561,219,386,310,224,830,151,5,2122,84,87,57,31,352,125,3,735,6222,8237,3449,2588,9535,1442,66,31538
SED40017,978,1850,956,681,1048,310,3,5829,553,1125,820,731,1148,255,5,4634,236,417,348,360,844,202,6,2413,83,118,59,51,449,81,0,846,5997,8604,4360,3502,6401,1899,25,30781
SED40018,887,1668,685,330,808,151,4,4532,629,1386,865,468,1128,162,14,4652,355,701,463,300,948,140,5,2911,203,231,149,88,956,102,0,1730,7140,9825,4070,2325,7746,1133,59,32299
SED40019,886,1610,717,451,1526,692,18,5899,427,837,559,471,1243,414,9,3959,188,374,263,255,831,285,0,2199,69,72,37,48,325,87,0,642,5788,8648,3751,2763,9552,4483,64,35052
SED40020,859,1658,846,465,1053,301,4,5190,570,1082,874,783,1169,302,5,4790,293,557,456,399,986,236,4,2921,122,122,80,75,516,95,0,1007,5606,7968,4255,3128,7063,2332,28,30377
SED40021,772,1396,664,356,917,110,19,4226,444,1017,684,442,943,119,15,3663,393,715,471,324,994,171,5,3074,183,258,124,100,930,193,3,1787,6767,9237,4132,2627,9117,1264,62,33206
SED40022,893,2047,1023,471,484,202,0,5124,514,1375,1056,724,564,178,3,4419,220,492,397,360,416,82,0,1967,74,108,72,67,315,42,0,671,6051,9524,4963,2934,3677,1137,29,28316
SED40023,782,1484,667,371,883,118,0,4309,482,1119,702,510,1053,143,14,4017,228,491,328,243,788,135,0,2214,74,114,77,52,455,81,0,847,6008,8336,3687,2540,6656,1125,34,28382
SED40024,779,1640,696,367,938,167,13,4594,453,1039,742,522,1020,158,4,3931,244,436,314,267,791,153,8,2214,93,132,55,43,446,151,3,926,6629,9465,4100,2796,7441,1502,36,31966
SED40025,786,1707,767,371,601,145,6,4388,468,1130,787,584,698,134,7,3797,229,455,350,316,601,110,0,2057,81,111,50,51,366,43,0,706,6575,9823,4327,2948,5061,1248,35,30018
SED40026,934,1855,802,442,955,112,4,5106,451,932,632,448,929,98,6,3495,238,414,282,248,660,96,0,1935,76,105,36,54,297,95,0,669,6574,8868,3831,2424,6908,853,21,29485
SED40027,765,1419,637,388,999,148,11,4365,552,1070,778,505,1136,125,12,4175,322,578,410,259,922,119,5,2618,141,192,84,66,771,83,0,1344,5702,7916,3579,2307,7633,1161,59,28357
SED40028,733,1516,687,398,927,143,0,4402,383,821,567,450,947,131,10,3312,217,390,331,266,780,140,0,2125,118,129,57,51,423,121,0,895,5772,8249,3699,2579,7227,1208,25,28762
SED40029,1007,1744,959,569,1054,421,10,5754,645,1187,889,712,1227,368,12,5043,319,545,365,391,941,257,6,2817,87,130,94,61,524,109,5,1012,5925,8662,4409,3302,6850,2580,77,31814
SED40030,921,2016,965,515,782,276,9,5489,614,1479,1053,744,1034,277,5,5211,300,584,453,400,721,216,3,2666,83,123,78,66,362,127,0,846,5809,9299,4742,3190,5520,1761,31,30356
SED40031,804,1652,817,426,797,80,11,4599,454,1161,755,582,856,69,8,3884,303,647,435,344,768,99,4,2599,117,132,91,65,391,38,0,841,6606,9208,4250,2745,6864,746,53,30465
SED40032,923,1624,668,301,823,131,10,4485,651,1256,755,404,1037,115,11,4227,303,553,387,254,904,124,3,2536,147,184,103,70,802,85,3,1387,6742,8932,3700,2074,7392,969,71,29886
SED40033,818,1502,727,413,875,307,8,4656,432,972,720,545,994,283,7,3950,230,393,306,292,748,248,0,2221,90,113,82,58,417,173,0,928,5555,7935,3741,2641,6366,2548,33,28809
SED40034,841,1637,903,627,1109,393,0,5517,676,1353,1123,981,1531,390,8,6063,301,614,468,528,1152,336,3,3408,90,123,91,87,534,157,0,1078,4521,7059,4042,3417,6469,2153,15,27685
SED40035,618,1440,603,366,766,88,12,3888,480,1159,817,543,946,121,12,4075,355,683,496,354,1078,150,0,3122,167,184,88,73,849,77,0,1452,5958,8893,3964,2669,7539,978,45,30044
SED40036,741,1209,622,419,1398,147,18,4555,398,712,435,326,1072,132,21,3099,157,276,167,143,628,87,14,1461,51,43,22,22,259,39,0,431,6209,7536,3310,2579,11246,1380,89,32341
SED40037,1031,1948,729,446,1232,201,10,5603,513,1095,704,446,1210,148,8,4118,231,370,243,188,747,123,0,1897,82,116,76,35,480,58,0,856,6319,9048,3615,2297,7784,1266,43,30374
SED40038,799,1188,605,417,1579,266,16,4874,417,730,480,422,1333,206,13,3600,190,315,216,186,899,207,5,2008,77,103,44,51,506,142,0,926,5982,7505,3346,2864,12101,2234,58,34087
SED40039,812,1315,554,316,938,167,0,4112,480,1037,701,517,1222,160,6,4123,246,444,327,296,813,134,4,2261,107,123,51,53,399,80,0,804,6021,8205,3552,2580,7275,1419,18,29066
SED40040,946,2068,1027,605,733,202,0,5583,544,1294,982,825,865,206,6,4708,254,498,397,430,650,142,0,2364,88,130,65,58,411,100,0,849,6270,9512,4760,3382,5068,1381,16,30401
