SED_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
SED10087,154,247,402,78,104,184,95,311,406,108,602,706,391,1589,1978,443,946,1390,1168,737,1909,1064,957,2022,1392,965,2357,1687,699,2384,1184,573,1752,1430,459,1885,2856,669,3523,2123,127,2251,1675,136,1810,998,41,1036,2154,234,2386,1514,139,1649,305,491,796,20816,10021,30830
SED10088,153,257,408,65,110,176,65,189,252,60,401,459,191,951,1143,202,664,868,636,477,1116,583,597,1186,817,624,1439,1085,510,1587,890,479,1375,1010,390,1400,2365,682,3047,2007,109,2114,1881,208,2091,1485,53,1537,7177,340,7524,1086,100,1184,174,263,439,21927,7418,29337
SED10089,188,329,515,64,123,188,68,314,383,92,664,759,289,1879,2169,396,1037,1433,1315,649,1964,1239,905,2142,1366,895,2255,1571,701,2270,1286,564,1853,1283,473,1757,3014,700,3714,2338,189,2527,1910,172,2087,1272,66,1336,2710,203,2914,1274,301,1572,193,332,520,21881,10497,32373
SED10090,353,386,739,108,131,234,106,219,323,87,362,448,227,715,941,242,597,839,501,514,1019,533,637,1169,737,814,1552,958,710,1668,765,698,1462,896,638,1531,2112,1420,3526,1595,139,1729,1695,460,2159,1271,101,1364,9773,1023,10797,1107,188,1296,162,213,372,23220,9945,33166
SED10091,221,255,476,92,98,189,66,187,257,86,381,465,303,1135,1439,262,678,941,1072,485,1560,956,621,1573,1229,655,1891,1539,448,1989,1079,358,1445,1272,305,1577,2805,452,3263,2324,44,2369,2082,110,2196,1277,21,1298,3882,256,4136,1364,58,1419,265,298,555,22179,6851,29034
SED10092,259,411,670,79,173,253,108,502,607,156,971,1127,435,2196,2633,495,1269,1771,1468,828,2297,1322,946,2264,1450,1062,2505,1679,842,2518,1195,668,1863,1278,584,1860,2623,990,3610,2061,202,2266,1655,238,1894,1070,85,1159,2633,348,2978,1027,394,1424,254,428,679,21252,13143,34391
SED10093,217,309,523,72,96,164,68,245,312,109,631,739,383,1787,2173,484,1005,1485,1518,615,2133,1323,777,2099,1512,750,2261,1745,498,2243,1308,392,1705,1411,282,1688,2931,322,3252,2193,63,2258,1591,85,1681,954,32,986,1991,116,2107,1299,98,1390,300,450,749,21412,8558,29968
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,276,765,1036,91,180,269,81,433,517,97,790,892,183,1127,1309,219,949,1173,468,917,1385,514,1208,1729,739,1730,2469,943,1662,2608,747,1693,2441,898,1456,2355,2223,3181,5405,1723,329,2054,1731,988,2719,1300,176,1478,6318,1850,8169,981,376,1355,127,500,628,19655,20310,39959
SED20207,381,334,712,104,79,187,133,211,344,143,415,558,365,920,1290,426,611,1032,1123,455,1580,1065,612,1680,1423,712,2140,1744,656,2399,1453,580,2039,1552,459,2014,3967,781,4750,3072,92,3168,2876,198,3078,1832,54,1881,5158,230,5392,1488,135,1629,289,253,542,28602,7806,36414
SED20302,306,365,672,126,153,277,137,278,414,165,690,851,515,1910,2422,560,1275,1836,1853,807,2664,1691,1004,2696,2183,1015,3200,2474,771,3249,1949,590,2537,2232,447,2682,4608,587,5196,3412,94,3504,2324,152,2480,1286,60,1340,2383,307,2694,1710,122,1835,429,484,918,30340,11117,41460
SED20401,156,230,389,67,85,146,67,188,259,90,395,484,254,1060,1309,261,670,934,884,519,1403,854,643,1495,1106,722,1826,1318,584,1904,1076,467,1547,1066,388,1452,2450,541,2981,2006,94,2094,1633,102,1734,1028,24,1058,2084,115,2193,842,71,919,178,239,423,17409,7139,24554
SED20508,254,277,532,115,96,216,77,209,288,85,462,549,370,1302,1665,393,1027,1420,1347,685,2032,1223,689,1906,1500,723,2218,1644,488,2130,1084,457,1539,1114,315,1435,2493,519,3011,1933,80,2015,1584,124,1710,959,33,996,2455,327,2780,1213,68,1280,261,338,595,20116,8209,28320
SED20604,112,243,355,77,102,172,61,264,325,91,582,669,328,1507,1832,368,929,1300,1259,656,1914,1084,820,1906,1345,825,2169,1637,596,2233,1146,454,1600,1248,334,1585,2815,418,3234,1902,71,1967,1308,99,1414,853,24,878,1551,155,1701,1185,62,1252,264,378,644,18636,8528,27167
SED20704,136,238,375,63,100,163,63,245,308,82,509,591,302,1367,1674,378,942,1320,1167,622,1786,1161,747,1905,1340,822,2166,1589,531,2121,1184,468,1657,1248,380,1627,2700,496,3197,1956,90,2043,1531,99,1636,931,31,960,1868,155,2024,1055,142,1193,212,284,490,18967,8262,27231
SED20804,110,234,342,83,118,197,76,304,384,99,680,780,327,1769,2092,397,1101,1499,1303,738,2041,1151,900,2050,1299,797,2093,1512,563,2076,1061,453,1517,1037,349,1384,2220,462,2681,1553,72,1625,1170,91,1266,637,21,654,1239,168,1411,994,110,1105,251,380,630,16515,9315,25828
SED20906,258,282,542,100,97,187,101,189,295,78,383,458,223,890,1116,255,567,827,636,435,1074,666,533,1200,813,514,1323,998,468,1463,762,404,1165,805,331,1132,1871,621,2492,1634,74,1709,1609,167,1770,1247,30,1278,5107,286,5386,863,82,945,158,209,362,18181,6556,24740
SED21001,457,523,980,138,177,316,173,305,480,116,493,609,309,980,1290,321,812,1139,750,625,1375,793,720,1518,1027,849,1876,1207,688,1901,869,558,1428,946,448,1392,2016,831,2849,1592,126,1712,1462,237,1696,1100,54,1156,4679,337,5014,1003,172,1174,138,266,399,19097,9211,28302
SED21106,194,277,467,64,123,193,69,203,273,53,338,395,141,706,841,160,578,731,353,487,837,364,611,975,530,734,1260,686,629,1318,553,614,1162,589,572,1158,1328,1072,2404,1152,91,1246,1196,329,1523,842,42,888,6862,745,7607,1000,114,1113,159,249,409,16290,8517,24806
SED21203,377,323,701,97,84,180,175,290,465,188,536,724,493,1188,1678,593,480,1070,1514,346,1863,1393,505,1898,1503,420,1917,1622,346,1969,1097,287,1381,1036,208,1245,1931,322,2256,1332,87,1422,898,74,972,565,40,601,986,134,1122,968,106,1076,331,312,639,17080,6098,23176
SED21303,166,393,555,52,128,175,68,347,417,77,682,758,198,1226,1420,197,799,994,642,713,1352,568,930,1503,709,1202,1914,881,1237,2128,764,1267,2027,777,1133,1911,2091,1989,4078,1743,395,2143,1804,586,2392,1358,234,1599,4587,869,5451,730,636,1369,126,279,409,17534,15047,32582
SED21401,422,323,742,156,118,275,130,198,325,117,347,466,382,880,1260,348,546,890,1034,419,1457,912,522,1435,1099,533,1627,1235,417,1650,911,364,1278,1000,313,1311,2077,475,2555,1580,68,1649,1425,146,1577,990,25,1013,3768,205,3973,1003,81,1083,225,229,455,18813,6208,25021
SED21503,204,300,504,73,75,143,88,205,291,82,363,445,289,959,1247,292,581,875,844,463,1310,824,531,1352,990,533,1521,1148,440,1586,891,429,1318,916,344,1259,1927,505,2426,1705,98,1806,1454,126,1577,977,41,1012,2370,144,2511,792,148,943,188,212,401,16054,6482,22534
SED21608,146,230,383,74,77,147,56,237,299,93,523,620,291,1389,1683,443,860,1300,1179,576,1754,1058,724,1783,1270,715,1988,1501,530,2037,1097,425,1528,1165,305,1475,2427,438,2866,1788,68,1861,1343,93,1433,779,24,802,1660,142,1802,1061,112,1172,244,299,540,17676,7777,25452
SED21706,253,375,621,91,110,205,112,257,372,105,455,563,240,895,1139,256,633,893,602,446,1049,650,542,1191,774,541,1313,908,478,1385,767,450,1213,725,364,1087,1660,621,2285,1384,144,1530,1352,206,1558,1041,73,1110,5580,338,5922,905,176,1080,135,208,343,17546,7316,24857
SED21805,181,308,483,54,104,155,82,198,282,64,472,539,248,1346,1594,313,904,1211,913,546,1463,878,689,1573,1153,826,1976,1308,692,1999,1140,603,1745,1201,430,1623,2786,630,3417,2314,69,2381,1782,137,1918,1087,19,1110,2331,146,2475,1016,90,1106,250,343,593,19109,8546,27656
SED21906,204,421,633,66,122,190,69,259,327,59,452,513,181,857,1040,170,717,889,455,595,1052,463,803,1261,686,988,1671,814,893,1708,643,838,1481,718,722,1446,1806,1313,3123,1462,205,1666,1440,363,1801,1044,90,1135,5513,600,6114,911,226,1139,235,273,511,16945,10739,27685
SED22005,358,403,761,113,135,244,125,261,392,124,507,634,366,1279,1642,339,642,978,1159,476,1629,989,578,1576,1204,614,1819,1352,488,1840,1087,402,1493,1107,356,1460,2396,581,2973,1841,188,2025,1517,192,1708,1050,98,1148,2597,269,2867,982,221,1207,200,253,447,18906,7933,26842
SED22105,262,267,538,72,67,143,116,127,243,108,359,466,366,945,1309,475,603,1082,1316,407,1720,1503,682,2184,1897,818,2718,2568,636,3199,2293,543,2840,2405,358,2765,5530,449,5983,4031,95,4125,2784,97,2888,1569,49,1615,2693,113,2803,1749,114,1862,338,265,599,32089,6992,39076
SED22201,177,234,408,62,69,133,54,173,228,68,372,441,237,1077,1314,286,765,1048,806,562,1365,846,592,1434,1034,582,1613,1204,494,1698,921,429,1347,968,297,1264,2294,480,2776,1961,58,2011,1517,109,1620,1023,21,1045,2468,121,2590,857,80,934,179,247,429,16951,6753,23701
SED22305,321,390,706,91,96,187,126,281,401,163,571,732,444,1388,1834,481,687,1166,1311,476,1783,1295,690,1989,1524,663,2189,1699,502,2202,1219,405,1624,1207,261,1466,2339,391,2731,1561,128,1692,1050,119,1167,612,106,722,983,270,1257,1020,171,1192,284,355,641,17733,7935,25667
SED22404,188,268,460,90,113,206,76,235,313,100,492,594,322,1338,1661,305,754,1054,1070,544,1613,953,613,1566,1199,708,1902,1364,414,1781,986,367,1350,1092,266,1356,2224,344,2568,1514,58,1576,1126,93,1220,650,32,684,1634,299,1935,1235,90,1330,285,369,658,16424,7399,23822
SED22501,162,153,312,59,64,119,55,109,165,45,198,247,166,592,758,177,414,595,575,354,927,601,358,963,786,389,1177,1008,306,1313,767,248,1019,822,230,1050,1956,366,2319,1698,27,1723,1663,85,1749,1242,16,1257,4251,125,4373,861,33,893,153,128,282,17039,4207,21244
SED22607,174,319,500,68,118,183,107,328,435,80,604,687,238,1043,1285,225,657,879,580,578,1155,583,851,1429,794,1021,1811,867,956,1818,697,891,1586,779,768,1545,1785,1304,3089,1614,190,1802,1543,346,1897,1180,85,1261,5385,498,5883,814,206,1021,188,253,437,17699,11010,28712
SED22704,202,288,490,88,125,216,93,315,411,102,658,761,405,1844,2253,396,1010,1404,1491,720,2213,1258,745,2001,1421,781,2203,1535,539,2075,1105,412,1515,1113,294,1408,2282,413,2696,1571,54,1623,1137,100,1240,685,17,708,1387,185,1571,1325,75,1404,385,567,955,18001,9131,27135
SED22802,149,195,340,66,68,136,65,133,193,58,225,286,222,834,1052,233,482,713,795,344,1137,758,423,1179,967,441,1413,1140,327,1468,903,284,1185,994,222,1218,2491,352,2848,2067,41,2112,1648,68,1715,1046,8,1054,2126,78,2210,977,44,1024,193,149,339,16906,4720,21626
SED22901,211,207,416,94,67,170,79,153,231,87,322,416,242,947,1192,278,525,808,860,381,1244,781,460,1236,1061,481,1545,1184,339,1517,948,303,1254,974,236,1208,2176,375,2550,1805,51,1852,1499,83,1581,955,17,976,2297,99,2400,881,52,928,141,198,339,16568,5291,21864
SED23007,271,425,693,105,110,216,134,341,476,154,758,916,382,1277,1657,400,745,1148,1068,629,1700,1028,864,1893,1141,1018,2160,1444,972,2418,1121,869,1991,1158,753,1911,2546,1230,3780,2054,273,2322,1798,350,2157,1206,109,1316,3108,430,3537,991,306,1296,243,331,575,20362,11801,32163
SED23101,302,284,582,104,100,203,118,201,312,98,330,432,295,940,1234,286,602,884,809,442,1251,832,444,1281,971,417,1386,1129,291,1424,805,265,1065,886,228,1115,1962,362,2326,1582,72,1655,1403,95,1497,967,22,984,3051,152,3203,841,86,928,139,223,359,16567,5560,22125
SED23205,150,286,435,64,106,170,80,261,343,86,581,663,290,1485,1779,345,1000,1342,938,666,1606,963,831,1796,1118,761,1879,1273,612,1889,939,468,1405,1017,358,1372,2184,493,2680,1658,68,1729,1267,102,1366,855,28,883,1791,140,1932,900,123,1019,227,355,583,16168,8707,24869
SED23308,117,284,399,74,122,198,67,327,397,76,686,760,265,1669,1928,344,1254,1600,959,805,1765,907,980,1884,1106,977,2092,1290,805,2095,896,717,1605,960,506,1469,2076,851,2927,1679,138,1813,1470,208,1681,934,70,1005,2642,302,2948,885,203,1079,198,403,604,16944,11307,28248
SED23402,202,213,415,79,60,138,73,159,235,74,286,366,247,834,1078,299,610,906,932,398,1328,924,578,1505,1299,649,1952,1650,507,2156,1241,452,1693,1491,329,1821,3332,456,3789,2757,64,2818,2020,107,2123,1297,21,1319,3200,122,3319,1252,74,1325,273,220,492,22647,6133,28780
SED23502,224,299,523,100,130,232,107,328,437,115,700,811,394,1915,2306,465,1122,1587,1756,723,2476,1408,841,2246,1511,702,2216,1674,507,2178,1010,355,1368,1164,241,1410,2025,346,2375,1306,52,1361,839,72,914,461,18,483,972,176,1151,1204,98,1300,352,476,831,17104,9100,26203
SED23602,214,320,541,114,118,228,102,283,385,105,599,707,390,1682,2068,365,970,1337,1327,601,1931,1163,768,1929,1296,672,1965,1397,448,1848,910,354,1267,1002,282,1287,1912,388,2299,1208,52,1258,984,106,1090,543,22,568,1291,238,1535,1095,66,1157,310,478,781,15732,8437,24172
SED23702,204,251,454,65,58,125,71,184,257,65,391,459,284,1152,1436,318,909,1226,1088,506,1591,977,640,1615,1256,681,1932,1379,471,1854,1104,425,1531,1231,275,1507,2803,385,3195,2235,50,2291,1645,80,1727,1050,12,1058,2131,92,2222,1139,68,1207,289,281,569,19328,6920,26242
SED23806,211,321,532,79,119,201,71,222,290,71,351,420,138,570,705,156,634,791,332,573,908,330,684,1010,532,868,1400,728,867,1599,535,822,1351,659,724,1381,1545,1341,2881,1265,176,1440,1265,348,1615,926,105,1037,6473,718,7185,915,199,1115,131,198,327,16351,9837,26187
SED23901,196,290,485,78,95,169,79,250,331,89,467,552,244,1006,1254,236,717,954,652,562,1210,631,606,1241,866,695,1558,932,584,1514,796,612,1412,890,456,1348,1982,834,2817,1671,108,1782,1643,183,1829,1206,53,1263,4627,291,4920,896,115,1010,185,231,414,17899,8161,26053
SED24006,356,256,611,123,82,206,116,159,278,91,194,289,202,503,706,202,413,616,483,356,840,463,431,889,660,504,1166,754,458,1214,613,412,1026,659,323,986,1597,675,2270,1251,88,1339,1258,224,1485,924,50,972,5968,502,6469,1093,119,1210,150,172,322,16969,5927,22894
SED24105,316,287,602,89,63,149,127,176,304,130,360,486,353,933,1282,326,465,789,1113,316,1424,1019,469,1492,1252,406,1653,1478,290,1770,1214,249,1461,1211,193,1404,2549,291,2842,1932,83,2010,1463,82,1540,1027,31,1059,2260,123,2380,1025,99,1126,206,176,383,19070,5083,24153
SED24207,414,270,681,91,59,153,156,176,333,172,329,499,424,786,1208,485,361,842,1351,317,1664,1242,465,1709,1463,509,1975,1834,406,2234,1588,374,1962,1639,284,1920,3524,414,3938,2685,62,2746,2015,92,2107,1331,33,1366,2755,116,2873,1400,83,1485,302,200,506,24853,5350,30206
SED24308,191,271,462,66,99,157,92,294,384,117,624,740,384,1624,2013,464,953,1423,1341,535,1868,1146,722,1872,1352,744,2097,1455,537,1992,1140,451,1591,1031,350,1380,2395,508,2908,1600,82,1684,1270,115,1380,776,35,811,1609,150,1759,1048,111,1159,277,393,668,17750,8604,26349
SED24408,136,246,381,96,143,234,89,321,405,97,652,743,339,1790,2126,358,996,1361,1227,670,1900,1037,846,1885,1236,812,2048,1455,526,1979,957,422,1377,1044,277,1325,2020,378,2396,1392,56,1451,896,108,1004,508,17,523,1177,196,1370,1002,79,1081,287,500,792,15347,9039,24384
SED24504,171,235,405,97,94,190,70,215,284,56,330,387,254,1052,1311,255,598,847,829,448,1280,770,501,1269,1033,499,1532,1222,376,1599,950,368,1314,1046,240,1288,2056,444,2498,1698,42,1734,1590,93,1685,1052,20,1076,3250,291,3543,1194,60,1253,216,241,455,17802,6161,23959
SED24606,183,379,560,60,127,186,62,183,242,60,326,385,147,665,817,138,579,723,326,472,804,367,607,978,458,783,1242,591,755,1339,467,720,1185,588,634,1220,1353,1122,2474,1163,155,1321,1155,380,1535,809,82,894,6424,831,7259,874,154,1031,144,260,403,15371,9222,24597
SED24703,654,2901,3561,173,539,710,247,1033,1275,194,1511,1706,377,1677,2057,455,1817,2273,750,1788,2536,886,2303,3188,1277,3125,4401,1616,2831,4448,1242,2473,3718,1394,2041,3433,3023,4005,7030,2250,687,2934,1959,1143,3096,1447,298,1748,5448,1947,7391,1001,1027,2031,139,856,996,24522,34000,58524
SED24808,307,310,618,95,68,166,120,219,341,149,522,670,449,1243,1693,581,788,1368,1535,518,2056,1487,770,2248,1747,829,2576,2151,627,2779,1708,510,2211,1738,340,2081,3662,443,4105,2519,67,2590,1693,89,1781,1031,7,1042,2015,94,2114,1344,78,1424,341,326,664,24670,7846,32516
SED24904,186,285,471,62,105,171,91,288,384,119,665,780,376,1576,1953,384,911,1293,1332,604,1937,1094,822,1912,1374,752,2124,1453,498,1952,1050,428,1469,1147,297,1447,2205,425,2627,1499,91,1593,1026,95,1124,576,46,616,1175,167,1336,1178,97,1275,379,610,987,16697,8751,25449
SED25003,249,197,447,73,58,125,72,111,182,103,281,385,245,689,936,328,346,668,1051,291,1344,907,437,1347,1160,478,1637,1415,447,1860,1235,334,1571,1268,233,1496,2738,329,3064,2167,55,2222,1636,78,1709,1085,13,1097,1988,78,2069,954,56,1010,232,161,389,18908,4658,23564
SED25102,125,143,275,61,53,116,52,134,191,44,226,274,164,726,889,211,442,654,602,322,923,699,414,1114,843,393,1237,1034,295,1336,792,250,1040,848,196,1041,2123,300,2421,1894,39,1938,1645,93,1737,1124,13,1141,2789,108,2897,927,58,985,149,154,297,16128,4366,20491
SED25205,173,253,425,56,90,149,64,211,275,62,398,462,194,1138,1335,241,725,965,670,524,1193,687,616,1309,887,674,1566,1011,515,1522,814,476,1288,859,402,1264,2103,594,2697,1938,54,1990,1762,166,1928,1306,19,1328,4070,194,4267,842,60,902,175,247,422,17917,7360,25279
SED25302,163,208,366,92,97,190,66,210,271,66,353,417,255,1123,1378,238,808,1044,840,560,1399,832,502,1336,1111,529,1642,1183,356,1538,788,296,1093,872,248,1124,1934,426,2354,1682,31,1716,1542,102,1645,1119,18,1134,3809,234,4042,1059,29,1088,232,297,527,17881,6430,24312
SED25402,208,335,544,76,100,183,108,339,444,120,729,851,405,1782,2187,461,979,1441,1386,602,1987,1316,795,2106,1307,731,2041,1479,530,2007,1017,430,1445,1110,344,1451,2181,446,2622,1616,58,1677,1197,129,1331,638,29,665,1674,179,1853,1167,82,1242,300,468,770,17757,9086,26847
SED25501,384,270,652,140,104,245,132,188,320,131,275,399,293,720,1014,304,449,762,753,354,1108,765,394,1155,965,419,1384,1116,331,1448,846,286,1134,851,233,1086,1914,444,2355,1557,78,1641,1494,131,1627,1019,46,1061,3760,231,3989,1006,113,1115,163,151,311,17585,5225,22814
SED25605,309,298,605,112,93,205,107,205,316,91,382,473,335,1039,1379,274,498,771,1048,378,1425,953,499,1455,1099,456,1556,1299,341,1634,932,265,1197,1029,216,1242,2099,345,2450,1539,76,1613,1289,100,1387,794,33,819,2344,157,2503,925,90,1016,195,204,403,16766,5687,22454
SED25704,207,256,464,101,113,211,65,294,364,128,645,776,422,1738,2163,417,951,1370,1455,651,2103,1221,833,2054,1315,729,2043,1569,478,2044,1088,361,1442,1144,243,1388,2260,336,2597,1499,61,1565,957,80,1042,527,21,548,1104,141,1240,1128,75,1201,362,583,943,16959,8604,25568
SED25802,216,279,500,106,121,231,98,319,418,113,654,768,422,1626,2057,459,1096,1549,1467,655,2115,1330,776,2105,1468,742,2205,1638,525,2160,1216,412,1629,1359,305,1667,2725,403,3132,1935,61,1995,1452,89,1544,792,15,808,1958,172,2124,1301,67,1366,377,483,853,20427,8792,29219
SED25905,233,182,411,77,68,144,85,125,208,114,271,378,292,732,1026,315,377,688,970,295,1265,887,403,1290,1098,488,1590,1406,367,1768,1084,291,1373,1199,188,1382,2530,298,2829,1899,67,1962,1377,55,1435,902,21,927,1823,82,1903,1015,55,1067,211,172,379,17517,4515,22028
SED26005,228,180,408,62,29,85,85,100,184,99,202,306,245,482,729,330,265,597,939,242,1186,989,367,1356,1288,402,1685,1680,363,2047,1371,256,1623,1479,196,1671,3262,281,3534,2483,50,2530,1973,70,2046,1230,23,1256,2551,83,2624,1230,71,1299,218,116,334,21739,3772,25512
SED26102,221,378,599,117,139,256,90,295,382,88,563,653,398,1607,2005,321,1149,1473,1344,729,2074,1203,813,2014,1442,788,2230,1585,600,2186,978,461,1441,1069,352,1425,2118,516,2635,1560,118,1678,1205,182,1389,672,53,725,2208,795,3005,1168,75,1249,312,568,876,18110,10187,28293
SED26207,255,280,537,90,96,189,79,228,312,82,405,489,275,1044,1315,244,512,753,1008,387,1394,787,391,1179,966,454,1416,1050,383,1433,795,351,1146,776,291,1061,1893,537,2427,1649,63,1709,1482,94,1578,1145,40,1183,3465,179,3637,797,64,862,250,197,446,17079,5997,23074
SED26303,128,298,428,48,117,168,53,273,328,69,608,677,225,1171,1389,194,683,873,581,589,1175,511,720,1236,613,937,1551,735,916,1647,646,884,1526,752,759,1511,1718,1348,3070,1525,241,1769,1571,402,1970,1226,143,1376,5173,600,5773,778,359,1135,97,220,320,16636,11284,27915
SED26406,272,596,868,101,159,260,86,294,380,75,518,596,262,1115,1377,267,818,1083,743,574,1317,688,768,1457,893,960,1854,1088,836,1924,884,785,1670,907,596,1508,2217,1021,3234,1759,201,1966,1599,296,1895,1113,88,1201,4056,369,4418,803,261,1070,149,231,379,17962,10496,28456
SED26504,190,252,435,63,94,154,79,241,318,95,590,690,356,1609,1962,368,971,1341,1398,645,2048,1166,796,1964,1227,680,1909,1429,465,1900,951,357,1311,1047,217,1258,2085,404,2492,1418,73,1491,1009,93,1105,530,40,565,1135,266,1396,1075,83,1159,288,486,777,15913,8365,24276
SED26603,252,355,605,76,124,201,77,286,358,90,556,649,305,1357,1658,310,668,983,987,500,1489,820,651,1472,1070,743,1803,1208,688,1891,1058,739,1795,1133,601,1734,2539,1067,3606,2199,184,2382,2089,269,2361,1445,96,1537,3678,314,3991,902,240,1145,248,336,585,20479,9771,30249
SED26708,190,251,442,84,129,211,73,276,354,77,554,629,339,1415,1748,337,816,1155,1120,605,1726,1090,780,1872,1233,775,2008,1408,507,1918,1049,364,1413,1138,311,1451,2248,445,2691,1605,81,1685,1205,124,1336,683,51,731,1726,386,2105,1194,88,1278,319,419,743,17131,8384,25515
SED26806,187,570,754,58,179,242,60,419,480,62,812,876,172,1151,1324,196,951,1150,371,914,1286,397,1212,1609,596,1856,2450,735,1863,2599,597,1962,2561,672,1585,2265,1855,3375,5235,1649,441,2090,1523,974,2499,1153,228,1383,5215,1985,7203,800,464,1267,137,438,578,16452,21400,37853
SED26903,243,402,645,103,128,236,104,361,464,127,733,856,278,1553,1829,323,836,1157,1021,596,1615,910,706,1617,987,810,1798,1229,839,2066,991,736,1726,1015,549,1566,2209,940,3148,1844,184,2026,1577,235,1818,1100,72,1166,2271,220,2488,822,248,1073,204,398,602,17372,10538,27913
SED27003,132,384,521,54,138,193,102,372,470,112,758,872,261,1136,1399,216,725,940,506,646,1158,535,831,1371,520,1228,1745,667,1237,1909,526,1268,1792,636,1232,1870,1686,2716,4403,1604,464,2075,1637,931,2565,1322,303,1622,6133,2073,8204,727,734,1460,117,309,418,17500,17474,34977
SED27101,244,260,508,83,100,178,90,204,295,68,434,511,221,990,1211,232,781,1018,690,524,1217,774,653,1426,966,716,1683,1199,625,1821,860,511,1378,901,422,1320,2146,706,2852,1794,103,1897,1695,144,1841,1213,57,1268,3311,170,3485,830,103,935,151,215,362,17479,7721,25197
SED27208,167,323,492,94,139,230,85,405,496,112,772,887,437,2360,2800,438,1066,1510,1718,690,2414,1379,882,2266,1506,745,2249,1639,501,2135,1090,363,1455,1186,254,1440,2159,364,2516,1433,54,1487,918,84,1004,528,19,552,1061,156,1218,1182,75,1255,358,615,974,17499,9879,27383
SED27305,158,137,297,60,42,105,51,92,144,64,177,245,197,494,693,211,296,503,635,242,873,603,274,879,827,301,1125,988,210,1192,731,217,952,820,171,992,1965,251,2214,1754,38,1790,1581,51,1626,1080,22,1103,2929,80,3010,763,36,797,155,100,255,15564,3245,18816
SED27406,158,265,421,68,133,194,73,192,266,64,400,464,208,906,1117,183,728,907,514,554,1067,554,627,1183,794,705,1502,895,612,1509,642,536,1180,737,426,1162,1684,828,2515,1437,53,1489,1534,209,1744,1106,29,1135,5937,367,6305,925,60,987,138,229,364,17657,7857,25519
SED27504,226,257,482,87,107,193,77,323,400,117,653,770,399,1595,1994,439,989,1430,1421,674,2105,1278,833,2108,1422,821,2243,1673,595,2267,1157,451,1609,1294,300,1594,2487,398,2883,1767,83,1851,1167,111,1278,704,20,731,1473,195,1664,1122,99,1220,353,500,862,18686,9008,27685
SED27608,168,230,397,93,92,185,78,193,271,66,385,456,278,1136,1409,325,821,1144,1008,572,1583,1055,645,1698,1315,707,2019,1618,595,2211,1211,555,1767,1364,476,1839,3294,730,4020,2827,170,3000,2486,209,2696,1569,87,1655,4000,376,4379,1306,231,1542,215,274,482,24253,8497,32750
SED27708,159,251,414,72,107,177,72,304,376,100,587,691,341,1502,1845,385,1020,1405,1213,668,1879,1172,804,1976,1282,749,2035,1561,560,2120,1082,405,1495,1166,314,1476,2405,462,2869,1739,76,1813,1190,107,1294,708,22,734,1506,187,1690,1119,89,1212,284,459,743,17556,8684,26243
SED27807,436,412,848,113,87,202,178,303,485,212,687,903,533,1409,1947,465,624,1084,1484,460,1937,1336,563,1897,1388,565,1951,1638,451,2093,1190,356,1547,1078,284,1367,2101,392,2497,1551,110,1666,1083,137,1214,664,47,709,1280,163,1439,976,161,1144,305,325,634,18012,7542,25556
SED27907,198,261,461,63,59,122,53,168,221,96,356,451,259,1031,1291,285,598,883,912,435,1349,939,531,1469,1053,589,1648,1295,526,1823,1074,438,1512,1133,311,1441,2665,468,3131,2168,51,2225,1664,97,1758,1071,21,1092,2150,105,2255,944,66,1011,189,218,411,18227,6326,24553
SED28007,257,204,462,81,52,131,90,109,197,94,256,348,302,614,912,327,253,581,968,212,1182,825,308,1128,1058,369,1430,1391,346,1735,1138,255,1393,1266,215,1480,2936,337,3270,2399,33,2437,2046,59,2111,1375,20,1396,3078,68,3150,1150,40,1184,272,128,400,21049,3877,24924
