SED_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SED30084,30,23,40,73,108,202,389,581,226,1664,5,3,16,41,51,43,39,32,6,247,230,236,500,421,377,268,216,186,92,2534,1776,3514,6755,6380,6520,5624,4538,2450,697,38258
SED30085,12,17,68,92,134,169,323,499,287,1603,7,12,95,87,110,115,106,65,48,650,113,309,649,373,254,188,225,183,123,2411,1400,4863,10910,8731,6530,5514,4540,2698,1081,46270
SED30086,41,57,83,131,164,213,514,817,418,2444,22,30,119,125,76,85,61,29,14,554,155,216,443,423,416,421,356,363,186,2989,1515,3309,6763,6364,6716,6578,5852,3754,1358,42211
SED30087,25,50,96,146,158,152,444,874,659,2609,7,38,105,101,79,83,69,25,25,528,125,196,395,289,242,258,278,362,282,2437,1581,4061,8151,6948,6215,5701,5554,4022,2004,44235
SED30088,40,17,45,73,102,247,378,420,224,1542,4,3,33,20,28,34,26,22,14,178,233,327,720,603,552,610,510,249,107,3902,1445,3701,7884,6664,6900,7187,5559,2453,779,42574
SED30089,73,39,112,103,181,329,696,555,171,2257,11,11,23,12,39,51,49,34,10,248,361,554,1240,1206,1289,1302,1107,444,93,7601,1713,3300,7426,6665,6738,7489,6364,2351,485,42520
SED30090,20,17,62,75,164,312,693,676,292,2313,4,9,9,12,13,24,59,45,10,181,224,298,620,588,705,709,530,303,154,4130,1231,2611,5560,5363,6015,6437,5216,2387,805,35621
SED30091,19,27,153,173,207,290,541,556,255,2231,8,19,135,155,166,136,92,48,22,778,334,403,850,695,531,390,441,420,327,4393,1802,4203,9493,8203,6887,5767,4996,3013,1116,45484
SED30092,7,9,28,43,75,178,387,477,173,1366,5,5,4,10,13,22,17,13,8,105,215,325,905,674,685,827,711,300,77,4716,1418,3061,7711,7441,7461,7986,6118,2387,484,44060
SED30093,39,64,394,449,418,440,630,490,148,3070,10,56,339,391,369,296,177,110,40,1787,458,459,1061,972,733,500,409,281,148,5011,2592,5114,10319,9548,8195,6702,4644,2096,555,49767
SED39797,0,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,10,8,57,76,45,16,6,0,0,219,9,12,92,111,79,34,14,0,0,348
SED40001,0,11,21,32,56,77,139,225,204,756,0,17,40,25,23,22,37,43,29,234,188,457,952,674,574,540,446,300,287,4424,1645,6156,9515,6285,5358,5342,4579,2454,1192,42523
SED40002,4,8,30,38,61,91,234,366,343,1179,0,4,32,21,19,44,50,52,49,266,46,106,264,183,136,133,143,156,116,1285,744,3343,7791,5760,4527,4218,3389,2087,1360,33211
SED40003,0,6,12,21,25,54,109,162,104,491,0,0,0,10,7,22,26,16,3,90,21,36,84,101,78,83,108,76,45,621,753,1848,3758,4793,4696,4921,4072,1761,625,27226
SED40004,7,0,10,6,24,24,105,154,162,485,0,0,10,26,21,12,27,17,20,127,21,27,82,117,102,82,103,134,90,760,792,2045,3184,4644,5160,4550,4462,3015,1305,29155
SED40005,9,9,54,59,119,238,558,670,429,2149,0,7,17,25,39,32,45,46,32,237,129,121,291,281,356,437,515,340,139,2616,802,1704,3965,3797,4762,5604,5471,2769,1124,29980
SED40006,3,11,36,85,106,190,389,539,402,1763,3,6,30,44,88,94,88,107,86,542,64,123,267,180,178,184,192,181,106,1473,820,2702,6591,5418,4949,4815,3335,1866,998,31497
SED40007,0,7,15,30,40,69,276,559,336,1338,0,6,5,3,18,18,32,62,56,201,32,42,124,116,120,128,130,164,107,966,738,2086,3765,4428,5180,5029,4109,2827,1338,29493
SED40008,19,23,108,179,217,314,466,572,459,2362,6,20,79,138,202,230,214,150,114,1151,105,154,370,316,265,244,205,176,78,1913,929,3384,8078,6122,5192,4615,3346,1849,1018,34519
SED40009,7,4,10,27,31,47,145,214,156,639,0,0,9,7,7,10,15,12,12,71,62,56,123,117,134,146,174,155,86,1053,1011,2282,4317,4783,4659,4816,4182,2144,801,28990
SED40010,4,12,13,19,25,45,154,416,316,996,0,0,23,7,15,20,38,56,86,239,45,73,223,164,138,135,146,138,81,1161,756,2535,5753,4928,4712,4758,3998,2493,1110,31042
SED40011,9,6,19,40,55,109,225,382,311,1154,0,10,6,19,30,45,43,67,55,274,41,105,234,148,166,150,146,160,115,1258,767,2683,5827,5459,4860,4403,3543,2252,1226,31018
SED40012,23,37,170,199,151,219,339,305,166,1616,3,15,81,171,172,111,73,43,16,681,123,190,393,371,270,267,207,218,145,2186,1114,2671,5846,5153,4725,4657,2937,1733,802,29632
SED40013,7,23,119,157,144,195,276,334,296,1542,5,30,132,187,188,168,116,71,29,925,77,121,328,233,209,127,147,129,112,1478,812,3109,8302,7103,5046,4073,3070,1756,927,34210
SED40014,7,6,20,41,35,75,285,437,296,1200,7,5,7,8,10,5,24,11,7,74,48,41,86,114,144,218,341,319,215,1524,493,994,2217,2784,3507,5082,7100,4490,1577,28241
SED40015,15,12,47,42,73,139,372,498,326,1530,0,0,10,10,5,12,18,10,9,72,135,137,323,354,411,441,405,270,145,2619,762,1568,4071,4117,4685,5403,4821,2347,920,28694
SED40016,8,8,71,118,123,147,384,413,194,1473,4,15,87,138,158,107,82,63,34,689,77,101,235,236,180,118,177,191,132,1447,862,2757,5931,5459,4600,4129,3544,2115,728,30128
SED40017,3,8,40,58,74,193,351,416,281,1424,0,0,15,16,14,11,14,18,5,102,126,101,230,238,304,328,304,256,120,1997,888,1811,3996,4134,4946,5820,4633,2406,846,29472
SED40018,11,5,39,42,65,113,212,320,277,1087,0,0,16,24,30,67,40,22,21,229,60,64,148,131,134,162,200,193,162,1251,752,2312,4802,4668,4506,4521,4637,2902,1731,30834
SED40019,24,29,67,105,139,213,402,431,147,1568,0,6,20,19,28,20,29,29,14,165,183,293,948,705,778,724,493,355,150,4631,990,2424,6586,5376,5807,5876,3955,2195,641,33852
SED40020,17,15,59,86,86,172,457,638,339,1855,3,7,15,17,18,24,22,25,5,135,108,106,259,235,311,306,342,291,146,2104,849,1877,3985,3812,4684,5183,4782,2922,1003,29099
SED40021,5,3,20,43,42,103,339,747,595,1902,0,11,26,21,29,44,50,125,101,402,60,75,175,155,126,123,147,239,267,1367,791,2625,5694,5381,4736,4206,3641,3068,1786,31927
SED40022,0,0,16,15,17,33,100,133,127,437,0,6,3,6,0,3,3,7,4,35,75,69,121,144,163,207,203,111,62,1153,782,1591,2758,4179,5296,5125,4417,1961,673,26777
SED40023,10,17,21,36,36,96,212,283,191,912,0,4,11,8,12,13,15,15,9,73,54,60,158,173,135,131,173,184,126,1192,895,1966,4194,4246,4439,4305,4005,2210,847,27104
SED40024,10,7,30,43,42,88,211,264,177,879,3,5,8,12,24,13,25,21,8,109,97,96,207,230,204,181,201,238,217,1665,964,2288,5496,5252,4967,4581,3929,2206,920,30604
SED40025,11,8,17,32,27,54,184,211,161,714,4,0,3,9,12,12,4,9,6,63,77,92,199,207,190,156,164,154,83,1320,917,2203,4804,4795,4958,4374,3792,2053,703,28596
SED40026,4,3,33,65,39,80,202,245,113,786,0,0,24,40,54,53,26,19,16,232,51,39,89,99,108,122,105,129,108,848,961,2226,4023,4440,5083,5103,3485,1937,670,27915
SED40027,11,4,29,20,57,102,377,592,399,1577,0,0,17,17,40,23,47,87,79,321,70,66,178,151,164,163,176,168,115,1249,649,1764,4446,3981,4051,4346,4162,2618,1344,27357
SED40028,8,14,29,49,54,108,292,388,255,1194,3,0,7,17,16,25,19,29,12,130,80,77,174,149,126,155,166,180,131,1242,904,2318,4899,4274,4325,4393,3302,2125,895,27437
SED40029,12,8,51,69,71,169,483,558,323,1746,8,13,32,68,66,59,26,13,7,299,168,143,337,359,422,458,400,320,161,2760,856,1779,4124,4346,4898,5748,5028,2811,1005,30585
SED40030,12,6,24,24,38,69,200,318,177,864,0,0,0,5,8,8,3,5,10,47,102,71,171,206,241,312,305,243,126,1780,817,1652,3362,4233,4870,5481,5199,2663,843,29131
SED40031,6,0,12,14,27,64,322,569,258,1271,6,4,8,10,14,18,44,76,48,236,39,40,119,91,105,90,95,150,65,792,819,2200,4276,4799,4969,4584,3873,2595,841,28954
SED40032,9,7,18,25,32,78,164,268,300,911,0,0,12,20,11,27,43,21,13,143,36,63,141,137,113,134,167,163,108,1054,654,2105,4862,4502,4039,4474,4212,2530,1384,28764
SED40033,9,10,54,83,84,137,392,473,304,1556,3,4,31,30,33,27,16,35,12,183,102,129,262,279,309,291,278,293,198,2147,901,1871,4200,4165,4610,4647,3948,2221,928,27487
SED40034,0,4,38,29,63,158,468,649,311,1719,0,0,4,6,11,6,12,7,0,44,84,88,188,230,255,420,467,410,167,2302,523,1154,2654,2874,3628,5509,6052,3406,1078,26888
SED40035,5,7,29,38,47,65,219,422,343,1180,0,7,14,14,17,17,20,22,35,156,44,49,139,133,111,98,152,244,272,1233,764,1978,4624,4689,4347,3873,4064,3117,1450,28898
SED40036,12,23,121,185,186,302,405,352,130,1720,9,18,126,240,328,283,182,79,38,1300,99,93,267,237,176,163,137,133,75,1376,1020,2941,6327,5994,4856,4533,3073,1454,431,30638
SED40037,10,17,33,59,87,166,346,354,264,1345,0,0,10,14,29,58,58,26,38,246,71,82,162,212,185,239,186,169,99,1397,730,2031,4549,4610,4882,5589,4110,1888,856,29245
SED40038,15,44,257,356,264,316,487,440,255,2431,4,32,219,305,429,315,231,114,71,1714,130,155,409,368,325,305,274,269,192,2420,1169,2756,6158,5941,5001,4852,3588,2009,926,32390
SED40039,5,19,21,42,74,107,274,309,198,1047,0,8,9,14,10,25,26,16,15,121,78,101,223,223,186,192,201,196,100,1496,781,2094,4877,4593,4293,4111,4115,2261,804,27935
SED40040,6,7,19,26,27,68,283,454,273,1166,0,0,0,3,12,4,5,10,12,53,95,53,113,162,247,232,220,183,134,1438,857,1729,3284,4251,5325,5583,4704,2363,852,28954
SED40041,16,23,70,66,94,220,501,664,355,2008,3,5,23,21,13,26,26,27,19,160,156,180,455,467,581,582,519,346,127,3409,879,1903,4294,3940,4765,5691,4813,2690,934,29915
SED40042,25,19,109,159,137,269,380,365,137,1596,4,16,64,105,111,100,64,61,37,565,159,174,453,342,314,284,317,228,127,2391,1167,2984,7009,5318,4484,4174,2911,1565,579,30193
SED40043,0,14,39,62,88,140,314,491,288,1434,3,9,38,38,58,85,70,49,37,377,87,124,271,254,195,137,151,178,97,1487,822,2765,7056,6738,5033,4330,3640,2298,938,33622
SED40044,7,3,8,18,28,36,132,249,308,779,0,0,8,10,9,7,20,49,34,145,24,27,96,90,94,90,130,196,201,946,722,2167,4129,4742,4966,4484,4337,2720,1713,29973
SED40045,0,3,10,21,18,17,62,128,92,347,0,0,3,0,19,12,11,9,4,54,25,31,50,65,69,73,83,121,87,605,804,1900,3188,4658,5235,4561,4082,2562,925,27924
SED40046,6,5,28,42,61,113,338,583,424,1599,4,5,34,34,42,59,55,115,112,462,30,89,190,200,126,133,116,126,59,1073,700,2752,6599,5244,4624,4211,2922,1970,1033,30065
SED40047,13,11,36,53,65,81,249,296,122,932,0,12,18,36,57,38,37,23,15,236,37,36,111,122,101,106,120,123,50,815,776,2114,4288,4869,4550,4627,4061,1862,538,27692
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,16,10,0,0,0,0,34
SED50106,9,12,46,43,55,106,217,349,231,1066,0,5,18,27,38,19,18,12,17,146,122,104,291,241,277,286,277,279,179,2054,1099,1748,4154,4213,4881,5286,4591,2784,1142,29894
SED50202,26,24,74,120,126,186,276,249,125,1200,0,4,48,61,64,62,47,40,15,351,220,230,536,461,402,320,282,257,171,2887,1499,3226,7628,7010,5728,5264,4144,2166,760,37416
SED50304,3,8,37,58,85,117,390,618,381,1704,3,0,36,54,48,59,89,105,91,495,69,141,460,332,271,243,207,197,142,2064,792,2614,8691,7304,5236,4586,3749,2447,1112,36533
SED50405,16,15,31,57,52,85,154,153,50,609,0,4,15,28,34,21,19,13,3,140,144,128,383,347,226,163,198,162,66,1821,1585,3264,9165,8769,6422,4477,3015,1562,333,38588
SED50502,17,11,76,117,139,227,275,318,190,1370,3,5,38,60,95,97,86,60,28,473,94,127,306,252,207,210,207,161,57,1613,1099,2585,5853,6034,5428,5249,3939,1927,724,32847
SED50605,4,4,8,16,14,55,130,187,185,607,0,0,5,10,13,20,31,29,36,146,49,56,137,142,136,146,162,123,84,1041,1103,2743,4415,5685,5699,5499,4956,2716,1170,33982
SED50702,12,13,57,83,112,115,227,345,214,1173,4,9,69,66,79,65,52,35,21,388,121,276,663,566,518,384,285,227,173,3208,1044,3421,9410,7578,5987,5317,3855,2079,937,39625
SED50805,4,3,5,12,12,24,97,221,196,575,0,0,5,12,0,12,18,12,22,86,51,40,140,144,151,130,177,219,273,1314,965,2002,3998,4860,5506,4766,3752,2360,1381,29588
SED50906,8,13,31,38,59,98,251,331,212,1053,4,3,17,9,22,37,24,21,18,155,120,138,385,319,329,289,281,208,182,2247,1183,2385,5420,5603,5851,5408,4360,2385,1015,33615
SED51004,13,7,21,51,46,67,113,102,60,473,5,7,5,18,22,28,17,15,10,116,83,99,189,207,202,163,111,113,72,1236,1448,3091,5425,5790,6984,5661,3116,1424,434,33363
SED51104,20,14,36,59,63,87,123,177,81,662,0,5,21,28,42,26,30,11,11,178,162,134,337,324,265,191,168,226,150,1966,1728,3331,8102,7820,7051,4783,3407,2046,751,39018
SED51205,12,27,98,126,167,207,318,331,140,1430,7,17,79,100,100,116,101,74,46,620,134,253,614,417,273,219,188,176,116,2398,1179,4092,10055,8122,5596,4896,4054,2123,768,40874
SED51304,5,0,5,5,7,20,82,170,133,434,0,0,10,7,5,8,11,16,6,64,25,23,86,94,108,66,135,185,112,825,945,1899,3066,5530,5803,4875,5256,2779,848,31001
SED51401,12,13,31,43,72,129,330,372,215,1213,5,3,3,13,8,15,10,16,11,75,197,254,637,644,742,728,572,443,184,4408,900,1630,4110,4376,5225,6033,5149,2633,895,30954
SED51504,3,5,8,16,19,24,67,138,152,429,0,0,17,14,19,21,12,16,19,121,36,36,167,140,95,72,151,143,137,984,1040,2302,4866,6190,6223,4726,3610,2387,1300,32646
SED51605,8,9,12,43,76,131,245,255,107,892,0,3,18,18,25,39,49,44,20,218,87,105,236,229,167,153,148,139,64,1320,1323,3042,6759,7524,6733,4810,3104,1439,450,35187
SED51706,11,12,28,43,51,97,267,345,172,1024,3,4,14,9,8,23,23,17,11,111,124,89,247,258,298,291,329,295,198,2135,1179,1932,4713,5332,5559,5782,4845,2520,816,32673
SED51804,0,5,5,14,17,21,57,86,87,298,0,0,0,4,9,14,13,6,4,52,84,102,181,192,185,188,229,250,283,1680,1141,2517,4266,4682,5989,5432,4636,3202,1488,33361
SED51902,10,10,18,34,53,76,144,188,81,623,0,3,5,23,24,17,20,17,7,111,87,76,203,219,212,167,143,129,66,1311,1384,2447,6052,6410,6093,5325,3821,1748,461,33743
SED52006,13,9,19,39,49,84,238,366,184,997,0,0,6,16,13,17,16,19,6,85,79,54,127,135,152,149,226,288,167,1368,1044,1771,3474,4105,4905,5513,6125,3721,1088,31751
SED52102,16,8,57,64,104,130,219,229,107,931,0,3,49,62,61,71,40,28,14,330,111,112,246,298,205,211,172,142,90,1595,1152,2409,5573,6187,5184,4780,3676,1869,650,31479
SED52205,9,10,21,34,70,111,307,506,325,1377,5,9,11,17,27,37,43,78,84,309,89,185,458,398,408,363,332,315,283,2837,886,2578,6403,6126,5955,5700,4623,2505,1206,35981
SED52301,18,15,23,36,62,145,275,362,204,1140,0,12,16,21,22,30,34,36,28,191,224,190,436,500,419,387,337,279,149,2924,1245,2040,4549,4720,5088,4979,4044,2152,836,29657
SED52404,3,3,17,12,25,53,105,144,86,458,0,0,7,5,8,17,17,14,9,80,46,40,129,133,142,102,113,104,69,881,1051,2092,4725,5709,5486,5161,4425,1868,554,31069
SED52505,14,14,28,46,59,99,158,122,69,600,0,4,18,37,46,60,54,27,8,265,132,54,200,246,130,120,124,98,49,1150,1358,3137,8739,10271,6443,5305,3846,1355,355,40813
SED52604,7,4,17,21,32,49,124,108,54,414,5,4,11,6,17,15,12,19,4,83,70,107,225,209,193,201,193,260,266,1727,1169,2816,4564,5031,5813,5971,4109,1820,736,32032
SED52702,11,0,14,11,21,50,142,200,131,571,4,3,4,6,4,8,17,12,13,76,44,41,90,105,130,144,147,172,119,1005,1016,1793,2803,4294,5586,5325,4794,2928,984,29519
SED52803,15,18,33,81,93,158,195,136,54,788,3,5,14,37,25,27,15,11,4,148,245,678,2023,1812,1656,1356,609,184,78,8641,1152,3074,8225,7391,6930,5890,2868,897,229,36661
SED52903,93,46,120,130,177,226,335,195,39,1370,12,9,18,28,48,47,66,63,23,326,327,474,1312,1057,1105,1125,821,299,62,6585,1444,2726,7636,6850,6342,7289,6318,1687,216,40512
SED53004,8,0,18,12,22,39,142,209,169,627,3,0,9,12,17,11,18,35,31,137,43,35,79,132,113,85,125,129,83,821,1011,2036,3929,5616,5283,5099,5097,2344,1001,31416
SED53105,21,17,47,67,94,128,222,221,99,916,4,0,28,50,61,32,30,21,7,238,133,134,364,367,267,205,189,124,73,1856,1327,3054,7720,8414,5958,4317,2936,1415,502,35652
SED53204,8,9,39,81,132,156,230,205,105,964,0,4,40,106,119,131,99,43,28,573,66,69,171,153,133,114,124,78,57,964,1330,2987,6259,7703,6586,4845,3050,1425,476,34659
SED53306,26,12,26,53,78,140,308,430,289,1372,4,6,11,21,18,23,31,20,7,130,125,153,299,303,317,277,360,438,407,2675,1239,2463,5123,5117,5189,5293,5155,3564,1565,34705
SED53402,10,3,32,55,71,137,171,243,205,925,0,3,18,20,39,39,38,36,36,235,62,115,300,274,226,188,195,188,134,1696,828,2567,7503,7072,5556,4627,3556,1850,907,34463
SED53502,18,13,34,61,93,150,287,373,223,1252,0,3,25,47,20,35,35,44,31,240,122,175,412,379,397,329,312,346,337,2814,1273,2917,6623,6278,5954,5589,4276,2525,1061,36491
SED53602,9,17,196,290,334,394,483,432,195,2359,5,17,159,281,291,290,205,115,75,1424,156,244,459,479,357,251,271,257,145,2624,1282,3417,7266,6502,5678,5219,4141,2149,725,36381
SED53701,5,15,38,44,57,138,296,357,144,1098,0,5,15,9,7,13,14,24,7,95,192,209,498,578,670,832,768,436,114,4284,863,1520,3638,4381,5259,6647,6049,2766,678,31802
SED53802,10,14,60,118,126,220,392,479,289,1698,0,10,42,52,89,107,84,87,65,530,85,129,338,309,202,203,194,171,72,1697,996,2821,7214,6499,5318,4946,4325,2687,961,35764
SED53902,6,6,27,31,51,73,179,362,314,1058,0,0,17,22,43,34,31,52,67,275,51,92,274,242,192,157,201,259,197,1665,847,2641,6651,6009,5252,4712,3816,2733,1618,34276
SED54006,8,10,30,33,67,121,304,413,202,1186,0,3,12,6,15,11,9,18,10,90,164,106,237,268,319,302,332,305,156,2181,1240,1830,4133,4927,5427,5703,5149,2744,816,31959
SED54104,4,3,9,17,19,42,51,90,106,336,0,3,9,9,9,14,19,6,16,89,129,166,380,358,261,259,357,347,173,2424,1711,3922,6840,6257,5768,5257,4867,3108,1264,38990
SED54203,18,14,49,57,102,161,287,245,43,968,0,3,27,17,33,22,23,24,8,161,216,552,1900,1679,1778,1457,842,278,40,8738,737,2154,7185,6591,6638,7089,5903,1880,226,38398
SED54304,5,11,30,30,51,59,160,231,215,805,0,13,49,30,17,36,36,57,68,305,127,476,1396,959,752,626,445,263,130,5175,924,4524,14219,9764,6874,5720,3773,1688,781,48264
SED54403,19,18,45,71,124,145,168,94,14,696,3,8,28,34,50,39,17,19,10,205,391,873,3704,3673,3196,2265,690,144,21,14958,1327,3452,13617,13516,11003,7982,3037,693,77,54704
SED54505,7,4,13,39,53,68,170,195,132,678,3,3,14,24,20,30,41,46,47,221,46,50,76,130,102,122,123,164,134,950,1241,2530,3459,6415,6347,4975,4856,2691,1066,33580
SED54605,9,11,25,40,78,131,253,300,201,1045,0,4,9,25,17,19,32,23,11,144,113,310,491,336,287,276,266,391,288,2760,1033,2389,4719,4491,4998,5653,4872,3095,1283,32543
SED54701,18,9,45,45,71,122,239,345,177,1071,0,6,8,29,31,38,46,17,17,204,193,228,509,566,596,582,507,345,127,3648,1011,1827,4432,4650,5017,5447,4156,2287,774,29600
SED54804,4,0,18,21,39,51,117,213,195,661,0,0,13,13,17,26,23,27,10,121,68,99,401,316,191,162,204,233,252,1932,838,2355,7891,7216,5570,4512,3585,2324,1251,35528
SED54905,12,0,23,26,29,59,102,133,123,502,3,0,20,19,27,30,33,23,9,163,50,130,283,208,181,194,248,312,393,2003,1117,3421,6383,5595,5114,4988,4585,2452,1234,34889
SED55005,12,13,56,123,150,167,231,175,101,1024,0,13,69,101,112,76,83,47,32,526,107,87,299,240,202,138,147,150,103,1466,1520,3263,6338,8252,6698,4838,3532,1558,607,36619
SED55102,8,18,53,62,74,80,172,164,64,693,0,0,22,58,87,67,31,20,6,297,131,127,354,396,330,221,198,104,26,1896,1484,2732,6439,7293,6666,5257,3553,1496,325,35248
SED55202,20,32,118,175,157,232,333,282,196,1539,8,16,140,149,160,136,79,57,29,771,132,162,378,424,317,238,250,247,221,2369,1314,3034,6464,6918,5767,5061,4400,2559,1023,36549
SED55306,10,11,21,26,38,72,171,264,239,843,0,4,34,12,17,15,12,8,13,116,129,74,322,345,336,371,376,290,169,2412,981,1469,4138,5655,5848,5748,5658,2972,1072,33545
SED55405,6,10,40,61,57,102,167,237,216,898,3,8,38,45,48,63,39,44,22,311,102,299,642,404,287,254,255,360,427,3034,1246,4846,10534,7385,5095,4298,3248,1968,1219,39842
SED55504,11,10,33,51,63,93,154,188,95,690,0,7,19,30,46,43,31,24,6,208,87,75,177,225,185,141,145,171,126,1335,1421,2925,6487,7260,6237,4810,3598,1923,636,35296
SED55605,16,19,24,41,46,98,149,161,71,628,5,4,6,9,21,14,14,12,3,100,126,94,231,252,214,147,135,110,71,1378,1756,2925,5813,6357,6755,5250,2937,1530,465,33796
SED55706,18,19,49,42,65,91,216,275,160,929,5,7,28,28,27,19,9,25,12,152,169,133,358,461,576,590,522,356,179,3340,967,1342,3963,5214,5865,6815,6106,2871,910,34048
SED55802,8,8,76,119,135,158,220,207,102,1034,5,16,69,105,115,88,72,32,23,527,109,86,308,237,170,145,144,105,68,1374,1427,3419,8817,7839,6117,5228,3088,1607,560,38099
SED55905,6,8,24,26,72,132,303,418,216,1197,4,6,15,18,36,35,39,44,25,214,122,115,356,313,252,254,355,392,369,2534,1160,2759,5606,5126,5007,5043,4118,2734,1310,32856
SED59797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,44,223,434,399,218,49,8,0,1387,20,116,521,957,893,533,176,32,0,3245
SED60105,7,10,35,19,34,45,113,156,196,622,0,10,29,18,18,27,13,6,10,132,33,80,167,136,128,175,173,177,170,1228,487,1550,3774,2963,3047,2776,2542,1823,928,19882
SED60106,0,0,0,6,16,35,55,58,57,238,0,0,0,0,0,5,0,5,0,7,24,15,48,67,51,101,97,100,78,575,173,321,776,754,924,1292,1163,624,238,6269
SED60113,8,11,24,33,37,104,189,232,173,811,0,6,23,25,16,18,5,15,8,109,72,73,202,150,195,233,261,258,148,1589,864,1894,4436,4284,4859,5233,4586,2489,792,29437
SED60115,16,31,102,119,109,199,325,343,235,1479,4,11,55,86,127,63,46,48,11,466,179,270,456,297,296,269,303,297,100,2469,1172,2826,6088,4648,4795,4941,4170,2306,791,31749
SED60207,13,19,42,40,61,110,280,337,301,1200,0,11,23,6,15,25,18,12,3,109,72,83,245,183,216,273,347,341,179,1934,940,1951,4617,4016,4753,5074,4982,2961,1061,30357
SED60208,10,12,20,39,63,137,297,319,273,1169,3,0,10,7,6,12,22,6,0,75,95,90,169,189,219,221,284,260,96,1617,818,1651,3576,3369,4120,4756,4032,2359,787,25465
SED60209,8,6,26,48,73,171,335,353,330,1356,4,4,13,17,23,18,20,14,13,122,138,130,361,349,376,396,431,326,163,2665,922,1969,4510,4332,4970,5689,4807,2634,913,30744
SED60301,12,9,26,21,32,58,81,149,114,494,0,0,8,11,20,21,4,10,4,83,45,38,101,83,83,89,87,145,57,736,444,928,2633,2063,1908,1967,1436,1061,399,12840
SED60302,18,20,73,84,92,123,227,347,279,1258,0,7,42,65,90,80,66,32,21,397,69,92,387,228,170,189,246,224,124,1729,729,2305,7643,4899,3984,4146,3432,2066,911,30110
SED60303,0,11,31,22,28,54,84,124,134,490,3,5,36,22,19,13,19,16,7,141,70,151,447,284,259,272,274,209,179,2145,739,2847,7481,5017,4863,4463,3709,1863,805,31789
SED60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,15,37,44,68,46,33,19,0,266
SED60310,6,3,11,7,8,25,34,64,59,210,0,0,25,8,6,0,11,3,0,55,32,49,173,85,78,76,98,64,25,684,443,1523,3396,2403,2517,2410,2394,1319,587,16997
SED60404,17,9,17,21,31,108,202,169,118,693,5,3,5,5,11,15,8,12,0,62,62,80,194,188,229,285,305,205,109,1663,796,1495,3556,4482,4791,5337,4661,2168,602,27884
SED60410,7,4,9,7,12,34,43,83,63,255,0,0,20,8,3,4,3,5,0,45,19,20,59,54,41,30,45,70,42,378,308,892,2579,2093,1745,1601,1653,1072,390,12337
SED60411,3,9,31,26,35,50,117,204,206,675,0,4,22,10,16,22,19,16,6,114,45,67,157,113,97,110,172,193,144,1089,548,1623,4449,3938,3686,3818,3773,2607,1298,25740
SED60414,13,13,36,31,34,73,114,105,68,482,4,0,0,13,16,14,9,11,0,67,59,75,208,192,123,115,124,87,36,1026,653,1535,4001,3699,3407,3467,2693,1248,300,21004
SED60501,20,15,26,43,62,134,217,172,85,768,0,0,11,6,3,14,17,4,8,70,116,116,219,232,220,224,221,138,41,1517,732,1368,2730,2696,2770,2915,2366,1038,265,16879
SED60505,0,0,9,6,11,23,64,85,58,261,0,0,8,3,0,3,3,0,6,25,19,14,32,44,51,38,53,79,42,367,213,528,1144,1174,1443,1479,1191,762,252,8185
SED60506,12,3,27,24,45,125,263,254,185,945,4,4,10,5,10,7,13,11,6,68,83,63,185,172,248,344,345,299,117,1860,696,1348,3126,3118,3819,4911,4647,2363,669,24690
SED60508,0,0,4,6,7,24,51,54,32,175,0,0,0,0,0,3,0,0,3,6,24,20,67,58,54,67,65,37,17,408,134,225,585,580,775,965,716,326,93,4399
SED60512,10,6,21,19,57,146,307,270,181,1018,0,0,8,5,6,11,12,9,9,62,125,109,278,274,263,350,356,215,83,2059,861,1615,4218,3872,4345,5466,4683,2167,616,27844
