SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL30588,32,28,0,11,15,12,3,0,3,119,709,479,183,439,511,387,276,153,111,3241
SAL30589,0,3,4,0,4,5,0,0,0,9,10,15,7,7,19,18,14,8,4,101
SAL30590,8,0,0,0,3,0,0,0,0,13,31,11,13,19,18,12,12,9,0,118
SAL30591,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,18
SAL30592,47,6,0,0,0,3,0,0,0,62,423,196,165,120,116,100,33,16,5,1169
SAL30593,186,146,249,189,151,160,155,165,201,1606,1431,1581,2721,1662,1211,1088,968,901,606,12178
SAL30594,59,37,57,37,45,34,22,39,58,381,1224,839,895,962,821,725,556,542,320,6889
SAL30595,0,0,0,0,4,0,0,0,0,6,4,0,3,4,3,8,3,0,0,32
SAL30596,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,18
SAL30597,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,10
SAL30598,7,3,4,6,0,5,4,0,0,24,85,67,29,58,79,47,64,32,3,477
SAL30599,0,0,0,3,7,7,7,0,0,27,23,30,26,19,52,56,30,12,0,246
SAL30600,32,18,22,19,39,54,71,21,4,293,239,178,192,156,205,265,275,226,74,1797
SAL30601,5,7,5,4,11,0,5,0,0,41,39,12,17,23,44,44,44,22,5,254
SAL30602,203,131,273,187,153,112,82,54,36,1233,1618,839,1362,1047,928,863,616,338,129,7738
SAL30603,0,0,0,0,0,0,3,0,0,8,11,0,3,3,6,0,9,5,0,33
SAL30604,0,0,0,0,6,0,0,0,0,13,11,4,3,6,13,12,8,3,0,54
SAL30605,4,0,0,3,0,0,0,0,0,7,19,7,7,18,3,10,8,4,0,79
SAL30606,6,3,0,0,7,4,0,0,0,23,34,21,27,26,54,45,43,10,5,258
SAL30607,37,20,24,25,18,13,4,7,0,143,366,271,286,250,192,197,170,60,26,1817
SAL30608,37,27,7,14,14,14,3,0,0,114,435,305,277,267,292,332,165,58,14,2140
SAL30609,0,3,0,0,0,3,3,0,0,14,16,7,6,12,10,13,12,0,0,88
SAL30610,17,5,0,10,12,0,9,0,0,56,133,66,69,76,101,98,72,32,0,644
SAL30611,0,0,3,5,7,8,5,0,0,18,19,3,7,24,25,78,97,31,3,294
SAL30612,0,0,0,0,3,0,0,0,0,10,6,14,0,0,5,16,5,0,0,42
SAL30613,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SAL30614,11,3,5,8,7,6,0,0,0,37,31,30,32,26,25,27,21,8,3,201
SAL30615,5,5,0,6,3,4,3,0,0,29,49,32,13,30,26,35,22,9,5,228
SAL30616,0,0,0,0,3,0,0,0,0,5,7,5,3,7,12,7,0,0,0,36
SAL30617,65,71,94,78,76,58,31,23,18,515,1655,1439,1879,1613,1482,1208,808,461,177,10723
SAL30618,31,28,27,34,49,41,40,34,29,295,613,474,347,443,610,564,609,460,239,4357
SAL30619,12,5,4,4,4,5,4,3,0,34,158,89,56,98,123,142,85,45,9,798
SAL30620,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,12
SAL30621,75,37,61,65,79,70,47,24,9,477,690,296,458,425,421,509,423,197,50,3471
SAL30622,131,121,83,68,135,134,114,79,48,921,2105,1675,1167,1527,2100,2425,2422,1634,723,15777
SAL30623,0,0,0,0,0,0,0,0,0,5,8,0,4,4,6,6,3,0,0,26
SAL30624,27,18,8,17,17,3,8,13,12,112,273,136,118,131,167,173,244,155,74,1477
SAL30625,28,32,27,37,49,58,39,19,3,292,490,306,269,351,508,551,477,237,34,3227
SAL30626,144,61,68,75,60,47,20,10,10,500,1464,765,805,841,785,713,457,184,44,6063
SAL30627,0,0,3,0,4,0,4,0,0,19,6,5,9,3,10,11,13,6,3,69
SAL30628,100,84,156,153,128,155,160,30,0,968,676,475,723,690,595,692,688,156,23,4726
SAL30629,105,70,65,95,105,95,80,23,8,649,1331,814,853,1019,1253,1189,1066,605,219,8347
SAL30630,0,0,0,0,6,0,0,0,0,3,6,3,0,4,3,11,5,0,5,33
SAL30631,8,5,0,5,4,0,5,3,0,32,103,67,29,66,100,90,60,27,6,549
SAL30632,5,6,0,0,4,0,3,0,0,24,34,18,10,9,25,25,31,4,0,156
SAL30633,3,4,10,7,0,11,10,0,0,41,56,43,51,36,77,104,103,37,7,511
SAL30634,0,0,0,0,0,0,0,0,0,6,19,6,7,10,19,18,7,10,0,94
SAL30635,0,0,0,0,0,0,0,0,0,4,6,3,0,4,5,12,14,3,0,47
SAL30636,0,0,3,0,3,0,0,0,0,7,3,7,3,3,7,8,7,4,0,47
SAL30637,12,3,3,11,8,0,3,0,0,43,183,88,105,108,108,119,82,61,17,877
SAL30638,5,0,3,0,0,0,0,0,0,11,24,5,18,6,13,12,16,10,0,98
SAL30639,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,13
SAL30640,0,4,0,3,5,6,0,0,0,12,13,7,8,3,22,14,12,3,0,81
SAL30641,0,0,0,0,0,0,5,0,0,4,4,3,0,0,7,8,9,4,0,40
SAL30642,0,0,4,0,7,3,5,0,0,20,19,21,22,18,29,34,37,26,9,214
SAL30643,8,3,7,0,5,9,6,0,0,40,97,44,85,49,44,57,36,7,0,413
SAL30644,27,12,10,8,11,13,9,3,0,103,286,143,159,208,196,203,155,104,29,1488
SAL30645,0,0,3,0,0,0,3,0,0,11,12,7,5,7,9,13,5,6,0,67
SAL30646,0,0,0,0,0,0,0,0,0,4,3,0,4,0,5,4,3,0,0,23
SAL30647,3,4,3,6,3,5,0,0,0,20,19,25,21,18,38,34,24,10,7,186
SAL30648,0,0,0,0,0,3,0,0,0,6,7,0,0,4,13,15,20,0,0,63
SAL30649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SAL30650,0,0,0,0,0,0,0,0,0,5,10,20,9,13,8,4,8,0,0,70
SAL30651,185,85,96,114,49,42,13,12,0,604,2418,1277,1468,1396,1065,856,477,203,38,9199
SAL30652,22,55,97,93,99,88,25,11,3,494,262,163,281,232,298,292,174,78,25,1800
SAL30653,8,0,7,7,10,4,5,0,0,47,31,11,23,19,33,44,35,8,0,208
SAL30654,0,0,3,0,0,0,0,4,0,9,22,9,9,15,11,13,9,4,0,85
SAL30655,0,0,0,0,0,0,0,0,0,4,10,6,11,3,14,11,12,4,4,70
SAL30656,16,6,17,35,55,29,0,4,0,161,63,58,54,91,130,84,35,20,0,532
SAL30657,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,4,0,0,26
SAL30658,0,0,3,0,0,0,0,0,0,6,12,5,12,5,7,10,16,0,0,72
SAL30659,0,0,0,0,0,0,4,0,0,8,19,4,11,18,12,26,37,14,3,140
SAL30660,0,0,0,0,0,0,0,0,0,4,11,0,4,11,4,5,4,0,0,45
SAL30661,3,0,5,0,0,5,0,3,0,26,62,32,51,40,44,35,35,15,0,324
SAL30662,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,4,0,0,28
SAL30663,5,3,0,0,7,3,0,0,0,14,23,9,7,20,12,16,3,6,0,104
SAL30664,147,118,99,63,75,39,33,36,12,611,1081,841,661,618,705,606,608,531,151,5808
SAL30665,0,0,0,0,0,0,4,0,0,4,0,0,0,3,4,0,4,0,0,13
SAL30666,17,6,9,9,11,14,21,5,0,104,137,81,66,107,135,135,153,45,5,877
SAL30667,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,10,7,3,0,34
SAL30668,0,0,0,0,0,0,0,0,5,14,28,18,11,14,28,35,17,9,4,173
SAL30669,0,0,3,0,6,22,65,7,0,101,7,4,3,5,20,48,136,28,0,249
SAL30670,5,0,3,4,12,23,5,3,3,57,62,43,26,38,104,199,228,89,20,809
SAL30671,3,0,0,0,0,0,3,6,0,7,13,6,17,3,22,23,16,9,0,114
SAL30672,3,3,4,3,6,9,3,0,0,25,10,9,20,19,18,19,17,6,0,114
SAL30673,14,6,11,9,10,12,3,9,4,72,139,112,93,99,125,171,176,88,17,1017
SAL30674,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,11
SAL30675,85,58,54,60,75,93,106,26,0,562,560,291,286,384,445,679,701,195,16,3565
SAL30676,0,0,0,0,3,4,4,0,0,10,16,4,6,10,17,11,7,6,0,77
SAL30677,3,0,5,4,0,3,0,0,0,16,35,11,20,16,24,22,28,13,0,171
SAL30678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17
SAL30679,0,0,0,0,6,4,0,0,0,10,31,17,22,20,21,27,23,11,5,174
SAL30680,33,57,141,101,91,141,157,85,44,853,558,578,1112,762,794,1218,1360,673,325,7377
SAL30681,5,4,0,0,6,4,12,4,0,33,15,12,8,11,25,40,44,14,0,157
SAL30682,9,5,4,5,7,6,5,0,0,46,34,27,17,16,31,37,37,13,5,221
SAL30683,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7
SAL30684,36,30,17,22,38,42,29,31,5,247,299,166,137,198,300,490,814,356,55,2828
SAL30685,8,5,0,10,7,4,6,3,0,44,63,24,21,40,34,33,56,23,5,297
SAL30686,107,90,65,94,107,113,111,74,25,773,1514,884,881,1229,1331,1413,1338,693,296,9570
SAL30687,143,83,93,93,101,92,86,78,27,793,1428,830,987,1131,1144,1292,1660,1287,435,10192
SAL30688,593,314,442,274,203,101,58,15,5,2004,5142,3003,3804,2966,2453,1536,863,271,44,20079
SAL30689,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,13
SAL30690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30691,3,0,0,0,13,15,6,0,3,49,147,95,71,106,170,181,157,62,16,1005
SAL30692,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,5,0,3,0,27
SAL30693,0,0,0,0,0,0,0,0,0,0,12,6,5,6,6,8,5,4,0,51
SAL30694,5,0,0,4,0,0,0,0,0,11,19,3,6,10,11,18,12,0,0,82
SAL30695,5,0,4,4,0,5,4,3,0,19,34,21,12,18,40,45,50,15,4,236
SAL30696,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,9,14,7,0,42
SAL30697,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,14
SAL30698,61,67,101,51,47,28,42,40,26,453,839,776,1362,876,607,505,411,291,102,5770
SAL30699,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11
SAL30700,39,11,24,19,21,25,17,5,0,157,323,140,146,223,250,318,211,87,25,1715
SAL30701,0,0,0,0,0,3,0,0,0,9,29,5,14,15,14,12,21,6,0,114
SAL30702,44,19,12,31,38,19,19,9,0,184,402,238,140,227,350,344,281,132,17,2122
SAL30703,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,12
SAL30704,0,0,0,0,0,4,5,0,0,10,8,6,4,8,18,17,17,7,5,87
SAL30705,62,35,41,48,37,47,54,48,67,446,749,453,378,525,574,614,780,522,208,4807
SAL30706,0,0,0,0,0,0,0,0,0,3,15,19,4,6,34,29,22,9,0,140
SAL30707,149,129,194,144,154,95,69,43,52,1036,2692,2462,3647,2848,2361,1703,1131,704,404,17959
SAL30708,3,0,6,3,0,5,0,0,0,15,28,9,25,10,21,23,9,8,3,136
SAL30709,0,0,0,0,0,0,0,0,0,9,14,0,4,7,4,0,0,0,0,37
SAL30710,25,8,10,20,22,15,18,0,4,112,133,75,74,101,134,156,134,45,4,852
SAL30711,0,6,0,0,0,8,6,0,0,22,32,33,14,32,22,44,52,22,4,255
SAL30712,12,4,3,11,13,10,14,0,0,62,94,49,36,69,88,105,82,23,0,541
SAL30713,4,7,3,0,11,5,3,3,0,36,23,22,17,17,30,51,44,32,0,216
SAL30714,5,132,378,375,355,277,40,0,0,1572,12,182,516,496,500,394,64,0,0,2160
SAL30715,0,0,0,0,0,6,0,0,0,12,13,11,3,6,7,24,22,15,0,109
SAL30716,23,9,8,9,9,20,16,13,0,110,261,117,113,167,171,230,263,109,8,1437
SAL30717,6,0,0,4,3,4,0,0,0,14,8,4,24,22,11,41,19,0,0,133
SAL30718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
SAL30720,12,5,7,5,7,9,5,9,0,56,64,39,42,42,53,87,80,44,4,455
SAL30721,3,0,0,0,0,4,6,0,0,20,33,15,15,13,26,33,31,12,10,178
SAL30722,0,0,0,0,0,0,0,0,0,0,14,15,4,13,8,4,9,0,0,70
SAL30723,0,0,0,4,4,12,21,0,0,40,27,14,27,23,24,49,35,9,0,203
SAL30724,42,23,15,30,39,39,34,31,39,294,1060,653,543,803,845,595,538,301,136,5479
SAL30725,3,8,4,0,0,0,3,0,0,21,12,13,13,5,8,20,13,8,0,81
SAL30726,0,0,0,0,0,0,0,0,0,7,4,3,4,5,9,9,7,11,0,56
SAL30727,97,56,55,43,61,40,30,18,6,409,1549,966,815,1054,1171,962,815,295,116,7741
SAL30728,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10
SAL30729,12,14,14,4,4,0,0,0,0,48,133,132,184,67,50,35,29,6,0,636
SAL30730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL30731,15,19,18,8,16,14,14,7,0,110,272,211,193,163,209,246,189,101,18,1592
SAL30732,4,4,7,7,3,0,3,0,0,23,23,9,17,16,18,22,20,8,0,141
SAL30733,0,3,0,6,7,0,3,0,0,18,22,18,14,19,20,33,31,8,7,171
SAL30734,10,5,0,3,0,6,0,0,0,24,17,8,4,3,17,21,17,11,0,100
SAL30735,6,10,4,4,10,8,8,0,0,51,17,20,13,23,44,71,43,9,0,240
SAL30736,0,0,4,0,0,5,5,0,0,9,0,0,4,0,5,15,13,0,0,32
SAL30737,0,0,0,0,0,4,3,0,0,8,21,4,8,12,10,14,10,6,0,75
SAL30738,0,0,0,0,4,0,3,0,0,10,9,7,4,8,13,24,52,15,0,138
SAL30739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SAL30740,9,0,0,3,8,7,0,0,0,38,9,11,12,24,34,43,15,5,0,150
SAL30741,15,6,6,16,9,10,11,9,0,84,180,81,129,174,156,135,150,107,23,1141
SAL30742,21,14,14,13,25,13,9,5,0,127,388,204,159,253,330,340,297,140,10,2120
SAL30743,85,52,78,51,61,45,37,33,10,441,999,760,754,642,704,709,580,460,127,5732
SAL30744,14,17,22,12,14,14,17,33,9,142,266,219,244,168,159,207,359,466,170,2254
SAL30745,6,0,3,6,10,0,0,0,0,20,37,9,30,23,23,29,25,11,0,184
SAL30746,6,0,0,3,5,0,0,0,0,7,26,5,0,17,12,17,9,6,0,98
SAL30747,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,8,4,0,0,29
SAL30748,0,0,0,0,0,0,0,0,0,5,23,8,13,12,11,25,16,14,0,119
SAL30749,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7,0,0,0,18
SAL30750,483,231,208,213,138,85,37,16,8,1428,3314,1863,1789,1667,1392,1145,696,250,47,12166
SAL30751,0,0,0,0,0,5,0,0,0,15,25,3,6,15,9,17,5,0,0,84
SAL30752,0,0,3,0,0,3,0,0,0,11,16,9,16,12,14,25,30,9,0,132
SAL30753,7,3,0,0,3,5,4,0,0,21,30,19,14,28,35,36,37,16,5,219
SAL30754,0,0,0,0,0,0,0,0,4,5,10,3,0,3,0,13,4,5,4,43
SAL30755,0,0,0,0,0,0,0,0,0,4,10,6,3,8,7,16,18,9,0,74
SAL30756,4,3,9,5,5,6,3,3,0,31,35,19,17,12,23,18,8,8,0,147
SAL30757,0,3,0,0,0,0,0,0,0,4,20,21,16,7,14,11,9,10,0,105
SAL30758,0,0,0,0,0,0,0,0,0,5,6,7,4,0,10,7,10,0,0,44
SAL30759,38,23,26,18,31,42,43,62,75,369,283,174,167,167,240,326,397,320,134,2197
SAL30760,9,6,9,5,6,3,9,0,0,49,50,16,40,34,46,80,75,16,0,351
SAL30761,4,0,0,0,0,0,3,0,0,8,11,23,14,10,22,23,21,12,0,129
SAL30762,6,0,4,7,5,0,8,3,3,40,55,22,29,26,28,36,37,14,5,252
SAL30763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30764,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4
SAL30765,12,6,0,4,8,7,3,6,0,57,90,57,71,57,59,87,51,49,18,537
SAL30766,0,0,0,4,3,3,0,0,0,17,43,14,22,24,33,78,71,28,5,308
SAL30767,24,9,11,5,14,32,30,8,5,133,302,118,154,130,177,213,234,94,33,1454
SAL30768,0,0,0,0,0,0,6,0,0,4,8,7,8,9,12,7,13,9,0,54
SAL30769,56,20,22,21,23,17,17,5,0,181,388,205,183,235,280,350,300,117,14,2061
SAL30770,0,0,0,0,0,0,0,0,0,9,5,5,4,4,5,12,16,8,7,67
SAL30771,71,28,48,39,31,29,15,12,0,279,483,259,380,325,328,348,269,152,48,2590
SAL30772,0,3,0,3,0,0,0,0,0,8,24,17,13,19,31,31,45,12,0,196
SAL30773,80,64,31,55,50,42,30,19,14,389,1169,693,587,784,906,800,755,539,279,6511
SAL30774,42,17,40,43,30,40,16,8,3,243,538,295,406,494,449,469,372,200,51,3287
SAL30775,31,13,17,24,26,18,14,0,0,147,407,201,160,273,307,305,244,107,22,2025
SAL30776,144,93,71,88,103,100,45,42,20,695,1881,1090,911,1214,1361,1238,1004,636,317,9666
SAL30777,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,11,3,0,31
SAL30778,0,3,0,4,0,4,0,0,0,22,29,20,7,17,12,26,28,7,4,141
SAL30779,0,0,0,0,0,6,0,0,0,9,3,0,0,4,6,13,0,6,0,41
SAL30780,5,0,3,0,0,0,0,0,0,8,11,0,5,0,3,0,5,0,0,21
SAL30781,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,15
SAL30782,0,0,0,5,7,3,0,3,0,17,7,4,5,12,19,17,17,9,0,90
SAL30783,20,12,15,14,8,11,16,3,0,96,327,161,205,189,196,143,144,53,9,1429
SAL30784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30785,0,0,0,0,3,0,0,0,0,19,21,4,13,15,21,22,17,16,0,134
SAL30786,6,0,0,0,0,5,3,0,0,13,14,11,10,18,25,35,42,12,0,161
SAL30787,93,58,38,52,68,47,32,12,0,396,1436,850,812,1074,949,766,671,294,34,6888
SAL30788,0,24,13,28,43,17,0,0,0,130,32,55,67,95,127,62,9,4,4,453
SAL30789,92,71,97,56,53,41,28,5,3,454,1201,794,1043,768,609,427,263,85,23,5229
SAL30790,3,0,0,3,0,0,0,0,0,4,29,16,4,17,11,32,5,7,6,121
SAL30791,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,8,0,0,32
SAL30792,273,239,212,192,218,137,76,34,23,1405,2900,1763,1700,1551,1682,1428,1104,592,274,13003
SAL30793,7,7,3,0,5,0,3,0,0,31,50,29,18,33,19,29,27,20,0,224
SAL30794,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6
SAL30795,12,0,0,0,11,8,8,0,0,37,36,12,7,23,36,45,39,24,6,234
SAL30796,4,4,0,3,6,0,3,0,0,15,18,10,8,16,12,9,22,0,0,98
SAL30797,0,0,0,0,4,0,0,0,0,4,4,0,3,3,9,12,8,4,5,51
SAL30798,0,0,0,0,0,0,0,0,0,3,10,3,11,3,4,3,8,0,0,43
SAL30799,0,5,4,0,5,3,4,0,0,21,48,24,29,31,55,72,66,30,3,365
SAL30800,0,0,0,0,3,4,0,0,0,11,9,7,3,8,12,5,4,0,0,51
SAL30801,6,6,0,4,3,4,0,0,0,24,17,20,7,11,24,18,22,12,0,131
SAL30802,0,0,0,0,0,0,0,0,0,6,10,9,3,3,10,19,21,7,0,93
SAL30803,0,0,0,0,0,0,0,0,0,3,5,0,4,4,5,12,13,3,0,46
SAL30804,0,6,3,0,3,3,3,0,0,14,20,9,12,16,8,32,33,3,4,135
SAL30805,0,0,0,0,0,0,0,0,0,0,8,5,5,4,3,6,3,3,0,41
SAL30806,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10,5,5,0,30
SAL30807,0,0,3,0,7,0,5,0,0,15,17,11,9,10,13,16,9,5,0,94
SAL30808,4,5,0,0,3,8,0,0,0,17,46,23,10,27,29,30,15,6,3,199
SAL30809,80,51,60,30,24,34,22,30,5,337,1049,955,981,592,430,444,410,238,55,5161
SAL30810,4,0,0,3,0,3,3,0,0,22,33,6,5,19,12,14,10,9,0,113
SAL30811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15
SAL30812,71,42,47,44,50,28,25,9,3,318,759,478,703,604,556,446,333,133,47,4068
SAL30813,0,0,0,0,3,3,3,0,6,22,27,16,15,17,24,24,27,9,3,165
SAL30814,19,0,0,3,0,0,0,0,0,24,55,10,14,10,10,12,0,0,0,115
SAL30815,0,0,0,0,0,0,0,3,0,6,7,0,8,4,4,5,4,3,0,33
SAL30816,46,18,21,31,32,11,18,6,8,194,554,243,247,326,358,297,251,77,28,2378
SAL30817,0,0,0,0,0,0,0,0,0,6,7,3,4,0,10,7,0,0,0,34
SAL30818,43,27,32,38,57,23,14,9,7,255,614,392,420,515,632,439,389,197,80,3674
SAL30819,438,259,227,216,201,153,113,86,89,1776,3813,2459,2098,2414,2478,2400,2070,1138,432,19292
SAL30820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30821,62,25,36,29,26,16,3,0,0,201,1083,547,767,618,456,260,125,36,4,3901
SAL30822,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,17
SAL30823,9,0,0,4,6,23,13,3,0,55,27,15,15,26,56,84,72,26,0,315
SAL30824,118,51,61,44,58,18,23,4,0,389,1098,544,646,615,497,438,333,105,25,4303
SAL30825,5,11,0,3,0,3,8,4,0,29,19,24,13,17,15,23,31,9,0,159
SAL30826,3,0,0,0,3,0,4,0,0,21,15,5,11,6,16,13,13,3,0,93
SAL30827,6,5,0,0,4,5,3,3,0,25,28,18,15,18,23,19,44,28,4,182
SAL30828,7,7,0,4,0,0,11,0,0,40,36,42,20,35,38,53,62,25,0,313
SAL30829,23,15,8,14,15,7,11,3,0,105,281,130,181,163,196,163,135,61,7,1321
SAL30830,23,24,11,10,12,16,9,0,0,117,215,128,129,96,114,149,81,52,17,980
SAL30831,5,0,0,0,0,5,0,3,0,13,16,11,7,16,19,22,13,13,0,121
SAL30832,0,0,0,0,0,0,0,0,0,7,16,3,7,13,7,8,10,6,0,74
SAL30833,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,6
SAL30834,14,4,4,6,12,6,3,0,3,50,76,28,39,34,47,37,34,21,8,327
SAL30835,10,0,0,4,8,8,8,0,0,35,64,46,34,33,65,65,44,16,3,379
SAL30836,0,3,0,0,0,0,0,0,0,4,14,6,13,3,15,4,0,0,0,55
SAL30837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30838,3,0,3,3,6,5,0,0,0,34,79,47,34,50,75,115,56,20,7,484
SAL30839,0,0,0,0,0,6,0,0,0,3,7,5,4,7,10,14,10,0,0,49
SAL30840,6,0,0,4,0,0,3,0,0,7,11,5,0,12,8,10,11,9,0,71
SAL30841,24,16,5,16,32,33,24,24,7,181,257,185,108,203,266,346,334,227,103,2029
SAL30842,0,0,0,0,0,0,0,0,0,0,26,4,6,16,10,10,6,11,0,84
SAL30843,26,18,16,24,18,19,28,11,0,140,320,191,124,192,287,281,241,108,21,1769
SAL30844,7,0,0,0,0,0,0,0,0,11,19,4,6,5,14,9,5,4,0,58
SAL30845,24,10,16,8,25,11,13,10,4,121,168,96,100,85,152,152,144,95,23,1014
SAL30846,0,0,0,0,5,0,0,5,0,14,59,22,20,39,50,34,22,11,0,246
SAL30847,0,0,0,0,4,4,5,5,6,12,15,7,8,7,10,58,53,11,5,178
SAL30848,0,0,0,0,0,0,0,5,0,6,17,7,8,7,19,19,3,10,0,79
SAL30849,43,17,31,22,9,14,7,5,0,144,174,160,214,130,157,134,73,53,10,1101
SAL30850,0,0,0,0,0,0,0,0,0,0,7,12,7,14,8,11,9,0,0,59
SAL30851,7,4,11,5,8,3,3,0,0,46,112,64,71,72,93,106,88,39,12,645
SAL30852,0,0,0,0,0,0,4,0,0,6,8,7,0,8,13,11,11,5,0,55
SAL30853,3,4,0,0,4,4,9,4,0,25,29,11,14,26,33,51,38,17,4,218
SAL30854,0,0,0,0,5,6,0,0,0,11,19,11,15,8,13,17,10,3,0,104
SAL30855,0,5,0,0,4,0,0,0,0,8,8,6,7,7,8,16,7,0,0,56
SAL30856,0,4,0,3,0,0,3,0,0,7,18,9,6,8,17,12,17,8,0,93
SAL30857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30858,3,0,0,0,4,0,0,0,0,11,19,12,6,8,7,9,16,3,0,79
SAL30859,0,0,3,0,0,0,0,0,0,9,5,0,6,3,0,3,7,3,0,30
SAL30860,5,3,4,4,10,9,6,4,0,37,64,34,22,49,75,85,49,11,6,388
SAL30861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30862,0,0,4,3,4,3,8,3,3,30,57,41,56,54,73,149,131,75,9,641
SAL30863,156,65,87,74,38,35,16,7,0,485,1793,1052,1361,1143,761,547,297,91,30,7067
SAL30864,5,0,0,0,0,0,0,0,0,12,14,14,7,8,13,21,26,5,6,108
SAL30865,26,0,25,13,7,16,6,0,0,92,443,268,253,174,152,123,36,6,4,1458
SAL30866,41,16,11,27,43,26,17,21,5,203,666,388,231,436,625,583,471,208,37,3642
SAL30867,0,0,4,0,4,0,0,0,0,7,5,3,4,8,5,0,10,6,0,36
SAL30868,3,0,0,0,4,13,16,7,0,35,12,10,4,9,16,55,91,18,7,219
SAL30869,3,0,0,0,0,0,3,0,0,4,3,0,3,0,4,3,10,0,0,27
SAL30870,6,0,5,0,3,3,4,4,0,15,27,16,17,8,25,38,13,12,0,146
SAL30871,99,136,118,87,79,92,148,132,114,1011,1226,2498,1258,920,813,641,537,253,157,8304
SAL30872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30873,4,0,0,6,0,0,0,0,0,11,19,14,0,13,5,22,17,3,0,91
SAL30874,0,4,0,0,0,3,0,0,0,10,31,12,14,16,24,24,14,0,0,130
SAL30875,3,0,3,0,10,6,0,4,0,30,141,91,54,83,123,101,60,34,3,682
SAL30876,14,37,12,12,16,18,18,3,0,132,295,297,263,190,205,215,206,80,19,1763
SAL30877,72,33,15,52,30,22,9,5,4,239,1296,583,470,923,596,418,228,152,61,4729
SAL30878,7,0,0,0,0,0,0,0,0,11,29,9,5,20,11,8,12,9,0,111
SAL30879,0,0,0,0,0,0,0,0,0,0,20,0,15,13,0,3,7,0,0,71
SAL30880,4,0,0,0,0,0,0,0,0,9,10,20,9,18,23,32,16,9,4,130
SAL30881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL30882,0,0,0,3,6,6,3,4,0,25,59,17,35,24,45,47,56,18,9,305
