SAL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
SAL31110,21,5,3,0,3,0,0,6,0,40
SAL31111,43,11,27,12,17,5,24,24,6,167
SAL31112,0,0,4,0,0,0,5,11,0,21
SAL31113,6,6,8,10,5,3,6,9,0,42
SAL31114,18,21,21,11,21,5,15,18,5,121
SAL31115,15,5,0,0,0,0,3,7,0,24
SAL31116,0,0,0,0,0,0,0,0,0,0
SAL31117,10,0,3,0,0,0,0,8,0,27
SAL31118,3,0,0,0,4,0,0,6,0,19
SAL31119,8,4,6,0,0,0,0,0,0,19
SAL31120,0,0,3,0,0,6,3,6,0,20
SAL31121,13,0,0,3,0,0,0,6,0,29
SAL31122,8,5,0,3,5,9,0,0,0,26
SAL31123,179,284,216,161,192,127,75,140,23,1404
SAL31124,40,36,33,46,36,30,49,94,12,384
SAL31125,51,15,14,13,11,7,11,9,3,134
SAL31126,0,0,0,0,0,0,0,0,0,0
SAL31127,4,0,0,0,4,0,0,0,0,11
SAL31128,0,3,0,0,0,0,3,0,0,10
SAL31129,32,10,23,17,14,9,25,30,3,166
SAL31130,3,5,0,0,0,0,0,0,0,15
SAL31131,15,3,0,3,0,4,3,8,3,37
SAL31132,97,208,152,77,65,54,87,107,16,865
SAL31133,0,0,3,0,0,0,0,0,0,6
SAL31134,33,33,20,12,24,8,12,26,10,180
SAL31135,9,11,16,13,5,7,10,13,7,82
SAL31136,5,0,5,5,0,0,3,0,0,13
SAL31137,350,392,473,292,343,216,189,312,50,2606
SAL31138,27,21,17,22,13,7,15,16,3,149
SAL31139,5,0,0,0,0,0,0,0,0,6
SAL31140,21,8,8,5,9,3,6,5,0,63
SAL31141,35,26,26,34,29,9,18,29,8,214
SAL31142,3,0,0,0,0,0,0,0,0,8
SAL31143,17,16,9,6,10,4,9,7,3,67
SAL31144,10,0,5,0,0,0,0,3,0,20
SAL31145,128,218,298,162,139,124,177,175,38,1454
SAL31146,3,4,3,5,4,4,0,4,0,18
SAL31147,3,5,5,0,0,3,4,0,0,19
SAL31148,10,5,3,3,8,4,0,3,0,38
SAL31149,0,0,0,0,0,0,0,0,0,0
SAL31150,0,0,0,0,0,0,0,0,0,3
SAL31151,8,0,3,4,0,0,0,4,0,18
SAL31152,19,0,0,0,3,0,0,0,0,26
SAL31153,0,4,3,3,5,0,5,3,0,24
SAL31154,0,0,0,0,0,0,0,0,0,6
SAL31155,15,24,29,13,24,11,12,19,6,152
SAL31156,25,62,53,43,44,25,32,26,4,309
SAL31157,38,70,89,11,41,10,94,32,8,392
SAL31158,106,108,148,116,133,78,98,110,12,905
SAL31159,247,500,442,234,312,254,211,174,36,2412
SAL31160,0,0,0,0,0,0,0,0,0,5
SAL31161,12,3,0,4,0,0,0,5,0,28
SAL31162,10,0,0,0,0,0,0,0,0,12
SAL31163,53,95,143,63,101,50,44,51,10,618
SAL31164,5,0,5,4,0,0,0,7,0,22
SAL31165,64,60,93,43,94,65,42,61,8,548
SAL31166,10,0,0,0,0,0,3,3,0,19
SAL31167,15,0,0,0,3,0,5,3,0,28
SAL31168,35,4,0,6,7,0,4,11,0,71
SAL31169,3,7,0,3,3,0,5,5,5,31
SAL31170,64,34,72,38,59,28,41,85,8,416
SAL31171,18,3,0,3,4,0,6,7,0,37
SAL31172,8,0,4,0,0,3,5,0,0,16
SAL31173,0,4,0,0,0,0,0,3,0,9
SAL31174,358,668,593,640,529,411,265,508,66,4040
SAL31175,101,127,136,86,107,68,37,71,9,751
SAL31176,22,50,67,67,47,39,58,91,25,472
SAL31177,27,32,42,36,29,27,16,25,0,229
SAL31178,22,6,12,0,3,0,8,9,0,60
SAL31179,269,398,329,338,240,208,132,243,57,2206
SAL31180,4,0,3,5,6,4,0,3,0,22
SAL31181,17,0,0,0,4,0,0,0,0,27
SAL31182,72,109,124,84,68,39,41,39,16,590
SAL31183,89,142,112,85,87,74,47,79,0,712
SAL31184,15,6,9,9,5,0,3,14,0,48
SAL31185,18,5,0,0,0,3,4,11,0,47
SAL31186,16,3,11,7,14,7,3,14,5,92
SAL31187,240,435,450,519,483,276,586,675,125,3798
SAL31188,14,4,6,6,0,3,4,5,3,51
SAL31189,7,4,0,6,0,0,3,3,0,21
SAL31190,8,3,0,0,0,0,0,0,0,9
SAL31191,9,6,0,3,5,0,0,5,0,32
SAL31192,0,0,0,0,0,0,0,0,0,0
SAL31193,4,3,3,0,0,0,3,3,0,24
SAL31194,56,22,25,27,18,16,25,38,7,225
SAL31195,42,44,79,45,59,31,47,60,11,415
SAL31196,42,15,8,4,18,9,10,14,3,124
SAL31197,36,27,44,27,12,22,24,31,5,225
SAL31198,9,5,3,0,3,3,0,4,0,30
SAL31199,0,4,0,5,0,3,0,4,0,17
SAL31200,19,21,29,33,23,28,19,51,0,227
SAL31201,14,8,14,14,12,11,5,29,4,125
SAL31202,460,462,455,332,378,274,330,355,54,3094
SAL31203,0,0,0,0,0,0,0,0,0,0
SAL31204,0,0,0,0,0,0,0,0,0,4
SAL31205,0,0,4,0,0,0,0,3,0,6
SAL31206,0,0,8,0,7,3,3,4,0,33
SAL31207,67,13,26,8,15,0,24,15,8,165
SAL31208,6,0,0,0,0,0,0,4,0,11
SAL31209,5,0,0,4,6,0,0,12,0,36
SAL31210,402,979,215,230,377,191,81,137,39,2638
SAL31211,22,3,19,0,5,5,12,9,0,80
SAL31212,13,3,0,0,4,0,4,0,0,23
SAL31213,336,429,615,436,434,282,238,366,71,3201
SAL31214,5,0,0,0,0,0,0,4,0,8
SAL31215,107,196,232,132,176,116,80,121,5,1170
SAL31216,5,9,9,6,9,0,8,0,0,41
SAL31217,8,16,28,13,21,14,3,9,0,118
SAL31218,4,0,0,0,0,0,0,3,0,6
SAL31219,412,604,855,758,641,552,704,614,100,5239
SAL31220,458,1079,162,196,286,152,32,79,24,2479
SAL31221,16,5,5,12,3,0,7,10,0,52
SAL31222,11,5,9,4,0,3,4,6,0,42
SAL31223,0,9,11,8,5,6,5,12,0,63
SAL31224,29,36,36,26,17,10,22,28,0,204
SAL31225,513,991,176,176,307,192,41,97,41,2542
SAL31226,0,0,0,0,0,0,0,0,0,3
SAL31227,43,26,46,31,35,31,28,130,7,386
SAL31228,53,80,112,139,104,70,62,127,24,762
SAL31229,5,8,0,4,3,0,0,0,0,21
SAL31230,0,0,0,0,0,0,0,0,0,0
SAL31231,36,39,68,38,40,20,53,35,8,332
SAL31232,6,0,6,0,5,0,0,0,0,16
SAL31233,0,0,0,0,0,0,0,0,0,0
SAL31234,24,9,20,12,9,7,12,0,0,97
SAL31235,0,3,6,9,0,5,0,3,0,29
SAL31236,614,744,832,504,737,396,478,408,113,4824
SAL31237,0,0,0,0,0,0,0,0,0,3
SAL31238,16,14,11,11,3,11,7,19,0,94
SAL31239,33,42,58,14,33,13,27,20,9,253
SAL31240,39,61,58,38,49,32,28,39,4,343
SAL31241,18,25,18,16,10,12,17,24,0,143
SAL31242,596,1778,449,555,633,306,175,303,51,4840
SAL31243,13,0,3,3,0,4,0,6,0,39
SAL31244,0,0,0,0,0,0,0,7,0,10
SAL31245,19,17,5,3,6,3,7,18,5,71
SAL31246,11,7,3,3,0,0,3,3,0,38
SAL31247,7,4,0,0,0,0,0,0,0,15
SAL31248,5,5,4,3,8,7,3,3,0,35
SAL31249,25,12,8,0,6,3,13,21,0,97
SAL31250,11,5,6,0,0,0,0,3,0,31
SAL31251,32,14,41,20,18,8,11,24,0,175
SAL31252,15,0,0,0,3,0,9,3,0,30
SAL31253,7,0,7,5,3,0,3,7,0,40
SAL31254,640,1164,928,991,969,545,565,580,126,6506
SAL31255,0,0,0,0,0,0,0,0,0,4
SAL31256,9,19,4,9,3,0,5,6,0,64
SAL31257,6,0,0,0,0,0,6,0,0,18
SAL31258,38,5,11,5,11,0,18,10,0,104
SAL31259,5,0,0,0,0,0,0,3,0,13
SAL31260,50,78,80,48,64,29,21,44,9,434
SAL31261,0,0,0,0,0,0,0,0,0,0
SAL31262,0,0,0,0,0,0,0,0,0,0
SAL31263,101,222,204,194,141,107,98,141,37,1245
SAL31264,0,0,0,0,0,0,0,0,0,0
SAL31265,33,0,0,3,5,4,6,12,0,57
SAL31266,257,363,120,82,174,118,26,69,16,1217
SAL31267,17,9,13,4,13,6,12,7,0,86
SAL31268,19,4,7,3,3,0,14,17,0,67
SAL31269,22,7,10,14,15,11,15,17,4,117
SAL31270,8,3,4,6,0,0,0,8,0,35
SAL31271,0,3,0,6,0,0,0,0,0,12
SAL31272,3,0,0,0,0,0,0,0,0,12
SAL31273,15,0,7,0,0,0,0,3,0,34
SAL31274,20,21,63,0,7,0,76,13,0,195
SAL31275,6,0,3,4,3,0,0,0,0,16
SAL31276,7,0,0,4,0,0,0,4,0,13
SAL31277,0,0,0,0,0,0,0,4,0,6
SAL31278,19,7,9,6,11,0,0,5,0,58
SAL31279,8,0,0,0,0,0,0,0,0,12
SAL31280,346,572,651,615,428,475,360,649,78,4188
SAL31281,99,86,105,38,70,39,61,29,26,554
SAL31282,20,10,23,9,16,6,16,12,3,113
SAL31283,57,44,42,26,41,10,19,25,3,272
SAL31284,22,27,53,5,14,0,78,30,11,236
SAL31285,9,3,15,3,7,8,8,4,3,60
SAL31286,22,8,33,27,9,15,34,26,5,184
SAL31287,5,0,0,0,0,0,0,0,0,4
SAL31288,34,7,4,0,8,3,3,10,4,70
SAL31289,1038,1713,443,461,804,434,193,227,114,5427
SAL31290,0,7,3,5,0,0,5,4,4,27
SAL31291,4,3,0,0,3,4,4,4,0,36
SAL31292,33,23,71,21,32,22,39,42,3,297
SAL31293,39,48,28,32,30,13,13,20,6,220
SAL31294,51,7,5,4,6,0,0,13,0,85
SAL31295,18,72,85,33,33,17,67,25,5,350
SAL31296,87,175,181,186,106,99,81,147,34,1095
SAL31297,37,10,5,9,4,12,5,17,4,97
SAL31298,13,0,0,0,0,0,0,0,0,21
SAL31299,3,0,0,0,0,0,0,0,0,3
SAL31300,279,574,575,609,432,329,230,506,72,3596
SAL31301,38,20,64,41,37,29,33,35,11,312
SAL31302,95,88,98,93,100,56,89,95,7,726
SAL31303,29,9,23,16,17,6,12,15,3,130
SAL31304,19,0,5,0,0,0,0,0,0,19
SAL31305,631,1062,203,251,395,226,59,97,57,2988
SAL31306,33,69,139,37,62,44,109,67,16,581
SAL31307,20,22,15,29,13,9,17,21,3,151
SAL31308,0,0,0,0,0,0,0,0,0,8
SAL31309,15,10,0,0,3,0,3,4,0,42
SAL31310,112,173,225,89,123,70,98,57,18,972
SAL31311,306,686,253,294,335,195,230,225,58,2579
SAL31312,103,194,253,259,208,178,129,240,30,1595
SAL31313,9,3,4,5,3,0,4,10,0,38
SAL31314,15,5,3,13,4,0,12,10,0,65
SAL31315,1369,1795,1359,1052,1283,994,507,795,192,9339
SAL31316,58,34,66,52,49,33,72,89,9,462
SAL31317,29,49,47,31,33,13,19,29,9,251
SAL31318,189,335,200,163,238,115,154,169,34,1607
SAL31319,16,8,10,10,11,13,6,14,0,85
SAL31320,598,882,198,209,355,241,58,115,34,2683
SAL31321,21,37,28,52,20,27,24,50,8,254
SAL31322,237,294,371,297,379,239,278,306,54,2458
SAL31323,176,408,249,281,202,143,105,176,18,1758
SAL31324,162,519,93,160,150,110,48,100,29,1360
SAL31325,28,20,25,17,19,11,14,15,5,144
SAL31326,18,5,11,5,0,0,6,6,3,52
SAL31327,37,56,68,45,47,38,48,36,15,381
SAL31328,21,19,21,9,13,3,12,15,4,106
SAL31329,0,0,0,0,0,0,0,0,0,0
SAL31330,533,1010,570,500,576,382,176,259,44,4041
SAL31331,457,1401,218,375,427,214,107,222,55,3482
SAL31332,13,0,0,0,0,0,0,0,0,12
SAL31333,348,555,519,413,390,303,209,330,83,3153
SAL31334,0,0,0,0,0,0,0,4,0,7
SAL31335,3,4,0,8,0,0,6,0,0,28
SAL31336,209,317,113,99,128,60,23,43,14,1006
SAL31337,8,21,21,37,22,17,10,21,4,159
SAL31338,224,320,441,423,379,291,453,363,73,2974
SAL31339,3,7,10,0,4,0,4,10,0,35
SAL31340,0,0,0,0,0,0,0,0,0,0
SAL31341,7,3,5,0,9,0,3,0,0,34
SAL31342,3,0,6,8,0,3,3,13,0,36
SAL31343,14,8,9,5,4,0,7,9,0,56
SAL31344,4,3,11,0,11,0,5,0,0,31
SAL31345,126,197,113,80,98,58,31,67,11,786
SAL31346,688,1590,446,421,562,293,116,227,69,4421
SAL31347,530,1271,361,340,478,226,105,203,76,3595
SAL31348,115,244,167,214,119,112,58,128,28,1175
SAL31349,213,282,201,135,200,160,56,97,24,1362
SAL31350,179,309,333,318,294,185,239,275,59,2183
SAL31351,0,0,0,0,0,0,0,0,0,0
SAL31352,148,135,193,138,119,107,139,184,22,1183
SAL31353,27,14,22,13,26,6,21,15,0,138
SAL31354,0,0,0,3,0,0,0,4,0,13
SAL31355,5,0,0,4,0,0,7,0,0,20
SAL31356,1455,1376,660,618,947,777,242,389,139,6601
SAL31357,25,56,41,62,29,7,40,23,14,288
SAL31358,29,3,11,0,3,0,6,9,0,72
SAL31359,30,68,25,34,41,14,22,34,8,286
SAL31360,14,7,6,14,11,12,20,23,3,103
SAL31361,0,7,4,3,0,0,4,3,0,24
SAL31362,45,52,41,47,29,34,14,31,5,292
SAL31363,28,6,8,5,9,10,24,8,0,96
SAL31364,8,7,12,9,10,4,6,16,0,69
SAL31365,38,49,45,55,32,73,34,63,9,390
SAL31366,5,0,0,0,3,5,4,44,0,63
SAL31367,18,21,16,20,12,10,9,14,3,123
SAL31368,0,4,9,16,4,6,8,14,4,67
SAL31369,82,76,73,69,63,45,68,79,15,570
SAL31370,13,5,4,3,6,0,7,9,3,60
SAL31371,14,0,0,0,0,0,0,12,0,31
SAL31372,0,0,0,0,0,0,0,0,0,4
SAL31373,3,0,0,0,0,0,0,11,0,10
SAL31374,40,63,52,37,36,15,10,18,3,276
SAL31375,7,0,0,0,0,0,0,0,0,10
SAL31376,0,0,0,0,0,0,3,0,0,3
SAL31377,12,4,4,0,0,0,0,0,0,22
SAL31378,69,156,107,112,92,77,37,80,13,746
SAL31379,9,18,6,11,8,8,0,8,0,70
SAL31380,407,765,304,434,280,175,117,136,23,2639
SAL31381,9,0,0,0,0,0,0,0,0,16
SAL31382,33,22,24,11,17,7,30,24,3,173
SAL31383,51,15,20,21,15,4,18,31,4,184
SAL31384,55,70,65,45,58,30,31,39,4,399
SAL31385,7,11,17,8,4,3,0,10,4,65
SAL31386,24,40,31,19,17,21,13,23,4,201
SAL31387,54,42,60,53,36,27,37,55,11,387
SAL31388,199,401,600,773,369,337,621,948,172,4423
SAL31389,948,2953,446,661,750,526,152,389,104,6924
SAL31390,165,236,284,233,183,176,206,260,48,1788
SAL31391,17,0,0,0,5,0,0,8,0,36
SAL31392,47,36,38,42,27,25,56,104,9,379
SAL31393,6,6,4,0,0,0,0,10,5,27
SAL31394,16,16,8,23,14,4,12,17,4,119
SAL31395,44,23,21,25,23,13,33,46,9,244
SAL31396,26,0,9,0,5,0,7,18,3,63
SAL31397,131,250,182,163,133,119,74,110,14,1172
SAL31398,47,50,48,37,25,31,42,160,15,453
SAL31399,61,75,70,89,49,35,35,133,5,548
SAL31400,17,5,9,0,5,0,0,6,0,41
SAL31401,22,0,12,3,11,4,4,8,0,61
SAL31402,0,0,0,5,3,0,3,0,0,14
SAL31403,19,9,23,13,13,0,9,9,0,93
SAL31404,31,54,44,23,33,11,18,7,6,224
SAL31405,78,207,115,114,134,67,52,104,15,887
SAL31406,18,13,10,7,10,11,4,3,0,85
SAL31407,3,12,19,4,8,8,6,8,5,70
SAL31408,22,24,35,18,30,16,17,24,7,182
SAL31409,10,6,13,9,9,0,8,7,10,78
SAL31410,17,11,20,0,21,6,5,3,3,96
SAL31411,20,3,0,0,0,0,0,5,0,29
SAL31412,3,0,3,4,0,0,0,3,0,16
SAL31413,25,11,10,3,9,0,9,22,4,100
SAL31414,18,14,4,13,11,8,4,20,3,88
SAL31415,0,0,5,7,0,4,5,3,0,34
SAL31416,37,7,6,7,11,0,16,28,0,124
SAL31417,39,7,12,7,7,3,15,16,0,111
SAL31418,6,15,15,11,8,4,3,8,0,60
SAL31419,4,11,9,0,3,5,9,6,0,53
SAL31420,4,0,5,0,3,0,0,6,0,17
SAL31421,8,0,3,0,6,0,6,4,0,29
SAL31422,16,0,0,0,6,0,0,4,0,26
SAL31423,9,0,0,0,0,0,0,0,0,7
SAL31424,253,211,271,137,224,109,115,152,38,1519
SAL31425,0,3,0,0,0,5,0,4,0,10
SAL31426,15,22,13,14,10,3,6,17,4,104
SAL31427,34,8,13,8,8,3,24,14,17,124
SAL31428,190,442,225,164,193,125,87,115,22,1565
SAL31429,60,38,50,46,36,16,43,50,6,332
SAL31430,16,7,5,3,6,0,8,6,0,49
SAL31431,3,4,6,3,3,0,5,8,0,35
SAL31432,0,0,6,0,0,0,0,0,0,16
SAL31433,13,5,11,4,5,0,11,6,5,57
SAL31434,35,17,34,17,26,14,22,21,0,189
SAL31435,0,0,0,0,0,0,0,0,0,0
SAL31436,18,0,0,0,0,0,3,3,0,31
SAL31437,92,132,186,104,116,61,89,83,25,889
SAL31438,42,6,6,8,13,0,11,18,0,97
SAL31439,0,0,3,0,0,0,0,0,0,11
SAL31440,413,409,730,394,524,259,400,356,95,3567
SAL31441,39,3,11,5,11,6,0,15,5,99
SAL31442,21,0,4,6,5,6,3,5,0,47
SAL31443,0,0,7,0,0,0,0,7,0,23
SAL31444,417,856,316,291,387,193,101,166,41,2766
SAL31445,18,5,4,7,0,6,3,3,0,39
SAL31446,5,0,0,0,0,0,0,0,0,4
SAL31447,0,0,0,0,0,0,0,0,0,4
SAL31448,3,0,0,0,4,0,0,0,0,13
SAL31449,10,8,5,4,8,0,0,0,0,29
SAL31450,43,8,19,22,18,15,23,27,6,178
SAL31451,0,0,0,0,0,0,0,0,0,3
SAL31452,55,72,83,74,62,65,58,56,6,519
SAL31453,21,5,13,4,15,4,14,14,3,90
SAL31454,4,4,0,0,0,0,0,0,0,14
SAL31455,237,367,321,208,278,180,116,142,31,1886
SAL31456,9,12,9,7,14,5,6,4,0,78
SAL31457,133,153,228,127,99,109,89,161,22,1122
SAL31458,19,56,43,34,36,18,10,11,4,245
SAL31459,63,49,59,51,37,31,31,68,9,404
SAL31460,82,35,47,26,50,21,23,58,12,345
SAL31461,35,9,22,0,16,8,3,6,0,110
SAL31462,6,0,4,0,0,0,5,3,0,21
SAL31463,32,3,4,5,8,3,3,15,3,87
SAL31464,10,4,4,6,4,3,5,0,7,39
SAL31465,28,23,31,13,36,13,47,14,6,210
SAL31466,5,0,0,0,3,0,0,4,0,13
SAL31467,36,18,12,9,10,8,0,27,4,128
SAL31468,0,0,0,0,0,0,0,0,0,3
SAL31469,61,20,35,31,39,17,13,33,0,251
SAL31470,12,5,5,0,8,0,3,6,5,39
SAL31471,74,58,85,72,58,31,46,100,10,538
SAL31472,206,455,63,76,117,72,16,32,11,1053
SAL31473,4,0,0,0,7,0,0,7,0,17
SAL31474,155,254,198,189,166,157,65,120,16,1334
SAL31475,828,1326,1510,1478,1437,958,960,1174,217,9885
SAL31476,8,0,0,3,0,0,5,0,0,17
SAL31477,8,10,3,3,0,4,10,3,0,36
SAL31478,50,131,76,65,62,47,22,35,9,515
SAL31479,54,41,51,33,26,14,22,40,3,279
SAL31480,13,10,6,8,0,0,10,14,0,67
SAL31481,976,2137,529,617,794,427,193,398,109,6183
SAL31482,8,10,5,7,3,6,4,3,0,52
SAL31483,195,358,201,237,197,168,77,111,24,1564
SAL31484,12,0,0,0,0,8,0,0,0,23
SAL31485,432,653,430,319,448,240,164,216,47,2940
SAL31486,287,538,275,220,293,150,89,139,28,2020
SAL31487,20,0,3,0,5,6,3,8,0,45
SAL31488,20,34,18,19,20,11,10,5,0,133
SAL31489,35,48,44,24,23,18,15,17,0,226
SAL31490,7,11,8,8,10,10,3,7,0,60
SAL31491,0,0,0,0,0,0,0,0,0,0
SAL31492,77,69,57,42,45,22,41,73,15,445
SAL31493,133,244,271,330,217,182,164,269,32,1849
SAL31494,3,3,0,0,0,0,5,0,0,15
SAL31495,169,309,296,352,205,220,99,217,43,1903
SAL31496,327,922,530,704,512,380,252,487,61,4164
SAL31497,871,1844,616,629,767,467,200,386,69,5832
SAL31498,21,9,4,11,13,7,11,5,0,78
SAL31499,388,514,713,737,572,488,446,583,99,4551
SAL31500,459,1602,312,615,492,366,123,338,66,4370
SAL31501,9,4,6,0,0,0,0,3,0,29
SAL31502,3,0,0,0,0,0,0,4,0,7
SAL31503,54,37,56,22,20,35,25,42,3,295
SAL31504,819,1950,379,432,585,352,91,220,33,4862
SAL31505,223,440,52,73,122,86,14,52,10,1084
SAL31506,12,0,3,3,3,0,12,10,6,41
SAL31507,29,28,45,38,41,32,35,41,3,297
SAL31508,111,109,168,136,116,97,110,135,18,992
SAL31509,13,0,5,3,3,0,4,3,0,41
SAL31510,3,0,0,0,0,0,0,4,4,9
SAL31511,13,5,13,5,4,4,8,8,0,59
SAL31512,385,960,421,397,410,230,134,253,60,3250
SAL31513,132,214,251,295,210,202,122,270,27,1722
SAL31514,25,17,31,15,15,7,14,22,4,146
SAL31515,6,10,13,19,7,5,4,14,0,74
SAL31516,42,20,31,8,22,13,8,27,0,166
SAL31517,372,613,481,426,393,308,126,264,59,3034
SAL31518,0,0,0,0,3,0,0,0,0,7
SAL31519,30,50,29,20,24,7,8,19,6,188
SAL31520,12,4,0,0,4,0,8,5,4,39
SAL31521,25,6,6,7,8,10,9,9,6,83
SAL31522,5,16,14,16,17,8,3,9,0,83
SAL31523,27,15,18,8,11,6,19,9,3,112
SAL31524,22,3,10,7,3,4,7,3,0,54
SAL31525,56,98,54,34,48,24,16,25,3,364
SAL31526,9,0,12,8,4,0,0,3,0,37
SAL31527,67,61,144,79,68,35,66,318,14,851
SAL31528,62,4,5,3,9,0,17,25,0,130
SAL31529,37,21,37,25,24,11,22,30,5,207
SAL31530,15,17,3,15,6,11,6,11,0,67
SAL31531,49,31,34,37,27,45,34,66,13,338
SAL31532,5,0,0,0,0,0,0,0,0,8
SAL31533,3,0,0,0,0,0,0,0,0,7
SAL31534,67,64,64,40,30,18,18,49,8,358
SAL31535,90,168,239,116,126,106,132,129,21,1129
SAL31536,6,4,3,0,7,0,0,0,0,23
SAL31537,13,14,10,7,3,0,6,13,0,72
SAL31538,20,3,7,4,4,0,0,5,0,42
SAL31539,8,0,0,0,0,0,0,5,0,9
SAL31540,16,58,33,23,16,9,6,15,6,183
SAL31541,3,0,0,0,0,0,0,0,0,6
SAL31542,419,670,621,606,433,434,286,819,72,4362
SAL31543,206,324,176,201,183,146,70,152,24,1478
SAL31544,5,0,4,3,0,4,0,8,0,30
SAL31545,0,6,3,0,0,0,0,3,0,15
SAL31546,74,99,58,23,58,28,12,28,3,396
SAL31547,96,104,186,122,132,82,94,135,21,973
SAL31548,177,273,468,461,328,255,544,661,100,3271
SAL31549,33,38,42,24,35,18,17,36,8,257
SAL31550,18,3,4,3,5,0,0,14,0,53
SAL31551,0,5,0,0,0,5,5,0,0,25
SAL31552,23,0,5,0,0,4,0,10,0,44
SAL31553,11,0,0,0,0,0,0,5,0,20
SAL31554,349,514,634,584,541,338,384,543,69,3949
SAL31555,14,6,0,4,4,3,4,3,0,39
SAL31556,108,214,242,139,125,116,119,141,16,1229
SAL31557,0,0,0,0,0,0,0,0,0,6
SAL31558,871,1668,1397,1729,1394,991,692,1002,169,9922
SAL31559,3,3,0,0,0,0,0,0,0,8
SAL31560,151,230,170,146,164,84,46,63,17,1060
SAL31561,12,3,0,5,0,5,0,0,6,31
SAL31562,51,41,58,33,27,23,17,34,16,289
SAL31563,50,74,62,26,38,26,18,28,3,339
SAL31564,15,0,10,10,7,4,12,12,8,65
SAL31565,35,3,0,5,0,0,3,10,0,62
SAL31566,5,0,0,0,0,0,0,5,0,12
SAL31567,0,0,0,0,0,0,0,0,0,5
SAL31568,110,211,295,279,203,156,132,424,65,1882
SAL31569,50,64,80,67,69,45,53,67,19,512
SAL31570,12,0,5,0,0,3,0,4,0,30
SAL31571,10,3,3,0,7,5,0,10,0,34
SAL31572,0,0,0,0,0,0,0,0,0,0
SAL31573,7,0,0,0,0,0,3,3,3,27
SAL31574,70,33,61,27,32,16,71,40,10,355
SAL31575,17,37,19,46,17,7,6,18,10,189
SAL31576,9,0,0,0,0,0,3,5,0,27
SAL31577,12,0,0,0,0,0,0,4,0,14
SAL31578,17,33,25,22,17,19,13,21,0,179
SAL31579,8,3,16,10,5,0,6,9,0,56
SAL31580,6,5,11,3,0,0,0,7,0,40
SAL31581,13,0,6,0,0,0,0,14,0,39
SAL31582,126,191,249,177,153,133,63,154,23,1257
SAL31583,16,14,39,5,10,4,32,32,9,164
SAL31584,28,17,14,8,9,14,3,32,0,127
SAL31585,0,0,0,0,0,0,4,0,0,15
SAL31586,8,3,0,0,0,0,0,0,0,12
SAL31587,20,3,4,0,7,0,3,3,0,46
SAL31588,468,1204,408,406,522,339,258,310,93,4004
SAL31589,135,282,173,208,144,100,45,102,39,1225
SAL31590,52,78,73,58,70,39,22,35,15,437
SAL31591,11,17,8,5,11,3,0,6,0,63
SAL31592,6,0,5,0,0,0,0,19,0,33
SAL31593,55,42,55,27,28,26,41,53,5,345
SAL31594,7,0,0,0,0,0,0,0,0,7
SAL31595,12,3,0,3,0,0,0,0,0,26
SAL31596,114,131,120,97,87,68,55,75,12,760
SAL31597,51,44,86,25,34,26,43,31,11,348
SAL31598,24,10,21,19,19,10,14,27,0,139
SAL31599,6,3,4,0,0,0,0,6,0,25
SAL31600,3,4,8,0,12,6,3,3,0,37
SAL31601,834,1519,1207,1225,1017,847,483,995,146,8261
SAL31602,31,31,32,11,15,5,11,8,0,147
SAL31603,12,5,0,0,0,0,0,5,0,15
SAL31604,9,9,13,3,15,4,12,8,0,80
SAL31605,9,0,4,3,5,0,3,4,0,27
SAL31606,84,136,153,187,126,117,105,214,20,1153
SAL31607,14,11,13,11,12,8,8,8,3,76
SAL31608,56,65,87,70,68,58,65,76,4,545
SAL31609,22,24,27,34,21,27,19,36,0,214
SAL31610,15,18,19,9,12,11,17,11,0,113
SAL31611,12,18,10,15,5,0,0,4,0,61
SAL31612,0,0,0,0,0,0,0,0,0,3
SAL31613,37,12,16,9,14,8,12,24,0,140
SAL31614,40,47,34,29,21,19,13,25,3,217
SAL31615,85,115,76,66,77,45,20,77,8,587
SAL31616,0,3,4,0,0,0,0,0,0,9
SAL31617,13,10,6,0,5,3,6,7,0,44
SAL31618,0,0,0,0,0,0,0,0,0,0
SAL31619,0,0,0,0,0,0,0,0,0,5
SAL31620,0,0,0,0,0,0,0,0,0,3
SAL31621,0,0,0,0,0,0,0,0,0,5
SAL31622,5,20,7,3,5,0,0,11,3,51
SAL31623,57,15,19,10,15,4,19,83,11,232
SAL31624,35,32,45,49,48,29,24,48,4,320
SAL31625,6,0,3,3,0,0,3,0,0,20
SAL31626,14,16,12,18,10,12,11,16,0,113
SAL31627,0,0,0,0,0,0,0,0,0,5
SAL31628,24,11,9,0,6,7,4,3,0,61
SAL31629,141,271,198,148,152,92,95,91,26,1208
SAL31630,32,29,28,20,21,16,10,14,3,162
SAL31631,196,295,450,289,244,211,154,271,27,2141
SAL31632,9,5,10,5,7,4,4,3,0,54
SAL31633,5,4,0,0,0,0,0,0,0,13
SAL31634,18,3,0,0,0,0,0,0,0,22
SAL31635,22,8,10,6,10,9,9,8,0,83
SAL31636,22,9,11,7,9,8,7,13,3,85
SAL31637,4,0,0,0,0,0,0,3,0,12
SAL31638,8,4,35,4,11,3,21,12,0,104
