SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL22565,58,558,688,219,131,1652,73,1718
SAL22566,0,21,53,37,33,140,10,149
SAL22567,0,21,43,26,24,115,7,120
SAL22568,0,3,10,3,9,30,6,34
SAL22569,644,4025,4073,1247,635,10628,580,11210
SAL22570,6,84,270,149,110,619,21,637
SAL22571,0,21,73,46,27,170,0,179
SAL22572,190,616,186,37,8,1035,74,1108
SAL22573,0,15,13,21,9,53,4,61
SAL22574,0,9,10,10,6,41,0,44
SAL22575,0,0,0,0,0,7,3,12
SAL22576,0,4,19,4,0,24,0,21
SAL22577,14,196,228,70,54,563,37,598
SAL22578,0,16,24,7,22,70,7,81
SAL22579,0,9,17,20,9,55,7,62
SAL22580,0,8,20,13,11,43,0,48
SAL22581,0,0,3,8,3,17,8,30
SAL22582,196,3312,4550,1134,470,9663,724,10386
SAL22583,0,4,0,4,0,3,0,5
SAL22584,0,11,51,26,23,116,10,122
SAL22585,0,0,0,0,0,7,0,7
SAL22586,184,1253,1005,235,119,2800,143,2944
SAL22587,4,59,63,36,14,179,15,190
SAL22588,0,0,3,0,0,4,0,4
SAL22589,0,0,9,3,4,14,0,14
SAL22590,0,0,5,0,0,4,0,3
SAL22591,0,5,9,4,5,15,0,14
SAL22592,0,0,9,3,0,8,0,7
SAL22593,0,0,7,7,7,24,4,22
SAL22594,21,292,518,215,189,1234,34,1269
SAL22595,0,0,0,0,0,0,0,0
SAL22596,4,41,115,97,53,308,32,338
SAL22597,6,48,88,54,26,224,27,251
SAL22598,7,27,68,32,33,162,17,182
SAL22599,0,27,42,36,35,137,18,153
SAL22600,0,5,21,13,14,55,3,55
SAL22601,0,23,24,17,16,83,6,91
SAL22602,0,15,25,18,16,80,6,84
SAL22603,0,0,3,4,0,6,0,6
SAL22604,0,0,0,0,0,7,0,7
SAL22605,0,0,3,0,0,7,0,7
SAL22606,0,3,3,4,4,13,0,12
SAL22607,0,0,0,6,3,14,3,22
SAL22608,0,28,19,12,13,67,17,88
SAL22609,0,0,0,0,0,0,0,0
SAL22610,0,0,0,4,0,7,0,9
SAL22611,0,25,44,37,33,134,24,161
SAL22612,3,23,35,18,14,89,13,100
SAL22613,0,6,13,4,4,26,0,25
SAL22614,55,356,525,171,110,1226,40,1259
SAL22615,0,16,13,13,4,44,4,42
SAL22616,0,5,13,14,4,41,3,42
SAL22617,0,30,32,28,36,130,15,144
SAL22618,0,0,4,3,0,8,6,18
SAL22619,0,3,6,6,0,12,0,17
SAL22620,55,586,1117,402,237,2395,65,2462
SAL22621,3,6,19,13,17,59,6,66
SAL22622,0,5,7,3,6,23,0,23
SAL22623,0,10,9,4,0,25,0,27
SAL22624,4,3,20,19,12,61,4,65
SAL22625,9,140,178,67,42,434,24,458
SAL22626,10,254,180,30,9,481,35,515
SAL22627,119,1234,1802,432,198,3791,78,3871
SAL22628,133,1167,1871,598,293,4061,98,4162
SAL22629,0,0,7,6,0,18,0,18
SAL22630,0,8,5,8,0,23,0,26
SAL22631,0,0,3,0,0,5,0,5
SAL22632,0,5,5,9,0,28,6,30
SAL22633,86,749,1152,307,146,2444,50,2497
SAL22634,0,5,28,6,14,62,4,64
SAL22635,18,154,137,61,31,398,47,440
SAL22636,0,0,5,6,4,17,5,16
SAL22637,0,6,7,4,3,15,0,15
SAL22638,3,9,12,0,0,25,0,25
SAL22639,0,22,47,39,27,139,9,145
SAL22640,0,11,3,3,3,23,5,27
SAL22641,0,0,0,0,0,0,0,0
SAL22642,0,0,0,0,0,0,0,0
SAL22643,0,0,9,3,11,24,0,24
SAL22644,14,128,168,74,37,418,33,452
SAL22645,0,9,16,3,5,36,0,42
SAL22646,0,4,3,7,0,18,0,19
SAL22647,0,4,14,9,7,28,4,36
SAL22648,0,0,4,3,5,15,0,15
SAL22649,0,3,0,7,3,10,0,16
SAL22650,0,26,109,50,33,228,5,229
SAL22651,0,3,8,0,0,20,0,20
SAL22652,0,0,0,0,0,0,0,0
SAL22653,0,24,16,3,0,46,7,59
SAL22654,0,3,0,0,0,3,0,3
SAL22655,0,4,3,0,0,11,0,11
SAL22656,0,19,23,19,17,75,16,89
SAL22657,0,0,15,8,7,33,0,34
SAL22658,0,0,0,0,0,0,0,0
SAL22659,0,0,3,0,0,0,0,0
SAL22660,0,0,0,0,0,3,0,3
SAL22661,85,1227,2151,847,520,4828,233,5056
SAL22662,0,0,5,3,4,13,4,17
SAL22663,6,59,171,113,94,437,36,477
SAL22664,0,0,0,5,6,13,0,13
SAL22665,0,23,36,20,28,107,0,113
SAL22666,0,14,23,12,11,62,0,63
SAL22667,0,27,28,14,6,67,16,85
SAL22668,0,29,36,12,9,84,18,98
SAL22669,10,138,376,125,94,742,8,758
SAL22670,0,0,6,3,10,20,5,28
SAL22671,6,50,86,32,17,188,8,200
SAL22672,0,23,41,24,39,140,10,149
SAL22673,32,214,439,207,188,1078,36,1110
SAL22674,0,0,7,4,6,13,0,13
SAL22675,0,3,9,8,9,37,0,37
SAL22676,3,67,153,111,96,424,60,486
SAL22677,0,0,0,0,0,0,0,0
SAL22678,0,8,37,14,22,78,7,86
SAL22679,0,3,0,0,0,0,0,0
SAL22680,552,3132,2863,777,403,7735,595,8327
SAL22681,0,24,84,48,41,190,6,203
SAL22682,0,0,0,0,0,4,0,7
SAL22683,0,9,29,23,17,69,0,74
SAL22684,0,9,24,4,9,39,6,46
SAL22685,144,1382,2360,665,315,4868,147,5021
SAL22686,366,2222,3087,1015,541,7234,206,7439
SAL22687,0,27,47,32,24,129,7,137
SAL22688,0,17,13,0,0,32,0,32
SAL22689,37,375,284,78,44,820,110,931
SAL22690,0,5,14,6,7,30,3,38
SAL22691,0,4,3,9,7,18,3,15
SAL22692,0,0,0,0,5,9,3,5
SAL22693,0,9,22,10,9,48,5,56
SAL22694,0,0,0,0,0,0,0,0
SAL22695,0,55,95,45,29,223,7,226
SAL22696,0,0,9,0,0,11,3,16
SAL22697,73,380,370,106,80,1000,79,1080
SAL22698,362,2577,2987,971,575,7470,340,7817
SAL22699,0,11,27,33,11,83,12,93
SAL22700,0,4,9,0,0,10,0,14
SAL22701,0,4,10,10,7,29,0,28
SAL22702,22,325,770,380,303,1808,38,1849
SAL22703,0,26,63,36,73,198,5,204
SAL22704,21,271,719,298,214,1532,30,1565
SAL22705,0,3,0,5,5,17,6,18
SAL22706,0,14,26,19,12,67,0,69
SAL22707,0,56,87,50,49,244,21,267
SAL22708,0,3,0,0,3,7,0,7
SAL22709,0,17,31,21,9,83,3,89
SAL22710,768,4920,4787,1397,684,12550,695,13239
SAL22711,0,5,0,7,7,17,0,16
SAL22712,0,0,9,9,0,25,7,30
SAL22713,0,13,17,5,0,33,0,38
SAL22714,3,15,15,13,4,48,10,55
SAL22715,0,0,0,8,3,15,0,16
SAL22716,0,0,10,0,3,21,3,21
SAL22717,0,21,34,16,13,86,10,92
SAL22718,0,0,10,0,0,14,0,14
SAL22719,0,9,27,11,11,57,3,55
SAL22720,6,110,348,177,73,710,13,717
SAL22721,154,853,828,187,77,2093,93,2188
SAL22722,64,389,617,191,105,1366,33,1394
SAL22723,0,5,10,6,6,16,0,18
SAL22724,0,6,34,24,16,83,7,88
SAL22725,0,0,0,0,0,0,0,0
SAL22726,0,5,11,14,7,35,0,35
SAL22727,11,99,255,128,116,603,10,617
SAL22728,0,0,0,0,0,0,0,0
SAL22729,0,17,46,35,14,111,9,123
SAL22730,11,312,551,242,172,1286,27,1316
SAL22731,0,0,0,0,0,4,0,4
SAL22732,0,5,7,5,5,20,0,16
SAL22733,17,151,146,66,38,419,53,469
SAL22734,0,0,0,3,5,9,0,9
SAL22735,0,6,3,0,0,14,0,17
SAL22736,0,0,0,0,0,5,0,11
SAL22737,0,4,10,3,5,21,0,27
SAL22738,0,14,8,11,11,48,0,47
SAL22739,0,6,5,4,3,15,0,21
SAL22740,34,424,587,124,60,1227,68,1295
SAL22741,0,9,21,9,11,54,0,58
SAL22742,0,28,36,14,16,99,7,105
SAL22743,0,45,54,20,16,140,13,152
SAL22744,0,6,16,8,9,37,11,48
SAL22745,467,2042,1338,393,159,4399,334,4738
SAL22746,0,7,18,0,7,36,4,39
SAL22747,0,0,0,0,0,0,0,0
SAL22748,0,0,8,8,6,25,0,20
SAL22749,0,3,8,4,0,19,0,21
SAL22750,1141,6726,6574,1969,1032,17446,1048,18493
SAL22751,46,341,341,132,84,948,103,1051
SAL22752,0,11,4,10,6,40,3,47
SAL22753,3,87,122,82,67,355,29,378
SAL22754,15,48,61,19,17,155,9,168
SAL22755,0,10,23,9,4,42,5,47
SAL22756,543,2234,1377,283,112,4552,324,4874
SAL22757,1402,1968,401,61,20,3853,230,4079
SAL22758,245,1965,2215,699,400,5526,428,5954
SAL22759,0,13,25,16,9,65,5,68
SAL22760,0,0,4,0,0,4,0,5
SAL22761,128,832,990,301,129,2390,165,2556
SAL22762,0,0,11,0,0,19,8,21
SAL22763,0,11,22,13,3,49,10,56
SAL22764,0,22,57,49,31,152,15,170
SAL22765,0,37,50,18,9,115,9,118
SAL22766,492,1990,3170,1020,555,7232,238,7472
SAL22767,0,0,0,0,0,3,5,3
SAL22768,0,0,5,0,0,9,0,9
SAL22769,78,589,540,156,113,1473,58,1533
SAL22770,0,23,48,29,34,131,6,145
SAL22771,0,5,0,3,3,8,0,8
SAL22772,0,28,39,29,7,100,9,109
SAL22773,0,4,9,0,7,15,4,19
SAL22774,178,766,461,126,67,1603,172,1769
SAL22775,79,626,802,341,264,2109,113,2214
SAL22776,0,0,3,0,4,16,0,16
SAL22777,0,42,47,30,27,153,10,165
SAL22778,0,3,20,5,5,40,0,39
SAL22779,0,4,5,8,0,22,4,23
SAL22780,0,9,9,3,6,27,4,29
SAL22781,0,18,23,5,12,58,4,64
SAL22782,0,21,35,12,16,81,0,86
SAL22783,0,3,5,10,9,21,5,25
SAL22784,3,4,27,16,19,63,19,88
SAL22785,0,0,5,4,4,13,0,13
SAL22786,0,0,7,3,4,17,0,18
SAL22787,0,0,12,3,0,20,0,20
SAL22788,3,69,65,25,24,187,17,204
SAL22789,0,0,3,0,8,10,0,10
SAL22790,0,0,3,0,0,0,0,3
SAL22791,80,998,1241,314,149,2783,174,2953
SAL22792,444,2190,2043,548,248,5467,193,5662
SAL22793,84,251,240,51,27,645,31,680
SAL22794,0,52,89,39,46,225,18,240
SAL22795,0,17,33,16,14,94,8,95
SAL22796,0,0,0,0,0,4,0,5
SAL22797,0,4,9,4,10,27,4,29
SAL22798,0,9,20,13,12,53,4,55
SAL22799,0,0,5,11,5,25,6,29
SAL22800,0,7,6,0,0,15,0,15
SAL22801,4,75,62,16,12,171,7,182
SAL22802,32,273,387,143,116,940,69,1013
SAL22803,0,9,15,14,14,54,5,58
SAL22804,0,6,10,0,14,35,3,38
SAL22805,812,1951,644,118,46,3572,208,3779
SAL22806,0,0,0,0,0,0,0,0
SAL22807,0,0,3,7,0,10,0,10
SAL22808,0,0,0,3,5,5,0,5
SAL22809,0,0,0,0,0,0,0,0
SAL22810,0,0,0,0,3,3,0,3
SAL22811,0,4,0,0,0,9,0,9
SAL22812,0,4,12,11,12,34,3,45
SAL22813,5,14,69,41,30,148,4,158
SAL22814,9,305,586,189,87,1175,29,1206
SAL22815,0,9,18,4,15,41,3,43
SAL22816,0,0,0,0,0,5,0,5
SAL22817,0,0,0,0,0,3,0,3
SAL22818,0,18,26,11,11,65,7,70
SAL22819,515,3079,3092,957,436,8092,470,8558
SAL22820,137,2100,3686,870,354,7160,333,7498
SAL22821,0,0,3,0,4,9,0,9
SAL22822,0,5,8,4,7,20,0,27
SAL22823,0,11,40,13,13,78,4,80
SAL22824,0,7,3,3,0,18,9,20
SAL22825,11,157,517,283,268,1234,25,1253
SAL22826,0,7,14,0,4,23,0,25
SAL22827,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0
SAL22829,257,1089,664,222,109,2343,172,2512
SAL22830,0,8,19,4,14,43,0,44
SAL22831,0,3,6,3,0,14,0,14
SAL22832,0,14,10,6,6,36,7,41
SAL22833,70,806,1000,371,195,2448,101,2550
SAL22834,0,12,49,15,23,104,4,110
SAL22835,0,4,8,5,5,22,5,26
SAL22836,0,12,66,35,19,133,4,131
SAL22837,0,0,8,0,6,13,0,14
SAL22838,0,0,0,0,6,15,0,16
SAL22839,0,12,14,15,5,50,0,49
SAL22840,3,8,5,0,3,30,0,30
SAL22841,5,34,63,31,24,152,16,176
SAL22842,0,18,26,8,4,57,5,58
SAL22843,0,9,17,7,7,47,6,56
SAL22844,0,5,3,0,0,13,0,10
SAL22845,0,0,3,4,0,16,0,16
SAL22846,0,29,58,52,48,183,24,202
SAL22847,0,6,4,3,3,21,0,22
SAL22848,0,26,37,18,10,89,8,96
SAL22849,0,0,0,0,0,0,0,0
SAL22850,0,3,0,0,0,6,0,6
SAL22851,6,24,64,27,27,141,7,146
SAL22852,6,26,28,13,4,83,8,99
SAL22853,0,19,54,20,30,123,9,133
SAL22854,0,3,3,4,0,15,0,15
SAL22855,0,6,15,4,0,23,4,24
SAL22856,0,8,14,10,4,29,4,41
SAL22857,27,290,449,188,133,1086,39,1130
SAL22858,0,15,32,15,13,74,18,96
SAL22859,0,10,13,5,9,36,0,36
SAL22860,0,31,58,30,17,142,12,148
SAL22861,0,6,26,17,13,58,5,65
SAL22862,0,0,6,4,3,12,0,12
SAL22863,0,0,0,0,0,3,0,6
SAL22864,0,0,4,6,3,11,0,11
SAL22865,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0
SAL22867,0,0,0,0,0,0,0,0
SAL22868,0,0,0,0,0,0,0,0
SAL22869,0,9,11,3,4,24,3,31
SAL22870,0,0,0,0,0,5,0,9
SAL22871,0,0,0,0,0,0,0,3
SAL22872,0,0,0,0,0,0,0,0
SAL22873,0,33,42,28,21,132,15,142
SAL22874,0,7,19,12,14,48,5,50
SAL22875,12,128,169,67,38,407,32,438
SAL22876,34,191,307,135,90,760,25,787
SAL22877,14,99,92,41,16,266,28,295
SAL22878,0,0,0,0,0,3,0,5
SAL22879,0,3,3,0,0,12,6,16
SAL22880,0,0,3,0,0,3,0,3
SAL22881,0,33,11,4,0,44,4,50
SAL22882,0,4,10,5,3,15,0,16
SAL22883,254,2526,2599,704,375,6458,411,6865
SAL22884,0,18,38,18,24,98,6,105
SAL22885,0,8,11,7,4,32,3,35
SAL22886,0,7,12,9,0,34,5,34
SAL22887,0,3,11,4,4,24,6,32
SAL22888,0,0,7,0,6,10,0,10
SAL22889,19,190,317,124,87,739,47,785
SAL22890,0,13,23,11,19,61,7,77
SAL22891,0,0,4,0,0,7,0,7
SAL22892,34,372,639,199,71,1309,36,1347
SAL22893,0,12,21,8,5,49,0,54
SAL22894,21,183,203,111,66,582,50,635
SAL22895,0,0,0,0,0,0,0,0
SAL22896,0,23,44,20,16,103,17,120
SAL22897,0,3,10,9,4,30,0,34
SAL22898,0,10,34,19,20,82,10,93
SAL22899,0,4,9,5,0,24,4,25
SAL22900,4,30,40,25,13,113,12,123
SAL22901,0,0,3,4,5,7,3,18
SAL22902,0,31,32,22,5,89,3,86
SAL22903,0,5,8,0,3,18,3,24
SAL22904,0,5,14,8,10,36,3,39
SAL22905,0,0,0,0,0,0,0,0
SAL22906,0,12,34,20,31,95,8,106
SAL22907,0,21,48,19,13,99,8,103
SAL22908,0,24,27,14,12,78,5,83
SAL22909,0,7,13,3,10,26,3,31
SAL22910,23,251,491,167,141,1078,42,1118
SAL22911,58,346,365,163,115,1043,94,1131
SAL22912,0,0,0,0,0,8,0,8
SAL22913,20,236,307,109,76,745,33,781
SAL22914,0,16,43,16,7,82,4,91
SAL22915,68,372,302,121,59,917,69,988
SAL22916,6,41,158,123,148,484,21,499
SAL22917,571,2756,2142,431,143,6042,232,6276
SAL22918,0,5,12,8,5,30,3,39
SAL22919,173,1358,1350,386,216,3481,189,3672
SAL22920,0,0,3,0,0,9,0,6
SAL22921,0,35,81,34,33,180,25,198
SAL22922,0,0,5,7,0,11,0,11
SAL22923,0,0,0,0,0,0,0,0
SAL22924,31,282,288,98,68,765,52,820
SAL22925,5,24,59,45,58,182,14,191
SAL22926,0,19,47,26,18,109,14,119
SAL22927,0,15,27,30,21,96,3,99
SAL22928,0,4,18,12,12,44,0,42
SAL22929,0,10,14,7,10,38,0,38
SAL22930,0,0,13,8,16,41,0,44
SAL22931,0,0,7,0,0,12,0,12
SAL22932,0,0,4,0,0,0,0,0
SAL22933,0,3,10,10,6,29,0,32
SAL22934,8,115,177,64,34,396,18,419
SAL22935,9,37,88,51,67,248,12,258
SAL22936,0,0,0,0,0,0,0,0
SAL22937,0,3,9,4,6,22,0,19
SAL22938,0,0,9,5,4,10,0,17
SAL22939,0,8,14,13,17,49,0,49
SAL22940,0,4,9,6,7,24,0,22
SAL22941,0,7,14,12,10,39,3,46
SAL22942,0,0,12,5,0,22,3,18
SAL22943,0,4,17,14,13,46,4,50
SAL22944,0,0,0,0,0,0,0,0
SAL29797,0,0,0,0,0,0,0,0
SAL30001,0,5,8,0,0,12,0,12
SAL30002,0,0,0,0,4,3,0,3
SAL30003,0,8,3,4,5,17,6,18
SAL30004,0,40,51,20,14,124,12,135
SAL30005,4,0,4,0,0,7,3,14
SAL30006,0,0,3,5,4,17,0,19
SAL30007,247,1056,874,280,140,2600,223,2822
SAL30008,0,0,0,0,0,3,0,3
SAL30009,3,57,131,76,60,317,26,342
SAL30010,0,9,5,5,5,29,5,34
SAL30011,0,21,55,39,28,137,14,154
SAL30012,7,44,71,35,43,192,14,204
SAL30013,8,42,56,29,14,141,10,152
SAL30014,42,500,438,124,72,1175,165,1338
SAL30015,0,12,20,13,8,60,4,62
SAL30016,154,282,129,24,10,602,40,641
SAL30017,6,15,39,24,19,98,14,112
SAL30018,200,710,630,193,96,1828,164,1997
SAL30019,0,17,18,0,5,42,0,45
SAL30020,191,1525,2519,955,542,5732,109,5837
SAL30021,0,0,5,0,0,13,0,15
SAL30022,0,28,64,39,42,166,16,180
SAL30023,0,0,7,0,6,13,5,21
SAL30024,185,873,470,103,44,1672,101,1780
SAL30025,0,3,3,3,7,14,3,16
SAL30026,220,1085,999,270,116,2689,76,2768
SAL30027,5,101,88,32,20,253,12,263
SAL30028,0,0,0,0,0,0,0,0
SAL30029,0,24,34,9,10,74,0,77
SAL30030,98,824,663,198,100,1876,156,2035
SAL30031,214,1701,2406,967,527,5819,195,6017
SAL30032,113,1066,1305,401,158,3045,128,3172
SAL30033,0,6,8,8,3,20,0,25
SAL30034,7,129,392,186,139,852,6,863
SAL30035,0,3,12,11,6,29,3,37
SAL30036,0,7,9,5,11,28,0,29
SAL30037,176,558,325,100,47,1207,124,1332
SAL30038,0,9,27,9,21,71,7,76
SAL30039,7,53,121,61,38,293,33,319
SAL30040,3,65,255,88,73,489,65,550
SAL30041,19,167,171,76,41,468,35,501
SAL30042,4,40,45,30,31,149,24,171
SAL30043,0,10,9,0,0,18,3,22
SAL30044,4,46,68,38,33,187,23,211
SAL30045,6,63,65,30,45,206,35,241
SAL30046,0,0,0,0,0,7,0,7
SAL30047,3,80,166,98,83,430,29,461
SAL30048,3,62,39,16,8,131,11,138
SAL30049,7,89,110,46,37,288,12,296
SAL30050,0,14,4,7,5,24,8,29
SAL30051,0,0,0,0,0,0,3,3
SAL30052,0,0,0,0,0,0,0,0
SAL30053,8,29,0,5,5,40,0,46
SAL30054,3,20,26,18,9,67,19,83
SAL30055,0,14,3,0,3,21,3,29
SAL30056,0,25,42,23,17,106,19,119
SAL30057,9,99,79,22,11,222,21,246
SAL30058,0,40,21,3,0,67,25,99
SAL30059,164,1233,1378,545,279,3603,295,3895
SAL30060,0,13,22,3,4,46,3,54
SAL30061,0,0,4,0,4,8,0,8
SAL30062,0,8,14,9,9,29,0,30
SAL30063,39,703,1341,473,211,2772,74,2842
SAL30064,587,2434,1467,372,190,5045,195,5239
SAL30065,5,72,211,110,83,473,21,500
SAL30066,0,9,15,13,11,48,0,46
SAL30067,0,12,22,9,11,50,3,59
SAL30068,7,86,114,32,25,258,37,297
SAL30069,0,49,77,38,27,193,10,205
SAL30070,0,0,0,0,0,0,0,0
SAL30071,7,48,113,47,32,241,12,255
SAL30072,17,83,63,24,16,196,9,208
SAL30073,0,0,17,5,3,28,3,31
SAL30074,66,786,1115,378,162,2502,47,2555
SAL30075,0,0,0,0,0,5,0,5
SAL30076,4,65,91,40,19,220,31,253
SAL30077,0,0,0,0,0,0,0,3
SAL30078,39,98,35,7,0,178,17,199
SAL30079,0,14,15,13,8,44,3,49
SAL30080,3,29,0,0,0,36,14,44
SAL30081,18,77,68,24,14,203,19,224
SAL30082,0,7,23,5,6,43,4,43
SAL30083,0,4,0,0,0,7,3,12
SAL30084,5,100,144,55,21,325,38,367
SAL30085,0,19,50,20,24,111,5,117
SAL30086,24,306,571,190,125,1218,38,1254
SAL30087,0,9,22,15,15,56,11,67
SAL30088,111,1381,1656,521,260,3936,172,4108
SAL30089,199,1129,904,256,134,2627,136,2758
SAL30090,0,9,23,6,8,38,0,41
SAL30091,5,69,189,46,22,329,4,337
SAL30092,238,1667,1833,620,289,4643,124,4765
SAL30093,251,1581,1698,605,328,4465,253,4720
SAL30094,0,7,7,5,5,30,3,33
SAL30095,471,1851,1866,564,278,5038,191,5224
SAL30096,240,1448,1036,315,164,3201,322,3524
SAL30097,3,11,23,10,11,54,0,57
SAL30098,6,23,29,16,7,81,4,80
SAL30099,0,14,24,31,18,95,10,101
SAL30100,0,0,5,4,0,9,0,14
SAL30101,227,1176,806,210,112,2524,75,2599
SAL30102,12,57,58,26,11,165,22,190
SAL30103,17,441,971,291,128,1846,66,1910
SAL30104,139,64,19,0,0,221,29,253
SAL30105,0,20,44,33,22,119,5,125
SAL30106,171,881,631,219,118,2019,115,2132
SAL30107,169,871,677,206,109,2033,77,2110
SAL30108,0,0,0,0,3,9,0,9
SAL30109,3,74,95,40,37,252,24,277
SAL30110,258,1206,1280,438,171,3350,364,3715
SAL30111,38,209,191,57,17,514,53,561
SAL30112,0,9,14,6,9,33,0,36
SAL30113,86,65,27,11,0,189,14,203
SAL30114,0,55,26,13,4,95,8,108
SAL30115,0,0,0,0,0,3,0,3
SAL30116,23,369,736,238,104,1463,75,1539
SAL30117,0,46,50,32,22,156,14,171
SAL30118,0,0,7,0,0,9,0,9
SAL30119,9,150,225,85,55,518,151,666
SAL30120,0,5,16,10,7,31,3,33
SAL30121,4,30,52,34,25,141,14,156
SAL30122,0,4,5,0,3,6,6,13
SAL30123,73,774,1099,334,168,2447,83,2529
SAL30124,0,29,60,17,17,118,10,132
SAL30125,11,220,162,52,26,468,52,524
SAL30126,0,0,0,0,0,3,0,3
SAL30127,3,39,85,26,12,165,12,172
SAL30128,0,33,59,17,24,132,0,138
SAL30129,0,15,27,12,8,58,8,64
SAL30130,5,0,8,4,0,15,3,16
SAL30131,0,33,47,22,4,107,17,131
SAL30132,76,604,647,172,85,1585,63,1648
SAL30133,3,31,50,21,9,113,21,133
SAL30134,0,22,56,31,26,133,6,139
SAL30135,64,115,75,21,16,287,47,330
SAL30136,3,13,20,10,8,58,4,64
SAL30137,0,12,20,11,4,45,3,54
SAL30138,0,9,8,9,7,26,3,31
SAL30139,0,0,0,3,4,10,0,10
SAL30140,0,3,5,5,0,12,4,14
SAL30141,5,16,37,28,33,118,20,141
SAL30142,0,11,10,7,0,36,3,42
SAL30143,0,14,37,17,7,74,9,76
SAL30144,0,0,3,0,0,3,0,3
SAL30145,0,8,25,13,11,56,3,60
SAL30146,55,1107,1319,362,159,3000,67,3070
SAL30147,6,63,121,59,54,297,26,327
SAL30148,162,775,907,282,108,2223,79,2302
SAL30149,3,5,17,9,0,36,3,43
SAL30150,0,0,0,0,0,0,0,0
SAL30151,6,60,48,20,11,150,49,203
SAL30152,0,3,5,4,0,15,7,17
SAL30153,39,343,217,94,47,738,77,818
SAL30154,123,1163,1533,434,197,3448,87,3540
SAL30155,4,26,29,6,10,70,16,89
SAL30156,5,74,153,96,81,403,13,420
SAL30157,164,1868,1427,349,143,3958,142,4097
SAL30158,0,0,3,0,4,12,0,11
SAL30159,18,471,746,192,61,1501,42,1542
SAL30160,0,3,7,6,4,19,3,26
SAL30161,0,3,0,0,0,9,0,9
SAL30162,0,4,7,3,0,15,0,17
SAL30163,8,84,133,44,29,293,10,306
SAL30164,0,0,0,0,0,0,0,0
SAL30165,0,49,105,72,66,291,8,298
SAL30166,0,3,10,5,10,25,0,26
SAL30167,0,3,5,5,3,17,0,17
SAL30168,65,284,115,27,20,510,91,597
SAL30169,0,12,8,6,0,23,4,25
SAL30170,0,3,0,0,4,3,0,9
SAL30171,0,0,3,0,0,6,0,6
SAL30172,0,4,11,5,0,23,4,27
SAL30173,0,23,54,32,8,120,5,121
SAL30174,0,5,9,10,7,25,0,27
SAL30175,0,11,0,0,4,12,0,16
SAL30176,0,3,12,3,5,20,0,24
SAL30177,0,0,0,0,0,0,0,0
SAL30178,0,14,29,7,4,56,4,66
SAL30179,0,0,0,0,0,0,0,0
SAL30180,5,48,26,10,23,116,31,147
SAL30181,0,0,0,0,0,0,0,0
SAL30182,28,131,125,53,31,374,25,397
SAL30183,62,397,377,146,68,1046,44,1086
SAL30184,0,7,3,4,8,17,0,17
SAL30185,11,117,118,43,27,319,36,357
SAL30186,0,0,0,0,0,0,0,0
SAL30187,0,0,4,0,0,3,0,3
SAL30188,33,424,721,243,116,1536,54,1587
SAL30189,0,14,5,0,3,23,4,23
SAL30190,67,809,676,242,157,1958,113,2067
SAL30191,98,733,823,295,135,2084,123,2205
SAL30192,3,14,26,5,3,46,10,51
SAL30193,190,1086,850,303,156,2593,197,2790
SAL30194,0,0,11,3,5,22,0,22
SAL30195,3,36,10,3,0,59,22,76
SAL30196,3,7,7,5,7,23,4,28
SAL30197,0,41,104,66,67,273,18,298
SAL30198,4,84,136,60,43,330,20,344
SAL30199,0,3,0,0,0,4,0,4
SAL30200,0,11,13,8,12,42,5,47
SAL30201,0,9,8,3,4,21,6,27
SAL30202,402,1310,949,345,211,3215,496,3705
SAL30203,10,132,120,52,40,351,27,375
SAL30204,0,0,9,0,0,10,0,10
SAL30205,69,817,1071,445,284,2695,168,2862
SAL30206,0,0,7,6,4,15,3,20
SAL30207,0,4,0,0,3,16,0,14
SAL30208,0,0,6,4,7,13,4,15
SAL30209,57,432,332,98,38,950,67,1015
SAL30210,4,31,67,35,28,166,9,177
SAL30211,8,73,55,30,16,180,15,194
SAL30212,0,4,11,6,0,22,0,22
SAL30213,169,766,411,137,60,1552,118,1668
SAL30214,117,994,1319,390,182,3001,197,3203
SAL30215,35,533,829,302,163,1856,18,1876
SAL30216,0,22,42,14,11,84,5,88
SAL30217,0,0,0,0,0,0,0,0
SAL30218,0,0,0,0,0,0,0,0
SAL30219,0,38,96,55,39,229,25,259
SAL30220,64,739,874,313,159,2149,102,2251
SAL30221,0,9,31,19,14,69,5,76
SAL30222,0,49,67,22,3,144,0,141
SAL30223,0,11,27,12,7,53,4,58
SAL30224,29,367,695,237,174,1493,48,1541
SAL30225,0,3,4,0,0,9,0,9
SAL30226,18,136,129,42,11,333,17,356
SAL30227,0,12,9,8,5,27,7,35
SAL30228,3,13,46,24,3,95,9,99
SAL30229,0,9,19,13,9,42,3,53
SAL30230,0,72,147,83,78,382,6,386
SAL30231,0,14,13,8,0,34,3,31
SAL30232,3,53,57,17,6,141,9,151
